model,frame,covariance,n,intercept,slope,t,p,lower,upper,r2
HARD_BASE,all,ordinary,90,0.02462659256770157,0.23316681133633146,1.3551977456663344,0.17882300959534192,-0.10875379946217764,0.5750874221348405,0.020443357479957847
HARD_BASE,all,HC3,90,0.02462659256770157,0.23316681133633146,1.098730672602351,0.2748825538501251,-0.18856533149490548,0.6548989541675684,0.020443357479957847
HARD_BASE,all,HAC3,90,0.02462659256770157,0.23316681133633146,1.2623213459569618,0.21016829759148292,-0.13391090816441611,0.6002445308370791,0.020443357479957847
HARD_BASE,all,HAC6,90,0.02462659256770157,0.23316681133633146,1.1766219293860438,0.24251939492708666,-0.1606470632637962,0.6269806859364592,0.020443357479957847
HARD_BASE,2024+,ordinary,31,-0.015418531962173496,0.5827424275307576,3.5001670941662977,0.0015237769288615353,0.24223237345342274,0.9232524816080924,0.29698963156723057
HARD_BASE,2024+,HC3,31,-0.015418531962173496,0.5827424275307576,1.6801044838646773,0.10367979318569254,-0.12664326720456465,1.2921281222660799,0.29698963156723057
HARD_BASE,2024+,HAC3,31,-0.015418531962173496,0.5827424275307576,5.1609832308528105,1.6214873460755863e-05,0.3518092829723065,0.8136755720892086,0.29698963156723057
HARD_BASE,2024+,HAC6,31,-0.015418531962173496,0.5827424275307576,6.449212710106566,4.6811571599239657e-07,0.39793815139848837,0.7675467036630268,0.29698963156723057
HARD_BASE,2025+,ordinary,19,-0.026884182174541735,0.8741401472927224,2.011783423666718,0.06036926790219044,-0.042595957733018386,1.7908762523184631,0.19229439516826652
HARD_BASE,2025+,HC3,19,-0.026884182174541735,0.8741401472927224,2.287371901243727,0.03526412059461737,0.06785477718531752,1.6804255174001272,0.19229439516826652
HARD_BASE,2025+,HAC3,19,-0.026884182174541735,0.8741401472927224,3.408584656754811,0.003345044285684445,0.33307261173576685,1.4152076828496778,0.19229439516826652
HARD_BASE,2025+,HAC6,19,-0.026884182174541735,0.8741401472927224,3.3658072545720965,0.0036694191598713264,0.3261959661568825,1.4220843284285622,0.19229439516826652
HARD_HALF,all,ordinary,90,0.0219428045039492,0.27976101743721815,1.7002086792638413,0.09262355374312263,-0.04723780410116596,0.6067598389756023,0.031804235738275066
HARD_HALF,all,HC3,90,0.0219428045039492,0.27976101743721815,1.5475846931839048,0.12531125303156926,-0.07948667797956582,0.6390087128540021,0.031804235738275066
HARD_HALF,all,HAC3,90,0.0219428045039492,0.27976101743721815,1.7956425199457797,0.07598378276067808,-0.029858647007682704,0.589380681882119,0.031804235738275066
HARD_HALF,all,HAC6,90,0.0219428045039492,0.27976101743721815,1.6455938175608718,0.10341474854715779,-0.05809041865572462,0.6176124535301609,0.031804235738275066
HARD_HALF,2024+,ordinary,31,-0.016805735715492508,0.5756990020508871,3.573070383577107,0.0012573434099402477,0.24616822388526827,0.9052297802165059,0.30566914858157956
HARD_HALF,2024+,HC3,31,-0.016805735715492508,0.5756990020508871,1.3671629107537637,0.1820788809248297,-0.28552730439676866,1.4369253084985427,0.30566914858157956
HARD_HALF,2024+,HAC3,31,-0.016805735715492508,0.5756990020508871,4.794563964880038,4.489010600717493e-05,0.33012157883464477,0.8212764252671294,0.30566914858157956
HARD_HALF,2024+,HAC6,31,-0.016805735715492508,0.5756990020508871,5.712435370432143,3.5152590955138335e-06,0.3695808427041464,0.7818171613976278,0.30566914858157956
HARD_HALF,2025+,ordinary,19,-0.03227974502376418,0.9987506109392866,2.505145784392118,0.02270732601129178,0.1576101030859972,1.839891118792576,0.26962628249532317
HARD_HALF,2025+,HC3,19,-0.03227974502376418,0.9987506109392866,3.055897289619417,0.0071485131021023175,0.3092053161782372,1.6882959057003362,0.26962628249532317
HARD_HALF,2025+,HAC3,19,-0.03227974502376418,0.9987506109392866,5.026586680056718,0.0001036529618402465,0.5795437551835759,1.4179574666949972,0.26962628249532317
HARD_HALF,2025+,HAC6,19,-0.03227974502376418,0.9987506109392866,5.160092848635089,7.849672977779604e-05,0.5903898199338516,1.4071114019447215,0.26962628249532317
HARD_FULL,all,ordinary,90,0.018790263885121186,0.30292449248340264,1.971879208273707,0.05176414553016103,-0.002367419492248113,0.6082164044590535,0.042315586314198406
HARD_FULL,all,HC3,90,0.018790263885121186,0.30292449248340264,2.000123079927183,0.04857027847392481,0.0019436279953887192,0.6039053569714166,0.042315586314198406
HARD_FULL,all,HAC3,90,0.018790263885121186,0.30292449248340264,2.3851640012802693,0.019217580036910122,0.05053146066010605,0.5553175243066992,0.042315586314198406
HARD_FULL,all,HAC6,90,0.018790263885121186,0.30292449248340264,2.1604929571397085,0.03345211353202317,0.024284947888032704,0.5815640370787726,0.042315586314198406
