origin,band,family,source,log_core_pp
2021-07,0,own,core_intercept,0.01514676187228295
2021-07,0,own,core_acceleration,-0.09211694995463052
2021-08,0,own,core_intercept,0.019501089488434972
2021-08,0,own,core_acceleration,-0.26845052314642914
2021-09,0,own,core_intercept,0.026002666783760786
2021-09,0,own,core_acceleration,-0.4209920822556517
2021-10,0,own,core_intercept,0.031192711960137304
2021-10,0,own,core_acceleration,-0.3962780074326027
2021-11,0,own,core_intercept,0.03396491565426552
2021-11,0,own,core_acceleration,-0.3019844270531544
2021-12,0,own,core_intercept,0.035552362765593946
2021-12,0,own,core_acceleration,-0.1817716182076639
2022-01,0,own,core_intercept,0.003643536732625017
2022-01,0,own,core_acceleration,-0.008300365580516134
2022-02,0,own,core_intercept,0.003941297761755994
2022-02,0,own,core_acceleration,-0.004117261108825762
2022-03,0,own,core_intercept,0.004142230278978782
2022-03,0,own,core_acceleration,-0.0010754587209682615
2022-04,0,own,core_intercept,0.004280791251973232
2022-04,0,own,core_acceleration,-0.0006395917650920682
2022-05,0,own,core_intercept,0.0043828842358959235
2022-05,0,own,core_acceleration,2.3673345738346664e-06
2022-06,0,own,core_intercept,0.004521064602876735
2022-06,0,own,core_acceleration,-0.00021888241121708685
2022-07,0,own,core_intercept,0.004839933584631782
2022-07,0,own,core_acceleration,0.0001649283999071676
2022-08,0,own,core_intercept,0.005153618283466591
2022-08,0,own,core_acceleration,0.00030128604622537677
2022-09,0,own,core_intercept,0.005346791056872819
2022-09,0,own,core_acceleration,5.234177871570831e-06
2022-10,0,own,core_intercept,0.005315453656088231
2022-10,0,own,core_acceleration,-2.8133145364614714e-05
2022-11,0,own,core_intercept,0.0050901675860360275
2022-11,0,own,core_acceleration,0.000463262886772056
2022-12,0,own,core_intercept,0.004775266838758799
2022-12,0,own,core_acceleration,0.0010767983217957419
2023-01,0,own,core_intercept,0.004427312865058416
2023-01,0,own,core_acceleration,0.0017635892018300356
2023-02,0,own,core_intercept,0.004042854507882381
2023-02,0,own,core_acceleration,0.000810539998617188
2023-03,0,own,core_intercept,0.0036715275536071063
2023-03,0,own,core_acceleration,-0.00084840424694183
2023-04,0,own,core_intercept,0.0033703607463293887
2023-04,0,own,core_acceleration,-0.002021730565843879
2023-05,0,own,core_intercept,0.003042076176830613
2023-05,0,own,core_acceleration,-0.0045459571307815165
2023-06,0,own,core_intercept,0.002787327023342574
2023-06,0,own,core_acceleration,-0.008070537389373137
2023-07,0,own,core_intercept,0.002528718038419479
2023-07,0,own,core_acceleration,-0.009956253213111754
2023-08,0,own,core_intercept,0.00239896541843521
2023-08,0,own,core_acceleration,-0.006409658149166254
2023-09,0,own,core_intercept,0.002435415451766961
2023-09,0,own,core_acceleration,-0.003548448917782945
2023-10,0,own,core_intercept,0.0023805933548515595
2023-10,0,own,core_acceleration,-0.0035361492033411297
2023-11,0,own,core_intercept,0.002080151679170594
2023-11,0,own,core_acceleration,-0.005426027519255721
2023-12,0,own,core_intercept,0.0017368652799151871
2023-12,0,own,core_acceleration,-0.00481314677510083
2024-01,0,own,core_intercept,0.0013829546005174696
2024-01,0,own,core_acceleration,-0.0045538511593793286
2024-02,0,own,core_intercept,0.001134866059624369
2024-02,0,own,core_acceleration,-0.004287110212176957
2024-03,0,own,core_intercept,0.001043622354104749
2024-03,0,own,core_acceleration,-0.002924972290636691
2024-04,0,own,core_intercept,0.0009660749706081188
2024-04,0,own,core_acceleration,0.0005838048301036382
2024-05,0,own,core_intercept,0.0009227072510324297
2024-05,0,own,core_acceleration,0.001445769255178364
2024-06,0,own,core_intercept,0.0009240298476567093
2024-06,0,own,core_acceleration,-0.0011383190207583421
2024-07,0,own,core_intercept,0.0006738916647828226
2024-07,0,own,core_acceleration,-0.004252666476441949
2024-08,0,own,core_intercept,0.0005892334112236322
2024-08,0,own,core_acceleration,0.0002844888414170227
2024-09,0,own,core_intercept,0.0006382446518039504
2024-09,0,own,core_acceleration,0.0018336670811441892
2024-10,0,own,core_intercept,0.0007374918809024728
2024-10,0,own,core_acceleration,0.002653652600445933
2024-11,0,own,core_intercept,0.0007874463890896588
2024-11,0,own,core_acceleration,-0.0008363944293598326
2024-12,0,own,core_intercept,0.0006490257685462893
2024-12,0,own,core_acceleration,-0.0012722965089932662
2025-01,0,own,core_intercept,0.0004812429309708885
2025-01,0,own,core_acceleration,-0.0008335429972556623
2025-02,0,own,core_intercept,0.0003875529174328638
2025-02,0,own,core_acceleration,-0.0006908567162648634
2025-03,0,own,core_intercept,0.0003781889966216677
2025-03,0,own,core_acceleration,0.000942648853080663
2025-04,0,own,core_intercept,0.0005059232149490579
2025-04,0,own,core_acceleration,0.0030083383944070697
2025-05,0,own,core_intercept,0.0006625622428179894
2025-05,0,own,core_acceleration,0.0018672826771817975
2025-06,0,own,core_intercept,0.0007333403963860174
2025-06,0,own,core_acceleration,0.00020674121591952074
2025-07,0,own,core_intercept,0.0006250551898395907
2025-07,0,own,core_acceleration,-0.0012401959473850646
2025-08,0,own,core_intercept,0.0005160189334469671
2025-08,0,own,core_acceleration,0.0001643863667473733
2025-09,0,own,core_intercept,0.0005570993391379185
2025-09,0,own,core_acceleration,0.0013395046993201125
2025-10,0,own,core_intercept,0.0005859154040251681
2025-10,0,own,core_acceleration,0.00028165102114690585
2025-11,0,own,core_intercept,0.0005443692397505159
2025-11,0,own,core_acceleration,-0.0005669661621788759
2025-12,0,own,core_intercept,0.00040809391792336275
2025-12,0,own,core_acceleration,-0.002779299137512014
2026-01,0,own,core_intercept,0.0002442051079696058
2026-01,0,own,core_acceleration,-0.0010870895750856508
2026-02,0,own,core_intercept,0.00021648140983434027
2026-02,0,own,core_acceleration,-0.0010770379302775758
2026-03,0,own,core_intercept,0.00030760000756834113
2026-03,0,own,core_acceleration,0.0012362520145626174
2026-04,0,own,core_intercept,0.0005261792582997509
2026-04,0,own,core_acceleration,0.0022204252203776734
2026-05,0,own,core_intercept,0.0007698202129487564
2026-05,0,own,core_acceleration,0.0033154590298455798
2026-06,0,own,core_intercept,0.005082571449233632
2026-06,0,own,core_acceleration,0.011604578008788554
2026-07,0,own,core_intercept,0.009563403520134933
2026-07,0,own,core_acceleration,-0.00686325792540954
2019-02,0,services,core_intercept,0.011043492161520046
2019-02,0,services,core_acceleration,-0.0030150352331208856
2019-02,0,services,services_centering,-0.00017800244266033633
2019-02,0,services,services.intercept,-0.0001336317246394864
2019-02,0,services,services.level,-0.003932088325236035
2019-02,0,services,services.change3,0.0009087176002849364
2019-02,0,services,services.change12,-0.0008727395967202407
2019-02,0,services,services.unemployment_change3,0.00014639380785050625
2019-02,0,services,services.ulc_growth12,0.002646606411759824
2019-02,0,services,services.ip_growth3,-2.076892696514221e-05
2019-03,0,services,core_intercept,0.011215111173335205
2019-03,0,services,core_acceleration,0.0018219906636669097
2019-03,0,services,services_centering,-0.00013222815368228038
2019-03,0,services,services.intercept,-1.7809785930469974e-05
2019-03,0,services,services.level,-0.002710085022092365
2019-03,0,services,services.change3,0.00048344554269002214
2019-03,0,services,services.change12,-0.000817583596519476
2019-03,0,services,services.unemployment_change3,0.0006092594093573206
2019-03,0,services,services.ulc_growth12,0.001623801070742298
2019-03,0,services,services.ip_growth3,-1.0507375267355074e-05
2019-04,0,services,core_intercept,0.01113502297722386
2019-04,0,services,core_acceleration,0.0019228647259613568
2019-04,0,services,services_centering,-0.00019744450754492467
2019-04,0,services,services.intercept,0.000124765103214481
2019-04,0,services,services.level,-0.0026610706450521018
2019-04,0,services,services.change3,0.0002379896080442779
2019-04,0,services,services.change12,-0.0009384548382512361
2019-04,0,services,services.unemployment_change3,0.0005261110969126475
2019-04,0,services,services.ulc_growth12,0.0019444068528173591
2019-04,0,services,services.ip_growth3,2.6064199410979665e-05
2019-05,0,services,core_intercept,0.01076107132515782
2019-05,0,services,core_acceleration,0.02765222638827431
2019-05,0,services,services_centering,-0.0004700035291390425
2019-05,0,services,services.intercept,0.000723214383169827
2019-05,0,services,services.level,-0.0035921633438604243
2019-05,0,services,services.change3,-0.0015336303540116952
2019-05,0,services,services.change12,-0.0017594272891854614
2019-05,0,services,services.unemployment_change3,-0.0014041306844235913
2019-05,0,services,services.ulc_growth12,0.003170472319218431
2019-05,0,services,services.ip_growth3,1.310997910596102e-05
2019-06,0,services,core_intercept,0.009750941481938202
2019-06,0,services,core_acceleration,0.02872305013877907
2019-06,0,services,services_centering,-0.001038285401013297
2019-06,0,services,services.intercept,0.001974634180927476
2019-06,0,services,services.level,-0.008509577424119261
2019-06,0,services,services.change3,-0.005772815398024233
2019-06,0,services,services.change12,-0.0032723869918149196
2019-06,0,services,services.unemployment_change3,-0.00993196774747936
2019-06,0,services,services.ulc_growth12,0.004797070572238889
2019-06,0,services,services.ip_growth3,-0.0007545891897683867
2019-07,0,services,core_intercept,0.009398303537610168
2019-07,0,services,core_acceleration,0.012376340382205272
2019-07,0,services,services_centering,-0.0010853591425285748
2019-07,0,services,services.intercept,0.002313569573474458
2019-07,0,services,services.level,-0.012452188673382606
2019-07,0,services,services.change3,0.0009664439583781937
2019-07,0,services,services.change12,-0.004477711050306306
2019-07,0,services,services.unemployment_change3,0.007752321798840464
2019-07,0,services,services.ulc_growth12,0.005499288092023537
2019-07,0,services,services.ip_growth3,0.0010228174607237659
2019-08,0,services,core_intercept,0.010243521453651224
2019-08,0,services,core_acceleration,-0.031080578206573093
2019-08,0,services,services_centering,-0.0007799576384268186
2019-08,0,services,services.intercept,0.0019950397363859697
2019-08,0,services,services.level,-0.009572210626104227
2019-08,0,services,services.change3,0.0024022993590142342
2019-08,0,services,services.change12,-0.0013699938747623725
2019-08,0,services,services.unemployment_change3,-0.001724838094700152
2019-08,0,services,services.ulc_growth12,0.004155537181868704
2019-08,0,services,services.ip_growth3,0.0014121083601258213
2019-09,0,services,core_intercept,0.020359868999907372
2019-09,0,services,core_acceleration,-0.07349164146526876
2019-09,0,services,services_centering,-0.0010017477128109512
2019-09,0,services,services.intercept,0.0034076525967912984
2019-09,0,services,services.level,-0.01105712252299429
2019-09,0,services,services.change3,0.0030103803656334714
2019-09,0,services,services.change12,-0.0010249381486803568
2019-09,0,services,services.unemployment_change3,-0.0025155531742280324
2019-09,0,services,services.ulc_growth12,0.00550120197110147
2019-09,0,services,services.ip_growth3,0.002693149203941679
2019-10,0,services,core_intercept,0.020385447200769465
2019-10,0,services,core_acceleration,0.012296253580202181
2019-10,0,services,services_centering,-0.0008420257782226949
2019-10,0,services,services.intercept,0.004512015967515306
2019-10,0,services,services.level,-0.007365248355137245
2019-10,0,services,services.change3,-0.0026982662172270935
2019-10,0,services,services.change12,-0.002978145237539207
2019-10,0,services,services.unemployment_change3,-0.011296019339591254
2019-10,0,services,services.ulc_growth12,0.005266719362320143
2019-10,0,services,services.ip_growth3,0.00020372518624594865
2019-11,0,services,core_intercept,0.01060151045980567
2019-11,0,services,core_acceleration,0.031214753727406737
2019-11,0,services,services_centering,-0.00022225263140638785
2019-11,0,services,services.intercept,0.0012711129672789935
2019-11,0,services,services.level,-0.001639684262671025
2019-11,0,services,services.change3,-0.0015535516015336027
2019-11,0,services,services.change12,3.1030821360825565e-05
2019-11,0,services,services.unemployment_change3,-0.0010886359834399542
2019-11,0,services,services.ulc_growth12,0.001368052250791324
2019-11,0,services,services.ip_growth3,5.0410334927491164e-05
2019-12,0,services,core_intercept,0.016654303124816965
2019-12,0,services,core_acceleration,0.07176039513562124
2019-12,0,services,services_centering,-0.0010513003553977906
2019-12,0,services,services.intercept,0.006374142784128096
2019-12,0,services,services.level,-0.008915279827969063
2019-12,0,services,services.change3,-0.008662484375465684
2019-12,0,services,services.change12,0.004172756301288013
2019-12,0,services,services.unemployment_change3,-0.005068999724621752
2019-12,0,services,services.ulc_growth12,0.0017711705645356718
2019-12,0,services,services.ip_growth3,0.0010727125418401862
2020-01,0,services,core_intercept,0.008697177691650298
2020-01,0,services,core_acceleration,0.0015127919182821668
2020-01,0,services,services_centering,-0.0003536747025898488
2020-01,0,services,services.intercept,0.0020746907209275895
2020-01,0,services,services.level,-0.0034820281780117202
2020-01,0,services,services.change3,-0.0023823309050715735
2020-01,0,services,services.change12,0.0015014223199404416
2020-01,0,services,services.unemployment_change3,0.0005482388162917244
2020-01,0,services,services.ulc_growth12,0.0006385064133182799
2020-01,0,services,services.ip_growth3,0.0002356998144116981
2020-02,0,services,core_intercept,0.00969473693880824
2020-02,0,services,core_acceleration,-0.016669958376183323
2020-02,0,services,services_centering,-8.383224154737842e-05
2020-02,0,services,services.intercept,0.0005553730165115431
2020-02,0,services,services.level,-0.001181172666596677
2020-02,0,services,services.change3,-9.141810777474445e-05
2020-02,0,services,services.change12,0.0005424769836923093
2020-02,0,services,services.unemployment_change3,0.00015646379287231869
2020-02,0,services,services.ulc_growth12,0.00017984647700562017
2020-02,0,services,services.ip_growth3,6.959654400323455e-05
2020-03,0,services,core_intercept,0.01945914489282703
2020-03,0,services,core_acceleration,-0.08372026963156615
2020-03,0,services,services_centering,-0.0003664269316598046
2020-03,0,services,services.intercept,0.002554673105100749
2020-03,0,services,services.level,-0.005653796591498197
2020-03,0,services,services.change3,0.0013326831858751676
2020-03,0,services,services.change12,0.0028288075427483025
2020-03,0,services,services.unemployment_change3,0.002819002354977637
2020-03,0,services,services.ulc_growth12,0.002360894442349365
2020-03,0,services,services.ip_growth3,-0.00018555312042443125
2020-04,0,services,core_intercept,0.02068660623002404
2020-04,0,services,core_acceleration,-0.05584248693044612
2020-04,0,services,services_centering,-0.00028541136703982595
2020-04,0,services,services.intercept,0.002190439652115772
2020-04,0,services,services.level,-0.003594580987543461
2020-04,0,services,services.change3,0.00014573814083976842
2020-04,0,services,services.change12,0.002466755549956288
2020-04,0,services,services.unemployment_change3,-0.0011715333819637696
2020-04,0,services,services.ulc_growth12,0.0019563681710701836
2020-04,0,services,services.ip_growth3,0.001326076328254667
2020-05,0,services,core_intercept,0.02028284255264843
2020-05,0,services,core_acceleration,0.05350274060713996
2020-05,0,services,services_centering,-0.0002852875696108272
2020-05,0,services,services.intercept,0.002236435319715036
2020-05,0,services,services.level,-0.0026468882487477663
2020-05,0,services,services.change3,-0.0036325240711845685
2020-05,0,services,services.change12,0.004313448745017584
2020-05,0,services,services.unemployment_change3,-0.003138240826284968
2020-05,0,services,services.ulc_growth12,0.0020488699241001072
2020-05,0,services,services.ip_growth3,0.0017916328428522602
2020-06,0,services,core_intercept,0.019010939237399514
2020-06,0,services,core_acceleration,0.046234024241999495
2020-06,0,services,services_centering,-0.0002894868134035848
2020-06,0,services,services.intercept,0.0002153688792049264
2020-06,0,services,services.level,-0.00022069069205618133
2020-06,0,services,services.change3,-0.00021774771663222932
2020-06,0,services,services.change12,0.0003306666068129671
2020-06,0,services,services.unemployment_change3,-0.0005007949818582994
2020-06,0,services,services.ulc_growth12,1.7205049989794258e-05
2020-06,0,services,services.ip_growth3,-0.0003241033620597103
2020-07,0,services,core_intercept,0.018769352127761388
2020-07,0,services,core_acceleration,-0.05087885845566152
2020-07,0,services,services_centering,-0.0003616003175451151
2020-07,0,services,services.intercept,0.0002112671361045908
2020-07,0,services,services.level,-0.000240455282152146
2020-07,0,services,services.change3,-0.00019361976848887702
2020-07,0,services,services.change12,0.0005164146044015936
2020-07,0,services,services.unemployment_change3,-0.000415900055776315
2020-07,0,services,services.ulc_growth12,-1.7622495445981464e-05
2020-07,0,services,services.ip_growth3,1.766762888267892e-07
2020-08,0,services,core_intercept,0.011822697264897486
2020-08,0,services,core_acceleration,-0.09832105938943192
2020-08,0,services,services_centering,-8.384729352410731e-05
2020-08,0,services,services.intercept,4.5737821930148955e-05
2020-08,0,services,services.level,-5.243766093119572e-05
2020-08,0,services,services.change3,-3.447820961512159e-05
2020-08,0,services,services.change12,0.00014469593026050653
2020-08,0,services,services.unemployment_change3,-0.00012728330416225968
2020-08,0,services,services.ulc_growth12,-9.784447273118973e-06
2020-08,0,services,services.ip_growth3,-1.2714522495219664e-06
2020-09,0,services,core_intercept,0.02376962934229526
2020-09,0,services,core_acceleration,-0.08539609166910936
2020-09,0,services,services_centering,-0.0006351500735886548
2020-09,0,services,services.intercept,0.00038788177609763827
2020-09,0,services,services.level,-0.0003494808771747293
2020-09,0,services,services.change3,-0.0005646159572822362
2020-09,0,services,services.change12,0.0014486163858917647
2020-09,0,services,services.unemployment_change3,-0.0005062255693074947
2020-09,0,services,services.ulc_growth12,-0.00017605206420386965
2020-09,0,services,services.ip_growth3,0.0052778130763514106
2020-10,0,services,core_intercept,0.022636097802059215
2020-10,0,services,core_acceleration,0.037287085361554326
2020-10,0,services,services_centering,-0.0004282320368363992
2020-10,0,services,services.intercept,0.0003367101134172438
2020-10,0,services,services.level,-0.00043110618258686224
2020-10,0,services,services.change3,-0.0004236076912451512
2020-10,0,services,services.change12,0.001172334296342704
2020-10,0,services,services.unemployment_change3,-0.0006285220966703899
2020-10,0,services,services.ulc_growth12,-0.0003115397499660342
2020-10,0,services,services.ip_growth3,0.0012585171498887475
2020-11,0,services,core_intercept,0.01947343428832905
2020-11,0,services,core_acceleration,0.14394339646465643
2020-11,0,services,services_centering,-0.00023603588149125344
2020-11,0,services,services.intercept,0.0003090357819236492
2020-11,0,services,services.level,-0.00031804174816542244
2020-11,0,services,services.change3,-0.0004912331220487247
2020-11,0,services,services.change12,0.0010848188617545143
2020-11,0,services,services.unemployment_change3,-0.0007617741318133269
2020-11,0,services,services.ulc_growth12,-0.000513513552177832
2020-11,0,services,services.ip_growth3,0.0015356021936419832
2020-12,0,services,core_intercept,0.015178615704490434
2020-12,0,services,core_acceleration,0.14143704463036794
2020-12,0,services,services_centering,-0.00016595399161684882
2020-12,0,services,services.intercept,0.00035453891900627304
2020-12,0,services,services.level,-0.000542013213815438
2020-12,0,services,services.change3,8.086496966241174e-05
2020-12,0,services,services.change12,0.0008913321971024283
2020-12,0,services,services.unemployment_change3,-0.0011898148373831767
2020-12,0,services,services.ulc_growth12,-0.0005704306321782483
2020-12,0,services,services.ip_growth3,0.0006420827815606821
2021-01,0,services,core_intercept,0.013057431474289128
2021-01,0,services,core_acceleration,0.1015043869646039
2021-01,0,services,services_centering,-4.611363111977305e-05
2021-01,0,services,services.intercept,0.0003421331610707195
2021-01,0,services,services.level,-0.0005011769374841295
2021-01,0,services,services.change3,-4.2609999548392926e-05
2021-01,0,services,services.change12,0.0007281577902425272
2021-01,0,services,services.unemployment_change3,-0.0008407404812338369
2021-01,0,services,services.ulc_growth12,-0.0005506804687316103
2021-01,0,services,services.ip_growth3,0.0003439491532280555
2021-02,0,services,core_intercept,0.01355168479193249
2021-02,0,services,core_acceleration,0.04476743385650692
2021-02,0,services,services_centering,0.00017624802705148404
2021-02,0,services,services.intercept,0.00039804164664925337
2021-02,0,services,services.level,-0.0002815170046111464
2021-02,0,services,services.change3,-0.0001802822991990871
2021-02,0,services,services.change12,0.001090651581405044
2021-02,0,services,services.unemployment_change3,-0.0006298227545262052
2021-02,0,services,services.ulc_growth12,-0.0007048261266277648
2021-02,0,services,services.ip_growth3,0.00019449280508757242
2021-03,0,services,core_intercept,0.014453176334681775
2021-03,0,services,core_acceleration,0.03245384074380146
2021-03,0,services,services_centering,0.0003642411183032934
2021-03,0,services,services.intercept,0.00045925836769373796
2021-03,0,services,services.level,-1.2151008457755232e-05
2021-03,0,services,services.change3,-0.0008726511230127128
2021-03,0,services,services.change12,0.001251069795227719
2021-03,0,services,services.unemployment_change3,-0.0009697134087713495
2021-03,0,services,services.ulc_growth12,-0.0015761234367718154
2021-03,0,services,services.ip_growth3,-0.0004732251228106745
2021-04,0,services,core_intercept,0.015320982079636048
2021-04,0,services,core_acceleration,0.032978987650753626
2021-04,0,services,services_centering,0.0006506905022409205
2021-04,0,services,services.intercept,0.0005339741832761451
2021-04,0,services,services.level,-0.000318284564023544
2021-04,0,services,services.change3,-0.0004694932750720861
2021-04,0,services,services.change12,0.0008838582227590359
2021-04,0,services,services.unemployment_change3,-0.0014657516817734113
2021-04,0,services,services.ulc_growth12,-0.0019101842305972955
2021-04,0,services,services.ip_growth3,-0.0004930429856565508
2021-05,0,services,core_intercept,0.015126906472092359
2021-05,0,services,core_acceleration,0.10950996593628096
2021-05,0,services,services_centering,0.0007675875632891273
2021-05,0,services,services.intercept,0.0005832916271995951
2021-05,0,services,services.level,-0.0006402041648879046
2021-05,0,services,services.change3,0.00035999276351408703
2021-05,0,services,services.change12,0.0004305827928458614
2021-05,0,services,services.unemployment_change3,-0.0003582623297624594
2021-05,0,services,services.ulc_growth12,-0.0020129419389328267
2021-05,0,services,services.ip_growth3,-0.00010601365979053123
2021-06,0,services,core_intercept,0.014176000186557533
2021-06,0,services,core_acceleration,0.036460647766812425
2021-06,0,services,services_centering,0.0007840081518244429
2021-06,0,services,services.intercept,0.0006178568179693852
2021-06,0,services,services.level,-0.0008417631673414118
2021-06,0,services,services.change3,0.0009485342530315208
2021-06,0,services,services.change12,0.000304490202915053
2021-06,0,services,services.unemployment_change3,1.4703578371933957e-05
2021-06,0,services,services.ulc_growth12,0.0004066289856130998
2021-06,0,services,services.ip_growth3,4.15609801913293e-05
2021-07,0,services,core_intercept,0.015146761872282942
2021-07,0,services,core_acceleration,-0.09792793437664059
2021-07,0,services,services_centering,0.0007578994692111313
2021-07,0,services,services.intercept,0.0007355428858308036
2021-07,0,services,services.level,-0.0014293194164929383
2021-07,0,services,services.change3,0.0009248303577467228
2021-07,0,services,services.change12,-0.00010387845444517483
2021-07,0,services,services.unemployment_change3,0.001628072531265832
2021-07,0,services,services.ulc_growth12,0.00028309071908863434
2021-07,0,services,services.ip_growth3,4.238779192421829e-05
2021-08,0,services,core_intercept,0.019501089488434972
2021-08,0,services,core_acceleration,-0.2842034428332664
2021-08,0,services,services_centering,0.0007383310781157677
2021-08,0,services,services.intercept,0.0008439186732636124
2021-08,0,services,services.level,-0.0020862449666513966
2021-08,0,services,services.change3,0.0009436954100663715
2021-08,0,services,services.change12,-0.0008133770013161362
2021-08,0,services,services.unemployment_change3,0.0016298604721404705
2021-08,0,services,services.ulc_growth12,0.00013631882254436865
2021-08,0,services,services.ip_growth3,-0.0001682024118204984
2021-09,0,services,core_intercept,0.02600266678376078
2021-09,0,services,core_acceleration,-0.445711993436833
2021-09,0,services,services_centering,0.0009632628751659879
2021-09,0,services,services.intercept,0.001254226790193557
2021-09,0,services,services.level,-0.004076336065187851
2021-09,0,services,services.change3,0.0024634418133559666
2021-09,0,services,services.change12,-0.0028795698886922537
2021-09,0,services,services.unemployment_change3,0.0006669960298442859
2021-09,0,services,services.ulc_growth12,1.4693636299954991e-05
2021-09,0,services,services.ip_growth3,0.00025745508586051013
2021-10,0,services,core_intercept,0.031192711960137304
2021-10,0,services,core_acceleration,-0.42096720626295897
2021-10,0,services,services_centering,0.0012495031390464067
2021-10,0,services,services.intercept,0.0017529309724420813
2021-10,0,services,services.level,-0.005684354338164495
2021-10,0,services,services.change3,0.005951881373389833
2021-10,0,services,services.change12,-0.005128573115384539
2021-10,0,services,services.unemployment_change3,0.00039878866129884627
2021-10,0,services,services.ulc_growth12,-5.248787922105289e-06
2021-10,0,services,services.ip_growth3,-0.0001576838881011222
2021-11,0,services,core_intercept,0.03396491565426553
2021-11,0,services,core_acceleration,-0.32029647911943165
2021-11,0,services,services_centering,0.0011554147528185798
2021-11,0,services,services.intercept,0.0018727107272252656
2021-11,0,services,services.level,-0.0049860435450956005
2021-11,0,services,services.change3,0.009471742900780738
2021-11,0,services,services.change12,-0.006200018624331235
2021-11,0,services,services.unemployment_change3,2.0668403351450756e-05
2021-11,0,services,services.ulc_growth12,-2.4620017853559554e-05
2021-11,0,services,services.ip_growth3,-0.000685159198780356
2021-12,0,services,core_intercept,0.035552362765593946
2021-12,0,services,core_acceleration,-0.1877994511513557
2021-12,0,services,services_centering,0.0005505498704652825
2021-12,0,services,services.intercept,0.009178105660178588
2021-12,0,services,services.level,-0.00721892175158828
2021-12,0,services,services.change3,0.07768608285548122
2021-12,0,services,services.change12,-0.059240310381949705
2021-12,0,services,services.unemployment_change3,0.01570977660637875
2021-12,0,services,services.ulc_growth12,0.0016265867289257713
2021-12,0,services,services.ip_growth3,6.012116327845512e-05
2022-01,0,services,core_intercept,0.003643536732625017
2022-01,0,services,core_acceleration,-0.008259934248572486
2022-01,0,services,services_centering,-6.613423158306817e-05
2022-01,0,services,services.intercept,-0.0001147660297973097
2022-01,0,services,services.level,1.828340870788496e-05
2022-01,0,services,services.change3,-0.0006399378612133224
2022-01,0,services,services.change12,0.0001365099087246539
2022-01,0,services,services.unemployment_change3,-7.242692246072098e-05
2022-01,0,services,services.ulc_growth12,2.280774186281905e-05
2022-01,0,services,services.ip_growth3,4.631432321155423e-06
2022-02,0,services,core_intercept,0.003941297761755993
2022-02,0,services,core_acceleration,-0.0040758702805697685
2022-02,0,services,services_centering,-7.351854437347507e-05
2022-02,0,services,services.intercept,-0.00013642227651306717
