origin,as_of,h,target,family,penalty,log_rate_forecast,mm_forecast,status,reason,all_path_estimated
2016-02,2016-03-08T23:59:00+01:00,11,2017-01,symmetric,1.0,1.3231745209619792,1.3319672131147706,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,12,2017-02,symmetric,1.0,-0.09915717222951628,-0.09910802775026092,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,1,2016-03,symmetric,10.0,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,2,2016-04,symmetric,10.0,0.297177038915748,0.2976190476190466,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,3,2016-05,symmetric,10.0,0.3948672455416279,0.39564787339267926,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,4,2016-06,symmetric,10.0,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,5,2016-07,symmetric,10.0,-1.8896633891289496,-1.871921182266012,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,6,2016-08,symmetric,10.0,-0.8064559836730409,-0.8032128514056216,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,7,2016-09,symmetric,10.0,0.7060039410724883,0.7085020242914908,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,8,2016-10,symmetric,10.0,-0.30196298737199445,-0.30150753768843896,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,9,2016-11,symmetric,10.0,-0.7081466112783934,-0.7056451612903247,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,10,2016-12,symmetric,10.0,-0.9179054758996466,-0.9137055837563521,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,11,2017-01,symmetric,10.0,1.3231745209619792,1.3319672131147706,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,12,2017-02,symmetric,10.0,-0.09915717222951628,-0.09910802775026092,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,1,2016-03,asymmetric,0.1,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,2,2016-04,asymmetric,0.1,0.297177038915748,0.2976190476190466,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,3,2016-05,asymmetric,0.1,0.3948672455416279,0.39564787339267926,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,4,2016-06,asymmetric,0.1,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,5,2016-07,asymmetric,0.1,-1.8896633891289496,-1.871921182266012,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,6,2016-08,asymmetric,0.1,-0.8064559836730409,-0.8032128514056216,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,7,2016-09,asymmetric,0.1,0.7060039410724883,0.7085020242914908,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,8,2016-10,asymmetric,0.1,-0.30196298737199445,-0.30150753768843896,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,9,2016-11,asymmetric,0.1,-0.7081466112783934,-0.7056451612903247,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,10,2016-12,asymmetric,0.1,-0.9179054758996466,-0.9137055837563521,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,11,2017-01,asymmetric,0.1,1.3231745209619792,1.3319672131147706,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,12,2017-02,asymmetric,0.1,-0.09915717222951628,-0.09910802775026092,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,1,2016-03,asymmetric,1.0,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,2,2016-04,asymmetric,1.0,0.297177038915748,0.2976190476190466,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,3,2016-05,asymmetric,1.0,0.3948672455416279,0.39564787339267926,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,4,2016-06,asymmetric,1.0,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,5,2016-07,asymmetric,1.0,-1.8896633891289496,-1.871921182266012,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,6,2016-08,asymmetric,1.0,-0.8064559836730409,-0.8032128514056216,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,7,2016-09,asymmetric,1.0,0.7060039410724883,0.7085020242914908,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,8,2016-10,asymmetric,1.0,-0.30196298737199445,-0.30150753768843896,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,9,2016-11,asymmetric,1.0,-0.7081466112783934,-0.7056451612903247,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,10,2016-12,asymmetric,1.0,-0.9179054758996466,-0.9137055837563521,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,11,2017-01,asymmetric,1.0,1.3231745209619792,1.3319672131147706,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,12,2017-02,asymmetric,1.0,-0.09915717222951628,-0.09910802775026092,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,1,2016-03,asymmetric,10.0,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,2,2016-04,asymmetric,10.0,0.297177038915748,0.2976190476190466,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,3,2016-05,asymmetric,10.0,0.3948672455416279,0.39564787339267926,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,4,2016-06,asymmetric,10.0,0.0,0.0,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,5,2016-07,asymmetric,10.0,-1.8896633891289496,-1.871921182266012,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,6,2016-08,asymmetric,10.0,-0.8064559836730409,-0.8032128514056216,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,7,2016-09,asymmetric,10.0,0.7060039410724883,0.7085020242914908,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,8,2016-10,asymmetric,10.0,-0.30196298737199445,-0.30150753768843896,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,9,2016-11,asymmetric,10.0,-0.7081466112783934,-0.7056451612903247,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,10,2016-12,asymmetric,10.0,-0.9179054758996466,-0.9137055837563521,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,11,2017-01,asymmetric,10.0,1.3231745209619792,1.3319672131147706,fallback_persistence,insufficient_training_rows,False
2016-02,2016-03-08T23:59:00+01:00,12,2017-02,asymmetric,10.0,-0.09915717222951628,-0.09910802775026092,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,1,2016-04,symmetric,0.1,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,2,2016-05,symmetric,0.1,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,3,2016-06,symmetric,0.1,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,4,2016-07,symmetric,0.1,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,5,2016-08,symmetric,0.1,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,6,2016-09,symmetric,0.1,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,7,2016-10,symmetric,0.1,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,8,2016-11,symmetric,0.1,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,9,2016-12,symmetric,0.1,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,10,2017-01,symmetric,0.1,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,11,2017-02,symmetric,0.1,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,12,2017-03,symmetric,0.1,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,1,2016-04,symmetric,1.0,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,2,2016-05,symmetric,1.0,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,3,2016-06,symmetric,1.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,4,2016-07,symmetric,1.0,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,5,2016-08,symmetric,1.0,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,6,2016-09,symmetric,1.0,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,7,2016-10,symmetric,1.0,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,8,2016-11,symmetric,1.0,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,9,2016-12,symmetric,1.0,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,10,2017-01,symmetric,1.0,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,11,2017-02,symmetric,1.0,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,12,2017-03,symmetric,1.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,1,2016-04,symmetric,10.0,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,2,2016-05,symmetric,10.0,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,3,2016-06,symmetric,10.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,4,2016-07,symmetric,10.0,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,5,2016-08,symmetric,10.0,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,6,2016-09,symmetric,10.0,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,7,2016-10,symmetric,10.0,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,8,2016-11,symmetric,10.0,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,9,2016-12,symmetric,10.0,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,10,2017-01,symmetric,10.0,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,11,2017-02,symmetric,10.0,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,12,2017-03,symmetric,10.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,1,2016-04,asymmetric,0.1,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,2,2016-05,asymmetric,0.1,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,3,2016-06,asymmetric,0.1,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,4,2016-07,asymmetric,0.1,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,5,2016-08,asymmetric,0.1,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,6,2016-09,asymmetric,0.1,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,7,2016-10,asymmetric,0.1,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,8,2016-11,asymmetric,0.1,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,9,2016-12,asymmetric,0.1,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,10,2017-01,asymmetric,0.1,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,11,2017-02,asymmetric,0.1,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,12,2017-03,asymmetric,0.1,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,1,2016-04,asymmetric,1.0,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,2,2016-05,asymmetric,1.0,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,3,2016-06,asymmetric,1.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,4,2016-07,asymmetric,1.0,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,5,2016-08,asymmetric,1.0,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,6,2016-09,asymmetric,1.0,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,7,2016-10,asymmetric,1.0,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,8,2016-11,asymmetric,1.0,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,9,2016-12,asymmetric,1.0,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,10,2017-01,asymmetric,1.0,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,11,2017-02,asymmetric,1.0,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,12,2017-03,asymmetric,1.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,1,2016-04,asymmetric,10.0,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,2,2016-05,asymmetric,10.0,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,3,2016-06,asymmetric,10.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,4,2016-07,asymmetric,10.0,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,5,2016-08,asymmetric,10.0,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,6,2016-09,asymmetric,10.0,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,7,2016-10,asymmetric,10.0,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,8,2016-11,asymmetric,10.0,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,9,2016-12,asymmetric,10.0,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,10,2017-01,asymmetric,10.0,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,11,2017-02,asymmetric,10.0,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-03,2016-04-10T23:59:00+02:00,12,2017-03,asymmetric,10.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,1,2016-05,symmetric,0.1,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,2,2016-06,symmetric,0.1,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,3,2016-07,symmetric,0.1,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,4,2016-08,symmetric,0.1,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,5,2016-09,symmetric,0.1,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,6,2016-10,symmetric,0.1,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,7,2016-11,symmetric,0.1,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,8,2016-12,symmetric,0.1,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,9,2017-01,symmetric,0.1,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,10,2017-02,symmetric,0.1,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,11,2017-03,symmetric,0.1,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,12,2017-04,symmetric,0.1,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,1,2016-05,symmetric,1.0,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,2,2016-06,symmetric,1.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,3,2016-07,symmetric,1.0,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,4,2016-08,symmetric,1.0,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,5,2016-09,symmetric,1.0,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,6,2016-10,symmetric,1.0,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,7,2016-11,symmetric,1.0,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,8,2016-12,symmetric,1.0,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,9,2017-01,symmetric,1.0,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,10,2017-02,symmetric,1.0,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,11,2017-03,symmetric,1.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,12,2017-04,symmetric,1.0,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,1,2016-05,symmetric,10.0,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,2,2016-06,symmetric,10.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,3,2016-07,symmetric,10.0,-1.8226575993880207,-1.8061476545216388,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,4,2016-08,symmetric,10.0,-0.7394501939321121,-0.7367229872374909,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,5,2016-09,symmetric,10.0,0.7730097308134172,0.7760051643895715,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,6,2016-10,symmetric,10.0,-0.2349571976310656,-0.23468138926029972,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,7,2016-11,symmetric,10.0,-0.6411408215374645,-0.6390898992131544,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,8,2016-12,symmetric,10.0,-0.8508996861587177,-0.8472897809260603,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,9,2017-01,symmetric,10.0,1.390180310702908,1.399888250978596,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,10,2017-02,symmetric,10.0,0.16886598673419909,0.16900864563106094,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,11,2017-03,symmetric,10.0,0.06700578974092884,0.06702824363507918,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,12,2017-04,symmetric,10.0,0.36418282865667684,0.36484678007446825,fallback_persistence,insufficient_training_rows,False
2016-04,2016-05-09T23:59:00+02:00,1,2016-05,asymmetric,0.1,0.46187303528255674,0.4629413128482731,fallback_persistence,insufficient_training_rows,False
