scope,sample,h,horizon_label,metric,model,n_intended,n_scored,n_missing_forecast,n_fallback,rmse,mae,bias
primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,FOOD_SEASONAL_R17,24,24,0,0,2.4490647208784386,2.0806998385147915,-2.0069871444019243
primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,FOOD_SYMMETRIC_R17,24,24,0,0,3.5424658665447626,2.84978123478907,-2.798452092221067
primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,STATE_FAST_R15,24,24,0,0,2.1015789898436474,1.746126066972619,-1.6850603106023418
common,full,0,pooled_h1_12,cumulative_pct,FOOD_ASYMMETRIC_R17,24,24,0,0,2.3808554553601273,1.8939023425187234,-1.8036245389763337
common,full,0,pooled_h1_12,cumulative_pct,FOOD_HALF_CORRECTION_R17,24,24,0,0,2.464202426216969,1.8143958942457028,-1.6379612207986582
common,full,0,pooled_h1_12,cumulative_pct,FOOD_OWN_R17,24,24,0,0,2.375196379974371,1.9843754948838626,-1.9220461807190479
common,full,0,pooled_h1_12,cumulative_pct,FOOD_PERSISTENCE_R17,24,24,0,0,2.777537878744362,1.9241321239040208,-1.4661396173527077
common,full,0,pooled_h1_12,cumulative_pct,FOOD_SEASONAL_R17,24,24,0,0,2.4490647208784386,2.0806998385147915,-2.0069871444019243
common,full,0,pooled_h1_12,cumulative_pct,FOOD_SYMMETRIC_R17,24,24,0,0,3.5424658665447626,2.84978123478907,-2.798452092221067
common,full,0,pooled_h1_12,cumulative_pct,STATE_FAST_R15,24,24,0,0,2.1015789898436474,1.746126066972619,-1.6850603106023418
primary_control_calendar,full,1,h1,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5201225873959393,0.3920275021991331,0.3920275021991331
primary_control_calendar,full,1,h1,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.5943317045610512,0.49946399431571753,0.3221271386093285
primary_control_calendar,full,1,h1,mm,FOOD_OWN_R17,2,2,0,0,0.4322621296123972,0.40025460843806243,0.16323846703868
primary_control_calendar,full,1,h1,mm,FOOD_PERSISTENCE_R17,2,2,0,0,0.7037526793350604,0.6568861930045254,0.25252398521981545
primary_control_calendar,full,1,h1,mm,FOOD_SEASONAL_R17,2,2,0,0,0.40271329835749814,0.3633437438540901,0.17366440186770768
primary_control_calendar,full,1,h1,mm,FOOD_SYMMETRIC_R17,2,2,0,0,0.44839953218374434,0.38335760322017176,0.23259210759586435
primary_control_calendar,full,1,h1,mm,STATE_FAST_R15,2,2,0,0,0.36757345449770984,0.33728445500358173,0.14611447862657834
common,full,1,h1,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5201225873959393,0.3920275021991331,0.3920275021991331
common,full,1,h1,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.5943317045610512,0.49946399431571753,0.3221271386093285
common,full,1,h1,mm,FOOD_OWN_R17,2,2,0,0,0.4322621296123972,0.40025460843806243,0.16323846703868
common,full,1,h1,mm,FOOD_PERSISTENCE_R17,2,2,0,0,0.7037526793350604,0.6568861930045254,0.25252398521981545
common,full,1,h1,mm,FOOD_SEASONAL_R17,2,2,0,0,0.40271329835749814,0.3633437438540901,0.17366440186770768
common,full,1,h1,mm,FOOD_SYMMETRIC_R17,2,2,0,0,0.44839953218374434,0.38335760322017176,0.23259210759586435
common,full,1,h1,mm,STATE_FAST_R15,2,2,0,0,0.36757345449770984,0.33728445500358173,0.14611447862657834
primary_control_calendar,full,1,h1,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5215968778463193,0.39306654311380185,0.39306654311380185
primary_control_calendar,full,1,h1,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.5957232585114878,0.5005323348384026,0.3230380511840084
primary_control_calendar,full,1,h1,cumulative_log,FOOD_OWN_R17,2,2,0,0,0.43370000702744826,0.4014389852053656,0.16414151593334014
primary_control_calendar,full,1,h1,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,0.7051453156594477,0.6581915216124028,0.25300955925421503
primary_control_calendar,full,1,h1,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,0.40412991619657945,0.36446421968239967,0.17460475863032437
primary_control_calendar,full,1,h1,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,0.4498743860379773,0.3844741654527959,0.2335949042946425
primary_control_calendar,full,1,h1,cumulative_log,STATE_FAST_R15,2,2,0,0,0.36892680788802906,0.33836867792691,0.14701573853314398
common,full,1,h1,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5215968778463193,0.39306654311380185,0.39306654311380185
common,full,1,h1,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.5957232585114878,0.5005323348384026,0.3230380511840084
common,full,1,h1,cumulative_log,FOOD_OWN_R17,2,2,0,0,0.43370000702744826,0.4014389852053656,0.16414151593334014
common,full,1,h1,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,0.7051453156594477,0.6581915216124028,0.25300955925421503
common,full,1,h1,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,0.40412991619657945,0.36446421968239967,0.17460475863032437
common,full,1,h1,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,0.4498743860379773,0.3844741654527959,0.2335949042946425
common,full,1,h1,cumulative_log,STATE_FAST_R15,2,2,0,0,0.36892680788802906,0.33836867792691,0.14701573853314398
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5201225873959393,0.3920275021991331,0.3920275021991331
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.5943317045610512,0.49946399431571753,0.3221271386093285
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_OWN_R17,2,2,0,0,0.4322621296123972,0.40025460843806243,0.16323846703868
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_PERSISTENCE_R17,2,2,0,0,0.7037526793350604,0.6568861930045254,0.25252398521981545
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_SEASONAL_R17,2,2,0,0,0.40271329835749814,0.3633437438540901,0.17366440186770768
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_SYMMETRIC_R17,2,2,0,0,0.44839953218374434,0.38335760322017176,0.23259210759586435
primary_control_calendar,full,1,h1,cumulative_pct,STATE_FAST_R15,2,2,0,0,0.36757345449770984,0.33728445500358173,0.14611447862657834
common,full,1,h1,cumulative_pct,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5201225873959393,0.3920275021991331,0.3920275021991331
common,full,1,h1,cumulative_pct,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.5943317045610512,0.49946399431571753,0.3221271386093285
common,full,1,h1,cumulative_pct,FOOD_OWN_R17,2,2,0,0,0.4322621296123972,0.40025460843806243,0.16323846703868
common,full,1,h1,cumulative_pct,FOOD_PERSISTENCE_R17,2,2,0,0,0.7037526793350604,0.6568861930045254,0.25252398521981545
common,full,1,h1,cumulative_pct,FOOD_SEASONAL_R17,2,2,0,0,0.40271329835749814,0.3633437438540901,0.17366440186770768
common,full,1,h1,cumulative_pct,FOOD_SYMMETRIC_R17,2,2,0,0,0.44839953218374434,0.38335760322017176,0.23259210759586435
common,full,1,h1,cumulative_pct,STATE_FAST_R15,2,2,0,0,0.36757345449770984,0.33728445500358173,0.14611447862657834
primary_control_calendar,full,2,h2,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,1.0410863241455306,0.8501685657907364,-0.6008944533478199
primary_control_calendar,full,2,h2,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.9877092131069134,0.8265053634753715,-0.5407942065173424
primary_control_calendar,full,2,h2,mm,FOOD_OWN_R17,2,2,0,0,1.0877678807432076,0.9502786748153554,-0.5293480920601689
primary_control_calendar,full,2,h2,mm,FOOD_PERSISTENCE_R17,2,2,0,0,0.9357012976579897,0.8028139238049994,-0.48065239225834144
primary_control_calendar,full,2,h2,mm,FOOD_SEASONAL_R17,2,2,0,0,1.2319644718842133,1.0972222353561971,-0.5602140896343992
primary_control_calendar,full,2,h2,mm,FOOD_SYMMETRIC_R17,2,2,0,0,1.0754825004381823,0.828724188736071,-0.685477080399123
primary_control_calendar,full,2,h2,mm,STATE_FAST_R15,2,2,0,0,1.1813675403921724,1.025920055550083,-0.5857621574601466
common,full,2,h2,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,1.0410863241455306,0.8501685657907364,-0.6008944533478199
common,full,2,h2,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.9877092131069134,0.8265053634753715,-0.5407942065173424
common,full,2,h2,mm,FOOD_OWN_R17,2,2,0,0,1.0877678807432076,0.9502786748153554,-0.5293480920601689
common,full,2,h2,mm,FOOD_PERSISTENCE_R17,2,2,0,0,0.9357012976579897,0.8028139238049994,-0.48065239225834144
common,full,2,h2,mm,FOOD_SEASONAL_R17,2,2,0,0,1.2319644718842133,1.0972222353561971,-0.5602140896343992
common,full,2,h2,mm,FOOD_SYMMETRIC_R17,2,2,0,0,1.0754825004381823,0.828724188736071,-0.685477080399123
common,full,2,h2,mm,STATE_FAST_R15,2,2,0,0,1.1813675403921724,1.025920055550083,-0.5857621574601466
primary_control_calendar,full,2,h2,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,0.537040611042419,0.49908794689481994,-0.19830239326122126
primary_control_calendar,full,2,h2,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.3802547931303083,0.3180668858172866,-0.20839185167627527
primary_control_calendar,full,2,h2,cumulative_log,FOOD_OWN_R17,2,2,0,0,0.6471210845231706,0.5408329186916527,-0.35533850353418317
primary_control_calendar,full,2,h2,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,0.25790626385922216,0.21848131009132926,-0.21848131009132926
primary_control_calendar,full,2,h2,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,0.8159314549488672,0.7245004285997594,-0.3752909113391107
primary_control_calendar,full,2,h2,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,0.6209265675184547,0.4424472258856692,-0.4424472258856692
primary_control_calendar,full,2,h2,cumulative_log,STATE_FAST_R15,2,2,0,0,0.8031922914364247,0.6792904444638906,-0.42858178809060987
common,full,2,h2,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,0.537040611042419,0.49908794689481994,-0.19830239326122126
common,full,2,h2,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.3802547931303083,0.3180668858172866,-0.20839185167627527
common,full,2,h2,cumulative_log,FOOD_OWN_R17,2,2,0,0,0.6471210845231706,0.5408329186916527,-0.35533850353418317
common,full,2,h2,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,0.25790626385922216,0.21848131009132926,-0.21848131009132926
common,full,2,h2,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,0.8159314549488672,0.7245004285997594,-0.3752909113391107
common,full,2,h2,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,0.6209265675184547,0.4424472258856692,-0.4424472258856692
common,full,2,h2,cumulative_log,STATE_FAST_R15,2,2,0,0,0.8031922914364247,0.6792904444638906,-0.42858178809060987
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5409218327851071,0.5016425701545294,-0.2023639320441203
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.38393418933469875,0.32046425817938917,-0.2114429496805843
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_OWN_R17,2,2,0,0,0.6522407139622635,0.5441173001555969,-0.35965860565456687
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_PERSISTENCE_R17,2,2,0,0,0.2605670295495775,0.2201931282203355,-0.2201931282203355
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_SEASONAL_R17,2,2,0,0,0.8211102498611086,0.7277705406582403,-0.3802263570256338
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_SYMMETRIC_R17,2,2,0,0,0.6262514073297043,0.44619051094687523,-0.44619051094687523
primary_control_calendar,full,2,h2,cumulative_pct,STATE_FAST_R15,2,2,0,0,0.8086591314295888,0.6827416058364072,-0.4333514630232381
common,full,2,h2,cumulative_pct,FOOD_ASYMMETRIC_R17,2,2,0,0,0.5409218327851071,0.5016425701545294,-0.2023639320441203
common,full,2,h2,cumulative_pct,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.38393418933469875,0.32046425817938917,-0.2114429496805843
common,full,2,h2,cumulative_pct,FOOD_OWN_R17,2,2,0,0,0.6522407139622635,0.5441173001555969,-0.35965860565456687
common,full,2,h2,cumulative_pct,FOOD_PERSISTENCE_R17,2,2,0,0,0.2605670295495775,0.2201931282203355,-0.2201931282203355
common,full,2,h2,cumulative_pct,FOOD_SEASONAL_R17,2,2,0,0,0.8211102498611086,0.7277705406582403,-0.3802263570256338
common,full,2,h2,cumulative_pct,FOOD_SYMMETRIC_R17,2,2,0,0,0.6262514073297043,0.44619051094687523,-0.44619051094687523
common,full,2,h2,cumulative_pct,STATE_FAST_R15,2,2,0,0,0.8086591314295888,0.6827416058364072,-0.4333514630232381
primary_control_calendar,full,3,h3,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,1.2134172064060016,0.930151254651657,-0.930151254651657
primary_control_calendar,full,3,h3,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.2675016256573566,0.9284475460688926,-0.9284475460688926
primary_control_calendar,full,3,h3,mm,FOOD_OWN_R17,2,2,0,0,1.2095848309905486,0.9626667484664219,-0.9626667484664219
primary_control_calendar,full,3,h3,mm,FOOD_PERSISTENCE_R17,2,2,0,0,1.324617899312486,0.9465135223224993,-0.9266740156277605
primary_control_calendar,full,3,h3,mm,FOOD_SEASONAL_R17,2,2,0,0,1.1982760268496657,1.0052370719971615,-1.0052370719971615
primary_control_calendar,full,3,h3,mm,FOOD_SYMMETRIC_R17,2,2,0,0,1.4109509127775617,1.1210142586782623,-1.1210142586782623
primary_control_calendar,full,3,h3,mm,STATE_FAST_R15,2,2,0,0,1.191260433514161,0.9816222605379099,-0.9816222605379099
common,full,3,h3,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,1.2134172064060016,0.930151254651657,-0.930151254651657
common,full,3,h3,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.2675016256573566,0.9284475460688926,-0.9284475460688926
common,full,3,h3,mm,FOOD_OWN_R17,2,2,0,0,1.2095848309905486,0.9626667484664219,-0.9626667484664219
common,full,3,h3,mm,FOOD_PERSISTENCE_R17,2,2,0,0,1.324617899312486,0.9465135223224993,-0.9266740156277605
common,full,3,h3,mm,FOOD_SEASONAL_R17,2,2,0,0,1.1982760268496657,1.0052370719971615,-1.0052370719971615
common,full,3,h3,mm,FOOD_SYMMETRIC_R17,2,2,0,0,1.4109509127775617,1.1210142586782623,-1.1210142586782623
common,full,3,h3,mm,STATE_FAST_R15,2,2,0,0,1.191260433514161,0.9816222605379099,-0.9816222605379099
primary_control_calendar,full,3,h3,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,1.15122521474534,1.1188735324982972,-1.1188735324982972
primary_control_calendar,full,3,h3,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.2479930577627232,1.1272818726948948,-1.1272818726948948
primary_control_calendar,full,3,h3,cumulative_log,FOOD_OWN_R17,2,2,0,0,1.3210388642475783,1.3083740257723493,-1.3083740257723493
primary_control_calendar,full,3,h3,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,1.3891282201642674,1.1356902128914923,-1.1356902128914923
primary_control_calendar,full,3,h3,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,1.3733104692790594,1.3709046147631643,-1.3709046147631643
primary_control_calendar,full,3,h3,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,1.6073139277694304,1.5536292916109666,-1.5536292916109666
primary_control_calendar,full,3,h3,cumulative_log,STATE_FAST_R15,2,2,0,0,1.4006540604256268,1.4005906405453625,-1.4005906405453625
common,full,3,h3,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,1.15122521474534,1.1188735324982972,-1.1188735324982972
common,full,3,h3,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.2479930577627232,1.1272818726948948,-1.1272818726948948
common,full,3,h3,cumulative_log,FOOD_OWN_R17,2,2,0,0,1.3210388642475783,1.3083740257723493,-1.3083740257723493
common,full,3,h3,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,1.3891282201642674,1.1356902128914923,-1.1356902128914923
common,full,3,h3,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,1.3733104692790594,1.3709046147631643,-1.3709046147631643
common,full,3,h3,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,1.6073139277694304,1.5536292916109666,-1.5536292916109666
common,full,3,h3,cumulative_log,STATE_FAST_R15,2,2,0,0,1.4006540604256268,1.4005906405453625,-1.4005906405453625
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_ASYMMETRIC_R17,2,2,0,0,1.1601482469593956,1.128315579746357,-1.128315579746357
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.255059119539304,1.1351975292382974,-1.1351975292382974
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_OWN_R17,2,2,0,0,1.3309583888944163,1.318679105312337,-1.318679105312337
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_PERSISTENCE_R17,2,2,0,0,1.3941504401874298,1.1413772192710532,-1.1413772192710532
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_SEASONAL_R17,2,2,0,0,1.3844552913056467,1.3819125432063644,-1.3819125432063644
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_SYMMETRIC_R17,2,2,0,0,1.6155119467638852,1.562944791016277,-1.562944791016277
primary_control_calendar,full,3,h3,cumulative_pct,STATE_FAST_R15,2,2,0,0,1.4116228182473802,1.4115329994972718,-1.4115329994972718
common,full,3,h3,cumulative_pct,FOOD_ASYMMETRIC_R17,2,2,0,0,1.1601482469593956,1.128315579746357,-1.128315579746357
common,full,3,h3,cumulative_pct,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.255059119539304,1.1351975292382974,-1.1351975292382974
common,full,3,h3,cumulative_pct,FOOD_OWN_R17,2,2,0,0,1.3309583888944163,1.318679105312337,-1.318679105312337
common,full,3,h3,cumulative_pct,FOOD_PERSISTENCE_R17,2,2,0,0,1.3941504401874298,1.1413772192710532,-1.1413772192710532
common,full,3,h3,cumulative_pct,FOOD_SEASONAL_R17,2,2,0,0,1.3844552913056467,1.3819125432063644,-1.3819125432063644
common,full,3,h3,cumulative_pct,FOOD_SYMMETRIC_R17,2,2,0,0,1.6155119467638852,1.562944791016277,-1.562944791016277
common,full,3,h3,cumulative_pct,STATE_FAST_R15,2,2,0,0,1.4116228182473802,1.4115329994972718,-1.4115329994972718
primary_control_calendar,full,4,h4,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,0.2759355179213894,0.22530448456252125,-0.15930567876432414
primary_control_calendar,full,4,h4,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.36308939205132057,0.3339806361282841,-0.14244592416613489
primary_control_calendar,full,4,h4,mm,FOOD_OWN_R17,2,2,0,0,0.25581625388360574,0.19063308959001302,-0.19063308959001302
primary_control_calendar,full,4,h4,mm,FOOD_PERSISTENCE_R17,2,2,0,0,0.4601295809306736,0.4426938073167521,-0.12546483256608468
primary_control_calendar,full,4,h4,mm,FOOD_SEASONAL_R17,2,2,0,0,0.2524700146049152,0.20319527967428452,-0.20319527967428452
primary_control_calendar,full,4,h4,mm,FOOD_SYMMETRIC_R17,2,2,0,0,0.5623372366818749,0.4385724551888511,-0.4385724551888511
primary_control_calendar,full,4,h4,mm,STATE_FAST_R15,2,2,0,0,0.37446352806640504,0.37286108679147756,0.03460554592283682
common,full,4,h4,mm,FOOD_ASYMMETRIC_R17,2,2,0,0,0.2759355179213894,0.22530448456252125,-0.15930567876432414
common,full,4,h4,mm,FOOD_HALF_CORRECTION_R17,2,2,0,0,0.36308939205132057,0.3339806361282841,-0.14244592416613489
common,full,4,h4,mm,FOOD_OWN_R17,2,2,0,0,0.25581625388360574,0.19063308959001302,-0.19063308959001302
common,full,4,h4,mm,FOOD_PERSISTENCE_R17,2,2,0,0,0.4601295809306736,0.4426938073167521,-0.12546483256608468
common,full,4,h4,mm,FOOD_SEASONAL_R17,2,2,0,0,0.2524700146049152,0.20319527967428452,-0.20319527967428452
common,full,4,h4,mm,FOOD_SYMMETRIC_R17,2,2,0,0,0.5623372366818749,0.4385724551888511,-0.4385724551888511
common,full,4,h4,mm,STATE_FAST_R15,2,2,0,0,0.37446352806640504,0.37286108679147756,0.03460554592283682
primary_control_calendar,full,4,h4,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,1.3706220970864422,1.2776731616519035,-1.2776731616519035
primary_control_calendar,full,4,h4,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.5383389771784335,1.268986399146065,-1.268986399146065
primary_control_calendar,full,4,h4,cumulative_log,FOOD_OWN_R17,2,2,0,0,1.5396656921932157,1.4987276285545688,-1.4987276285545688
primary_control_calendar,full,4,h4,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,1.7701482152629153,1.2602996366402266,-1.2602996366402266
primary_control_calendar,full,4,h4,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,1.575391377676979,1.5739188391357892,-1.5739188391357892
primary_control_calendar,full,4,h4,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,2.1339341360794633,1.9925734658625767,-1.9925734658625767
primary_control_calendar,full,4,h4,cumulative_log,STATE_FAST_R15,2,2,0,0,1.4115980264762633,1.364946296475026,-1.364946296475026
common,full,4,h4,cumulative_log,FOOD_ASYMMETRIC_R17,2,2,0,0,1.3706220970864422,1.2776731616519035,-1.2776731616519035
common,full,4,h4,cumulative_log,FOOD_HALF_CORRECTION_R17,2,2,0,0,1.5383389771784335,1.268986399146065,-1.268986399146065
common,full,4,h4,cumulative_log,FOOD_OWN_R17,2,2,0,0,1.5396656921932157,1.4987276285545688,-1.4987276285545688
common,full,4,h4,cumulative_log,FOOD_PERSISTENCE_R17,2,2,0,0,1.7701482152629153,1.2602996366402266,-1.2602996366402266
common,full,4,h4,cumulative_log,FOOD_SEASONAL_R17,2,2,0,0,1.575391377676979,1.5739188391357892,-1.5739188391357892
common,full,4,h4,cumulative_log,FOOD_SYMMETRIC_R17,2,2,0,0,2.1339341360794633,1.9925734658625767,-1.9925734658625767
common,full,4,h4,cumulative_log,STATE_FAST_R15,2,2,0,0,1.4115980264762633,1.364946296475026,-1.364946296475026
