period,gross_petrol95,gross_diesel,net_petrol95,net_diesel,vat_petrol95,vat_diesel,excise_petrol95,excise_diesel
2010-03-01,30.78610162000002,29.323999080000018,12.81505128000001,13.486715980000008,0.2,0.2,12.84,10.95
2010-03-08,31.038902999999998,29.54693826,13.025852279999999,13.672464119999999,0.2,0.2,12.84,10.95
2010-03-15,31.42891510000002,29.66908550000002,13.350897300000009,13.77428620000001,0.2,0.2,12.84,10.95
2010-03-22,31.6270207,29.75712575,13.515803400000001,13.847612349999999,0.2,0.2,12.84,10.95
2010-03-29,31.537030589999976,29.63798225999998,13.440711179999989,13.748437949999989,0.2,0.2,12.84,10.95
2010-04-12,31.868956,30.036943999999995,13.717441500000001,14.080824099999997,0.2,0.2,12.84,10.95
2010-04-19,32.18289250000001,30.730007500000003,13.979157500000003,14.658382500000002,0.2,0.2,12.84,10.95
2010-04-26,32.135891000000036,30.654084900000033,13.939963100000014,14.595039900000014,0.2,0.2,12.84,10.95
2010-05-03,32.326105400000024,30.87500790000002,14.098275200000009,14.77920430000001,0.2,0.2,12.84,10.95
2010-05-10,32.602092109999994,31.275088619999995,14.328206889999997,15.112426779999998,0.2,0.2,12.84,10.95
2010-05-17,32.51896560000004,31.213105200000037,14.259157200000017,15.06071880000002,0.2,0.2,12.84,10.95
2010-05-24,32.42903040000001,31.14403392000001,14.184236160000006,15.003431040000004,0.2,0.2,12.84,10.95
2010-05-31,32.31100924999997,31.03805469999997,14.085901399999985,14.915068949999984,0.2,0.2,12.84,10.95
2010-06-07,32.26191553999999,31.007934379999984,14.045003359999995,14.890055099999994,0.2,0.2,12.84,10.95
2010-06-14,32.66802967000004,31.540890580000042,14.38341448000002,15.334125100000021,0.2,0.2,12.84,10.95
2010-06-21,32.58408160000002,31.49907040000001,14.313286400000006,15.299121600000007,0.2,0.2,12.84,10.95
2010-06-28,32.70387349999998,31.687975799999975,14.413338249999992,15.45678309999999,0.2,0.2,12.84,10.95
2010-07-05,32.70402520000004,31.688005140000033,14.413361380000017,15.456758460000017,0.2,0.2,12.84,10.95
2010-07-12,32.59200874999998,31.54608624999998,14.320021249999991,15.33833949999999,0.2,0.2,12.84,10.95
2010-07-19,32.46495001,31.42490391,14.214048130000002,15.237565380000001,0.2,0.2,12.84,10.95
2010-07-26,32.34190500000002,31.315046250000012,14.111707500000009,15.14585250000001,0.2,0.2,12.84,10.95
2010-08-02,32.17506920000002,31.155044800000013,13.972582000000006,15.012597200000005,0.2,0.2,12.84,10.95
2010-08-09,31.970039039999982,30.957027839999988,13.801720319999992,14.847425279999994,0.2,0.2,12.84,10.95
2010-08-16,31.84091800999997,30.85798185999997,13.694251529999987,14.764918769999987,0.2,0.2,12.84,10.95
2010-08-23,31.71492884999998,30.77209079999998,13.589171199999992,14.693241749999991,0.2,0.2,12.84,10.95
2010-08-30,31.514098560000008,30.623987520000014,13.421624160000006,14.569986480000003,0.2,0.2,12.84,10.95
2010-09-06,31.400971420000005,30.531919880000004,13.327515530000001,14.493250100000003,0.2,0.2,12.84,10.95
2010-09-13,31.46691551999998,30.487930559999977,13.38258623999999,14.456558399999992,0.2,0.2,12.84,10.95
2010-09-20,31.625947500000027,30.685089750000024,13.514991000000013,14.620924500000012,0.2,0.2,12.84,10.95
2010-09-27,31.626012600000003,30.684981600000004,13.5149742,14.6208699,0.2,0.2,12.84,10.95
2010-10-04,31.377088079999993,30.541961109999995,13.307465649999997,14.501552849999998,0.2,0.2,12.84,10.95
2010-10-11,31.240002640000014,30.47012010000001,13.193288360000006,14.441739900000007,0.2,0.2,12.84,10.95
2010-10-18,31.515019839999965,30.720053439999962,13.422418799999983,14.649954879999985,0.2,0.2,12.84,10.95
2010-10-25,31.566919199999987,30.617891999999987,13.465793999999992,14.565067499999994,0.2,0.2,12.84,10.95
2010-11-08,31.37711424999998,30.52190424999998,13.307608249999992,14.48499649999999,0.2,0.2,12.84,10.95
2010-11-15,31.381939830000007,30.588950430000004,13.311632310000002,14.540765880000004,0.2,0.2,12.84,10.95
2010-11-22,31.759967849999995,31.110011799999995,13.626613699999998,14.974908399999999,0.2,0.2,12.84,10.95
2010-11-29,31.606062799999975,30.94700483999998,13.49830917999999,14.83920245999999,0.2,0.2,12.84,10.95
2010-12-06,31.90503242999997,31.18504617999997,13.747605279999988,15.037570209999988,0.2,0.2,12.84,10.95
2010-12-13,33.04004704000002,32.10606256000002,14.693330080000006,15.805000640000012,0.2,0.2,12.84,10.95
2010-12-20,33.04005110000003,32.106004050000024,14.693366050000012,15.805026050000013,0.2,0.2,12.84,10.95
2011-01-03,33.65404672000002,32.78399488000002,15.205084160000009,16.369920000000008,0.2,0.2,12.84,10.95
2011-01-10,33.448075439999975,32.617930799999975,15.03330815999999,16.231693919999987,0.2,0.2,12.84,10.95
2011-01-17,33.65408824999999,32.784111999999986,15.204994699999993,16.369911149999993,0.2,0.2,12.84,10.95
2011-01-24,33.53701806000002,32.93008992000003,15.10757001000001,16.49168586000001,0.2,0.2,12.84,10.95
2011-01-31,33.37711393000002,32.742955790000025,14.974174140000008,16.335748970000008,0.2,0.2,12.84,10.95
2011-02-07,33.240910700000015,32.62592220000001,14.860818000000007,16.238344100000006,0.2,0.2,12.84,10.95
2011-02-14,33.33912010000002,32.76911290000002,14.942573950000005,16.357413250000008,0.2,0.2,12.84,10.95
2011-02-21,33.24991726000003,32.84391446000003,14.868262780000014,16.419878300000015,0.2,0.2,12.84,10.95
2011-02-28,33.674110750000004,33.122028240000006,15.221599120000002,16.651607280000004,0.2,0.2,12.84,10.95
2011-03-07,34.19088058,33.569968200000005,15.6524186,17.025063760000002,0.2,0.2,12.84,10.95
2011-03-14,34.268996949999995,33.839068179999984,15.717582689999995,17.249219139999997,0.2,0.2,12.84,10.95
2011-03-21,34.2719892,33.90611785,15.719986820000003,17.30510303,0.2,0.2,12.84,10.95
2011-03-28,34.16704658999997,33.89609186999997,15.632418419999988,17.296679249999983,0.2,0.2,12.84,10.95
2011-04-04,34.17900200000001,33.908897360000005,15.642581760000002,17.307493060000002,0.2,0.2,12.84,10.95
2011-04-11,34.837956900000044,34.357076100000036,16.191608400000018,17.68092165000002,0.2,0.2,12.84,10.95
2011-04-18,35.22788696000004,34.74896456000004,16.51677580000002,18.00748224000002,0.2,0.2,12.84,10.95
2011-05-02,35.368991999999956,34.62899524999996,16.634092249999984,17.90738949999998,0.2,0.2,12.84,10.95
2011-05-09,35.34603728,34.5849768,16.614956,17.8708992,0.2,0.2,12.84,10.95
2011-05-16,35.23409625999998,34.475121039999976,16.52172550999999,17.77912857999999,0.2,0.2,12.84,10.95
2011-05-23,35.151980599999966,34.32605549999997,16.453252199999984,17.654976899999983,0.2,0.2,12.84,10.95
2011-05-30,34.94811837000001,34.20598585000001,16.283289420000006,17.555061430000006,0.2,0.2,12.84,10.95
2011-06-06,35.03911290999996,34.370952459999955,16.35909927999998,17.69249925999998,0.2,0.2,12.84,10.95
2011-06-13,34.91007516000004,34.30991232000004,16.25169540000002,17.64169860000002,0.2,0.2,12.84,10.95
2011-06-20,34.81599375000004,34.15593375000003,16.173400000000015,17.51330250000002,0.2,0.2,12.84,10.95
2011-06-27,34.76092356000004,34.13300858000004,16.127564860000017,17.494117080000017,0.2,0.2,12.84,10.95
2011-07-04,34.76099761999996,34.13292575999997,16.127389839999985,17.494241239999983,0.2,0.2,12.84,10.95
2011-07-11,34.4610942,33.933970200000005,15.8775552,17.328355199999997,0.2,0.2,12.84,10.95
2011-07-18,34.70293380000003,34.19604195000004,16.079234250000017,17.546706900000018,0.2,0.2,12.84,10.95
2011-07-25,35.29894732000003,34.87508388000003,16.57579196000001,18.11247984000001,0.2,0.2,12.84,10.95
2011-08-01,35.235910399999995,34.77904479999999,16.523265599999995,18.032540799999996,0.2,0.2,12.84,10.95
2011-08-08,35.09992740000002,34.65109160000002,16.40996916000001,17.92584856000001,0.2,0.2,12.84,10.95
2011-08-22,34.45699733,34.004121760000004,15.87415823,17.38660098,0.2,0.2,12.84,10.95
2011-08-29,34.29301556999999,33.88509563999999,15.737603969999997,17.287506719999996,0.2,0.2,12.84,10.95
2011-09-05,34.16093838,33.70594518,15.627548700000002,17.13832182,0.2,0.2,12.84,10.95
2011-09-12,34.73099903999999,34.538991779999996,16.102616519999998,17.832398400000002,0.2,0.2,12.84,10.95
2011-09-19,34.88888760000003,34.66894170000003,16.234125600000013,17.940738300000014,0.2,0.2,12.84,10.95
2011-09-26,34.83690525000002,34.60002525000003,16.190748000000013,17.883453000000017,0.2,0.2,12.84,10.95
2011-10-03,34.824970739999955,34.59609313999996,16.18089997999998,17.88006737999998,0.2,0.2,12.84,10.95
2011-10-10,34.70587680000001,34.50912360000002,16.081724400000006,17.807403600000008,0.2,0.2,12.84,10.95
2011-10-17,34.73093358,34.63411416,16.10248098,17.9115927,0.2,0.2,12.84,10.95
2011-10-24,34.73097567999998,34.63404551999998,16.10239791999999,17.91159435999999,0.2,0.2,12.84,10.95
2011-10-31,34.87095002999997,34.98701870999997,16.219109969999987,18.205918079999986,0.2,0.2,12.84,10.95
2011-11-07,34.77793463999997,34.95490631999997,16.141666919999988,18.179090879999986,0.2,0.2,12.84,10.95
2011-11-14,34.878933270000005,35.08487727,16.225812899999998,18.287569769999998,0.2,0.2,12.84,10.95
2011-11-21,35.17088406000001,35.55997366000001,16.469241240000002,18.683212260000005,0.2,0.2,12.84,10.95
2011-11-28,35.12688145999998,35.62888538999998,16.43245085999999,18.740793199999988,0.2,0.2,12.84,10.95
2011-12-05,35.04698603999998,35.664068879999974,16.365771179999992,18.769980239999988,0.2,0.2,12.84,10.95
2011-12-12,34.95898728,35.58999654,16.292418660000003,18.708260759999998,0.2,0.2,12.84,10.95
2011-12-19,34.89006107999996,35.53399539999997,16.234934799999984,18.661702199999983,0.2,0.2,12.84,10.95
2012-01-09,35.53512065999997,36.06697145999997,16.772405519999985,19.105836359999984,0.2,0.2,12.84,10.95
2012-01-16,35.64487674999997,36.218972599999965,16.864289549999985,19.23259489999998,0.2,0.2,12.84,10.95
2012-01-23,36.250083959999984,36.909918429999976,17.368374329999988,19.808215579999988,0.2,0.2,12.84,10.95
2012-01-30,36.20508709999997,36.81990619999997,17.33092409999999,19.733342999999987,0.2,0.2,12.84,10.95
2012-02-06,36.136067999999995,36.72309799999999,17.273420199999997,19.652515399999995,0.2,0.2,12.84,10.95
2012-02-13,36.08508645000005,36.66588000000005,17.23070955000002,19.604975550000024,0.2,0.2,12.84,10.95
2012-02-20,36.14902351999997,36.68601843999998,17.28421264999999,19.621734599999986,0.2,0.2,12.84,10.95
2012-02-27,36.420043799999995,36.93895139999999,17.509997999999996,19.832548199999998,0.2,0.2,12.84,10.95
2012-03-05,36.464017800000015,36.917987400000015,17.54671800000001,19.815079200000007,0.2,0.2,12.84,10.95
2012-03-12,36.613116539999965,36.970999449999965,17.67086782999998,19.85918549999998,0.2,0.2,12.84,10.95
2012-03-19,36.952095260000036,37.18098815000004,17.95324940000002,20.03413846000002,0.2,0.2,12.84,10.95
2012-03-26,37.25903250000003,37.239082200000034,18.209205300000015,20.08256310000002,0.2,0.2,12.84,10.95
2012-04-02,37.33811332999998,37.13992932999999,18.275042099999993,19.99998608999999,0.2,0.2,12.84,10.95
2012-04-16,37.67704899000003,36.90908577000003,18.557541180000015,19.807402560000018,0.2,0.2,12.84,10.95
2012-04-23,37.852995359999966,36.916888019999966,18.70411583999998,19.81427202999998,0.2,0.2,12.84,10.95
2012-04-30,37.70608077000002,36.81609084000002,18.58161708000001,19.72997514000001,0.2,0.2,12.84,10.95
2012-05-07,37.55001249999996,36.74195524999996,18.45168324999998,19.668398749999984,0.2,0.2,12.84,10.95
2012-05-14,37.34690279999999,36.621875549999984,18.282622349999993,19.56837119999999,0.2,0.2,12.84,10.95
2012-05-21,37.08604725000001,36.40699025000001,18.064883750000003,19.389196250000005,0.2,0.2,12.84,10.95
2012-05-28,36.92912116999999,36.27488351999999,17.934210489999995,19.279130749999993,0.2,0.2,12.84,10.95
2012-06-04,36.82804027999999,36.15898227999998,17.849952779999988,19.18240751999999,0.2,0.2,12.84,10.95
2012-06-11,36.49794794999999,35.83590029999999,17.575117649999996,18.913434149999993,0.2,0.2,12.84,10.95
2012-06-18,36.17507686000004,35.53902651000004,17.30592305000002,18.665719670000023,0.2,0.2,12.84,10.95
2012-06-25,35.980998830000004,35.36200309000001,17.144220210000004,18.5182462,0.2,0.2,12.84,10.95
2012-07-02,35.98099784999999,35.36200394999998,17.144293949999987,18.51827669999999,0.2,0.2,12.84,10.95
2012-07-09,35.533088639999974,34.92788543999997,16.770767999999986,18.156606719999985,0.2,0.2,12.84,10.95
2012-07-16,35.866897,35.30988428,17.04905752,18.475101480000003,0.2,0.2,12.84,10.95
2012-07-23,36.070994220000046,35.55711211000004,17.219271220000017,18.68085528000002,0.2,0.2,12.84,10.95
2012-07-30,36.57610979999996,36.054026939999964,17.63993461999998,19.09504799999998,0.2,0.2,12.84,10.95
2012-08-06,36.508031700000004,35.969902080000004,17.58342936,19.024982760000007,0.2,0.2,12.84,10.95
2012-08-13,36.77607119999996,36.05692419999996,17.80668319999998,19.09737604999998,0.2,0.2,12.84,10.95
2012-08-20,37.35899429999996,36.639986949999965,18.292473449999978,19.58329959999998,0.2,0.2,12.84,10.95
2012-08-27,38.03496204999999,37.20812044999999,18.855864299999993,20.056623149999993,0.2,0.2,12.84,10.95
2012-09-03,38.12092901999998,37.246900679999975,18.92740607999999,20.089209059999988,0.2,0.2,12.84,10.95
2012-09-10,38.08307029999996,37.221086099999965,18.895949599999984,20.067502399999984,0.2,0.2,12.84,10.95
2012-09-17,38.51205799999997,37.231916799999965,19.253333449999985,20.076701449999984,0.2,0.2,12.84,10.95
2012-09-24,38.512098599999995,37.23192839999999,19.253430599999994,20.076699999999995,0.2,0.2,12.84,10.95
2012-10-01,37.927982400000026,36.91600440000003,18.76661160000001,19.813450800000012,0.2,0.2,12.84,10.95
2012-10-08,37.90800900000002,36.96305400000002,18.749949000000008,19.852521000000007,0.2,0.2,12.84,10.95
2012-10-15,37.78293049999997,36.900123789999974,18.645894899999988,19.799950889999987,0.2,0.2,12.84,10.95
2012-10-22,37.62711980999997,37.05294886999997,18.515892359999985,19.927416669999985,0.2,0.2,12.84,10.95
2012-10-29,37.23500115000003,36.96002036000003,18.189266160000017,19.84990993000002,0.2,0.2,12.84,10.95
2012-11-05,36.765938,36.829023,17.798297220000002,19.74081054,0.2,0.2,12.84,10.95
2012-11-12,36.15695005999997,36.493049559999974,17.290733899999985,19.460795199999986,0.2,0.2,12.84,10.95
2012-11-19,35.761092560000044,36.22192090000004,16.960923040000015,19.23507150000002,0.2,0.2,12.84,10.95
2012-11-26,35.49391983000004,36.151031970000034,16.738401540000016,19.175887950000018,0.2,0.2,12.84,10.95
2012-12-03,35.363956320000035,36.12592984000004,16.63006576000002,19.15490808000002,0.2,0.2,12.84,10.95
2012-12-10,35.19405449999998,35.98498034999998,16.488266849999988,19.037506949999987,0.2,0.2,12.84,10.95
2012-12-17,34.99098503999998,35.709055379999974,16.31913843999999,18.807540959999987,0.2,0.2,12.84,10.95
2013-01-07,35.15698739999997,35.72191007999997,16.215477269999983,18.572216189999985,0.21,0.21,12.84,10.95
2013-01-14,35.21608209000003,35.668919930000015,16.26425500000001,18.528444200000013,0.21,0.21,12.84,10.95
2013-01-21,35.49508511999998,35.894081939999985,16.494687419999988,18.714411539999986,0.21,0.21,12.84,10.95
2013-01-28,35.466072599999976,35.92001489999998,16.47062969999999,18.735973899999987,0.21,0.21,12.84,10.95
2013-02-04,35.820062740000026,35.99512532000002,16.76339714000001,18.797922080000014,0.21,0.21,12.84,10.95
2013-02-11,36.326922400000036,36.041962800000036,17.18238240000002,18.83686440000002,0.21,0.21,12.84,10.95
2013-02-18,36.418070480000004,36.240100600000005,17.257493000000004,19.0003792,0.21,0.21,12.84,10.95
2013-02-25,36.75900800000002,36.50789120000002,17.53938560000001,19.221919200000013,0.21,0.21,12.84,10.95
2013-03-04,36.867004999999956,36.53008919999995,17.628676599999977,19.240124599999973,0.21,0.21,12.84,10.95
2013-03-11,36.763877700000016,36.436940100000015,17.543522700000008,19.16314092000001,0.21,0.21,12.84,10.95
2013-03-18,36.58100459999999,36.26587859999999,17.392136999999998,19.0218252,0.21,0.21,12.84,10.95
2013-03-25,36.396877939999996,36.12791584,17.24008454,18.907906939999997,0.21,0.21,12.84,10.95
2013-04-01,,,,,0.21,0.21,12.84,10.95
2013-04-08,36.506098460000025,36.14411957000002,17.330221740000013,18.921179420000016,0.21,0.21,12.84,10.95
2013-04-15,36.36012848000002,36.03501800000002,17.209646960000008,18.83106112000001,0.21,0.21,12.84,10.95
2013-04-22,36.00899099999996,35.71987149999996,16.91958429999998,18.570547399999978,0.21,0.21,12.84,10.95
2013-04-29,35.66692206000002,35.37603202000002,16.63675174000001,18.28624217000001,0.21,0.21,12.84,10.95
2013-05-06,35.531106630000004,35.24411582,16.52445295,18.17728364,0.21,0.21,12.84,10.95
2013-05-13,35.363895839999955,35.08994943999996,16.386388199999978,18.049966479999977,0.21,0.21,12.84,10.95
2013-05-20,35.443062480000044,35.192039670000035,16.45178943000002,18.13424304000002,0.21,0.21,12.84,10.95
2013-05-27,35.760013439999966,35.473067039999975,16.713783839999987,18.366647039999986,0.21,0.21,12.84,10.95
2013-06-03,35.94603740000002,35.66893512000002,16.867442410000013,18.528510910000016,0.21,0.21,12.84,10.95
2013-06-10,36.04995027999996,35.76890757999996,16.953419639999982,18.61118657999998,0.21,0.21,12.84,10.95
2013-06-17,36.03906675999999,35.77693919999999,16.944398799999995,18.617744999999992,0.21,0.21,12.84,10.95
2013-06-24,36.05994840000002,35.840095900000016,16.961749700000006,18.669874300000007,0.21,0.21,12.84,10.95
2013-07-01,36.05998019999998,35.839929599999984,16.96156259999999,18.669747599999987,0.21,0.21,12.84,10.95
2013-07-08,36.09609893999999,35.895079439999996,16.991465039999994,18.715304519999993,0.21,0.21,12.84,10.95
2013-07-15,36.56199690000002,36.424924200000014,17.37650070000001,19.15324380000001,0.21,0.21,12.84,10.95
2013-07-22,36.88592,36.62797832,17.644198,19.3209488,0.21,0.21,12.84,10.95
2013-07-29,36.98109198000002,36.65405730000003,17.722843740000013,19.342468740000015,0.21,0.21,12.84,10.95
2013-08-05,36.90394171,36.562092050000004,17.659206450000003,19.26652234,0.21,0.21,12.84,10.95
2013-08-12,36.85001439999998,36.51305679999997,17.61444559999999,19.225993199999987,0.21,0.21,12.84,10.95
2013-08-19,36.77796185000001,36.46408215000002,17.55502790000001,19.18544420000001,0.21,0.21,12.84,10.95
2013-08-26,36.82404947999998,36.51602495999998,17.593017779999986,19.228469099999987,0.21,0.21,12.84,10.95
2013-09-02,36.819919290000016,36.508127670000015,17.589773040000008,19.221927690000005,0.21,0.21,12.84,10.95
2013-09-09,37.07190497999996,36.81409163999996,17.79790367999998,19.47472370999998,0.21,0.21,12.84,10.95
2013-09-16,37.01794157000003,36.795039720000034,17.753294860000015,19.459202660000017,0.21,0.21,12.84,10.95
2013-09-23,36.79898199999999,36.71602199999999,17.572483499999993,19.393714749999994,0.21,0.21,12.84,10.95
2013-09-30,36.5371146,36.5139576,17.3559142,19.2267425,0.21,0.21,12.84,10.95
2013-10-07,36.314949069999976,36.34505440999997,17.17229003999999,19.087295819999984,0.21,0.21,12.84,10.95
2013-10-14,35.98387920000004,36.18299160000004,16.89873840000002,18.95325120000002,0.21,0.21,12.84,10.95
2013-10-21,35.782052220000004,36.08704368,16.73195535,18.873862380000002,0.21,0.21,12.84,10.95
2013-10-28,35.78188992,36.08707144,16.731975679999998,18.873907359999997,0.21,0.21,12.84,10.95
2013-11-04,35.561877500000044,35.912975150000044,16.55015935000002,18.73011665000002,0.21,0.21,12.84,10.95
2013-11-11,35.50810876000003,35.87201484000003,16.505354400000012,18.69634976000001,0.21,0.21,12.84,10.95
2013-11-18,35.49208545000004,35.85897846000005,16.492288230000025,18.685511190000028,0.21,0.21,12.84,10.95
2013-11-25,35.99098965000004,36.25904392000004,16.90459848000002,19.01603715000002,0.21,0.21,12.84,10.95
2013-12-02,36.070078630000026,36.340037580000036,16.969866260000014,19.082945960000014,0.21,0.21,12.84,10.95
2013-12-09,36.16591956000001,36.53604264000001,17.049309960000006,19.24502526000001,0.21,0.21,12.84,10.95
2013-12-16,36.22003200000001,36.587112000000005,17.093784000000007,19.287156000000007,0.21,0.21,12.84,10.95
2014-01-06,36.29888979999996,36.66801334999995,17.159160349999976,19.354112449999974,0.21,0.21,12.84,10.95
2014-01-13,36.30399680000003,36.686092200000026,17.16331970000001,19.369002400000017,0.21,0.21,12.84,10.95
2014-01-20,36.26204428000001,36.64187548000001,17.128735680000005,19.332582360000007,0.21,0.21,12.84,10.95
2014-01-27,36.26205449999997,36.61813049999997,17.128464499999982,19.31272699999998,0.21,0.21,12.84,10.95
2014-02-03,36.226082540000014,36.574023820000015,17.098946590000008,19.27633229000001,0.21,0.21,12.84,10.95
2014-02-10,36.222927649999995,36.611064879999994,17.096494609999997,19.30714136,0.21,0.21,12.84,10.95
2014-02-17,36.167103359999956,36.56187971999995,17.050174559999977,19.266510959999973,0.21,0.21,12.84,10.95
2014-02-24,36.18296156000003,36.521976740000035,17.063216820000015,19.233570660000016,0.21,0.21,12.84,10.95
2014-03-03,36.015097019999956,36.48613289999995,16.924466879999983,19.203602159999978,0.21,0.21,12.84,10.95
2014-03-10,35.872918559999974,36.436013879999976,16.806986879999986,19.162470119999988,0.21,0.21,12.84,10.95
2014-03-17,35.86592295000004,36.388102500000045,16.801298340000024,19.122735930000026,0.21,0.21,12.84,10.95
2014-03-24,35.69104077000004,36.238986660000045,16.656568260000018,18.999660540000022,0.21,0.21,12.84,10.95
2014-03-31,35.52805971999997,36.11504409999997,16.52200493999999,18.897110039999987,0.21,0.21,12.84,10.95
2014-04-07,35.779017240000016,36.16213548000002,16.72931352000001,18.936085560000006,0.21,0.21,12.84,10.95
2014-04-14,35.69206700000003,36.11888864000003,16.657579680000012,18.900453240000015,0.21,0.21,12.84,10.95
2014-04-28,36.07212375999997,36.26597723999996,16.971515219999983,19.02180407999998,0.21,0.21,12.84,10.95
2014-05-05,36.09205799999998,36.25502783999998,16.988096839999994,19.01287363999999,0.21,0.21,12.84,10.95
2014-05-12,36.08601119999996,36.23504543999996,16.983054359999976,18.996386399999974,0.21,0.21,12.84,10.95
2014-05-19,36.106056060000036,36.20990778000004,16.999537500000017,18.97574232000002,0.21,0.21,12.84,10.95
2014-05-26,36.191881060000036,36.35393917000003,17.07066934000002,19.09461335000002,0.21,0.21,12.84,10.95
2014-06-02,36.263873099999955,36.363083119999956,17.130355059999978,19.102188559999977,0.21,0.21,12.84,10.95
2014-06-09,36.27512394999996,36.372025979999954,17.139306359999978,19.109464629999977,0.21,0.21,12.84,10.95
2014-06-16,36.27797484,36.347941739999996,17.1418905,19.089714119999996,0.21,0.21,12.84,10.95
2014-06-23,36.58092049999996,36.608103919999955,17.392171779999984,19.30462147999998,0.21,0.21,12.84,10.95
2014-06-30,36.97205322000004,36.90094995000005,17.71542090000002,19.546810530000023,0.21,0.21,12.84,10.95
2014-07-07,36.99090824000001,36.88199526000002,17.731142880000007,19.531087620000005,0.21,0.21,12.84,10.95
2014-07-14,36.98612565999997,36.85386967999997,17.726965949999983,19.507757049999984,0.21,0.21,12.84,10.95
2014-07-21,36.982091159999996,36.7920126,17.723727,19.45668312,0.21,0.21,12.84,10.95
2014-07-28,36.936937290000024,36.70389841000002,17.686496790000014,19.383998160000015,0.21,0.21,12.84,10.95
2014-08-04,36.883129650000015,36.63404820000002,17.641933200000008,19.326066600000008,0.21,0.21,12.84,10.95
2014-08-11,36.827028479999996,36.62008811999999,17.595500999999995,19.314526439999998,0.21,0.21,12.84,10.95
2014-08-18,36.862038000000034,36.74988000000004,17.624430000000018,19.42202700000002,0.21,0.21,12.84,10.95
2014-08-25,36.81387411000005,36.705882070000044,17.58488940000002,19.385406170000024,0.21,0.21,12.84,10.95
2014-09-01,36.87212339999996,36.72206081999997,17.632769219999982,19.39884767999998,0.21,0.21,12.84,10.95
2014-09-08,36.871074439999944,36.733994919999944,17.631853259999975,19.40863598999997,0.21,0.21,12.84,10.95
2014-09-15,36.883051439999974,36.73991642999997,17.641734719999985,19.413685469999987,0.21,0.21,12.84,10.95
2014-09-22,36.88310673000001,36.728865930000005,17.641842360000002,19.404594360000004,0.21,0.21,12.84,10.95
2014-09-29,36.84301200000001,36.70007940000001,17.608800600000006,19.380448800000007,0.21,0.21,12.84,10.95
2014-10-06,36.82289114000003,36.67806627000003,17.59223696000001,19.362288170000014,0.21,0.21,12.84,10.95
2014-10-13,36.78800019999997,36.643939849999974,17.563242899999988,19.334386399999985,0.21,0.21,12.84,10.95
2014-10-20,36.68006083999999,36.540045879999994,17.474032379999997,19.248473939999997,0.21,0.21,12.84,10.95
2014-10-27,36.41489789999998,36.337877999999975,17.25495104999999,19.08126464999999,0.21,0.21,12.84,10.95
2014-11-03,36.250001759999954,36.23805291999996,17.11879739999998,18.99865559999998,0.21,0.21,12.84,10.95
2014-11-10,35.98104645,36.080076600000005,16.8963642,18.868140000000004,0.21,0.21,12.84,10.95
2014-11-17,35.981105909999975,36.07999847999997,16.89622494999999,18.868259139999985,0.21,0.21,12.84,10.95
2014-11-24,35.548980959999966,35.78489255999996,16.53947255999998,18.62432407999998,0.21,0.21,12.84,10.95
2014-12-01,35.223978780000024,35.504106420000035,16.270608960000015,18.392285760000018,0.21,0.21,12.84,10.95
2014-12-08,34.81802321999998,35.183868969999985,15.93513642999999,18.12772593999999,0.21,0.21,12.84,10.95
2014-12-15,33.984061550000014,34.52102775000001,15.245925850000006,17.57985440000001,0.21,0.21,12.84,10.95
2015-01-05,32.18801828000004,32.858054240000044,13.761614240000018,16.205405040000016,0.21,0.21,12.84,10.95
2015-01-12,31.394892690000017,32.28395310000002,13.106215710000008,15.730966440000008,0.21,0.21,12.84,10.95
2015-01-19,30.688059079999974,31.544005779999974,12.521914719999987,15.119308679999984,0.21,0.21,12.84,10.95
2015-01-26,30.004016780000025,30.872994520000034,11.956700740000011,14.564744120000015,0.21,0.21,12.84,10.95
2015-02-02,29.58293140999997,30.404024319999973,11.608794149999989,14.177241589999987,0.21,0.21,12.84,10.95
2015-02-09,29.489921999999975,30.26303279999998,11.531797199999993,14.06069279999999,0.21,0.21,12.84,10.95
2015-02-16,29.957104580000024,30.677903620000023,11.917781980000008,14.40382008000001,0.21,0.21,12.84,10.95
2015-02-23,30.485892960000008,31.285062240000013,12.355014360000006,14.905385280000006,0.21,0.21,12.84,10.95
2015-03-02,30.61393535999997,31.510868799999965,12.460860159999987,15.092286399999983,0.21,0.21,12.84,10.95
2015-03-09,31.06804757000002,31.838978360000016,12.836038530000007,15.363296270000008,0.21,0.21,12.84,10.95
2015-03-16,31.383992079999974,31.97411795999997,13.09718987999999,15.474897439999985,0.21,0.21,12.84,10.95
2015-03-23,31.54497638000002,32.06398742000002,13.23012794000001,15.54925322000001,0.21,0.21,12.84,10.95
2015-03-30,31.635983689999993,32.106046719999995,13.305448629999997,15.583784519999998,0.21,0.21,12.84,10.95
2015-04-13,31.75499775999999,32.114106879999994,13.403727359999998,15.590430719999997,0.21,0.21,12.84,10.95
2015-04-20,31.820992710000002,32.17193031,13.45845696,15.63838263,0.21,0.21,12.84,10.95
2015-04-27,32.197897350000034,32.49288810000003,13.769893800000016,15.903705960000016,0.21,0.21,12.84,10.95
2015-05-04,32.40308059999996,32.70709463999996,13.939221599999982,16.080454599999978,0.21,0.21,12.84,10.95
2015-05-11,32.633126000000004,32.806020000000004,14.129358,16.162438,0.21,0.21,12.84,10.95
