origin,model,family,field,old,verified,difference,n
2025-09,HARD_BASE,POOLED,median,-0.4381848806106037,-0.4503123889318877,-0.012127508321284008,60
2025-10,HARD_BASE,POOLED,lo80,-0.1278313173253124,-0.13075645235185834,-0.0029251350265459553,60
2025-10,HARD_BASE,POOLED,median,0.2816900221327247,0.2695625138114407,-0.012127508321284008,60
2025-11,HARD_BASE,POOLED,lo80,-0.35410131148877316,-0.3570264465153191,-0.0029251350265459553,60
2025-11,HARD_BASE,POOLED,median,0.062002446482137714,0.05542002796926391,-0.0065824185128738055,60
2025-12,HARD_BASE,POOLED,lo80,-0.6856498168170531,-0.6885749518435991,-0.0029251350265460108,60
2025-12,HARD_BASE,POOLED,median,-0.26954605884614213,-0.27612847735901597,-0.006582418512873833,60
2026-01,HARD_BASE,POOLED,lo80,0.5018860467427179,0.48343862645699726,-0.018447420285720606,60
2026-01,HARD_BASE,POOLED,median,0.8995423844279081,0.8929599659150343,-0.006582418512873778,60
2026-02,HARD_BASE,POOLED,lo80,-0.27371497238970377,-0.2921623926754244,-0.018447420285720606,60
2026-02,HARD_BASE,POOLED,median,0.12394136529548651,0.1173589467826127,-0.0065824185128738055,60
2026-03,HARD_BASE,POOLED,lo80,0.2335813304416955,0.21513391015597488,-0.018447420285720606,60
2026-03,HARD_BASE,POOLED,median,0.6312376681268858,0.624655249614012,-0.006582418512873778,60
2026-04,HARD_BASE,POOLED,lo80,0.14846550222559174,0.13001808193987113,-0.018447420285720606,60
2026-04,HARD_BASE,POOLED,median,0.5395394213979082,0.5274119130766242,-0.012127508321284064,60
2026-05,HARD_BASE,POOLED,lo80,0.018082943561794906,-0.00036447672392569963,-0.018447420285720606,60
2026-05,HARD_BASE,POOLED,median,0.3970293544128274,0.3895121286950251,-0.007517225717802278,60
2026-06,HARD_BASE,POOLED,lo80,-0.372307818476433,-0.4079617096794856,-0.03565389120305257,60
2026-06,HARD_BASE,POOLED,median,-0.0290152988284531,-0.03653252454625538,-0.007517225717802278,60
2026-07,HARD_BASE,POOLED,lo80,0.1337600065877475,0.09810611538469494,-0.03565389120305257,60
2026-07,HARD_BASE,POOLED,median,0.46953530051792514,0.4653085119160274,-0.004226788601897735,60
2021-04,HARD_HALF,POOLED,median,0.3378901518947772,0.2996597110357969,-0.03823044085898031,26
2021-06,HARD_HALF,POOLED,median,0.3984243858339793,0.360193944974999,-0.03823044085898031,28
2021-08,HARD_HALF,POOLED,median,0.27161046003831624,0.21832615193742072,-0.05328430810089552,30
2021-08,HARD_HALF,POOLED,hi80,0.5751508481379713,0.49670222567674405,-0.0784486224612273,30
2022-10,HARD_HALF,POOLED,median,1.2293837911647152,1.2168293823092635,-0.01255440885545167,44
2022-12,HARD_HALF,POOLED,median,0.19612777822288652,0.18357336936743485,-0.01255440885545167,46
2023-02,HARD_HALF,POOLED,median,0.6091567483878694,0.5966023395324177,-0.01255440885545167,48
2023-06,HARD_HALF,POOLED,median,0.0488993772343596,0.04550171676677733,-0.0033976604675822752,52
2023-10,HARD_HALF,POOLED,median,0.3786911441289438,0.3752934836613615,-0.0033976604675822752,56
2023-12,HARD_HALF,POOLED,median,-0.055018250242758276,-0.08656331138003551,-0.03154506113727723,58
2024-02,HARD_HALF,POOLED,lo80,-0.12990399877729047,-0.13198810319321974,-0.0020841044159292665,60
2024-02,HARD_HALF,POOLED,median,0.3506699918646957,0.3191249307274185,-0.03154506113727723,60
2024-03,HARD_HALF,POOLED,lo80,-0.20998321938306977,-0.21206732379899904,-0.0020841044159292665,60
2024-03,HARD_HALF,POOLED,median,0.2705907712589164,0.2390457101216392,-0.0315450611372772,60
2024-04,HARD_HALF,POOLED,lo80,0.1289965701352514,0.12691246571932213,-0.0020841044159292665,60
2024-04,HARD_HALF,POOLED,median,0.5780254996399604,0.5688406615317938,-0.009184838108166615,60
2024-05,HARD_HALF,POOLED,lo80,-0.16869561707615108,-0.17077972149208034,-0.0020841044159292665,60
2024-05,HARD_HALF,POOLED,median,0.31187837356583514,0.2803333124285579,-0.03154506113727723,60
2024-06,HARD_HALF,POOLED,lo80,-0.30668130415458467,-0.30876540857051393,-0.0020841044159292665,60
2024-06,HARD_HALF,POOLED,median,0.1423476253501243,0.1331627872419577,-0.009184838108166588,60
2024-07,HARD_HALF,POOLED,lo80,-0.14109686809975497,-0.14318097251568424,-0.0020841044159292665,60
2024-07,HARD_HALF,POOLED,median,0.2987472232967874,0.2888071306775355,-0.009940092619251883,60
2024-08,HARD_HALF,POOLED,lo80,-0.33815400664770645,-0.3402381110636357,-0.0020841044159292665,60
2024-08,HARD_HALF,POOLED,median,0.11087492285700251,0.10169008474883591,-0.009184838108166601,60
2024-09,HARD_HALF,POOLED,lo80,-0.9307838344791539,-0.9328679388950832,-0.002084104415929322,60
2024-09,HARD_HALF,POOLED,median,-0.4502098438371678,-0.481754904974445,-0.03154506113727723,60
2024-10,HARD_HALF,POOLED,lo80,-0.10358236681103139,-0.10566647122696066,-0.0020841044159292665,60
2024-10,HARD_HALF,POOLED,median,0.3803892842985371,0.3769916238309548,-0.0033976604675822752,60
2024-11,HARD_HALF,POOLED,lo80,-0.27535394159320087,-0.27743804600913013,-0.0020841044159292665,60
2024-11,HARD_HALF,POOLED,median,0.20522004904878532,0.1736749879115081,-0.03154506113727723,60
2024-12,HARD_HALF,POOLED,lo80,-0.41787077760757335,-0.4199548820235026,-0.0020841044159292665,60
2024-12,HARD_HALF,POOLED,median,0.031158151897135604,0.02197331378896901,-0.009184838108166594,60
2025-01,HARD_HALF,POOLED,lo80,0.7538365226549479,0.7517524182390186,-0.002084104415929322,60
2025-01,HARD_HALF,POOLED,median,1.1936806140514902,1.1837405214322383,-0.009940092619251883,60
2025-02,HARD_HALF,POOLED,lo80,-0.04302066854508546,-0.04510477296101473,-0.0020841044159292665,60
2025-02,HARD_HALF,POOLED,median,0.3968234228514569,0.386883330232205,-0.009940092619251883,60
2025-03,HARD_HALF,POOLED,lo80,-0.37514297196886986,-0.37722707638479913,-0.0020841044159292665,60
2025-03,HARD_HALF,POOLED,median,0.06470111942767251,0.0547610268084206,-0.009940092619251911,60
2025-04,HARD_HALF,POOLED,lo80,-0.21667057305991477,-0.21875467747584404,-0.0020841044159292665,60
2025-04,HARD_HALF,POOLED,median,0.2231735183366276,0.2132334257173757,-0.009940092619251911,60
2025-05,HARD_HALF,POOLED,lo80,-0.10360756087820644,-0.1056916652941357,-0.0020841044159292665,60
2025-05,HARD_HALF,POOLED,median,0.326296437899084,0.29997480593282494,-0.026321631966259085,60
2025-06,HARD_HALF,POOLED,lo80,-0.16916762268382426,-0.17125172709975353,-0.0020841044159292665,60
2025-06,HARD_HALF,POOLED,median,0.2607363760934662,0.23441474412720711,-0.026321631966259113,60
2025-07,HARD_HALF,POOLED,lo80,0.17051479684878318,0.1684306924328539,-0.0020841044159292665,60
2025-07,HARD_HALF,POOLED,median,0.6004187956260736,0.5740971636598146,-0.02632163196625903,60
2025-08,HARD_HALF,POOLED,lo80,-0.28985850416506126,-0.2919426085809905,-0.0020841044159292665,60
2025-08,HARD_HALF,POOLED,median,0.1400454946122292,0.11372386264597012,-0.026321631966259085,60
2025-09,HARD_HALF,POOLED,lo80,-0.9101522541388369,-0.9122363585547663,-0.002084104415929322,60
2025-09,HARD_HALF,POOLED,median,-0.4802482553615465,-0.5065698873278056,-0.026321631966259085,60
2025-10,HARD_HALF,POOLED,lo80,-0.10174305439795717,-0.10382715881388643,-0.0020841044159292665,60
2025-10,HARD_HALF,POOLED,median,0.3281609443793333,0.3018393124130742,-0.026321631966259085,60
2025-11,HARD_HALF,POOLED,lo80,-0.35976286675804037,-0.36184697117396963,-0.0020841044159292665,60
2025-11,HARD_HALF,POOLED,median,0.08008122463850201,0.0701411320192501,-0.009940092619251911,60
2025-12,HARD_HALF,POOLED,lo80,-0.7071640494337796,-0.7092481538497089,-0.002084104415929211,60
2025-12,HARD_HALF,POOLED,median,-0.2673199580372372,-0.2772600506564891,-0.009940092619251939,60
2026-01,HARD_HALF,POOLED,lo80,0.47202870099141153,0.46534739683682685,-0.006681304154584677,60
2026-01,HARD_HALF,POOLED,median,0.9051914882333693,0.8952513956141173,-0.009940092619251994,60
2026-02,HARD_HALF,POOLED,lo80,-0.2871035423236676,-0.29378484647825226,-0.006681304154584677,60
2026-02,HARD_HALF,POOLED,median,0.1408677566849209,0.1361191522990382,-0.004748604385882704,60
2026-03,HARD_HALF,POOLED,lo80,0.19333681392942365,0.18665550977483897,-0.006681304154584677,60
2026-03,HARD_HALF,POOLED,median,0.6213081129380121,0.6165595085521294,-0.00474860438588276,60
2026-04,HARD_HALF,POOLED,lo80,0.0915427600066619,0.08486145585207722,-0.006681304154584677,60
2026-04,HARD_HALF,POOLED,median,0.5147654546293676,0.4982059460772382,-0.0165595085521294,60
2026-05,HARD_HALF,POOLED,lo80,0.0039775835270055016,-0.002703720627579176,-0.006681304154584677,60
2026-05,HARD_HALF,POOLED,median,0.4124348235203436,0.41064076959758183,-0.0017940539227617736,60
2026-06,HARD_HALF,POOLED,lo80,-0.4109970774074748,-0.46407864001093047,-0.053081562603455645,60
2026-06,HARD_HALF,POOLED,median,-0.05562140001759239,-0.05741545394035416,-0.0017940539227617736,60
2026-07,HARD_HALF,POOLED,lo80,0.18426861836242603,0.13118705575897033,-0.0530815626034557,60
2026-07,HARD_HALF,POOLED,median,0.5378502418295467,0.5316698010381653,-0.006180440791381359,60
2021-04,HARD_FULL,POOLED,median,0.3716639094726538,0.3154132250240427,-0.056250684448611143,26
2021-06,HARD_FULL,POOLED,median,0.41909092815833326,0.3628402437097222,-0.05625068444861109,28
2021-08,HARD_FULL,POOLED,median,0.1920691693282238,0.16405902593576052,-0.02801014339246327,30
2021-08,HARD_FULL,POOLED,hi80,0.4543773961868479,0.41345306688114747,-0.040924329305700446,30
2022-10,HARD_FULL,POOLED,median,1.159171572612452,1.131161429219989,-0.028010143392463105,44
2022-12,HARD_FULL,POOLED,median,0.2181320923332871,0.19012194894082382,-0.02801014339246327,46
2023-02,HARD_FULL,POOLED,median,0.5603498922365538,0.5323397488440906,-0.028010143392463216,48
2023-06,HARD_FULL,POOLED,median,-0.04558022618604102,-0.07359036957850429,-0.02801014339246327,52
2023-10,HARD_FULL,POOLED,median,0.35844995926029355,0.33043981586783033,-0.028010143392463216,56
2023-12,HARD_FULL,POOLED,median,-0.08156388872679159,-0.10651598345599847,-0.024952094729206883,58
2024-02,HARD_FULL,POOLED,lo80,-0.15234615606011817,-0.16019757789016872,-0.007851421830050553,60
2024-02,HARD_FULL,POOLED,median,0.3261223531335529,0.301170258404346,-0.024952094729206897,60
2024-03,HARD_FULL,POOLED,lo80,-0.22016481764945078,-0.22801623947950134,-0.007851421830050553,60
2024-03,HARD_FULL,POOLED,median,0.2583036915442203,0.2333515968150134,-0.02495209472920687,60
2024-04,HARD_FULL,POOLED,lo80,0.10056110842124771,0.09270968659119716,-0.007851421830050553,60
2024-04,HARD_FULL,POOLED,median,0.5540775228857119,0.5529072644813658,-0.0011702584043460362,60
2024-05,HARD_FULL,POOLED,lo80,-0.16729043487678208,-0.17514185670683263,-0.007851421830050553,60
2024-05,HARD_FULL,POOLED,median,0.311178074316889,0.28622597958768214,-0.024952094729206842,60
2024-06,HARD_FULL,POOLED,lo80,-0.28484717766573886,-0.2926985994957894,-0.007851421830050553,60
2024-06,HARD_FULL,POOLED,median,0.1686692367987253,0.16749897839437927,-0.0011702584043460362,60
2024-07,HARD_FULL,POOLED,lo80,-0.12194776429258491,-0.12416435282024424,-0.0022165885276593245,60
2024-07,HARD_FULL,POOLED,median,0.33824981359758377,0.2831693875533187,-0.05508042604426505,60
2024-08,HARD_FULL,POOLED,lo80,-0.37889306673021234,-0.38110965525787166,-0.0022165885276593245,60
2024-08,HARD_FULL,POOLED,median,0.08247476956430241,0.08130451115995638,-0.0011702584043460362,60
2024-09,HARD_FULL,POOLED,lo80,-1.0261632559677292,-1.0283798444953884,-0.002216588527659269,60
2024-09,HARD_FULL,POOLED,median,-0.5398433249440074,-0.5647954196732143,-0.024952094729206897,60
2024-10,HARD_FULL,POOLED,lo80,-0.05877479381179873,-0.060991382339458056,-0.0022165885276593245,60
2024-10,HARD_FULL,POOLED,median,0.4306031858751793,0.4275451372119229,-0.0030580486632564297,60
2024-11,HARD_FULL,POOLED,lo80,-0.3115168048911781,-0.31373339341883744,-0.0022165885276593245,60
2024-11,HARD_FULL,POOLED,median,0.1748031261325435,0.1498510314033366,-0.024952094729206897,60
2024-12,HARD_FULL,POOLED,lo80,-0.4697493868316055,-0.4719659753592649,-0.00221658852765938,60
2024-12,HARD_FULL,POOLED,median,-0.008381550537090776,-0.009551808941436812,-0.0011702584043460362,60
2025-01,HARD_FULL,POOLED,lo80,0.7537902872219087,0.7515736986942494,-0.002216588527659269,60
2025-01,HARD_FULL,POOLED,median,1.2139878651120775,1.1653070921130868,-0.04868077299899065,60
2025-02,HARD_FULL,POOLED,lo80,-0.043146172722327625,-0.04536276124998695,-0.0022165885276593245,60
2025-02,HARD_FULL,POOLED,median,0.4170514051678411,0.3683706321688505,-0.048680772998990596,60
2025-03,HARD_FULL,POOLED,lo80,-0.40601673235607383,-0.40823332088373315,-0.0022165885276593245,60
2025-03,HARD_FULL,POOLED,median,0.05418084553409488,0.005500072535104299,-0.04868077299899058,60
2025-04,HARD_FULL,POOLED,lo80,-0.2518838548353973,-0.25410044336305665,-0.0022165885276593245,60
2025-04,HARD_FULL,POOLED,median,0.2083137230547714,0.15963295005578082,-0.04868077299899057,60
2025-05,HARD_FULL,POOLED,lo80,-0.0985851851149187,-0.10080177364257803,-0.0022165885276593245,60
2025-05,HARD_FULL,POOLED,median,0.31293161977625944,0.2855930684493599,-0.02733855132689955,60
2025-06,HARD_FULL,POOLED,lo80,-0.18214379388521684,-0.18436038241287617,-0.0022165885276593245,60
2025-06,HARD_FULL,POOLED,median,0.2293730110059613,0.20203445967906175,-0.02733855132689955,60
2025-07,HARD_FULL,POOLED,lo80,0.22856033664058084,0.22634374811292152,-0.0022165885276593245,60
2025-07,HARD_FULL,POOLED,median,0.640077141531759,0.6127385902048594,-0.02733855132689955,60
2025-08,HARD_FULL,POOLED,lo80,-0.33194786218302175,-0.33416445071068107,-0.0022165885276593245,60
2025-08,HARD_FULL,POOLED,median,0.0795689427081564,0.05223039138125686,-0.027338551326899538,60
2025-09,HARD_FULL,POOLED,lo80,-0.9703816996813739,-0.9725982882090332,-0.002216588527659269,60
2025-09,HARD_FULL,POOLED,median,-0.5384338374983522,-0.5588648947901957,-0.02043105729184358,60
2025-10,HARD_FULL,POOLED,lo80,-0.07343820294294273,-0.07565479147060206,-0.0022165885276593245,60
2025-10,HARD_FULL,POOLED,median,0.358509659240079,0.3380786019482354,-0.02043105729184358,60
2025-11,HARD_FULL,POOLED,lo80,-0.36320783349964836,-0.3654244220273076,-0.002216588527659269,60
2025-11,HARD_FULL,POOLED,median,0.09698974439052038,0.06874002868337341,-0.028249715707146975,60
2025-12,HARD_FULL,POOLED,lo80,-0.7264616935228468,-0.7286782820505062,-0.00221658852765938,60
2025-12,HARD_FULL,POOLED,median,-0.26626411563267816,-0.2945138313398251,-0.02824971570714696,60
2026-01,HARD_FULL,POOLED,lo80,0.45732417757436633,0.44725616721665645,-0.010068010357709878,60
2026-01,HARD_FULL,POOLED,median,0.9096703336344845,0.8814206179273375,-0.02824971570714696,60
2026-02,HARD_FULL,POOLED,lo80,-0.28533928992337027,-0.29540730028108014,-0.010068010357709878,60
2026-02,HARD_FULL,POOLED,median,0.15733653250226343,0.1387571504296009,-0.01857938207266252,60
2026-03,HARD_FULL,POOLED,lo80,0.16824511975141282,0.15817710939370294,-0.010068010357709878,60
2026-03,HARD_FULL,POOLED,median,0.6109209421770465,0.592341560104384,-0.01857938207266252,60
2026-04,HARD_FULL,POOLED,lo80,0.04977284012199301,0.039704829764283134,-0.010068010357709878,60
2026-04,HARD_FULL,POOLED,median,0.48152772037058017,0.4738692804749642,-0.007658439895615987,60
2026-05,HARD_FULL,POOLED,lo80,0.005025045826477115,-0.005042964531232763,-0.010068010357709878,60
2026-05,HARD_FULL,POOLED,median,0.4367799260750643,0.4291214861794483,-0.007658439895615987,60
2026-06,HARD_FULL,POOLED,lo80,-0.4496863363385166,-0.5050427480081143,-0.055356411669597705,60
2026-06,HARD_FULL,POOLED,median,-0.07328786775952723,-0.0809463076551432,-0.007658439895615973,60
2026-07,HARD_FULL,POOLED,lo80,0.2347772301371044,0.17942081846750663,-0.05535641166959776,60
2026-07,HARD_FULL,POOLED,median,0.6035172588204778,0.598031090160303,-0.005486168660174817,60
2021-04,CATEGORY_RAW,POOLED,median,0.3681478809430747,0.3619518316117703,-0.00619604933130441,26
2021-06,CATEGORY_RAW,POOLED,median,0.365758691413304,0.3595626420819996,-0.00619604933130441,28
2021-08,CATEGORY_RAW,POOLED,median,0.2610260627432408,0.2523874156261871,-0.0086386471170537,30
2021-08,CATEGORY_RAW,POOLED,hi80,0.6276981447912835,0.6138716874029793,-0.013826457388304236,30
2022-10,CATEGORY_RAW,POOLED,median,1.1256384994073498,1.1171491650630367,-0.008489334344313093,44
2022-12,CATEGORY_RAW,POOLED,median,0.19834400800076402,0.18985467365645092,-0.008489334344313093,46
2023-02,CATEGORY_RAW,POOLED,median,0.5220072171513543,0.5135178828070412,-0.008489334344313093,48
2023-06,CATEGORY_RAW,POOLED,median,0.2443413867652547,0.23921626877412253,-0.005125117991132161,52
2023-10,CATEGORY_RAW,POOLED,median,0.3786609432810508,0.3522539573815208,-0.02640698589953,56
2023-12,CATEGORY_RAW,POOLED,median,-0.05416767744495998,-0.08057466334449,-0.026406985899530014,58
2024-02,CATEGORY_RAW,POOLED,lo80,0.007512871741169491,-0.027704915330470148,-0.03521778707163964,60
2024-02,CATEGORY_RAW,POOLED,median,0.3791415042053352,0.3527345183058052,-0.02640698589953,60
2024-03,CATEGORY_RAW,POOLED,lo80,-0.1419734134328839,-0.17719120050452353,-0.03521778707163964,60
2024-03,CATEGORY_RAW,POOLED,median,0.22965521903128183,0.2032482331317518,-0.026406985899530028,60
2024-04,CATEGORY_RAW,POOLED,lo80,0.23453021652185108,0.19931242945021144,-0.03521778707163964,60
2024-04,CATEGORY_RAW,POOLED,median,0.5797518630864867,0.5742441987069902,-0.0055076643794965685,60
2024-05,CATEGORY_RAW,POOLED,lo80,0.011222858028108268,-0.014573451881017413,-0.02579630990912568,60
2024-05,CATEGORY_RAW,POOLED,median,0.35705518058314833,0.3306481946836183,-0.026406985899530055,60
2024-06,CATEGORY_RAW,POOLED,lo80,-0.15952107909110297,-0.1740945309721204,-0.01457345188101744,60
2024-06,CATEGORY_RAW,POOLED,median,0.1711271155925153,0.16561945121301871,-0.005507664379496596,60
2024-07,CATEGORY_RAW,POOLED,lo80,0.14590978635241492,0.10221320085053848,-0.04369658550187644,60
2024-07,CATEGORY_RAW,POOLED,median,0.49113143291705064,0.485623768537554,-0.005507664379496624,60
2024-08,CATEGORY_RAW,POOLED,lo80,-0.2200622277636567,-0.26375881326553313,-0.04369658550187644,60
2024-08,CATEGORY_RAW,POOLED,median,0.15156640470050903,0.125159418800979,-0.026406985899530028,60
2024-09,CATEGORY_RAW,POOLED,lo80,-0.8297713656547692,-0.8734679511566456,-0.043696585501876384,60
2024-09,CATEGORY_RAW,POOLED,median,-0.45301761519947126,-0.4581427331906034,-0.005125117991132133,60
2024-10,CATEGORY_RAW,POOLED,lo80,0.0965847124355782,0.05288812693370176,-0.04369658550187644,60
2024-10,CATEGORY_RAW,POOLED,median,0.476702679244057,0.4733384628908761,-0.0033642163531809044,60
2024-11,CATEGORY_RAW,POOLED,lo80,-0.11541551323774629,-0.15911209873962273,-0.04369658550187644,60
2024-11,CATEGORY_RAW,POOLED,median,0.26133823721755156,0.25621311922641943,-0.005125117991132133,60
2024-12,CATEGORY_RAW,POOLED,lo80,-0.2804962615744398,-0.32419284707631624,-0.04369658550187644,60
2024-12,CATEGORY_RAW,POOLED,median,0.09113237088972592,0.05921772061069931,-0.03191465027902661,60
2025-01,CATEGORY_RAW,POOLED,lo80,0.9210765556404485,0.8968837085641322,-0.024192847076316304,60
2025-01,CATEGORY_RAW,POOLED,median,1.3122089265301744,1.26626806282423,-0.04594086370594441,60
2025-02,CATEGORY_RAW,POOLED,lo80,0.08789275925537071,0.06369991217905446,-0.02419284707631625,60
2025-02,CATEGORY_RAW,POOLED,median,0.46681620361492226,0.4330842664391523,-0.033731937175769944,60
2025-03,CATEGORY_RAW,POOLED,lo80,-0.2728240013823972,-0.29701684845871346,-0.02419284707631625,60
2025-03,CATEGORY_RAW,POOLED,median,0.10609944297715436,0.07236750580138442,-0.033731937175769944,60
2025-04,CATEGORY_RAW,POOLED,lo80,-0.04636376055531258,-0.07055660763162883,-0.02419284707631625,60
2025-04,CATEGORY_RAW,POOLED,median,0.32646024082708464,0.298827746628469,-0.02763249419861563,60
2025-05,CATEGORY_RAW,POOLED,lo80,0.039453819236496934,0.010010426868125755,-0.02944339236837118,60
2025-05,CATEGORY_RAW,POOLED,median,0.43647066769521037,0.4088381734965948,-0.027632494198615576,60
2025-06,CATEGORY_RAW,POOLED,lo80,-0.04344615386626613,-0.07288954623463731,-0.02944339236837118,60
2025-06,CATEGORY_RAW,POOLED,median,0.35357069459244733,0.3259382003938317,-0.02763249419861563,60
2025-07,CATEGORY_RAW,POOLED,lo80,0.3082948342392354,0.27885144187086425,-0.02944339236837118,60
2025-07,CATEGORY_RAW,POOLED,median,0.6776791884993333,0.6693260448747773,-0.00835314362455597,60
2025-08,CATEGORY_RAW,POOLED,lo80,-0.20158075023862784,-0.23102414260699902,-0.02944339236837118,60
2025-08,CATEGORY_RAW,POOLED,median,0.16780360402147002,0.1594504603969141,-0.008353143624555914,60
2025-09,CATEGORY_RAW,POOLED,lo80,-0.7969618295146944,-0.8264052218830655,-0.029443392368371124,60
2025-09,CATEGORY_RAW,POOLED,median,-0.42757747525459655,-0.43593061887915246,-0.008353143624555914,60
2025-10,CATEGORY_RAW,POOLED,lo80,0.042822823352893946,0.013379430984522767,-0.02944339236837118,60
2025-10,CATEGORY_RAW,POOLED,median,0.4122071776129918,0.4038540339884359,-0.008353143624555914,60
2025-11,CATEGORY_RAW,POOLED,lo80,-0.26030384085487523,-0.2897472332232464,-0.02944339236837118,60
2025-11,CATEGORY_RAW,POOLED,median,0.1367130076038382,0.10908051340522262,-0.027632494198615576,60
2025-12,CATEGORY_RAW,POOLED,lo80,-0.6487848488974806,-0.6590376156742341,-0.010252766776753575,60
2025-12,CATEGORY_RAW,POOLED,median,-0.222324608070396,-0.24995710226901158,-0.027632494198615576,60
