block,H,sample,name,kind,n,rmse,bias,constant_log_per_month,constant_annual_pct,ratio_to_fast
administered,6,origins_2019_2021,SA_AR_TARGET,benchmark,32,8.101654551653022,-3.2465268456261454,,,1.5569819353234164
administered,6,origins_2022_2023,FAST,model,24,12.941856814716349,-7.071185014873677,,,1.0
administered,6,origins_2022_2023,CURRENT_CORE,model,24,12.941856814716349,-7.071185014873677,,,1.0
administered,6,origins_2022_2023,GENTLE_SLOPE,model,24,12.941856814716349,-7.071185014873677,,,1.0
administered,6,origins_2022_2023,FAST_FOODNORM_R24,model,24,12.941856814716349,-7.071185014873677,,,1.0
administered,6,origins_2022_2023,ZERO,benchmark,24,13.618453107880407,-7.837762302619308,,,1.0522796923849977
administered,6,origins_2022_2023,SEASONAL_NAIVE,benchmark,24,10.876868567229998,-2.0891156252564,,,0.8404411146677015
administered,6,origins_2022_2023,SA_AR,benchmark,24,11.679289933209207,-5.34043075663319,,,0.9024431424653484
administered,6,origins_2022_2023,SA_AR_TARGET,benchmark,24,11.679289933209207,-5.34043075663319,,,0.9024431424653484
administered,6,origins_2024plus,FAST,model,25,1.1793710466889653,0.801242936205113,,,1.0
administered,6,origins_2024plus,CURRENT_CORE,model,25,1.1793710466889653,0.801242936205113,,,1.0
administered,6,origins_2024plus,GENTLE_SLOPE,model,25,1.1793710466889653,0.801242936205113,,,1.0
administered,6,origins_2024plus,FAST_FOODNORM_R24,model,25,1.1793710466889653,0.801242936205113,,,1.0
administered,6,origins_2024plus,ZERO,benchmark,25,0.8433817806991917,0.04294076081806246,,,0.715111485114842
administered,6,origins_2024plus,SEASONAL_NAIVE,benchmark,25,10.344774920907772,7.078814336230172,,,8.771433680647235
administered,6,origins_2024plus,SA_AR,benchmark,25,5.267023392011905,3.650030079731833,,,4.465959552592758
administered,6,origins_2024plus,SA_AR_TARGET,benchmark,25,5.267023392011905,3.650030079731833,,,4.465959552592758
administered,12,full,FAST,model,75,11.755152784806214,-6.004568718285211,,,1.0
administered,12,full,CURRENT_CORE,model,75,11.755152784806214,-6.004568718285211,,,1.0
administered,12,full,GENTLE_SLOPE,model,75,11.755152784806214,-6.004568718285211,,,1.0
administered,12,full,FAST_FOODNORM_R24,model,75,11.755152784806214,-6.004568718285211,,,1.0
administered,12,full,ZERO,benchmark,75,12.98334895745267,-8.202951262680878,,,1.1044815150538856
administered,12,full,SEASONAL_NAIVE,benchmark,75,13.337866430370193,0.3561864756233521,,,1.134639989333841
administered,12,full,SA_AR,benchmark,75,12.167207212883314,-4.3604637744217625,,,1.0350530899615094
administered,12,full,SA_AR_TARGET,benchmark,75,12.167207212883314,-4.3604637744217625,,,1.0350530899615094
administered,12,full,CONSTANT_ORACLE,ceiling,75,10.063743872588844,1.1131836193574904e-15,0.6835792718900732,8.54878449545,0.8561134046336215
administered,12,origins_2019_2021,FAST,model,32,10.376406114708693,-4.631190402550594,,,1.0
administered,12,origins_2019_2021,CURRENT_CORE,model,32,10.376406114708693,-4.631190402550594,,,1.0
administered,12,origins_2019_2021,GENTLE_SLOPE,model,32,10.376406114708693,-4.631190402550594,,,1.0
administered,12,origins_2019_2021,FAST_FOODNORM_R24,model,32,10.376406114708693,-4.631190402550594,,,1.0
administered,12,origins_2019_2021,ZERO,benchmark,32,12.114697312419667,-7.681404227968912,,,1.1675234352332184
administered,12,origins_2019_2021,SEASONAL_NAIVE,benchmark,32,10.78113651369916,-5.106097380101819,,,1.0390048726424417
administered,12,origins_2019_2021,SA_AR,benchmark,32,11.62916217146773,-6.555928686073917,,,1.1207312091402473
administered,12,origins_2019_2021,SA_AR_TARGET,benchmark,32,11.62916217146773,-6.555928686073917,,,1.1207312091402473
administered,12,origins_2019_2021,CONSTANT_ORACLE,ceiling,32,9.382639893308625,0.5215470347119668,0.6835792718900732,8.54878449545,0.9042282838186728
administered,12,origins_2022_2023,FAST,model,24,16.898664428453085,-13.780562628877012,,,1.0
administered,12,origins_2022_2023,CURRENT_CORE,model,24,16.898664428453085,-13.780562628877012,,,1.0
administered,12,origins_2022_2023,GENTLE_SLOPE,model,24,16.898664428453085,-13.780562628877012,,,1.0
administered,12,origins_2022_2023,FAST_FOODNORM_R24,model,24,16.898664428453085,-13.780562628877012,,,1.0
administered,12,origins_2022_2023,ZERO,benchmark,24,18.166896225130348,-15.334528687325124,,,1.0750492325619463
administered,12,origins_2022_2023,SEASONAL_NAIVE,benchmark,24,14.404333630990234,-4.353903480576839,,,0.8523947967590251
administered,12,origins_2022_2023,SA_AR,benchmark,24,15.487301219407492,-10.59265518513577,,,0.9164807837316886
administered,12,origins_2022_2023,SA_AR_TARGET,benchmark,24,15.487301219407492,-10.59265518513577,,,0.9164807837316886
administered,12,origins_2022_2023,CONSTANT_ORACLE,ceiling,24,12.07260307290659,-7.131577424644245,0.6835792718900732,8.54878449545,0.714411669870157
administered,12,origins_2024plus,FAST,model,19,1.8464891858174268,1.5046811633303385,,,1.0
administered,12,origins_2024plus,CURRENT_CORE,model,19,1.8464891858174268,1.5046811633303385,,,1.0
administered,12,origins_2024plus,GENTLE_SLOPE,model,19,1.8464891858174268,1.5046811633303385,,,1.0
administered,12,origins_2024plus,FAST_FOODNORM_R24,model,19,1.8464891858174268,1.5046811633303385,,,1.0
administered,12,origins_2024plus,ZERO,benchmark,19,1.151107186073599,-0.07303794264514096,,,0.6234031560623587
administered,12,origins_2024plus,SEASONAL_NAIVE,benchmark,19,15.632813443870191,15.50540975625546,,,8.466236122011006
administered,12,origins_2024plus,SA_AR,benchmark,19,7.323058983740996,7.2094031218942956,,,3.9659365676160907
administered,12,origins_2024plus,SA_AR_TARGET,benchmark,19,7.323058983740996,7.2094031218942956,,,3.9659365676160907
administered,12,origins_2024plus,CONSTANT_ORACLE,ceiling,19,8.210676208696757,8.129913320035737,0.6835792718900732,8.54878449545,4.446641914700384
alcohol_tobacco,3,full,FAST,model,84,1.264345569518726,-0.3401173059000734,,,1.0
alcohol_tobacco,3,full,CURRENT_CORE,model,84,1.264345569518726,-0.3401173059000734,,,1.0
alcohol_tobacco,3,full,GENTLE_SLOPE,model,84,1.264345569518726,-0.3401173059000734,,,1.0
alcohol_tobacco,3,full,FAST_FOODNORM_R24,model,84,1.264345569518726,-0.3401173059000734,,,1.0
alcohol_tobacco,3,full,ZERO,benchmark,84,2.157485064995224,-1.4591275866342872,,,1.7064045756228436
alcohol_tobacco,3,full,SEASONAL_NAIVE,benchmark,84,1.3498358068248109,-0.12934233708473397,,,1.0676161955774692
alcohol_tobacco,3,full,SA_AR,benchmark,84,1.2722076211880047,-0.3595417249002494,,,1.0062182775491286
alcohol_tobacco,3,full,SA_AR_TARGET,benchmark,84,1.2722076211880047,-0.3595417249002494,,,1.0062182775491286
alcohol_tobacco,3,origins_2019_2021,FAST,model,32,1.7677517120867219,-0.9560751786660497,,,1.0
alcohol_tobacco,3,origins_2019_2021,CURRENT_CORE,model,32,1.7677517120867219,-0.9560751786660497,,,1.0
alcohol_tobacco,3,origins_2019_2021,GENTLE_SLOPE,model,32,1.7677517120867219,-0.9560751786660497,,,1.0
alcohol_tobacco,3,origins_2019_2021,FAST_FOODNORM_R24,model,32,1.7677517120867219,-0.9560751786660497,,,1.0
alcohol_tobacco,3,origins_2019_2021,ZERO,benchmark,32,2.619161342792015,-1.9022993590363266,,,1.4816341711813457
alcohol_tobacco,3,origins_2019_2021,SEASONAL_NAIVE,benchmark,32,1.8959444878387774,-0.9277869075595824,,,1.0725174100387276
alcohol_tobacco,3,origins_2019_2021,SA_AR,benchmark,32,1.7872842778972964,-0.9950528134033492,,,1.0110493830536402
alcohol_tobacco,3,origins_2019_2021,SA_AR_TARGET,benchmark,32,1.7872842778972964,-0.9950528134033492,,,1.0110493830536402
alcohol_tobacco,3,origins_2022_2023,FAST,model,24,0.7961950650685851,-0.16515028779542867,,,1.0
alcohol_tobacco,3,origins_2022_2023,CURRENT_CORE,model,24,0.7961950650685851,-0.16515028779542867,,,1.0
alcohol_tobacco,3,origins_2022_2023,GENTLE_SLOPE,model,24,0.7961950650685851,-0.16515028779542867,,,1.0
alcohol_tobacco,3,origins_2022_2023,FAST_FOODNORM_R24,model,24,0.7961950650685851,-0.16515028779542867,,,1.0
alcohol_tobacco,3,origins_2022_2023,ZERO,benchmark,24,1.9703068430123407,-1.394952658748079,,,2.4746534228300154
alcohol_tobacco,3,origins_2022_2023,SEASONAL_NAIVE,benchmark,24,0.8730919622287799,0.39053223613822435,,,1.096580474476529
alcohol_tobacco,3,origins_2022_2023,SA_AR,benchmark,24,0.7974106936229334,-0.20832574352229746,,,1.0015267973988806
alcohol_tobacco,3,origins_2022_2023,SA_AR_TARGET,benchmark,24,0.7974106936229334,-0.20832574352229746,,,1.0015267973988806
alcohol_tobacco,3,origins_2024plus,FAST,model,28,0.8252130190677665,0.21386281888563272,,,1.0
alcohol_tobacco,3,origins_2024plus,CURRENT_CORE,model,28,0.8252130190677665,0.21386281888563272,,,1.0
alcohol_tobacco,3,origins_2024plus,GENTLE_SLOPE,model,28,0.8252130190677665,0.21386281888563272,,,1.0
alcohol_tobacco,3,origins_2024plus,FAST_FOODNORM_R24,model,28,0.8252130190677665,0.21386281888563272,,,1.0
alcohol_tobacco,3,origins_2024plus,ZERO,benchmark,28,1.672332608274625,-1.0076526420772784,,,2.0265465638967255
alcohol_tobacco,3,origins_2024plus,SEASONAL_NAIVE,benchmark,28,0.839439384209416,0.3375589664096999,,,1.017239627602726
alcohol_tobacco,3,origins_2024plus,SA_AR,benchmark,28,0.8122713527606694,0.23714296363647755,,,0.9843171811301316
alcohol_tobacco,3,origins_2024plus,SA_AR_TARGET,benchmark,28,0.8122713527606694,0.23714296363647755,,,0.9843171811301316
alcohol_tobacco,6,full,FAST,model,81,1.7711108920684853,-0.7198071626294474,,,1.0
alcohol_tobacco,6,full,CURRENT_CORE,model,81,1.7711108920684853,-0.7198071626294474,,,1.0
alcohol_tobacco,6,full,GENTLE_SLOPE,model,81,1.7711108920684853,-0.7198071626294474,,,1.0
alcohol_tobacco,6,full,FAST_FOODNORM_R24,model,81,1.7711108920684853,-0.7198071626294474,,,1.0
alcohol_tobacco,6,full,ZERO,benchmark,81,3.5094390283053816,-2.985738502046569,,,1.9814902861371362
alcohol_tobacco,6,full,SEASONAL_NAIVE,benchmark,81,1.9441570912069273,-0.27869831232777575,,,1.0977048924002386
alcohol_tobacco,6,full,SA_AR,benchmark,81,1.799504928466429,-0.7657076400440904,,,1.0160317665737928
alcohol_tobacco,6,full,SA_AR_TARGET,benchmark,81,1.799504928466429,-0.7657076400440904,,,1.0160317665737928
alcohol_tobacco,6,origins_2019_2021,FAST,model,32,2.5311277574961535,-1.8510633952806739,,,1.0
alcohol_tobacco,6,origins_2019_2021,CURRENT_CORE,model,32,2.5311277574961535,-1.8510633952806739,,,1.0
alcohol_tobacco,6,origins_2019_2021,GENTLE_SLOPE,model,32,2.5311277574961535,-1.8510633952806739,,,1.0
alcohol_tobacco,6,origins_2019_2021,FAST_FOODNORM_R24,model,32,2.5311277574961535,-1.8510633952806739,,,1.0
alcohol_tobacco,6,origins_2019_2021,ZERO,benchmark,32,4.295095737424683,-3.8314173545681456,,,1.6969098950870363
alcohol_tobacco,6,origins_2019_2021,SEASONAL_NAIVE,benchmark,32,2.774250028897814,-1.7979744669936906,,,1.0960529434682358
alcohol_tobacco,6,origins_2019_2021,SA_AR,benchmark,32,2.593624689973748,-1.9306160572922042,,,1.0246913385910705
alcohol_tobacco,6,origins_2019_2021,SA_AR_TARGET,benchmark,32,2.593624689973748,-1.9306160572922042,,,1.0246913385910705
alcohol_tobacco,6,origins_2022_2023,FAST,model,24,0.9936079757098387,-0.4905843743658827,,,1.0
alcohol_tobacco,6,origins_2022_2023,CURRENT_CORE,model,24,0.9936079757098387,-0.4905843743658827,,,1.0
alcohol_tobacco,6,origins_2022_2023,GENTLE_SLOPE,model,24,0.9936079757098387,-0.4905843743658827,,,1.0
alcohol_tobacco,6,origins_2022_2023,FAST_FOODNORM_R24,model,24,0.9936079757098387,-0.4905843743658827,,,1.0
alcohol_tobacco,6,origins_2022_2023,ZERO,benchmark,24,3.2597803365253837,-2.934270449089053,,,3.2807509764568663
alcohol_tobacco,6,origins_2022_2023,SEASONAL_NAIVE,benchmark,24,1.081962182657959,0.6202701086750104,,,1.0889226023824936
alcohol_tobacco,6,origins_2022_2023,SA_AR,benchmark,24,1.0237453544419468,-0.5829413808473997,,,1.0303312568627259
alcohol_tobacco,6,origins_2022_2023,SA_AR_TARGET,benchmark,24,1.0237453544419468,-0.5829413808473997,,,1.0303312568627259
alcohol_tobacco,6,origins_2024plus,FAST,model,25,1.007530178888407,0.5081469384311008,,,1.0
alcohol_tobacco,6,origins_2024plus,CURRENT_CORE,model,25,1.007530178888407,0.5081469384311008,,,1.0
alcohol_tobacco,6,origins_2024plus,GENTLE_SLOPE,model,25,1.007530178888407,0.5081469384311008,,,1.0
alcohol_tobacco,6,origins_2024plus,FAST_FOODNORM_R24,model,25,1.007530178888407,0.5081469384311008,,,1.0
alcohol_tobacco,6,origins_2024plus,ZERO,benchmark,25,2.467792543555441,-1.9526789016581676,,,2.4493485111067534
alcohol_tobacco,6,origins_2024plus,SEASONAL_NAIVE,benchmark,25,1.1274263671706921,0.8029654814819206,,,1.1190000962696371
alcohol_tobacco,6,origins_2024plus,SA_AR,benchmark,25,0.9355618362813192,0.5499195252046725,,,0.9285695415233225
alcohol_tobacco,6,origins_2024plus,SA_AR_TARGET,benchmark,25,0.9355618362813192,0.5499195252046725,,,0.9285695415233225
alcohol_tobacco,12,full,FAST,model,75,3.023937854464591,-1.5489640766450092,,,1.0
alcohol_tobacco,12,full,CURRENT_CORE,model,75,3.023937854464591,-1.5489640766450092,,,1.0
alcohol_tobacco,12,full,GENTLE_SLOPE,model,75,3.023937854464591,-1.5489640766450092,,,1.0
alcohol_tobacco,12,full,FAST_FOODNORM_R24,model,75,3.023937854464591,-1.5489640766450092,,,1.0
alcohol_tobacco,12,full,ZERO,benchmark,75,6.385535368095508,-6.055786298114546,,,2.111662234945668
alcohol_tobacco,12,full,SEASONAL_NAIVE,benchmark,75,3.3721304609801326,-0.5965296006225365,,,1.1151454240375556
alcohol_tobacco,12,full,SA_AR,benchmark,75,3.1277913172605913,-1.6533405221956372,,,1.0343437821126744
alcohol_tobacco,12,full,SA_AR_TARGET,benchmark,75,3.1277913172605913,-1.6533405221956372,,,1.0343437821126744
alcohol_tobacco,12,full,CONSTANT_ORACLE,ceiling,75,2.025466427459796,-8.644936618414553e-16,0.5046488581762122,6.242907110509657,0.669810864158258
alcohol_tobacco,12,origins_2019_2021,FAST,model,32,4.366913433100353,-3.665377604399352,,,1.0
alcohol_tobacco,12,origins_2019_2021,CURRENT_CORE,model,32,4.366913433100353,-3.665377604399352,,,1.0
alcohol_tobacco,12,origins_2019_2021,GENTLE_SLOPE,model,32,4.366913433100353,-3.665377604399352,,,1.0
alcohol_tobacco,12,origins_2019_2021,FAST_FOODNORM_R24,model,32,4.366913433100353,-3.665377604399352,,,1.0
alcohol_tobacco,12,origins_2019_2021,ZERO,benchmark,32,7.810572944863822,-7.590080234958807,,,1.7885797519275746
alcohol_tobacco,12,origins_2019_2021,SEASONAL_NAIVE,benchmark,32,4.708632520349298,-3.4408356782736584,,,1.0782518574008773
alcohol_tobacco,12,origins_2019_2021,SA_AR,benchmark,32,4.504149198110254,-3.8260094034878342,,,1.0314262618465666
alcohol_tobacco,12,origins_2019_2021,SA_AR_TARGET,benchmark,32,4.504149198110254,-3.8260094034878342,,,1.0314262618465666
alcohol_tobacco,12,origins_2019_2021,CONSTANT_ORACLE,ceiling,32,2.3978718978634888,-1.53429393684426,0.5046488581762122,6.242907110509657,0.5490999385717351
alcohol_tobacco,12,origins_2022_2023,FAST,model,24,1.3404679266215773,-0.7607107086470818,,,1.0
alcohol_tobacco,12,origins_2022_2023,CURRENT_CORE,model,24,1.3404679266215773,-0.7607107086470818,,,1.0
alcohol_tobacco,12,origins_2022_2023,GENTLE_SLOPE,model,24,1.3404679266215773,-0.7607107086470818,,,1.0
alcohol_tobacco,12,origins_2022_2023,FAST_FOODNORM_R24,model,24,1.3404679266215773,-0.7607107086470818,,,1.0
alcohol_tobacco,12,origins_2022_2023,ZERO,benchmark,24,5.752980406592773,-5.6638096986596524,,,4.291770278377482
alcohol_tobacco,12,origins_2022_2023,SEASONAL_NAIVE,benchmark,24,1.7562705694995142,1.3841294775382653,,,1.310192160976128
alcohol_tobacco,12,origins_2022_2023,SA_AR,benchmark,24,1.4427865769557535,-0.9143899407353028,,,1.0763305471933617
alcohol_tobacco,12,origins_2022_2023,SA_AR_TARGET,benchmark,24,1.4427865769557535,-0.9143899407353028,,,1.0763305471933617
alcohol_tobacco,12,origins_2022_2023,CONSTANT_ORACLE,ceiling,24,1.0824458002733506,0.39197659945489266,0.5046488581762122,6.242907110509657,0.807513390493029
alcohol_tobacco,12,origins_2024plus,FAST,model,19,1.3069179281889458,1.019833399996502,,,1.0
alcohol_tobacco,12,origins_2024plus,CURRENT_CORE,model,19,1.3069179281889458,1.019833399996502,,,1.0
alcohol_tobacco,12,origins_2024plus,GENTLE_SLOPE,model,19,1.3069179281889458,1.019833399996502,,,1.0
alcohol_tobacco,12,origins_2024plus,FAST_FOODNORM_R24,model,19,1.3069179281889458,1.019833399996502,,,1.0
alcohol_tobacco,12,origins_2024plus,ZERO,benchmark,19,4.049985371106072,-3.9668406353725025,,,3.0988827100400376
alcohol_tobacco,12,origins_2024plus,SEASONAL_NAIVE,benchmark,19,1.9103329848509505,1.6919954840604456,,,1.4617084544078325
alcohol_tobacco,12,origins_2024plus,SA_AR,benchmark,19,1.3489991378126298,1.0724800170834297,,,1.0321988157909792
alcohol_tobacco,12,origins_2024plus,SA_AR_TARGET,benchmark,19,1.3489991378126298,1.0724800170834297,,,1.0321988157909792
alcohol_tobacco,12,origins_2024plus,CONSTANT_ORACLE,ceiling,19,2.2428220753371106,2.0889456627420437,0.5046488581762122,6.242907110509657,1.7161154705751789
core,3,full,FAST,model,84,0.8213825884343018,-0.006841261747163983,,,1.0
core,3,full,CURRENT_CORE,model,84,1.0453943968556547,-0.007760952220562929,,,1.2727252946137542
core,3,full,GENTLE_SLOPE,model,84,0.8540597587008443,-0.0029138750769926855,,,1.0397831299648448
core,3,full,FAST_FOODNORM_R24,model,84,0.8213825884343018,-0.006841261747163983,,,1.0
core,3,full,ZERO,benchmark,84,1.7091887931831373,-1.2609262846609828,,,2.0808680598418197
core,3,full,SEASONAL_NAIVE,benchmark,84,1.3399767045494577,-0.00952605200556548,,,1.6313673109429878
core,3,full,SA_AR,benchmark,84,1.097201420200252,-0.41892255438201836,,,1.335798245117064
core,3,full,SA_AR_TARGET,benchmark,84,1.1812868469188538,-0.7668975925994614,,,1.4381688430608106
core,3,origins_2019_2021,FAST,model,32,1.0096712773052818,-0.3973500769464824,,,1.0
core,3,origins_2019_2021,CURRENT_CORE,model,32,1.159850044466255,-0.5683661726918251,,,1.1487402588709725
core,3,origins_2019_2021,GENTLE_SLOPE,model,32,1.0058095751708818,-0.3846422454220241,,,0.9961752877186855
core,3,origins_2019_2021,FAST_FOODNORM_R24,model,32,1.0096712773052818,-0.3973500769464824,,,1.0
core,3,origins_2019_2021,ZERO,benchmark,32,1.8447239032685339,-1.4070788911929033,,,1.827053957791024
core,3,origins_2019_2021,SEASONAL_NAIVE,benchmark,32,1.289145379658311,-0.746468267934344,,,1.2767971206419968
core,3,origins_2019_2021,SA_AR,benchmark,32,1.398844487656823,-0.9784154819784493,,,1.3854454604177786
core,3,origins_2019_2021,SA_AR_TARGET,benchmark,32,1.409862261515878,-0.9106019772993886,,,1.3963576989915654
core,3,origins_2022_2023,FAST,model,24,0.9493704396249708,0.521914060240025,,,1.0
core,3,origins_2022_2023,CURRENT_CORE,model,24,1.4032185297084572,0.7719855787907397,,,1.478051634157442
core,3,origins_2022_2023,GENTLE_SLOPE,model,24,1.0464919579720462,0.6524432725000466,,,1.1023009715632617
core,3,origins_2022_2023,FAST_FOODNORM_R24,model,24,0.9493704396249708,0.521914060240025,,,1.0
core,3,origins_2022_2023,ZERO,benchmark,24,2.2019985056310105,-1.7445828856975087,,,2.3194302389495767
core,3,origins_2022_2023,SEASONAL_NAIVE,benchmark,24,1.6455977472593584,-0.05921107826690623,,,1.7333568421504864
core,3,origins_2022_2023,SA_AR,benchmark,24,1.1890784388013227,-0.4246136810494956,,,1.25249153457005
core,3,origins_2022_2023,SA_AR_TARGET,benchmark,24,1.367355458960723,-0.9466140266370086,,,1.4402759996412662
core,3,origins_2024plus,FAST,model,28,0.293924769947105,-0.013764320365533421,,,1.0
core,3,origins_2024plus,CURRENT_CORE,model,28,0.23104974313868976,-0.035423441120236945,,,0.7860846269617553
core,3,origins_2024plus,GENTLE_SLOPE,model,28,0.30558697135433216,-0.1283875783201335,,,1.03967750458502
core,3,origins_2024plus,FAST_FOODNORM_R24,model,28,0.293924769947105,-0.013764320365533421,,,1.0
core,3,origins_2024plus,ZERO,benchmark,28,0.8477717177965366,-0.6793319334503373,,,2.8843153230981606
core,3,origins_2024plus,SEASONAL_NAIVE,benchmark,28,1.0798922426119515,0.8752807887084734,,,3.6740429968059174
core,3,origins_2024plus,SA_AR,benchmark,28,0.4041388869051027,0.22537604287174046,,,1.3749738988579696
core,3,origins_2024plus,SA_AR_TARGET,benchmark,28,0.5586402407762436,-0.44862135233879025,,,1.9006232134732202
core,6,full,FAST,model,81,1.7578133542553755,-0.016502323148481227,,,1.0
core,6,full,CURRENT_CORE,model,81,2.2186931029208434,-0.011012501583214153,,,1.2621892407119073
core,6,full,GENTLE_SLOPE,model,81,1.867288297104576,-0.00235141760781411,,,1.062279048332509
core,6,full,FAST_FOODNORM_R24,model,81,1.7578133542553755,-0.016502323148481227,,,1.0
core,6,full,ZERO,benchmark,81,3.283180349749485,-2.5575815058765357,,,1.8677639135016515
core,6,full,SEASONAL_NAIVE,benchmark,81,2.621110975631546,-0.005535262832000777,,,1.4911201859322947
core,6,full,SA_AR,benchmark,81,2.282435668420695,-0.90297704147596,,,1.2984516603513652
core,6,full,SA_AR_TARGET,benchmark,81,2.399919869997097,-1.5731961645121868,,,1.3652870847677245
core,6,origins_2019_2021,FAST,model,32,2.0628131949563318,-1.0807529859449643,,,1.0
core,6,origins_2019_2021,CURRENT_CORE,model,32,2.397702743015244,-1.4059565700940326,,,1.1623460373812482
core,6,origins_2019_2021,GENTLE_SLOPE,model,32,2.0530896477632665,-1.0310643940574291,,,0.9952862686660917
core,6,origins_2019_2021,FAST_FOODNORM_R24,model,32,2.0628131949563318,-1.0807529859449643,,,1.0
core,6,origins_2019_2021,ZERO,benchmark,32,3.8095353623218546,-3.1062842452292587,,,1.8467670129492746
