block,origin,H,actual,FAST,CURRENT_CORE,GENTLE_SLOPE,FAST_FOODNORM_R24,ZERO,SEASONAL_NAIVE,SA_AR,SA_AR_TARGET
food,2021-04,3,-0.5226492733542683,0.3202025714173262,0.3202025714173262,0.3202025714173262,0.4121027285849307,0.0,-0.03387858547652445,-0.13220922555669656,-0.13220922555669656
food,2021-04,6,-1.5762147693876432,0.3446699614294616,0.3446699614294616,0.3446699614294616,0.5284702757646711,0.0,-0.0013118376875638216,-0.18280305843674044,-0.18280305843674044
food,2021-04,12,10.153042741022595,2.5346091738549985,2.5346091738549985,2.5346091738549985,2.902209802525417,0.0,2.6355936953155146,2.0079141058758885,2.0079141058758885
food,2021-05,3,0.349040493976836,-0.8487582476408418,-0.8487582476408418,-0.8487582476408418,-0.7963281280451351,0.0,-1.5021718330203069,-1.2820919520703753,-1.2820919520703753
food,2021-05,6,0.08737440485967263,-0.08646799916947245,-0.08646799916947245,-0.08646799916947245,0.01839224002194112,0.0,-1.2102728586794158,-0.5810120609068071,-0.5810120609068071
food,2021-05,12,14.082552980353764,2.688645654189601,2.688645654189601,2.688645654189601,2.8983661325724284,0.0,3.0875788328851828,2.1067422138923764,2.1067422138923764
food,2021-06,3,-0.3511856111539643,-0.8364643343338939,-0.8364643343338939,-0.8364643343338939,-0.7318035298227497,0.0,-1.919545125715624,-1.2760873965507138,-1.2760873965507138
food,2021-06,6,1.0462170406983273,0.10484323006570709,0.10484323006570709,0.10484323006570709,0.31416483908799564,0.0,-1.0765466388779015,-0.36346124814625547,-0.36346124814625547
food,2021-06,12,16.523216034259733,2.470848148638126,2.470848148638126,2.470848148638126,2.889491366682703,0.0,2.572110253845122,1.9827023934652763,1.9827023934652763
food,2021-07,3,-1.053565496033375,0.10769361927711496,0.10769361927711496,0.10769361927711496,0.22111237601004546,0.0,0.032566747788960626,-0.05149093885070255,-0.05149093885070255
food,2021-07,6,5.024470988042633,2.199226722673764,2.199226722673764,2.199226722673764,2.4260642361396245,0.0,2.329507391073656,1.9859273503193422,1.9859273503193422
food,2021-07,12,17.64821241423952,2.390905767570066,2.390905767570066,2.390905767570066,2.844580794501788,0.0,2.327427334151894,1.9160311092228564,1.9160311092228564
food,2021-08,3,-0.2616660891171634,0.7819680973317222,0.7819680973317222,0.7819680973317222,0.8567554141359172,0.0,0.29189897434089107,0.6748070175177869,0.6748070175177869
food,2021-08,6,6.164889723119288,2.874264801270105,2.874264801270105,2.874264801270105,3.0238394348784947,0.0,2.879200607281614,2.659112817569843,2.659112817569843
food,2021-08,12,17.89768288884593,2.4118996682394207,2.4118996682394207,2.4118996682394207,2.7110489354562004,0.0,3.0772299879960068,1.9453060866881682,1.9453060866881682
food,2021-09,3,1.3974026518522917,0.8899476920294356,0.8899476920294356,0.8899476920294356,0.9343163828448271,0.0,0.8429984868377223,0.8491695434644614,0.8491695434644614
food,2021-09,6,7.862095461592705,2.796614345046603,2.796614345046603,2.796614345046603,2.8853517266773854,0.0,3.482892130722383,2.651513121781066,2.651513121781066
food,2021-09,12,19.078752474275287,2.3987822134323333,2.3987822134323333,2.3987822134323333,2.5762569766938994,0.0,3.1967513221092405,1.9604287067225707,1.9604287067225707
food,2021-10,3,6.078036484076008,2.025769588482693,2.025769588482693,2.025769588482693,2.1010610387244992,0.0,2.2969406432846955,1.9731467676119796,1.9731467676119796
food,2021-10,6,11.72925751041024,2.28131147415992,2.28131147415992,2.28131147415992,2.431894374643532,0.0,3.0888906705727464,2.1843717547765613,2.1843717547765613
food,2021-10,12,22.367297866267396,2.2395813463400467,2.2395813463400467,2.2395813463400467,2.54074714730727,0.0,2.58625268719154,1.7915021009539032,1.7915021009539032
food,2021-11,3,6.426555812236451,2.1544569527088933,2.1544569527088933,2.1544569527088933,2.2572377847683573,0.0,2.5873016329407226,1.9632350496343824,1.9632350496343824
food,2021-11,6,13.995178575494094,2.6686324913276094,2.6686324913276094,2.6686324913276094,2.8741941554465376,0.0,3.782383112524538,2.4159829051546375,2.4159829051546375
food,2021-11,12,23.131964278553074,2.2985109108819866,2.2985109108819866,2.2985109108819866,2.709634239119842,0.0,2.3120985773039626,1.7171739359169949,1.7171739359169949
food,2021-12,3,6.464692809740412,2.21744320281569,2.21744320281569,2.21744320281569,2.2832893278335606,0.0,2.6398936438846605,1.8095900103200702,1.8095900103200702
food,2021-12,6,15.476998993561404,2.7268042210299046,2.7268042210299046,2.7268042210299046,2.858496471065646,0.0,3.4039739730297955,2.1985409989643294,2.1985409989643294
food,2021-12,12,22.71252063624247,2.722186747637687,2.722186747637687,2.722186747637687,2.98557124770917,0.0,3.0721383960585045,1.8504131068497218,1.8504131068497218
food,2022-01,3,5.651221026334232,0.7311475258885844,0.7311475258885844,0.7311475258885844,0.7863917381785529,0.0,0.7919500272880509,0.22812473533181057,0.22812473533181057
food,2022-01,6,12.623741426196887,0.8828244387948381,0.8828244387948381,0.8828244387948381,0.9933128633747752,0.0,0.7477225969223504,-0.00869800220746475,-0.00869800220746475
food,2022-01,12,22.1813763884208,2.9504232260036183,2.9504232260036183,2.9504232260036183,3.1714000751634925,0.0,2.890634326025349,1.9287831313077084,1.9287831313077084
food,2022-02,3,7.5686227632576415,1.151946231144784,1.151946231144784,1.151946231144784,1.1132199092925306,0.0,1.1950814795838154,0.5103547945099505,0.5103547945099505
food,2022-02,6,11.732793165726646,0.5425481506641774,0.5425481506641774,0.5425481506641774,0.46509550695967095,0.0,0.31755071482762615,-0.5299211096169028,-0.5299211096169028
food,2022-02,12,21.442423967765116,3.701581725467946,3.701581725467946,3.701581725467946,3.546676438058934,0.0,4.0195314430641895,2.524137221645103,2.524137221645103
food,2022-03,3,9.012306183820993,1.355121429197686,1.355121429197686,1.355121429197686,1.2788081096167823,0.0,0.7640803291451355,0.44786990925131986,0.44786990925131986
food,2022-03,6,11.216657012682584,0.7042802466082835,0.7042802466082835,0.7042802466082835,0.5516536074464758,0.0,-0.8966394435308418,-0.6934590184817766,-0.6934590184817766
food,2022-03,12,21.103805422930964,4.238382434415295,4.238382434415295,4.238382434415295,3.933129156091681,0.0,4.2397040228433704,2.6928902441111506,2.6928902441111506
food,2022-04,3,6.972520399862655,1.2369725452334026,1.2369725452334026,1.2369725452334026,1.1378470180493356,0.0,-0.044227430365700426,-0.18320063565360672,-0.18320063565360672
food,2022-04,6,10.63804035585716,1.5277240049293996,1.5277240049293996,1.5277240049293996,1.329472950561266,0.0,-0.776792093268784,-0.3731044366392899,-0.3731044366392899
food,2022-04,12,15.92955295606538,4.932908255471957,4.932908255471957,4.932908255471957,4.536406146735691,0.0,4.4843852062071665,2.764364271901994,2.764364271901994
food,2022-05,3,4.164170402469005,1.7461435786084922,1.7461435786084922,1.7461435786084922,1.5241485196208324,0.0,-0.8775307647561892,-1.017036845228108,-1.017036845228108
food,2022-05,6,9.136785703058983,3.766065248482182,3.766065248482182,3.766065248482182,3.322075130506863,0.0,-0.7102447164660334,-0.4394170116950141,-0.4394170116950141
food,2022-05,12,13.542784682462035,8.669724299175028,8.669724299175028,8.669724299175028,7.781744063224389,0.0,5.880351391199672,3.234552452131101,3.234552452131101
food,2022-06,3,2.2043508288615903,2.151951445096644,2.151951445096644,2.151951445096644,1.8292809380743646,0.0,-1.6607197726759773,-1.0075693763956324,-1.0075693763956324
food,2022-06,6,7.235521642681064,4.849703492799048,4.849703492799048,4.849703492799048,4.204362478754489,0.0,-0.5133396470044469,-0.007651769047298473,-0.007651769047298473
food,2022-06,12,11.364703836322832,10.196587803547237,10.196587803547237,10.196587803547237,8.90590577545812,0.0,6.346452856647784,3.7528486947632334,3.7528486947632334
food,2022-07,3,3.6655199559945055,1.6747897573072206,1.6747897573072206,1.6747897573072206,1.273564964091472,0.0,-0.7325646629030835,-0.009504126533504187,-0.009504126533504187
food,2022-07,6,9.557634962223915,5.124362783466695,5.124362783466695,5.124362783466695,4.321913197035197,0.0,3.2718088461418398,2.625361537524022,2.625361537524022
food,2022-07,12,9.090811840368715,7.499281341212748,7.499281341212748,7.499281341212748,5.894382168349752,0.0,6.9570949988343465,4.056101266576644,4.056101266576644
food,2022-08,3,4.972615300589977,1.91833105009805,1.91833105009805,1.91833105009805,1.4514115381649026,0.0,0.1672860482901558,0.7749195964622768,0.7749195964622768
food,2022-08,6,9.70963080203847,5.15205920620343,5.15205920620343,5.15205920620343,4.218220182337135,0.0,3.922153308015744,3.3967719076562775,3.3967719076562775
food,2022-08,12,7.639440008806092,6.715827167255346,6.715827167255346,6.715827167255346,4.848149119522759,0.0,7.636691736923249,4.25998598666875,4.25998598666875
food,2022-09,3,5.031170813819475,1.7766092751823181,1.7766092751823181,1.7766092751823181,1.2812544260484742,0.0,1.1473801256715306,1.0471563431054967,1.0471563431054967
food,2022-09,6,9.887148410248383,4.612023960309563,4.612023960309563,4.612023960309563,3.6213142620418752,0.0,5.381024649738009,3.5007572676303904,3.5007572676303904
food,2022-09,12,5.78848940753145,5.8306431182100775,5.8306431182100775,5.8306431182100775,3.8492237216747016,0.0,7.899548189950918,4.16842579196899,4.16842579196899
food,2022-10,3,5.89211500622941,3.3825099840641597,3.3825099840641597,3.3825099840641597,2.8767265392267793,0.0,4.004373509044923,2.6121379124184076,2.6121379124184076
food,2022-10,6,5.291512600208217,4.760831743663952,4.760831743663952,4.760831743663952,3.7492648539891915,0.0,6.657143484468455,3.5138480668350547,3.5138480668350547
food,2022-10,12,3.672044008210163,5.9522954075488945,5.9522954075488945,5.9522954075488945,3.9291616281993713,0.0,8.15875622565926,4.092223737063957,4.092223737063957
food,2022-11,3,4.737015501448493,4.090235727976319,4.090235727976319,4.090235727976319,3.5055900352737486,0.0,3.754867259725588,2.8892124715466756,2.8892124715466756
food,2022-11,6,4.40599897940305,6.329067805123277,6.329067805123277,6.329067805123277,5.159776419718137,0.0,7.0566975731138175,4.243491873459065,4.243491873459065
food,2022-11,12,1.4448135747386015,7.66539417007589,7.66539417007589,7.66539417007589,5.3268113992656065,0.0,8.868776108523724,4.698892716973917,4.698892716973917
food,2022-12,3,4.8559775964289065,3.648651047326152,3.648651047326152,3.648651047326152,3.0194341213306863,0.0,4.233644524066478,2.6418671397336997,2.6418671397336997
food,2022-12,6,4.129182193641766,5.79107565300732,5.79107565300732,5.79107565300732,4.532641801016389,0.0,7.470434645838795,4.1157525099242545,4.1157525099242545
food,2022-12,12,-0.2768167857612751,7.122706528016881,7.122706528016881,7.122706528016881,4.605838824035019,0.0,9.08036008730154,4.777087610743965,4.777087610743965
food,2023-01,3,-0.6006024060211925,1.7140288284659633,1.7140288284659633,1.7140288284659633,1.0849645430570525,0.0,2.6527699754235323,0.9069423016644613,0.9069423016644613
food,2023-01,6,-0.4668231218552019,3.0076279891046216,3.0076279891046216,3.0076279891046216,1.7494994182868007,0.0,4.36488289078141,1.5662600184434483,1.5662600184434483
food,2023-01,12,-4.0046070300202885,6.303201352868385,6.303201352868385,6.303201352868385,3.7869442112327425,0.0,8.930532534049753,4.560483664667986,4.560483664667986
food,2023-02,3,-0.33101652204544263,2.2595295372144366,2.2595295372144366,2.2595295372144366,1.5753566712078007,0.0,3.3018303133882303,1.623898193464616,1.623898193464616
food,2023-02,6,-2.0701907932323795,2.5026213257828225,2.5026213257828225,2.5026213257828225,1.134275593769551,0.0,3.977394881935174,1.2419031744765616,1.2419031744765616
food,2023-02,12,-4.945132121830959,6.808293379278477,6.808293379278477,6.808293379278477,4.071601915251934,0.0,9.421720247804203,5.22054378941841,5.22054378941841
food,2023-03,3,-0.7267954027871399,2.2671662162774795,2.2671662162774795,2.2671662162774795,1.5766664273843598,0.0,3.236790121772317,1.5419658985863078,1.5419658985863078
food,2023-03,6,-4.098659002716932,2.038163115223895,2.038163115223895,2.038163115223895,0.6571635374376558,0.0,2.7777315759212513,0.8152207673342444,0.8152207673342444
food,2023-03,12,-6.1077324665905435,6.536137715923961,6.536137715923961,6.536137715923961,3.7741385603514828,0.0,9.642216721383468,5.106066875598273,5.106066875598273
food,2023-04,3,0.1337792841659906,0.7329919927914775,0.7329919927914775,0.7329919927914775,0.035975219395651126,0.0,1.7121129153578778,0.7446821141146691,0.7446821141146691
food,2023-04,6,-1.619468591998055,0.7998356971003534,0.7998356971003534,0.7998356971003534,-0.5941978496912996,0.0,2.2116326240552677,1.0373326215814795,1.0373326215814795
food,2023-04,12,-2.782670212247961,4.777697722051216,4.777697722051216,4.777697722051216,1.9896306284679108,0.0,9.481455945268527,5.161836375336296,5.161836375336296
food,2023-05,3,-1.739174271186937,-1.166335178064212,-1.166335178064212,-1.166335178064212,-1.7937983690495867,0.0,0.6755645685469435,-0.6483643085055006,-0.6483643085055006
food,2023-05,6,-2.9611854046644486,-0.6362901278474299,-0.6362901278474299,-0.6362901278474299,-1.8912165098181795,0.0,2.0236625141877225,0.4661822971285934,0.4661822971285934
food,2023-05,12,-3.784235318316017,3.1952506732589865,3.1952506732589865,3.1952506732589865,0.685397909317487,0.0,8.738590100286075,4.614746509626232,4.614746509626232
food,2023-06,3,-3.3718635999297923,-1.8254102199142797,-1.8254102199142797,-1.8254102199142797,-2.4417884473304,0.0,-0.45905854585106615,-0.7209976595251443,-0.7209976595251443
food,2023-06,6,-4.405998979403042,-1.0101330727548914,-1.0101330727548914,-1.0101330727548914,-2.2428895275871326,0.0,1.460097888210959,0.764969916521608,0.764969916521608
food,2023-06,12,-4.336722911512985,2.763823892022559,2.763823892022559,2.763823892022559,0.29831098235807696,0.0,8.847123890168898,4.955545561205433,4.955545561205433
food,2023-07,3,-1.7532478761640453,-0.6241534673854487,-0.6241534673854487,-0.6241534673854487,-1.2193773419597076,0.0,0.49951970869739015,0.26458337395729403,0.26458337395729403
food,2023-07,6,-3.5377839081650864,1.9511717447746793,1.9511717447746793,1.9511717447746793,0.7607239956261613,0.0,5.056837357022793,3.2918891749997465,3.2918891749997465
food,2023-07,12,-3.192121621374013,3.5026990414494024,3.5026990414494024,3.5026990414494024,1.121803543152366,0.0,9.018725009606014,4.921054362345906,4.921054362345906
food,2023-08,3,-1.222011133477512,0.21962593425724586,0.21962593425724586,0.21962593425724586,-0.3532630922769552,0.0,1.348097945640779,1.0503125190293803,1.0503125190293803
food,2023-08,6,-2.874941328598579,2.7255484682291415,2.7255484682291415,2.7255484682291415,1.579770415160739,0.0,5.664821839448294,3.9997777305369255,3.9997777305369255
food,2023-08,12,-1.769957709940081,3.443497654393029,3.443497654393029,3.443497654393029,1.1519415482562247,0.0,9.244416995630912,5.011106785993723,5.011106785993723
food,2023-09,3,-1.0341353794732493,0.49890298639709785,0.49890298639709785,0.49890298639709785,-0.06915510149983276,0.0,1.9191564340620249,1.4053383498470329,1.4053383498470329
food,2023-09,6,-2.009073463873611,2.847942837113014,2.847942837113014,2.847942837113014,1.7118266613191526,0.0,6.703724369347277,4.257623341665271,4.257623341665271
food,2023-09,12,0.6153865574378152,3.242483792222752,3.242483792222752,3.242483792222752,0.9702514406350297,0.0,9.108549581204178,4.98558719685296,4.98558719685296
food,2023-10,3,-1.7845360320010408,1.945732868152911,1.945732868152911,1.945732868152911,1.4542889113846087,0.0,4.557317648325403,2.8425236665587894,2.8425236665587894
food,2023-10,6,-1.1632016202499056,2.2515583101419594,2.2515583101419594,2.2515583101419594,1.2686703966053552,0.0,6.526957476230806,3.688067854331765,3.688067854331765
food,2023-10,12,0.0680040828655546,2.7856200236609228,2.7856200236609228,2.7856200236609228,0.819844196587715,0.0,8.980794231275429,4.583940262180051,4.583940262180051
food,2023-11,3,-1.6529301951210673,1.8280685587986498,1.8280685587986498,1.8280685587986498,1.3051033276088149,0.0,4.316723893807514,2.9497591897767403,2.9497591897767403
food,2023-11,6,-0.8230499136515674,2.528547091604982,2.528547091604982,2.528547091604982,1.482616629225312,0.0,6.823461375981176,4.214471072428693,4.214471072428693
food,2023-11,12,0.8840588010122773,2.8315606760008047,2.8315606760008047,2.8315606760008047,0.7396997512414648,0.0,9.045341190364935,4.914612160431445,4.914612160431445
food,2023-12,3,-0.9749380844003616,2.2832070627156744,2.2832070627156744,2.2832070627156744,1.7473634873875061,0.0,4.784567935285251,2.7353495274524215,2.7353495274524215
food,2023-12,6,0.06927606789005603,3.371795932265722,3.371795932265722,3.371795932265722,2.3001087816093855,0.0,7.558627121395054,4.068357862943336,4.068357862943336
food,2023-12,12,1.6495219369110614,3.9847138368631456,3.9847138368631456,3.9847138368631456,1.8413395355504718,0.0,8.939898944063176,4.83128154186436,4.83128154186436
food,2024-01,3,0.621334411751135,0.09194064192178153,0.09194064192178153,0.09194064192178153,-0.4309670217645689,0.0,1.9696398279054026,0.6422387456885019,0.6422387456885019
food,2024-01,6,0.3456622867910737,0.6716728980631055,0.6716728980631055,0.6716728980631055,-0.3741424293095951,0.0,4.187579638608119,1.550009603872363,1.550009603872363
food,2024-01,12,4.667739433558431,3.602434705084053,3.602434705084053,3.602434705084053,1.5108040503386515,0.0,8.877604976533892,4.672030270493565,4.672030270493565
food,2024-02,3,0.8298802814694997,0.42677093050980036,0.42677093050980036,0.42677093050980036,-0.057602742525134976,0.0,2.506737482173662,0.9438973920571199,0.9438973920571199
food,2024-02,6,1.1049836186584978,-0.17484496294923663,-0.17484496294923663,-0.17484496294923663,-1.1435923090191076,0.0,3.4437277417558847,0.6619718393063105,0.6619718393063105
food,2024-02,12,4.348511193973878,3.3839907922362005,3.3839907922362005,3.3839907922362005,1.4464961000964567,0.0,7.909653813316618,4.397841223389626,4.397841223389626
food,2024-03,3,1.0442141522904178,0.7453161075748687,0.7453161075748687,0.7453161075748687,0.27842554398561875,0.0,2.774059186109803,1.2279711153968629,1.2279711153968629
food,2024-03,6,2.6244600213114264,-0.3250110540307459,-0.3250110540307459,-0.3250110540307459,-1.2587921812092457,0.0,2.277069861928152,0.3235542210382549,0.3235542210382549
food,2024-03,12,5.910038827244938,3.8073456274460464,3.8073456274460464,3.8073456274460464,1.9397833730890464,0.0,7.817910606731889,4.546149890161486,4.546149890161486
food,2024-04,3,-0.27567212496006144,0.49527258626021253,0.49527258626021253,0.49527258626021253,0.03930915243807814,0.0,2.217939810702717,0.7757573727862239,0.7757573727862239
food,2024-04,6,1.2312057031154602,0.5097206244510663,0.5097206244510663,0.5097206244510663,-0.4022062431932022,0.0,2.518383714134129,0.8930750493558979,0.8930750493558979
food,2024-04,12,3.9802893169195137,4.003118578373075,4.003118578373075,4.003118578373075,2.1792648430845385,0.0,7.563917279261593,4.419144945810166,4.419144945810166
food,2024-05,3,0.27510333718899815,-0.8901364524458678,-0.8901364524458678,-0.8901364524458678,-1.4017479765223695,0.0,0.9369902595822232,-0.08312954559011312,-0.08312954559011312
food,2024-05,6,1.7071087146638453,-0.17432732706074172,-0.17432732706074172,-0.17432732706074172,-1.197550375213745,0.0,2.1164375680819987,0.9307533531848939,0.9307533531848939
food,2024-05,12,5.297920027294236,3.61090577363846,3.61090577363846,3.61090577363846,1.5644596773324535,0.0,7.857950267337859,4.926469595804707,4.926469595804707
food,2024-06,3,1.5802458690210086,-1.4478726699501854,-1.4478726699501854,-1.4478726699501854,-1.9751226651830491,0.0,-0.4969893241816506,-1.024601723622883,-1.024601723622883
food,2024-06,6,1.5802458690210053,-0.1651693726732873,-0.1651693726732873,-0.1651693726732873,-1.2196693631390143,0.0,1.318977855138837,0.5696082616052422,0.5696082616052422
food,2024-06,12,6.046166247442991,3.733730091118862,3.733730091118862,3.733730091118862,1.6247301101874077,0.0,8.035381302082234,4.659779220834748,4.659779220834748
food,2024-07,3,1.5068778280755217,-0.5193571476973728,-0.5193571476973728,-0.5193571476973728,-1.0503857525240883,0.0,0.3004439034314126,0.014722298707802728,0.014722298707802728
food,2024-07,6,4.322077146767357,2.0121699881361317,2.0121699881361317,2.0121699881361317,0.9501127784827007,0.0,3.7220741747084993,2.85422035600208,2.85422035600208
food,2024-07,12,5.046479392590927,3.6407328158193195,3.6407328158193195,3.6407328158193195,1.5166183965124567,0.0,7.939711695208593,4.682996414339369,4.682996414339369
food,2024-08,3,1.4320053774748471,0.8729123021429677,0.8729123021429677,0.8729123021429677,0.3461795002242393,0.0,1.1794473084997754,1.0827492656525042,1.0827492656525042
food,2024-08,6,3.243527575315381,3.4977415928232545,3.4977415928232545,3.4977415928232545,2.444275988985799,0.0,4.374182864976003,3.7411276018268804,3.7411276018268804
food,2024-08,12,4.5645507489960355,4.580931615723147,4.580931615723147,4.580931615723147,2.4740004080482354,0.0,7.938280221395907,4.8515909827096015,4.8515909827096015
food,2024-09,3,-3.219646771412954e-15,1.8908673720205256,1.8908673720205256,1.8908673720205256,1.3293169054659018,0.0,1.8159671793204875,1.6889358519989275,1.6889358519989275
food,2024-09,6,3.285578805933512,4.601672522814573,4.601672522814573,4.601672522814573,3.478571589705325,0.0,5.2868474173334405,4.221164506733215,4.221164506733215
food,2024-09,12,2.690142048351368,5.499565986820955,5.499565986820955,5.499565986820955,3.253364120602458,0.0,8.011987065265346,5.004846670646148,5.004846670646148
food,2024-10,3,2.8151993186918354,2.9084384940766164,2.9084384940766164,2.9084384940766164,2.3223565188483972,0.0,3.421630271277087,3.0031221261784875,3.0031221261784875
food,2024-10,6,2.749083613804054,3.7406188128654896,3.7406188128654896,3.7406188128654896,2.56845486240905,0.0,5.33956655320373,3.8625804556493324,3.8625804556493324
food,2024-10,12,3.539601564515411,5.01344290608564,5.01344290608564,5.01344290608564,2.669115005172759,0.0,8.586091071108392,5.170612134399597,5.170612134399597
food,2024-11,3,1.8115221978405338,2.793495732940301,2.793495732940301,2.793495732940301,2.1883418066801887,0.0,3.1947355564762283,2.5508042235224693,2.5508042235224693
food,2024-11,6,3.5908113126303913,4.218030651767192,4.218030651767192,4.218030651767192,3.0077227992469684,0.0,5.918943734000234,3.940424074273586,3.940424074273586
food,2024-11,12,2.1434176236469256,5.267482885224324,5.267482885224324,5.267482885224324,2.846867180183879,0.0,8.791668528304854,4.9672055660298975,4.9672055660298975
food,2024-12,3,3.285578805933515,2.6126897317915456,2.6126897317915456,2.6126897317915456,2.0597544855351404,0.0,3.4708802380129526,2.536359150021067,2.536359150021067
food,2024-12,6,4.465920378421986,4.217498962309245,4.217498962309245,4.217498962309245,3.111628469796434,0.0,6.6207338400697555,4.104449130339482,4.104449130339482
food,2024-12,12,1.6898002620724475,5.0063083685853975,5.0063083685853975,5.0063083685853975,2.7945673835597757,0.0,8.576137336806324,4.869939822297683,4.869939822297683
food,2025-01,3,-0.06611570488778157,0.9373200553230691,0.9373200553230691,0.9373200553230691,0.42607388901984067,0.0,1.9179362819266426,0.7348168285960817,0.7348168285960817
food,2025-01,6,0.7244022458235705,1.950430939278105,1.950430939278105,1.950430939278105,0.9279386066716483,0.0,4.2162060466874065,1.6847914690778567,1.6847914690778567
food,2025-01,12,1.3132165083458243,4.886099205478763,4.886099205478763,4.886099205478763,2.8411145402658495,0.0,8.1157980672548,4.566500883632379,4.566500883632379
food,2025-02,3,1.7792891147898573,1.535276331766855,1.535276331766855,1.535276331766855,0.9780773199706264,0.0,2.724208177524006,1.5333825328032216,1.5333825328032216
food,2025-02,6,1.3210231736806546,1.4883047322419316,1.4883047322419316,1.4883047322419316,0.37390670864947423,0.0,3.637804200289344,1.391923907743384,1.391923907743384
food,2025-02,12,0.3318954258063853,5.179242059637037,5.179242059637037,5.179242059637037,2.950446012452123,0.0,7.697365880393241,5.025176211481864,5.025176211481864
food,2025-03,3,1.1803415724884703,1.5666628115856205,1.5666628115856205,1.5666628115856205,1.0718610983032244,0.0,3.1498536020568024,1.4449021582516872,1.4449021582516872
food,2025-03,6,-0.595436757582143,0.8682755509557116,0.8682755509557116,0.8682755509557116,-0.1213278756090802,0.0,3.2992436537749508,0.7500425977887932,0.7500425977887932
food,2025-03,12,-1.1277068099719034,4.6333968029272246,4.6333968029272246,4.6333968029272246,2.6541899497976416,0.0,7.030200642522436,4.507588551411126,4.507588551411126
food,2025-04,3,0.7905179507113521,0.7572463005611214,0.7572463005611214,0.7572463005611214,0.23259405849829784,0.0,2.298269764760764,1.0479294651166948,1.0479294651166948
food,2025-04,6,0.7905179507113568,1.066502147890394,1.066502147890394,1.066502147890394,0.017197663764746962,0.0,3.452101975101124,1.476468567735731,1.476468567735731
food,2025-04,12,-1.2645759200287587,4.351866947548743,4.351866947548743,4.351866947548743,2.253257979297448,0.0,7.050430859236159,4.855356396588198,4.855356396588198
food,2025-05,3,-0.4582659411092028,-0.3545348191805562,-0.3545348191805562,-0.3545348191805562,-0.8850382985884717,0.0,0.9135960227653378,-0.24665925969015226,-0.24665925969015226
food,2025-05,6,-1.4473936889834649,0.4790177364791512,0.4790177364791512,0.4790177364791512,-0.5819892223366796,0.0,2.6571936028060894,0.709945096593872,0.709945096593872
food,2025-05,12,-1.9123563333603535,4.374317733656268,4.374317733656268,4.374317733656268,2.2523038160246074,0.0,5.777224848369633,4.683337500653784,4.683337500653784
food,2025-06,3,-1.7757783300706134,-0.7414286433676841,-0.7414286433676841,-0.7414286433676841,-1.2981148179746747,0.0,0.1493900517181486,-0.6608134702062003,-0.6608134702062003
food,2025-06,6,-2.7761201163495386,0.5376962963667458,0.5376962963667458,0.5376962963667458,-0.5756760528472351,0.0,1.4950642271850452,0.6237044076684263,0.6237044076684263
food,2025-06,12,-3.3811639789269217,4.829987857923923,4.829987857923923,4.829987857923923,2.603243159495962,0.0,5.07844458497826,4.924277691161293,4.924277691161293
food,2025-07,3,4.6629367034256575e-15,0.5432234159911669,0.5432234159911669,0.5432234159911669,-0.012806286639160724,0.0,1.15383221034036,0.4198379766625565,0.4198379766625565
food,2025-07,6,0.5888142625222534,3.2686882239724633,3.2686882239724633,3.2686882239724633,2.156628818711808,0.0,3.4811598337058354,3.0653532106125727,3.0653532106125727
food,2025-07,12,-3.1325453715211835,5.1455813741553476,5.1455813741553476,5.1455813741553476,2.9214625636340377,0.0,4.41120872121186,4.888689528830442,4.888689528830442
food,2025-08,3,-0.989127747874262,0.9944101241328251,0.9944101241328251,0.9944101241328251,0.48787000588240637,0.0,1.7435975800407517,0.9208314008816374,0.9208314008816374
food,2025-08,6,-0.9891277478742693,3.452067386498672,3.452067386498672,3.452067386498672,2.438987149997835,0.0,3.3923964422330917,3.3483412194508495,3.3483412194508495
food,2025-09,3,-1.0003417862789248,1.1798380009445357,1.1798380009445357,1.1798380009445357,0.651352270277199,0.0,1.3456741754668968,1.2952431840655447,1.2952431840655447
food,2025-09,6,-0.5322700523897603,3.716349449062921,3.716349449062921,3.716349449062921,2.6593779877282473,0.0,3.7511872054612088,3.8932495206478435,3.8932495206478435
food,2025-10,3,0.588814262522249,2.1758996774238124,2.1758996774238124,2.1758996774238124,1.685921845425037,0.0,2.327327623365475,2.544166070877486,2.544166070877486
food,2025-10,6,-2.0550938707401154,2.6615084584939224,2.6615084584939224,2.6615084584939224,1.6815527944963722,0.0,2.3251228732685094,3.3011399822090435,3.3011399822090435
food,2025-11,3,-7.105427357601002e-15,1.7559713345905898,1.7559713345905898,1.7559713345905898,1.2820997467397306,0.0,1.64879886219234,2.472185092156382,2.472185092156382
food,2025-11,6,-0.4649626443768887,3.0264598315230145,3.0264598315230145,3.0264598315230145,2.078716655821295,0.0,2.42125098217217,4.1260178198837325,4.1260178198837325
food,2025-12,3,0.46807173388916445,1.6624121557999325,1.6624121557999325,1.6624121557999325,1.224919827481355,0.0,2.405513029994312,2.417835449989192,2.417835449989192
food,2025-12,6,-0.6050438625773837,2.8502281900885027,2.8502281900885027,2.8502281900885027,1.9752435334513478,0.0,2.916144494026815,4.115079082036604,4.115079082036604
food,2026-01,3,-2.643908133262365,-0.2874944628950131,-0.2874944628950131,-0.2874944628950131,-0.6723534383790961,0.0,-0.002204750096965774,0.5953238112095098,0.5953238112095098
