model,origin,h,target,yy_exante,yy_actual
FAST_FOOD_SA_AR,2020-05,4,2020-09,2.6215156479158144,3.2287822878228734
FAST_FOOD_SA_AR,2020-05,5,2020-10,2.451065149919013,2.9384756657483617
FAST_FOOD_SA_AR,2020-05,6,2020-11,2.1999573272520556,2.655677655677633
FAST_FOOD_SA_AR,2020-05,7,2020-12,2.121203663145847,2.285191956124307
FAST_FOOD_SA_AR,2020-05,8,2021-01,1.4648267867632256,2.162162162162171
FAST_FOOD_SA_AR,2020-05,9,2021-02,1.416990686471789,2.066486972147356
FAST_FOOD_SA_AR,2020-05,10,2021-03,1.498497758013991,2.33812949640288
FAST_FOOD_SA_AR,2020-05,11,2021-04,1.8917552032178653,3.0630630630630717
FAST_FOOD_SA_AR,2020-05,12,2021-05,1.9397405388219116,2.872531418312392
FAST_FUEL_SA_AR,2020-05,0,2020-05,2.672992966148744,2.862419205909517
FAST_FUEL_SA_AR,2020-05,1,2020-06,2.4524967611476143,3.317972350230406
FAST_FUEL_SA_AR,2020-05,2,2020-07,2.210256031281172,3.397612488521572
FAST_FUEL_SA_AR,2020-05,3,2020-08,1.9914606806769648,3.302752293577968
FAST_FUEL_SA_AR,2020-05,4,2020-09,2.2143438554511987,3.2287822878228734
FAST_FUEL_SA_AR,2020-05,5,2020-10,2.011105215897784,2.9384756657483617
FAST_FUEL_SA_AR,2020-05,6,2020-11,1.7277539757833686,2.655677655677633
FAST_FUEL_SA_AR,2020-05,7,2020-12,1.6042439170473783,2.285191956124307
FAST_FUEL_SA_AR,2020-05,8,2021-01,0.9198059511532658,2.162162162162171
FAST_FUEL_SA_AR,2020-05,9,2021-02,0.8194059052263734,2.066486972147356
FAST_FUEL_SA_AR,2020-05,10,2021-03,0.883559652170597,2.33812949640288
FAST_FUEL_SA_AR,2020-05,11,2021-04,1.25103706353505,3.0630630630630717
FAST_FUEL_SA_AR,2020-05,12,2021-05,1.3832081414679593,2.872531418312392
FAST_ADMINISTERED_SA_AR,2020-05,0,2020-05,2.672992966148744,2.862419205909517
FAST_ADMINISTERED_SA_AR,2020-05,1,2020-06,2.641702451605478,3.317972350230406
FAST_ADMINISTERED_SA_AR,2020-05,2,2020-07,2.5411081562704765,3.397612488521572
FAST_ADMINISTERED_SA_AR,2020-05,3,2020-08,2.4305137049037864,3.302752293577968
FAST_ADMINISTERED_SA_AR,2020-05,4,2020-09,2.71141255686519,3.2287822878228734
FAST_ADMINISTERED_SA_AR,2020-05,5,2020-10,2.5397533797176726,2.9384756657483617
FAST_ADMINISTERED_SA_AR,2020-05,6,2020-11,2.29444773685018,2.655677655677633
FAST_ADMINISTERED_SA_AR,2020-05,7,2020-12,2.2214879840791304,2.285191956124307
FAST_ADMINISTERED_SA_AR,2020-05,8,2021-01,1.4974114258511058,2.162162162162171
FAST_ADMINISTERED_SA_AR,2020-05,9,2021-02,1.4618441293094924,2.066486972147356
FAST_ADMINISTERED_SA_AR,2020-05,10,2021-03,1.5555681758585178,2.33812949640288
FAST_ADMINISTERED_SA_AR,2020-05,11,2021-04,1.935706469869504,3.0630630630630717
FAST_ADMINISTERED_SA_AR,2020-05,12,2021-05,1.9775228763651773,2.872531418312392
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,0,2020-05,2.672992966148744,2.862419205909517
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,1,2020-06,2.6309161666069287,3.317972350230406
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,2,2020-07,2.5305683292137577,3.397612488521572
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,3,2020-08,2.416079753367977,3.302752293577968
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,4,2020-09,2.7033735609005785,3.2287822878228734
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,5,2020-10,2.5330153834909215,2.9384756657483617
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,6,2020-11,2.2828349133521657,2.655677655677633
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,7,2020-12,2.2050293172593696,2.285191956124307
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,8,2021-01,1.54843709822075,2.162162162162171
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,9,2021-02,1.5136931118289838,2.066486972147356
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,10,2021-03,1.5965395952173347,2.33812949640288
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,11,2021-04,1.9762410940995103,3.0630630630630717
FAST_ALCOHOL_TOBACCO_SA_AR,2020-05,12,2021-05,2.0354775518179737,2.872531418312392
SELL_SIDE_PATH,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
SELL_SIDE_PATH,2020-06,1,2020-07,2.762560612007858,3.397612488521572
SELL_SIDE_PATH,2020-06,2,2020-08,2.565118521822397,3.302752293577968
SELL_SIDE_PATH,2020-06,3,2020-09,2.8278264976283882,3.2287822878228734
SELL_SIDE_PATH,2020-06,4,2020-10,2.6216650230721785,2.9384756657483617
SELL_SIDE_PATH,2020-06,5,2020-11,2.3451768511019457,2.655677655677633
SELL_SIDE_PATH,2020-06,6,2020-12,2.2280087690980332,2.285191956124307
SELL_SIDE_PATH,2020-06,7,2021-01,1.497497973022942,2.162162162162171
SELL_SIDE_PATH,2020-06,8,2021-02,1.3935476509221607,2.066486972147356
SELL_SIDE_PATH,2020-06,9,2021-03,1.4720460873855485,2.33812949640288
SELL_SIDE_PATH,2020-06,10,2021-04,1.8291372219174338,3.0630630630630717
SELL_SIDE_PATH,2020-06,11,2021-05,1.6993058717565697,2.872531418312392
SELL_SIDE_PATH,2020-06,12,2021-06,1.4809142588530162,2.765388046387192
SELL_SIDE_TARGET_PATH,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
SELL_SIDE_TARGET_PATH,2020-06,1,2020-07,2.7834505674553105,3.397612488521572
SELL_SIDE_TARGET_PATH,2020-06,2,2020-08,2.606774286903845,3.302752293577968
SELL_SIDE_TARGET_PATH,2020-06,3,2020-09,2.8903686299892515,3.2287822878228734
SELL_SIDE_TARGET_PATH,2020-06,4,2020-10,2.704895157380206,2.9384756657483617
SELL_SIDE_TARGET_PATH,2020-06,5,2020-11,2.4489036481075788,2.655677655677633
SELL_SIDE_TARGET_PATH,2020-06,6,2020-12,2.3523490586426163,2.285191956124307
SELL_SIDE_TARGET_PATH,2020-06,7,2021-01,1.6414497574104407,2.162162162162171
SELL_SIDE_TARGET_PATH,2020-06,8,2021-02,1.5579440234794568,2.066486972147356
SELL_SIDE_TARGET_PATH,2020-06,9,2021-03,1.6571315330266754,2.33812949640288
SELL_SIDE_TARGET_PATH,2020-06,10,2021-04,2.0355646619792926,3.0630630630630717
SELL_SIDE_TARGET_PATH,2020-06,11,2021-05,1.9260796335779717,2.872531418312392
SELL_SIDE_TARGET_PATH,2020-06,12,2021-06,1.7277944468725923,2.765388046387192
FAST_CORE_SA_AR,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
FAST_CORE_SA_AR,2020-06,1,2020-07,2.9753876194300823,3.397612488521572
FAST_CORE_SA_AR,2020-06,2,2020-08,2.8320196471720203,3.302752293577968
FAST_CORE_SA_AR,2020-06,3,2020-09,3.1396822334374046,3.2287822878228734
FAST_CORE_SA_AR,2020-06,4,2020-10,2.944740018400919,2.9384756657483617
FAST_CORE_SA_AR,2020-06,5,2020-11,2.676006793706134,2.655677655677633
FAST_CORE_SA_AR,2020-06,6,2020-12,2.584930357777733,2.285191956124307
FAST_CORE_SA_AR,2020-06,7,2021-01,2.0159124823506973,2.162162162162171
FAST_CORE_SA_AR,2020-06,8,2021-02,1.9905402980315252,2.066486972147356
FAST_CORE_SA_AR,2020-06,9,2021-03,2.064169348894114,2.33812949640288
FAST_CORE_SA_AR,2020-06,10,2021-04,2.4204483629317375,3.0630630630630717
FAST_CORE_SA_AR,2020-06,11,2021-05,2.2945477071700053,2.872531418312392
FAST_CORE_SA_AR,2020-06,12,2021-06,2.0160959085499046,2.765388046387192
FAST_FOOD_SA_AR,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
FAST_FOOD_SA_AR,2020-06,1,2020-07,3.041857598327322,3.397612488521572
FAST_FOOD_SA_AR,2020-06,2,2020-08,3.050484849215237,3.302752293577968
FAST_FOOD_SA_AR,2020-06,3,2020-09,3.518629042127911,3.2287822878228734
FAST_FOOD_SA_AR,2020-06,4,2020-10,3.446541305363123,2.9384756657483617
FAST_FOOD_SA_AR,2020-06,5,2020-11,3.323426130970323,2.655677655677633
FAST_FOOD_SA_AR,2020-06,6,2020-12,3.3570449342963466,2.285191956124307
FAST_FOOD_SA_AR,2020-06,7,2021-01,2.8906825968067937,2.162162162162171
FAST_FOOD_SA_AR,2020-06,8,2021-02,2.9534493087578966,2.066486972147356
FAST_FOOD_SA_AR,2020-06,9,2021-03,3.1591078055012107,2.33812949640288
FAST_FOOD_SA_AR,2020-06,10,2021-04,3.6608013344895447,3.0630630630630717
FAST_FOOD_SA_AR,2020-06,11,2021-05,3.639945987637659,2.872531418312392
FAST_FOOD_SA_AR,2020-06,12,2021-06,3.4925010757894808,2.765388046387192
FAST_FUEL_SA_AR,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
FAST_FUEL_SA_AR,2020-06,1,2020-07,2.9251398361283076,3.397612488521572
FAST_FUEL_SA_AR,2020-06,2,2020-08,2.8613899532708906,3.302752293577968
FAST_FUEL_SA_AR,2020-06,3,2020-09,3.2885541245336913,3.2287822878228734
FAST_FUEL_SA_AR,2020-06,4,2020-10,3.1982120414144584,2.9384756657483617
FAST_FUEL_SA_AR,2020-06,5,2020-11,3.0525887162487755,2.655677655677633
FAST_FUEL_SA_AR,2020-06,6,2020-12,3.0487973946495917,2.285191956124307
FAST_FUEL_SA_AR,2020-06,7,2021-01,2.5580200975104503,2.162162162162171
FAST_FUEL_SA_AR,2020-06,8,2021-02,2.571107591562429,2.066486972147356
FAST_FUEL_SA_AR,2020-06,9,2021-03,2.7618760863711476,2.33812949640288
FAST_FUEL_SA_AR,2020-06,10,2021-04,3.2398998376564276,3.0630630630630717
FAST_FUEL_SA_AR,2020-06,11,2021-05,3.2701176247106174,2.872531418312392
FAST_FUEL_SA_AR,2020-06,12,2021-06,3.169786743325451,2.765388046387192
FAST_ADMINISTERED_SA_AR,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
FAST_ADMINISTERED_SA_AR,2020-06,1,2020-07,3.0877041536011705,3.397612488521572
FAST_ADMINISTERED_SA_AR,2020-06,2,2020-08,3.0967427813119537,3.302752293577968
FAST_ADMINISTERED_SA_AR,2020-06,3,2020-09,3.54496131409146,3.2287822878228734
FAST_ADMINISTERED_SA_AR,2020-06,4,2020-10,3.4632225025101557,2.9384756657483617
FAST_ADMINISTERED_SA_AR,2020-06,5,2020-11,3.345376166386388,2.655677655677633
FAST_ADMINISTERED_SA_AR,2020-06,6,2020-12,3.38601656312199,2.285191956124307
FAST_ADMINISTERED_SA_AR,2020-06,7,2021-01,2.778389093696478,2.162162162162171
FAST_ADMINISTERED_SA_AR,2020-06,8,2021-02,2.849490741471249,2.066486972147356
FAST_ADMINISTERED_SA_AR,2020-06,9,2021-03,3.0762037121569006,2.33812949640288
FAST_ADMINISTERED_SA_AR,2020-06,10,2021-04,3.561455567034351,3.0630630630630717
FAST_ADMINISTERED_SA_AR,2020-06,11,2021-05,3.5115203238933863,2.872531418312392
FAST_ADMINISTERED_SA_AR,2020-06,12,2021-06,3.389019146131683,2.765388046387192
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,0,2020-06,3.0258841043664346,3.317972350230406
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,1,2020-07,3.088830415136587,3.397612488521572
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,2,2020-08,3.091272805303142,3.302752293577968
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,3,2020-09,3.5539859692949864,3.2287822878228734
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,4,2020-10,3.4762339443267063,2.9384756657483617
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,5,2020-11,3.3498047181460793,2.655677655677633
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,6,2020-12,3.3819054822053523,2.285191956124307
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,7,2021-01,2.9140482072959295,2.162162162162171
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,8,2021-02,2.9888134362638525,2.066486972147356
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,9,2021-03,3.1948197708626718,2.33812949640288
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,10,2021-04,3.6816801005792175,3.0630630630630717
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,11,2021-05,3.668711001319907,2.872531418312392
FAST_ALCOHOL_TOBACCO_SA_AR,2020-06,12,2021-06,3.524958265493769,2.765388046387192
SELL_SIDE_PATH,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
SELL_SIDE_PATH,2020-07,1,2020-08,3.3056383449506574,3.302752293577968
SELL_SIDE_PATH,2020-07,2,2020-09,3.598372634473262,3.2287822878228734
SELL_SIDE_PATH,2020-07,3,2020-10,3.4179163915869895,2.9384756657483617
SELL_SIDE_PATH,2020-07,4,2020-11,3.1497531355560944,2.655677655677633
SELL_SIDE_PATH,2020-07,5,2020-12,3.0403407411237806,2.285191956124307
SELL_SIDE_PATH,2020-07,6,2021-01,2.3078303342256326,2.162162162162171
SELL_SIDE_PATH,2020-07,7,2021-02,2.2083653805842265,2.066486972147356
SELL_SIDE_PATH,2020-07,8,2021-03,2.2863322907354844,2.33812949640288
SELL_SIDE_PATH,2020-07,9,2021-04,2.650490182517848,3.0630630630630717
SELL_SIDE_PATH,2020-07,10,2021-05,2.522743743199617,2.872531418312392
SELL_SIDE_PATH,2020-07,11,2021-06,2.0985580415540492,2.765388046387192
SELL_SIDE_PATH,2020-07,12,2021-07,1.7608222965975147,3.3747779751332514
SELL_SIDE_TARGET_PATH,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
SELL_SIDE_TARGET_PATH,2020-07,1,2020-08,3.3241793409073566,3.302752293577968
SELL_SIDE_TARGET_PATH,2020-07,2,2020-09,3.6354930595265853,3.2287822878228734
SELL_SIDE_TARGET_PATH,2020-07,3,2020-10,3.473533148420184,2.9384756657483617
SELL_SIDE_TARGET_PATH,2020-07,4,2020-11,3.2237084531004614,2.655677655677633
SELL_SIDE_TARGET_PATH,2020-07,5,2020-12,3.132711895022417,2.285191956124307
SELL_SIDE_TARGET_PATH,2020-07,6,2021-01,2.4178330482053445,2.162162162162171
SELL_SIDE_TARGET_PATH,2020-07,7,2021-02,2.336631700347821,2.066486972147356
SELL_SIDE_TARGET_PATH,2020-07,8,2021-03,2.4330405723019664,2.33812949640288
SELL_SIDE_TARGET_PATH,2020-07,9,2021-04,2.8161792135838386,3.0630630630630717
SELL_SIDE_TARGET_PATH,2020-07,10,2021-05,2.706612954518419,2.872531418312392
SELL_SIDE_TARGET_PATH,2020-07,11,2021-06,2.299998124009913,2.765388046387192
SELL_SIDE_TARGET_PATH,2020-07,12,2021-07,1.9799308928183577,3.3747779751332514
FAST_CORE_SA_AR,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
FAST_CORE_SA_AR,2020-07,1,2020-08,3.3235799184477095,3.302752293577968
FAST_CORE_SA_AR,2020-07,2,2020-09,3.6160810928153126,3.2287822878228734
FAST_CORE_SA_AR,2020-07,3,2020-10,3.41987147913999,2.9384756657483617
FAST_CORE_SA_AR,2020-07,4,2020-11,3.143762647205489,2.655677655677633
FAST_CORE_SA_AR,2020-07,5,2020-12,3.0521939771590803,2.285191956124307
FAST_CORE_SA_AR,2020-07,6,2021-01,2.465834670130957,2.162162162162171
FAST_CORE_SA_AR,2020-07,7,2021-02,2.4418322745792893,2.066486972147356
FAST_CORE_SA_AR,2020-07,8,2021-03,2.5144103092151138,2.33812949640288
FAST_CORE_SA_AR,2020-07,9,2021-04,2.8749820042421868,3.0630630630630717
FAST_CORE_SA_AR,2020-07,10,2021-05,2.7473668016068076,2.872531418312392
FAST_CORE_SA_AR,2020-07,11,2021-06,2.257331257954681,2.765388046387192
FAST_CORE_SA_AR,2020-07,12,2021-07,2.0074047777715514,3.3747779751332514
FAST_FOOD_SA_AR,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
FAST_FOOD_SA_AR,2020-07,1,2020-08,3.500159396882193,3.302752293577968
FAST_FOOD_SA_AR,2020-07,2,2020-09,3.982991172528726,3.2287822878228734
FAST_FOOD_SA_AR,2020-07,3,2020-10,3.9371717727500712,2.9384756657483617
FAST_FOOD_SA_AR,2020-07,4,2020-11,3.8332795418070846,2.655677655677633
FAST_FOOD_SA_AR,2020-07,5,2020-12,3.8892535744986576,2.285191956124307
FAST_FOOD_SA_AR,2020-07,6,2021-01,3.426023463334195,2.162162162162171
FAST_FOOD_SA_AR,2020-07,7,2021-02,3.5103155571399065,2.066486972147356
FAST_FOOD_SA_AR,2020-07,8,2021-03,3.735743121486526,2.33812949640288
FAST_FOOD_SA_AR,2020-07,9,2021-04,4.262693752624737,3.0630630630630717
FAST_FOOD_SA_AR,2020-07,10,2021-05,4.259629896201621,2.872531418312392
FAST_FOOD_SA_AR,2020-07,11,2021-06,3.8918818528920776,2.765388046387192
FAST_FOOD_SA_AR,2020-07,12,2021-07,3.723362230330639,3.3747779751332514
FAST_FUEL_SA_AR,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
FAST_FUEL_SA_AR,2020-07,1,2020-08,3.447842837757854,3.302752293577968
FAST_FUEL_SA_AR,2020-07,2,2020-09,3.916163186162774,3.2287822878228734
FAST_FUEL_SA_AR,2020-07,3,2020-10,3.866908408884205,2.9384756657483617
FAST_FUEL_SA_AR,2020-07,4,2020-11,3.748793370140998,2.655677655677633
FAST_FUEL_SA_AR,2020-07,5,2020-12,3.7738635217689867,2.285191956124307
FAST_FUEL_SA_AR,2020-07,6,2021-01,3.289859837557527,2.162162162162171
FAST_FUEL_SA_AR,2020-07,7,2021-02,3.327605189642443,2.066486972147356
FAST_FUEL_SA_AR,2020-07,8,2021-03,3.541134824295867,2.33812949640288
FAST_FUEL_SA_AR,2020-07,9,2021-04,4.0474894311873895,3.0630630630630717
FAST_FUEL_SA_AR,2020-07,10,2021-05,4.0978433135680845,2.872531418312392
FAST_FUEL_SA_AR,2020-07,11,2021-06,3.786061984808188,2.765388046387192
FAST_FUEL_SA_AR,2020-07,12,2021-07,3.649851445947144,3.3747779751332514
FAST_ADMINISTERED_SA_AR,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
FAST_ADMINISTERED_SA_AR,2020-07,1,2020-08,3.491188430510137,3.302752293577968
FAST_ADMINISTERED_SA_AR,2020-07,2,2020-09,3.9463045941349884,3.2287822878228734
FAST_ADMINISTERED_SA_AR,2020-07,3,2020-10,3.8849727448075715,2.9384756657483617
FAST_ADMINISTERED_SA_AR,2020-07,4,2020-11,3.781158283460832,2.655677655677633
FAST_ADMINISTERED_SA_AR,2020-07,5,2020-12,3.841828949929498,2.285191956124307
FAST_ADMINISTERED_SA_AR,2020-07,6,2021-01,3.2494778000995614,2.162162162162171
FAST_ADMINISTERED_SA_AR,2020-07,7,2021-02,3.342302527072739,2.066486972147356
FAST_ADMINISTERED_SA_AR,2020-07,8,2021-03,3.5869805593199384,2.33812949640288
FAST_ADMINISTERED_SA_AR,2020-07,9,2021-04,4.097630880307582,3.0630630630630717
FAST_ADMINISTERED_SA_AR,2020-07,10,2021-05,4.06930630396372,2.872531418312392
FAST_ADMINISTERED_SA_AR,2020-07,11,2021-06,3.7135719770429803,2.765388046387192
FAST_ADMINISTERED_SA_AR,2020-07,12,2021-07,3.60303003118658,3.3747779751332514
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,0,2020-07,3.4397348794901577,3.397612488521572
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,1,2020-08,3.485060697145893,3.302752293577968
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,2,2020-09,3.9531416473583865,3.2287822878228734
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,3,2020-10,3.8952010200328764,2.9384756657483617
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,4,2020-11,3.783318235622294,2.655677655677633
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,5,2020-12,3.8359589136196366,2.285191956124307
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,6,2021-01,3.3707441926941124,2.162162162162171
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,7,2021-02,3.466644561111915,2.066486972147356
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,8,2021-03,3.6922051027783875,2.33812949640288
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,9,2021-04,4.204004702613406,3.0630630630630717
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,10,2021-05,4.209119672021479,2.872531418312392
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,11,2021-06,3.8405134732093518,2.765388046387192
FAST_ALCOHOL_TOBACCO_SA_AR,2020-07,12,2021-07,3.7312954988144313,3.3747779751332514
SELL_SIDE_PATH,2020-08,0,2020-08,3.3369803759667658,3.302752293577968
SELL_SIDE_PATH,2020-08,1,2020-09,3.730908402314009,3.2287822878228734
SELL_SIDE_PATH,2020-08,2,2020-10,3.5582640357317334,2.9384756657483617
SELL_SIDE_PATH,2020-08,3,2020-11,3.311946097842464,2.655677655677633
SELL_SIDE_PATH,2020-08,4,2020-12,3.2040276324404893,2.285191956124307
SELL_SIDE_PATH,2020-08,5,2021-01,2.4751504210950297,2.162162162162171
SELL_SIDE_PATH,2020-08,6,2021-02,2.365768352357662,2.066486972147356
SELL_SIDE_PATH,2020-08,7,2021-03,2.453979867597426,2.33812949640288
SELL_SIDE_PATH,2020-08,8,2021-04,2.805290068869088,3.0630630630630717
SELL_SIDE_PATH,2020-08,9,2021-05,2.6662173280361396,2.872531418312392
SELL_SIDE_PATH,2020-08,10,2021-06,2.2394391696514226,2.765388046387192
SELL_SIDE_PATH,2020-08,11,2021-07,1.9709966470696862,3.3747779751332514
SELL_SIDE_PATH,2020-08,12,2021-08,1.8636276427221252,4.085257548845505
SELL_SIDE_TARGET_PATH,2020-08,0,2020-08,3.3369803759667658,3.302752293577968
SELL_SIDE_TARGET_PATH,2020-08,1,2020-09,3.741678551712626,3.2287822878228734
SELL_SIDE_TARGET_PATH,2020-08,2,2020-10,3.5798116626007292,2.9384756657483617
SELL_SIDE_TARGET_PATH,2020-08,3,2020-11,3.3441909341026768,2.655677655677633
SELL_SIDE_TARGET_PATH,2020-08,4,2020-12,3.2469949345147215,2.285191956124307
SELL_SIDE_TARGET_PATH,2020-08,5,2021-01,2.5284497723753856,2.162162162162171
SELL_SIDE_TARGET_PATH,2020-08,6,2021-02,2.429693835746892,2.066486972147356
SELL_SIDE_TARGET_PATH,2020-08,7,2021-03,2.5286262495525165,2.33812949640288
SELL_SIDE_TARGET_PATH,2020-08,8,2021-04,2.890924941494349,3.0630630630630717
SELL_SIDE_TARGET_PATH,2020-08,9,2021-05,2.7624247813404454,2.872531418312392
SELL_SIDE_TARGET_PATH,2020-08,10,2021-06,2.3459013356685485,2.765388046387192
SELL_SIDE_TARGET_PATH,2020-08,11,2021-07,2.087853712681409,3.3747779751332514
SELL_SIDE_TARGET_PATH,2020-08,12,2021-08,1.9909947452884869,4.085257548845505
FAST_CORE_SA_AR,2020-08,0,2020-08,3.3369803759667658,3.302752293577968
FAST_CORE_SA_AR,2020-08,1,2020-09,3.68804205816236,3.2287822878228734
FAST_CORE_SA_AR,2020-08,2,2020-10,3.474920321783593,2.9384756657483617
FAST_CORE_SA_AR,2020-08,3,2020-11,3.2034875820558093,2.655677655677633
FAST_CORE_SA_AR,2020-08,4,2020-12,3.100835955779973,2.285191956124307
FAST_CORE_SA_AR,2020-08,5,2021-01,2.5666525640389497,2.162162162162171
FAST_CORE_SA_AR,2020-08,6,2021-02,2.53394962518545,2.066486972147356
FAST_CORE_SA_AR,2020-08,7,2021-03,2.610049546736268,2.33812949640288
FAST_CORE_SA_AR,2020-08,8,2021-04,2.959734838757807,3.0630630630630717
FAST_CORE_SA_AR,2020-08,9,2021-05,2.8360786223360854,2.872531418312392
FAST_CORE_SA_AR,2020-08,10,2021-06,2.3414710728805908,2.765388046387192
FAST_CORE_SA_AR,2020-08,11,2021-07,2.1198890605906318,3.3747779751332514
FAST_CORE_SA_AR,2020-08,12,2021-08,2.03444259002946,4.085257548845505
FAST_FOOD_SA_AR,2020-08,0,2020-08,3.3369803759667658,3.302752293577968
FAST_FOOD_SA_AR,2020-08,1,2020-09,3.9085383829368894,3.2287822878228734
FAST_FOOD_SA_AR,2020-08,2,2020-10,3.903220360250961,2.9384756657483617
FAST_FOOD_SA_AR,2020-08,3,2020-11,3.861119663927945,2.655677655677633
FAST_FOOD_SA_AR,2020-08,4,2020-12,3.9665979338337425,2.285191956124307
FAST_FOOD_SA_AR,2020-08,5,2021-01,3.6121651601535634,2.162162162162171
FAST_FOOD_SA_AR,2020-08,6,2021-02,3.744626550612282,2.066486972147356
FAST_FOOD_SA_AR,2020-08,7,2021-03,4.026678935120457,2.33812949640288
FAST_FOOD_SA_AR,2020-08,8,2021-04,4.596251442779721,3.0630630630630717
FAST_FOOD_SA_AR,2020-08,9,2021-05,4.650224013799663,2.872531418312392
FAST_FOOD_SA_AR,2020-08,10,2021-06,4.32970009478323,2.765388046387192
FAST_FOOD_SA_AR,2020-08,11,2021-07,4.217542965970826,3.3747779751332514
FAST_FOOD_SA_AR,2020-08,12,2021-08,4.341964787907561,4.085257548845505
FAST_FUEL_SA_AR,2020-08,0,2020-08,3.3369803759667658,3.302752293577968
FAST_FUEL_SA_AR,2020-08,1,2020-09,3.9447420783451217,3.2287822878228734
FAST_FUEL_SA_AR,2020-08,2,2020-10,3.955065728021175,2.9384756657483617
FAST_FUEL_SA_AR,2020-08,3,2020-11,3.909980372545897,2.655677655677633
FAST_FUEL_SA_AR,2020-08,4,2020-12,3.9893903156606507,2.285191956124307
FAST_FUEL_SA_AR,2020-08,5,2021-01,3.6199458382840173,2.162162162162171
FAST_FUEL_SA_AR,2020-08,6,2021-02,3.710023083529513,2.066486972147356
FAST_FUEL_SA_AR,2020-08,7,2021-03,3.983668545716351,2.33812949640288
FAST_FUEL_SA_AR,2020-08,8,2021-04,4.536251540087217,3.0630630630630717
FAST_FUEL_SA_AR,2020-08,9,2021-05,4.6465767082599045,2.872531418312392
FAST_FUEL_SA_AR,2020-08,10,2021-06,4.384354989719898,2.765388046387192
FAST_FUEL_SA_AR,2020-08,11,2021-07,4.319974538014999,3.3747779751332514
FAST_FUEL_SA_AR,2020-08,12,2021-08,4.420613927050305,4.085257548845505
FAST_ADMINISTERED_SA_AR,2020-08,0,2020-08,3.3369803759667658,3.302752293577968
FAST_ADMINISTERED_SA_AR,2020-08,1,2020-09,3.8773296917643822,3.2287822878228734
FAST_ADMINISTERED_SA_AR,2020-08,2,2020-10,3.8514170477121965,2.9384756657483617
FAST_ADMINISTERED_SA_AR,2020-08,3,2020-11,3.8107320060624867,2.655677655677633
FAST_ADMINISTERED_SA_AR,2020-08,4,2020-12,3.9213140140333107,2.285191956124307
FAST_ADMINISTERED_SA_AR,2020-08,5,2021-01,3.390052223492067,2.162162162162171
FAST_ADMINISTERED_SA_AR,2020-08,6,2021-02,3.5312903164877105,2.066486972147356
FAST_ADMINISTERED_SA_AR,2020-08,7,2021-03,3.84170827320647,2.33812949640288
FAST_ADMINISTERED_SA_AR,2020-08,8,2021-04,4.396148722854638,3.0630630630630717
FAST_ADMINISTERED_SA_AR,2020-08,9,2021-05,4.413564532859214,2.872531418312392
