model,h,sample,n,headline_mse,other_mse,core_difference_mse,cross_term
DAMPED_P95_Q001_R16,2,full,86,1.4905827717819624,1.3043223100143864,0.12130713463550259,0.06495332713207334
DAMPED_P95_Q001_R16,2,origins_2024plus,29,0.1933044932254727,0.14542230689889626,0.020121031541900983,0.027761154784675404
DAMPED_P95_Q001_R16,3,full,84,2.0699327263697036,1.7116709337051728,0.2577982349903461,0.1004635576741851
DAMPED_P95_Q001_R16,3,origins_2024plus,28,0.26405320198662546,0.206818146919102,0.02756623077763981,0.02966882428988368
DAMPED_P95_Q001_R16,4,full,83,2.826528136424673,2.288044617343408,0.4662111719639847,0.07227234711728076
DAMPED_P95_Q001_R16,4,origins_2024plus,27,0.21198130025859768,0.17639477603403578,0.035580348056947445,6.17616761448656e-06
DAMPED_P95_Q001_R16,5,full,82,3.806778025112288,3.0241847892541065,0.7793755724748881,0.0032176633832925474
DAMPED_P95_Q001_R16,5,origins_2024plus,26,0.2214013523944684,0.18968917022361848,0.055363985930935236,-0.023651803760085306
DAMPED_P95_Q001_R16,6,full,81,5.015202096070462,3.8001048496731658,1.227866580937075,-0.012769334539779147
DAMPED_P95_Q001_R16,6,origins_2024plus,25,0.266190852458951,0.25097239693153606,0.07524304189558743,-0.06002458636817245
DAMPED_P95_Q001_R16,7,full,80,6.722627933107617,4.741002600519488,1.8292893279148799,0.15233600467325087
DAMPED_P95_Q001_R16,7,origins_2024plus,24,0.35158881300840367,0.3402781871372927,0.10561246451075153,-0.09430183863964058
DAMPED_P95_Q001_R16,8,full,79,9.041740403808582,5.7974149231078265,2.586742284874564,0.6575831958261921
DAMPED_P95_Q001_R16,8,origins_2024plus,23,0.3978380814571291,0.39844070854299696,0.1389634675122168,-0.13956609459808472
DAMPED_P95_Q001_R16,9,full,78,12.146066790835158,7.247752929794166,3.5103897223850504,1.3879241386559424
DAMPED_P95_Q001_R16,9,origins_2024plus,22,0.4188652706165541,0.4199963300216789,0.1768390622253815,-0.1779701216305063
DAMPED_P95_Q001_R16,10,full,77,15.751210423859172,8.88921970399636,4.598701347984558,2.2632893718782574
DAMPED_P95_Q001_R16,10,origins_2024plus,21,0.4976214832288499,0.5459937876813551,0.21978733782270962,-0.26815964227521477
DAMPED_P95_Q001_R16,11,full,76,19.65465409871642,10.723635412469603,5.888649559613007,3.0423691266338126
DAMPED_P95_Q001_R16,11,origins_2024plus,20,0.5248886505443803,0.6347589290898179,0.2849769975048109,-0.39484727605024866
DAMPED_P95_Q001_R16,12,full,75,23.137504026825045,11.939747162765151,7.483471914311147,3.7142849497487496
DAMPED_P95_Q001_R16,12,origins_2024plus,19,0.5125113363133684,0.6869694577779185,0.3932425142368368,-0.567700635701387
JOINT_DOMESTIC_R22,1,full,88,0.7683343637835693,0.6663334683705837,0.031007573471133667,0.070993321941852
JOINT_DOMESTIC_R22,1,origins_2024plus,30,0.11303878345830788,0.0972913728246651,0.009889254312999649,0.005858156320643137
JOINT_DOMESTIC_R22,2,full,86,1.5875131092867938,1.3043223100143864,0.10829305262131607,0.17489774665109137
JOINT_DOMESTIC_R22,2,origins_2024plus,29,0.22573926540121977,0.14542230689889626,0.026013977723679926,0.05430298077864355
JOINT_DOMESTIC_R22,3,full,84,2.2758879484450736,1.7116709337051728,0.233498311049472,0.3307187036904288
JOINT_DOMESTIC_R22,3,origins_2024plus,28,0.32319714278594464,0.206818146919102,0.04151359748481669,0.07486539838202592
JOINT_DOMESTIC_R22,4,full,83,3.2716033600213503,2.288044617343408,0.42020762385366417,0.5633511188242778
JOINT_DOMESTIC_R22,4,origins_2024plus,27,0.30030798995377267,0.17639477603403578,0.05252789583813206,0.07138531808160488
JOINT_DOMESTIC_R22,5,full,82,4.669866011735694,3.0241847892541065,0.6987757891223593,0.9469054333592284
JOINT_DOMESTIC_R22,5,origins_2024plus,26,0.3639530148535187,0.18968917022361848,0.07631331396458738,0.09795053066531294
JOINT_DOMESTIC_R22,6,full,81,6.324889572481038,3.8001048496731658,1.0809213271850948,1.443863395622778
JOINT_DOMESTIC_R22,6,origins_2024plus,25,0.5173819460923913,0.25097239693153606,0.10902118898059492,0.15738836018026034
JOINT_DOMESTIC_R22,7,full,80,8.441176029406744,4.741002600519488,1.5628866324717792,2.137286796415475
JOINT_DOMESTIC_R22,7,origins_2024plus,24,0.7176208004176624,0.3402781871372927,0.13803994864271443,0.23930266463765515
JOINT_DOMESTIC_R22,8,full,79,11.181782301306866,5.7974149231078265,2.166226181546922,3.2181411966521183
JOINT_DOMESTIC_R22,8,origins_2024plus,23,0.932756457122357,0.39844070854299696,0.18932447056039398,0.3449912780189662
JOINT_DOMESTIC_R22,9,full,78,14.741405543567708,7.247752929794166,2.896736151929725,4.5969164618438185
JOINT_DOMESTIC_R22,9,origins_2024plus,22,1.128636628030472,0.4199963300216789,0.25385508090681125,0.4547852171019817
JOINT_DOMESTIC_R22,10,full,77,18.91620568743431,8.88921970399636,3.74494111885123,6.282044864586722
JOINT_DOMESTIC_R22,10,origins_2024plus,21,1.439596367852257,0.5459937876813551,0.31796576169876634,0.5756368184721354
JOINT_DOMESTIC_R22,11,full,76,23.51438463882163,10.723635412469603,4.7430648797082835,8.047684346643747
JOINT_DOMESTIC_R22,11,origins_2024plus,20,1.7349597555977376,0.6347589290898179,0.3611706093944765,0.7390302171134431
JOINT_DOMESTIC_R22,12,full,75,27.414811634816246,11.939747162765151,5.883938543669038,9.591125928382057
JOINT_DOMESTIC_R22,12,origins_2024plus,19,2.020232067309204,0.6869694577779185,0.4313013449489147,0.9019612645823707
JOINT_ENET_R22,1,full,88,0.7764239317025446,0.6663334683705837,0.033341602891567707,0.07674886044039343
JOINT_ENET_R22,1,origins_2024plus,30,0.125652738731248,0.0972913728246651,0.016177357417799444,0.012184008488783463
JOINT_ENET_R22,2,full,86,1.6163443963805304,1.3043223100143864,0.13339343614350305,0.17862865022264077
JOINT_ENET_R22,2,origins_2024plus,29,0.23232356184142675,0.14542230689889626,0.039751632780450595,0.04714962216207989
JOINT_ENET_R22,3,full,84,2.318987045144382,1.7116709337051728,0.2663680420047616,0.34094806943444783
JOINT_ENET_R22,3,origins_2024plus,28,0.3485293927841656,0.206818146919102,0.07981332843571891,0.06189791742934468
JOINT_ENET_R22,4,full,83,3.4462207261888462,2.288044617343408,0.46375051712705073,0.6944255917183868
JOINT_ENET_R22,4,origins_2024plus,27,0.3790152891938213,0.17639477603403578,0.12537599287134538,0.0772445202884402
JOINT_ENET_R22,5,full,82,4.945933632925048,3.0241847892541065,0.7735258469798331,1.1482229966911075
JOINT_ENET_R22,5,origins_2024plus,26,0.4406008990481657,0.18968917022361848,0.17081284654009493,0.0800988822844523
JOINT_ENET_R22,6,full,81,6.796120958347291,3.8001048496731658,1.2022373520631675,1.7937787566109582
JOINT_ENET_R22,6,origins_2024plus,25,0.6439882163089089,0.25097239693153606,0.2513523957553607,0.14166342362201212
JOINT_ENET_R22,7,full,80,9.056639873175005,4.741002600519488,1.7387894244043622,2.576847848251153
JOINT_ENET_R22,7,origins_2024plus,24,0.9515332978498852,0.3402781871372927,0.3472256855299493,0.2640294251826431
JOINT_ENET_R22,8,full,79,11.69625731061476,5.7974149231078265,2.425451361017503,3.473391026489428
JOINT_ENET_R22,8,origins_2024plus,23,1.2844792875494542,0.39844070854299696,0.5199352437442838,0.36610333526217337
JOINT_ENET_R22,9,full,78,15.040346192119074,7.247752929794166,3.2215320468869546,4.571061215437955
JOINT_ENET_R22,9,origins_2024plus,22,1.5614956203983972,0.4199963300216789,0.6756785754607028,0.46582071491601573
JOINT_ENET_R22,10,full,77,18.65356423880739,8.88921970399636,4.112459692291567,5.651884842519461
JOINT_ENET_R22,10,origins_2024plus,21,1.9123209106427461,0.5459937876813551,0.8260554175659629,0.5402717053954286
JOINT_ENET_R22,11,full,76,23.04450719834143,10.723635412469603,5.180382504260941,7.14048928161088
JOINT_ENET_R22,11,origins_2024plus,20,2.6121329560063855,0.6347589290898179,1.0594161582185686,0.9179578686979989
JOINT_ENET_R22,12,full,75,26.747342423439207,11.939747162765151,6.357175343726769,8.450419916947288
JOINT_ENET_R22,12,origins_2024plus,19,3.1785473266540234,0.6869694577779185,1.3037633107875102,1.187814558088595
JOINT_HALF_R22,1,full,88,0.7507177942783503,0.6663334683705837,0.029130298962681458,0.0552540269450851
JOINT_HALF_R22,1,origins_2024plus,30,0.11180206446600147,0.0972913728246651,0.008212874549894214,0.00629781709144218
JOINT_HALF_R22,2,full,86,1.5270734039984792,1.3043223100143864,0.09795629148508235,0.12479480249901054
JOINT_HALF_R22,2,origins_2024plus,29,0.20235909875289879,0.14542230689889626,0.019098785744219016,0.03783800610978353
JOINT_HALF_R22,3,full,84,2.159411934954491,1.7116709337051728,0.20666469720696073,0.241076304042357
JOINT_HALF_R22,3,origins_2024plus,28,0.2802754128107284,0.206818146919102,0.026709693863459318,0.046747572028167046
JOINT_HALF_R22,4,full,83,3.0393258792387026,2.288044617343408,0.36963646959380636,0.38164479230148807
JOINT_HALF_R22,4,origins_2024plus,27,0.23686963124097749,0.17639477603403578,0.028654726811552397,0.03182012839538933
JOINT_HALF_R22,5,full,82,4.256043260451067,3.0241847892541065,0.6181678140326349,0.6136906571643257
JOINT_HALF_R22,5,origins_2024plus,26,0.2571483302412904,0.18968917022361848,0.03653413140593309,0.03092502861173889
JOINT_HALF_R22,6,full,81,5.716330647678438,3.8001048496731658,0.9729708474540026,0.9432549505512692
JOINT_HALF_R22,6,origins_2024plus,25,0.34141759914981357,0.25097239693153606,0.046076647662263506,0.04436855455601397
JOINT_HALF_R22,7,full,80,7.626383026397941,4.741002600519488,1.4394213977519839,1.445959028126471
JOINT_HALF_R22,7,origins_2024plus,24,0.4705083117194467,0.3402781871372927,0.06119147873988132,0.06903864584227272
JOINT_HALF_R22,8,full,79,10.0913576419358,5.7974149231078265,2.0246585929126284,2.269284125915346
JOINT_HALF_R22,8,origins_2024plus,23,0.5870020942954376,0.39844070854299696,0.0860365054650634,0.10252488028737716
JOINT_HALF_R22,9,full,78,13.310168008917243,7.247752929794166,2.732727032874874,3.329688046248203
JOINT_HALF_R22,9,origins_2024plus,22,0.6719487412894308,0.4199963300216789,0.11010185053740677,0.14185056073034524
JOINT_HALF_R22,10,full,77,17.084692430240974,8.88921970399636,3.558215081734652,4.637257644509962
JOINT_HALF_R22,10,origins_2024plus,21,0.87198414202204,0.5459937876813551,0.12646207984205343,0.19952827449863136
JOINT_HALF_R22,11,full,76,21.283611396584025,10.723635412469603,4.534590201998156,6.025385782116269
JOINT_HALF_R22,11,origins_2024plus,20,1.066644762775373,0.6347589290898179,0.13785516699366768,0.29403066669188743
JOINT_HALF_R22,12,full,75,24.97713196532017,11.939747162765151,5.696618153112632,7.340766649442382
JOINT_HALF_R22,12,origins_2024plus,19,1.2333504204547914,0.6869694577779185,0.16138208324072972,0.384998879436143
JOINT_IMPORTED_R22,1,full,88,0.7575253202960307,0.6663334683705837,0.030040715705372086,0.061151136220074995
JOINT_IMPORTED_R22,1,origins_2024plus,30,0.11546290501624483,0.0972913728246651,0.009573772185748975,0.008597760005830794
JOINT_IMPORTED_R22,2,full,86,1.5442027656501274,1.3043223100143864,0.10413161852093039,0.13574883711481087
JOINT_IMPORTED_R22,2,origins_2024plus,29,0.21477480873219357,0.14542230689889626,0.02652179343763183,0.042830708395665454
JOINT_IMPORTED_R22,3,full,84,2.2374944007298643,1.7116709337051728,0.2249191956956283,0.3009042713290629
JOINT_IMPORTED_R22,3,origins_2024plus,28,0.29997179818338265,0.206818146919102,0.04201406792156121,0.05113958334271946
JOINT_IMPORTED_R22,4,full,83,3.2438948516162394,2.288044617343408,0.40472421641325873,0.551126017859572
JOINT_IMPORTED_R22,4,origins_2024plus,27,0.2593651829931344,0.17639477603403578,0.05353885838010333,0.029431548578995333
JOINT_IMPORTED_R22,5,full,82,4.714595102900921,3.0241847892541065,0.6765301328531365,1.0138801807936784
JOINT_IMPORTED_R22,5,origins_2024plus,26,0.2804034056163788,0.18968917022361848,0.0656477569436586,0.0250664784491017
JOINT_IMPORTED_R22,6,full,81,6.451934473130279,3.8001048496731658,1.0648529807341938,1.5869766427229204
JOINT_IMPORTED_R22,6,origins_2024plus,25,0.3707241285120908,0.25097239693153606,0.08966479677870201,0.030086934801852684
JOINT_IMPORTED_R22,7,full,80,8.603805574892858,4.741002600519488,1.5668279334347717,2.2959750409386
JOINT_IMPORTED_R22,7,origins_2024plus,24,0.5151741152049355,0.3402781871372927,0.12196203038352627,0.052933897684116514
JOINT_IMPORTED_R22,8,full,79,11.285076509238362,5.7974149231078265,2.1905855625179522,3.297076023612582
JOINT_IMPORTED_R22,8,origins_2024plus,23,0.6774637920243174,0.39844070854299696,0.17766671458682531,0.10135636889449506
JOINT_IMPORTED_R22,9,full,78,14.686556983992233,7.247752929794166,2.9422531635619213,4.49655089063615
JOINT_IMPORTED_R22,9,origins_2024plus,22,0.7893762632470664,0.4199963300216789,0.23501674489209143,0.1343631883332961
JOINT_IMPORTED_R22,10,full,77,18.71501725584655,8.88921970399636,3.8241490755856207,6.001648476264573
JOINT_IMPORTED_R22,10,origins_2024plus,21,1.0744660677335338,0.5459937876813551,0.29879608544582714,0.22967619460635183
JOINT_IMPORTED_R22,11,full,76,23.268556396661417,10.723635412469603,4.872012823493566,7.6729081606982446
JOINT_IMPORTED_R22,11,origins_2024plus,20,1.362976546702866,0.6347589290898179,0.35677406603809203,0.3714435515749561
JOINT_IMPORTED_R22,12,full,75,27.3358980613177,11.939747162765151,6.061571114244844,9.334579784307707
JOINT_IMPORTED_R22,12,origins_2024plus,19,1.6927675445974213,0.6869694577779185,0.4329798734804454,0.5728182133390569
JOINT_LINEAR_R22,1,full,88,0.7636509113508487,0.6663334683705837,0.02846936141448777,0.06884808156577739
JOINT_LINEAR_R22,1,origins_2024plus,30,0.11469826299716067,0.0972913728246651,0.009222282193585098,0.00818460797891047
JOINT_LINEAR_R22,2,full,86,1.555540644112544,1.3043223100143864,0.09781516908101169,0.15340316501714604
JOINT_LINEAR_R22,2,origins_2024plus,29,0.2159120855464941,0.14542230689889626,0.024657179285100635,0.04583259936249721
JOINT_LINEAR_R22,3,full,84,2.22420264552014,1.7116709337051728,0.2119868895781563,0.3005448222368113
JOINT_LINEAR_R22,3,origins_2024plus,28,0.30658362629831676,0.206818146919102,0.041712124632095005,0.0580533547471198
JOINT_LINEAR_R22,4,full,83,3.2065521762604177,2.288044617343408,0.3831201157563621,0.5353874431606471
JOINT_LINEAR_R22,4,origins_2024plus,27,0.28212333816185203,0.17639477603403578,0.057250412677420176,0.048478149450396135
JOINT_LINEAR_R22,5,full,82,4.6301396684999,3.0241847892541065,0.6386857600676829,0.9672691191781105
JOINT_LINEAR_R22,5,origins_2024plus,26,0.3180527586041268,0.18968917022361848,0.0723766721275121,0.05598691625299625
JOINT_LINEAR_R22,6,full,81,6.318709149082209,3.8001048496731658,1.0010915441172563,1.5175127552917878
JOINT_LINEAR_R22,6,origins_2024plus,25,0.45181978571486225,0.25097239693153606,0.1015257143628337,0.09932167442049251
JOINT_LINEAR_R22,7,full,80,8.41294550338042,4.741002600519488,1.4644193391508664,2.2075235637100667
JOINT_LINEAR_R22,7,origins_2024plus,24,0.619092711521941,0.3402781871372927,0.12520290700486655,0.15361161737978177
JOINT_LINEAR_R22,8,full,79,11.003253584859007,5.7974149231078265,2.048881955064268,3.156956706686915
JOINT_LINEAR_R22,8,origins_2024plus,23,0.7926268585294985,0.39844070854299696,0.1784512752482849,0.2157348747382168
JOINT_LINEAR_R22,9,full,78,14.331131814072974,7.247752929794166,2.756808946409803,4.326569937869004
JOINT_LINEAR_R22,9,origins_2024plus,22,0.934333045272208,0.4199963300216789,0.23964860166699006,0.274688113583539
JOINT_LINEAR_R22,10,full,77,18.276904277288,8.88921970399636,3.5879527040690906,5.79973186922255
JOINT_LINEAR_R22,10,origins_2024plus,21,1.2521610553339226,0.5459937876813551,0.3067671625933218,0.39940010505924567
JOINT_LINEAR_R22,11,full,76,22.814129249869595,10.723635412469603,4.582117537507075,7.508376299892914
JOINT_LINEAR_R22,11,origins_2024plus,20,1.6303657473237334,0.6347589290898179,0.37445892791847285,0.621147890315442
JOINT_LINEAR_R22,12,full,75,26.7959841955118,11.939747162765151,5.71290650379104,9.143330528955607
JOINT_LINEAR_R22,12,origins_2024plus,19,1.9647302384318517,0.6869694577779185,0.4499689934473042,0.8277917872066292
JOINT_OWN_R22,1,full,88,0.7594848781145533,0.6663334683705837,0.032965320140293124,0.06018608960367655
JOINT_OWN_R22,1,origins_2024plus,30,0.11307867177839458,0.0972913728246651,0.01040212881718695,0.0053851701365425384
JOINT_OWN_R22,2,full,86,1.5706600803077035,1.3043223100143864,0.11677429682975865,0.1495634734635579
JOINT_OWN_R22,2,origins_2024plus,29,0.2200690893083431,0.14542230689889626,0.027465124997477944,0.04718165741196887
JOINT_OWN_R22,3,full,84,2.2953973128787757,1.7116709337051728,0.2534871678442412,0.3302392113293615
JOINT_OWN_R22,3,origins_2024plus,28,0.3126985958804204,0.206818146919102,0.041286210898389596,0.0645942380629289
JOINT_OWN_R22,4,full,83,3.3302428617772235,2.288044617343408,0.4566894353846597,0.5855088090491559
JOINT_OWN_R22,4,origins_2024plus,27,0.2681312400120221,0.17639477603403578,0.04594905088559064,0.04578741309239572
JOINT_OWN_R22,5,full,82,4.796260698413743,3.0241847892541065,0.7636772831721842,1.0083986259874522
JOINT_OWN_R22,5,origins_2024plus,26,0.30547855382244316,0.18968917022361848,0.06253728560273776,0.05325209799608702
JOINT_OWN_R22,6,full,81,6.516045870900359,3.8001048496731658,1.187432887729268,1.5285081334979256
JOINT_OWN_R22,6,origins_2024plus,25,0.4024391229611464,0.25097239693153606,0.08191248560356554,0.06955424042604477
JOINT_OWN_R22,7,full,80,8.732518873378016,4.741002600519488,1.7267287651028909,2.264787507755636
JOINT_OWN_R22,7,origins_2024plus,24,0.5635265542920918,0.3402781871372927,0.11073868167264621,0.11250968548215286
JOINT_OWN_R22,8,full,79,11.628583920038079,5.7974149231078265,2.3904679783995046,3.4407010185307474
JOINT_OWN_R22,8,origins_2024plus,23,0.756749779815183,0.39844070854299696,0.1522258514030763,0.20608321986910974
JOINT_OWN_R22,9,full,78,15.312519123878328,7.247752929794166,3.190185752675605,4.874580441408554
JOINT_OWN_R22,9,origins_2024plus,22,0.9080161698874014,0.4199963300216789,0.2006966263159415,0.28732321354978074
JOINT_OWN_R22,10,full,77,19.621101792115432,8.88921970399636,4.11765316621137,6.6142289219077
JOINT_OWN_R22,10,origins_2024plus,21,1.1672643871081723,0.5459937876813551,0.2500537513742023,0.37121684805261485
JOINT_OWN_R22,11,full,76,24.23982714512066,10.723635412469603,5.1983996488688495,8.31779208378221
JOINT_OWN_R22,11,origins_2024plus,20,1.340541955493646,0.6347589290898179,0.2701745244248504,0.4356085019789777
JOINT_OWN_R22,12,full,75,28.261422428301902,11.939747162765151,6.427421027370675,9.89425423816607
JOINT_OWN_R22,12,origins_2024plus,19,1.5839158052301765,0.6869694577779185,0.32579982458467266,0.5711465228675854
JOINT_RF_R22,1,full,88,0.7629640066308557,0.6663334683705837,0.027592808339382643,0.0690377299208893
JOINT_RF_R22,1,origins_2024plus,30,0.11433125737333164,0.0972913728246651,0.00928719582546367,0.0077526887232028645
JOINT_RF_R22,2,full,86,1.548985574865013,1.3043223100143864,0.0931442317624152,0.15151903308821188
JOINT_RF_R22,2,origins_2024plus,29,0.21319647641388367,0.14542230689889626,0.023959606586296704,0.0438145629286907
JOINT_RF_R22,3,full,84,2.1989427855638817,1.7116709337051728,0.19887125260337576,0.2884005992553337
JOINT_RF_R22,3,origins_2024plus,28,0.29706199957202734,0.206818146919102,0.03860426894742873,0.05163958370549663
JOINT_RF_R22,4,full,83,3.161671158325967,2.288044617343408,0.3577265299021453,0.5159000110804131
JOINT_RF_R22,4,origins_2024plus,27,0.2688532670111464,0.17639477603403578,0.05196733830905032,0.040491152668060346
JOINT_RF_R22,5,full,82,4.553835682161619,3.0241847892541065,0.596353872151375,0.9332970207561365
JOINT_RF_R22,5,origins_2024plus,26,0.30251209376927474,0.18968917022361848,0.06642266314596502,0.04640026039969124
JOINT_RF_R22,6,full,81,6.1897621473674285,3.8001048496731658,0.9370024170591716,1.4526548806350918
JOINT_RF_R22,6,origins_2024plus,25,0.43173273298764764,0.25097239693153606,0.09490451069016154,0.08585582536595002
JOINT_RF_R22,7,full,80,8.246170171818623,4.741002600519488,1.3741071630027193,2.1310604082964146
JOINT_RF_R22,7,origins_2024plus,24,0.5972341909221252,0.3402781871372927,0.11886411392651301,0.13809188985831944
JOINT_RF_R22,8,full,79,10.76839841263214,5.7974149231078265,1.9274564812738266,3.0435270082504844
JOINT_RF_R22,8,origins_2024plus,23,0.7562287381783509,0.39844070854299696,0.1671161464547023,0.19067188318065148
JOINT_RF_R22,9,full,78,14.022190713331216,7.247752929794166,2.5996668244918624,4.174770959045192
JOINT_RF_R22,9,origins_2024plus,22,0.8786560257748491,0.4199963300216789,0.21827446500582265,0.2403852307473475
JOINT_RF_R22,10,full,77,17.802582160141228,8.88921970399636,3.391775429928188,5.521587026216685
JOINT_RF_R22,10,origins_2024plus,21,1.1728464561456693,0.5459937876813551,0.2724895662013037,0.35436310226301027
JOINT_RF_R22,11,full,76,22.206926428252178,10.723635412469603,4.339476398244275,7.143814617538302
JOINT_RF_R22,11,origins_2024plus,20,1.5406369895716279,0.6347589290898179,0.32940683138985166,0.5764712290919582
JOINT_RF_R22,12,full,75,26.077623411228934,11.939747162765151,5.423990057810892,8.71388619065289
JOINT_RF_R22,12,origins_2024plus,19,1.8657594946867861,0.6869694577779185,0.3956066011155645,0.7831834357933027
STABLE_LOCAL_CORE_R14B,1,full,88,0.7554250310075905,0.6663334683705837,0.04834173985456473,0.040749822782442165
STABLE_LOCAL_CORE_R14B,1,origins_2024plus,30,0.1040227320248708,0.0972913728246651,0.0057557534059420505,0.0009756057942636544
STABLE_LOCAL_CORE_R14B,2,full,86,1.5798222736229235,1.3043223100143864,0.17778474473232903,0.09771521887620796
STABLE_LOCAL_CORE_R14B,2,origins_2024plus,29,0.1661014586486514,0.14542230689889626,0.011651931105928414,0.009027220643826682
STABLE_LOCAL_CORE_R14B,3,full,84,2.363360585658855,1.7116709337051728,0.3932040333550336,0.25848561859864855
STABLE_LOCAL_CORE_R14B,3,origins_2024plus,28,0.22239979124077855,0.206818146919102,0.016020737905592757,-0.0004390935839162111
STABLE_LOCAL_CORE_R14B,4,full,83,3.491806510361403,2.288044617343408,0.7142952149534588,0.48946667806453614
STABLE_LOCAL_CORE_R14B,4,origins_2024plus,27,0.17839498901611814,0.17639477603403578,0.018948167209821374,-0.016947954227738968
STABLE_LOCAL_CORE_R14B,5,full,82,5.007888768532987,3.0241847892541065,1.1625485261087478,0.8211554531701327
STABLE_LOCAL_CORE_R14B,5,origins_2024plus,26,0.18163301986376562,0.18968917022361848,0.022861813028758202,-0.030917963388611004
STABLE_LOCAL_CORE_R14B,6,full,81,6.886696066815642,3.8001048496731658,1.7510184476448794,1.3355727694975965
STABLE_LOCAL_CORE_R14B,6,origins_2024plus,25,0.21784123315827597,0.25097239693153606,0.022866974682866744,-0.055998138456126834
STABLE_LOCAL_CORE_R14B,7,full,80,9.31969279146577,4.741002600519488,2.4949997531494494,2.0836904377968333
STABLE_LOCAL_CORE_R14B,7,origins_2024plus,24,0.2853519768534671,0.3402781871372927,0.02804587550879827,-0.08297208579262387
STABLE_LOCAL_CORE_R14B,8,full,79,12.273081282964212,5.7974149231078265,3.394444760278013,3.081221599578374
STABLE_LOCAL_CORE_R14B,8,origins_2024plus,23,0.3021794243142589,0.39844070854299696,0.03697947082437079,-0.13324075505310884
STABLE_LOCAL_CORE_R14B,9,full,78,16.046453272580575,7.247752929794166,4.450647718223467,4.348052624562943
STABLE_LOCAL_CORE_R14B,9,origins_2024plus,22,0.31041076396425704,0.4199963300216789,0.04367873928669214,-0.15326430534411403
STABLE_LOCAL_CORE_R14B,10,full,77,20.30734738367432,8.88921970399636,5.662096473252349,5.7560312064256065
STABLE_LOCAL_CORE_R14B,10,origins_2024plus,21,0.40672070800664284,0.5459937876813551,0.05132576123496581,-0.19059884090967805
STABLE_LOCAL_CORE_R14B,11,full,76,25.042991728597208,10.723635412469603,7.03668321184503,7.282673104282577
STABLE_LOCAL_CORE_R14B,11,origins_2024plus,20,0.4715121934866887,0.6347589290898179,0.060747285166210106,-0.22399402076933939
STABLE_LOCAL_CORE_R14B,12,full,75,29.129863244232073,11.939747162765151,8.63387342271724,8.556242658749673
