origin,0,1,2,3
2010-01,-0.16897515478269906,-0.04572253669948873,-0.005645751214241883,-0.15317006960631313
2010-02,0.1974151497802018,0.13270769004898428,0.2296985242652947,0.007282861731887895
2010-03,0.24035949305490636,0.1609381499929294,0.20850813796815057,0.04617046776093386
2010-04,0.13419328472625422,0.16541220676378812,0.095809424217689,0.05574711342380737
2010-05,0.036711002345329403,0.14078682111571406,-0.0470596242086375,0.059925161636555625
2010-06,0.020613691799266153,0.07716571854735212,-0.08379156343048144,0.05501457473398369
2010-07,0.0697409975255519,0.0061794359367117095,-0.04513040018638296,0.0047059004271020125
2010-08,0.11900012913618706,-0.06781943183795817,0.025818764434753432,0.03002078807961549
2010-09,0.09438883223904325,-0.06787313655783501,0.05685537923117889,0.09895809698107753
2010-10,0.004408591616056917,-0.04594561621616863,0.002949269649925324,0.18460354485143513
2010-11,-0.11493514717303471,-0.017394362066758224,-0.013506127379519612,0.2014839273184111
2010-12,-0.11247140874633359,0.015038345474986949,0.039600348440948,0.14737139755055
2011-01,-0.04445255736320247,0.004156636311227001,0.16112349387799543,0.05498006837354847
2011-02,0.01977263451362804,0.021418197510878048,0.22139368697002682,0.01763264498055329
2011-03,0.10713488846806977,0.12496880675999278,0.2228165309293115,0.05337167595074945
2011-04,0.0597657760748543,0.21343174648897892,0.1043683393508995,0.08890236582833316
2011-05,0.006684812729638209,0.20914760858480663,0.02283268286642154,0.028412828074823093
2011-06,0.07661286748358241,0.1770613594767573,0.008735444548811477,0.10866890275455861
2011-07,0.17028580911326233,0.06364095914789075,0.03601207805301859,-0.020517747054029725
2011-08,0.2048792418475083,0.019441270483371065,0.02826690915430673,-0.10374313955481469
2011-09,0.16854677071185795,0.00041673563893368054,0.0951408402015917,-0.03727711046658433
2011-10,0.01920754874195432,-0.004940571540551821,-0.06662826801712259,0.05431971017058509
2011-11,-0.10427547255693177,-0.08563443697124634,-0.21099298227327398,-0.0429540404748597
2011-12,-0.11496824817876435,-0.013295105863499919,-0.1565366620053443,-0.10650329870624912
2012-01,-0.024972080556016758,-0.08682326100109687,0.0030402649331394325,-0.06591030192636582
2012-02,-0.021987108268455107,-0.15104508373847078,0.007469061929794962,0.00545767719322283
2012-03,0.04076977210042076,-0.10559543271013268,-0.05492984600836614,0.011295053477597914
2012-04,-0.022540488264563063,0.062320388980241344,-0.012703634630375105,0.04636163637908893
2012-05,-0.15600933963201014,0.0039290085954303555,0.00401734988930819,-0.15351728470669648
2012-06,-0.11455566477262584,-0.06281739952606942,0.014949714449836957,-0.14186617100886068
2012-07,0.014840450828261067,-0.05804037839831727,-0.008125199952627235,-0.17124252704929913
2012-08,0.08649420369144083,0.08038589917015802,-0.07975849823728122,-0.06455880413448739
2012-09,0.03998412717400246,0.1106866380990633,-0.04737708422906095,0.0019798239066277875
2012-10,-0.03029862526579787,0.019230304548773346,-0.13105010757774857,0.08017048427683275
2012-11,-0.006373527625154289,-0.15981014527301282,-0.13019432461491365,0.051329873050717345
2012-12,0.06345164873654673,-0.09305553786125748,-0.04875309018765899,0.14626734050329207
2013-01,0.06495461847672168,-0.08938140438298904,0.10837589030793492,0.12103827882200209
2013-02,-0.13421026216621673,-0.10460518465338442,0.0845823717676918,0.09025809102345773
2013-03,-0.1524999027236104,-0.10355989941211695,0.099495569216855,0.0599189611427163
2013-04,-0.12253398944044473,0.07586700761283595,0.07957889401663959,0.15750974089577782
2013-05,-0.09372594377000187,0.09479492130473406,0.0936406501953641,0.08186259958133692
2013-06,0.02629502713526562,0.22024786137675811,0.18194793292410472,0.24413674196705892
2013-07,0.1454015567359738,0.14438640716068074,0.21629205073896193,0.1511075016287274
2013-08,0.1627104771105848,0.1583901487303618,0.1578888452241128,0.1716392581355762
2013-09,0.21684664790712926,0.17843028112606707,0.2430648793480399,0.11360649148821006
2013-10,0.12242716945270549,0.19580758115729355,0.13127458583859672,0.185457138176783
2013-11,0.02472595320318634,0.034889626173441685,0.05863878868108951,0.05387959521379334
2013-12,0.07091828941440625,0.14186078552453688,0.014068980160255184,0.15855325721140082
2014-01,0.09613329051740349,0.0369618002546131,0.0733472336646512,0.15730319198485487
2014-02,0.036494029531793086,0.06092517179367976,0.05558809390197469,0.13392171429873523
2014-03,0.10694657529889147,-0.018628711477019656,0.12228924985614653,0.003911627492880182
2014-04,0.008682480215623753,0.046879986488056725,0.12552774843822875,0.004112753606026032
2014-05,0.0004991712688259634,-0.0001356708413023979,0.07596716646257755,-0.020004965051730973
2014-06,-0.015951123991958294,0.12397805181851296,0.0005925663534790127,0.14332558036858903
2014-07,-0.029854050527516246,0.054449172873137476,-0.07416254769933141,0.00901692507858414
2014-08,0.041773759665834465,0.11492461507875966,0.021076345844016534,0.0455777135257773
2014-09,0.10215301024588992,-0.020635084831638006,0.11111297841795847,0.038022535333882466
2014-10,0.11280634355471168,-0.018853437849041237,0.06824347419682557,0.10603289651459445
2014-11,0.0750864995444751,-0.015813686188261067,0.010260562969415141,0.07281871346891698
2014-12,-0.043449793680159395,0.08966055688559971,0.018506577878577363,0.1472137136764379
2015-01,-0.10231737029372563,-0.009340065084367697,0.027492924812794705,0.002186901975427489
2015-02,-0.07677431400356621,-0.04647881848231683,0.018764751657890297,-0.015117948415536578
2015-03,0.058510887671792904,-0.011745219004097982,0.11078030902063324,-0.10352774038093589
2015-04,0.09989298656053891,0.12840780207722993,0.0955655433533565,-0.01756765342424015
2015-05,0.00783315207910396,0.07077447788730505,0.037790211830439575,-0.04322770318298771
