origin,as_of,feature,reference,last_publication,units,value
2021-04,2021-05-10 23:59:00,tightening,2021-03,2021-05-02T00:00:00,"negative unemployment change12, pp",-1.4
2021-04,2021-05-10 23:59:00,import_gap,2021-02,2021-04-14T00:00:00,"relative price gap, log points",-5.631892470548797
2021-04,2021-05-10 23:59:00,ppi_gap,2021-03,2021-04-26T00:00:00,"relative price gap, log points",-2.3778578599591924
2021-04,2021-05-10 23:59:00,fx_news,2021-04,2021-05-01T00:00:00,FX log change since import reference,0.1891928979936356
2021-05,2021-06-09 23:59:00,ulc_gap,2020Q4,2021-03-16T00:00:00,"quarterly real-cost gap, log points",6.113431794501082
2021-05,2021-06-09 23:59:00,tightening,2021-04,2021-06-01T00:00:00,"negative unemployment change12, pp",-1.0999999999999996
2021-05,2021-06-09 23:59:00,import_gap,2021-03,2021-05-15T00:00:00,"relative price gap, log points",-3.1338082566334133
2021-05,2021-06-09 23:59:00,ppi_gap,2021-04,2021-05-26T00:00:00,"relative price gap, log points",-1.3758194029121569
2021-05,2021-06-09 23:59:00,fx_news,2021-05,2021-06-01T00:00:00,FX log change since import reference,-2.4007183468693944
2021-06,2021-07-12 23:59:00,ulc_gap,2021Q1,2021-06-14T00:00:00,"quarterly real-cost gap, log points",4.249970307150079
2021-06,2021-07-12 23:59:00,tightening,2021-05,2021-07-02T00:00:00,"negative unemployment change12, pp",-0.6000000000000001
2021-06,2021-07-12 23:59:00,import_gap,2021-04,2021-06-14T00:00:00,"relative price gap, log points",-2.586406112518503
2021-06,2021-07-12 23:59:00,ppi_gap,2021-05,2021-06-26T00:00:00,"relative price gap, log points",-0.12262930561178109
2021-06,2021-07-12 23:59:00,fx_news,2021-06,2021-07-01T00:00:00,FX log change since import reference,-1.8296278995614086
2021-07,2021-08-09 23:59:00,ulc_gap,2021Q1,2021-06-14T00:00:00,"quarterly real-cost gap, log points",4.23628489198893
2021-07,2021-08-09 23:59:00,tightening,2021-06,2021-08-01T00:00:00,"negative unemployment change12, pp",-0.10000000000000009
2021-07,2021-08-09 23:59:00,import_gap,2021-05,2021-07-15T00:00:00,"relative price gap, log points",-2.814199808626972
2021-07,2021-08-09 23:59:00,ppi_gap,2021-06,2021-07-26T00:00:00,"relative price gap, log points",0.264897422690467
2021-07,2021-08-09 23:59:00,fx_news,2021-07,2021-08-01T00:00:00,FX log change since import reference,0.32422536654789635
2021-08,2021-09-09 23:59:00,ulc_gap,2021Q1,2021-06-14T00:00:00,"quarterly real-cost gap, log points",4.215674932994773
2021-08,2021-09-09 23:59:00,tightening,2021-07,2021-09-01T00:00:00,"negative unemployment change12, pp",0.3999999999999999
2021-08,2021-09-09 23:59:00,import_gap,2021-06,2021-08-14T00:00:00,"relative price gap, log points",-2.2583128335742035
2021-08,2021-09-09 23:59:00,ppi_gap,2021-07,2021-08-26T00:00:00,"relative price gap, log points",1.21932147691615
2021-08,2021-09-09 23:59:00,fx_news,2021-08,2021-09-01T00:00:00,FX log change since import reference,0.05498605849235985
2021-09,2021-10-10 23:59:00,ulc_gap,2021Q2,2021-09-13T00:00:00,"quarterly real-cost gap, log points",3.3295066629448797
2021-09,2021-10-10 23:59:00,tightening,2021-08,2021-10-02T00:00:00,"negative unemployment change12, pp",-0.09999999999999964
2021-09,2021-10-10 23:59:00,import_gap,2021-07,2021-09-14T00:00:00,"relative price gap, log points",-0.5084737598963045
2021-09,2021-10-10 23:59:00,ppi_gap,2021-08,2021-09-26T00:00:00,"relative price gap, log points",1.5378664382979537
2021-09,2021-10-10 23:59:00,fx_news,2021-09,2021-10-01T00:00:00,FX log change since import reference,-0.9955400871090573
2021-10,2021-11-09 23:59:00,ulc_gap,2021Q2,2021-09-13T00:00:00,"quarterly real-cost gap, log points",3.3206057795582637
2021-10,2021-11-09 23:59:00,tightening,2021-09,2021-11-01T00:00:00,"negative unemployment change12, pp",0.2999999999999998
2021-10,2021-11-09 23:59:00,import_gap,2021-08,2021-10-15T00:00:00,"relative price gap, log points",-0.8848172244720391
2021-10,2021-11-09 23:59:00,ppi_gap,2021-09,2021-10-26T00:00:00,"relative price gap, log points",1.4281393247916867
2021-10,2021-11-09 23:59:00,fx_news,2021-10,2021-11-01T00:00:00,FX log change since import reference,0.0667281637226075
2021-11,2021-12-09 23:59:00,ulc_gap,2021Q2,2021-09-13T00:00:00,"quarterly real-cost gap, log points",3.294220747566328
2021-11,2021-12-09 23:59:00,tightening,2021-10,2021-12-02T00:00:00,"negative unemployment change12, pp",0.7000000000000002
2021-11,2021-12-09 23:59:00,import_gap,2021-09,2021-11-14T00:00:00,"relative price gap, log points",-0.21564071891662984
2021-11,2021-12-09 23:59:00,ppi_gap,2021-10,2021-11-26T00:00:00,"relative price gap, log points",2.103099905331021
2021-11,2021-12-09 23:59:00,fx_news,2021-11,2021-12-01T00:00:00,FX log change since import reference,0.051194204359083104
2021-12,2022-01-11 23:59:00,ulc_gap,2021Q3,2021-12-14T00:00:00,"quarterly real-cost gap, log points",-3.414290444884955
2021-12,2022-01-11 23:59:00,tightening,2021-11,2022-01-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998
2021-12,2022-01-11 23:59:00,import_gap,2021-10,2021-12-15T00:00:00,"relative price gap, log points",1.4084806381039847
2021-12,2022-01-11 23:59:00,ppi_gap,2021-11,2021-12-26T00:00:00,"relative price gap, log points",1.9330287449647585
2021-12,2022-01-11 23:59:00,fx_news,2021-12,2022-01-01T00:00:00,FX log change since import reference,-0.8986698768368386
2022-01,2022-02-13 23:59:00,ulc_gap,2021Q3,2021-12-14T00:00:00,"quarterly real-cost gap, log points",-3.419643218004353
2022-01,2022-02-13 23:59:00,tightening,2021-12,2022-02-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998
2022-01,2022-02-13 23:59:00,import_gap,2021-11,2022-01-14T00:00:00,"relative price gap, log points",0.9235413481458075
2022-01,2022-02-13 23:59:00,ppi_gap,2021-12,2022-01-26T00:00:00,"relative price gap, log points",0.8025590402086209
2022-01,2022-02-13 23:59:00,fx_news,2022-01,2022-02-01T00:00:00,FX log change since import reference,-3.7342163771943166
2022-02,2022-03-09 23:59:00,ulc_gap,2021Q3,2021-12-14T00:00:00,"quarterly real-cost gap, log points",-3.4296232384195946
2022-02,2022-03-09 23:59:00,tightening,2022-01,2022-03-04T00:00:00,"negative unemployment change12, pp",1.0
2022-02,2022-03-09 23:59:00,import_gap,2021-12,2022-02-14T00:00:00,"relative price gap, log points",0.8286624104102387
2022-02,2022-03-09 23:59:00,ppi_gap,2022-01,2022-02-26T00:00:00,"relative price gap, log points",1.2453008957210727
2022-02,2022-03-09 23:59:00,fx_news,2022-02,2022-03-01T00:00:00,FX log change since import reference,-3.2923128087624356
2022-03,2022-04-10 23:59:00,ulc_gap,2021Q4,2022-03-16T00:00:00,"quarterly real-cost gap, log points",-0.9363953859623848
2022-03,2022-04-10 23:59:00,tightening,2022-02,2022-04-01T00:00:00,"negative unemployment change12, pp",0.7000000000000002
2022-03,2022-04-10 23:59:00,import_gap,2022-01,2022-03-17T00:00:00,"relative price gap, log points",-1.1750818305581614
2022-03,2022-04-10 23:59:00,ppi_gap,2022-02,2022-03-26T00:00:00,"relative price gap, log points",2.407014075892107
2022-03,2022-04-10 23:59:00,fx_news,2022-03,2022-04-01T00:00:00,FX log change since import reference,2.1788763426573055
2022-04,2022-05-09 23:59:00,ulc_gap,2021Q4,2022-03-16T00:00:00,"quarterly real-cost gap, log points",-0.9363712485180145
2022-04,2022-05-09 23:59:00,tightening,2022-03,2022-05-02T00:00:00,"negative unemployment change12, pp",1.0999999999999996
2022-04,2022-05-09 23:59:00,import_gap,2022-02,2022-04-14T00:00:00,"relative price gap, log points",-0.3235341144909576
2022-04,2022-05-09 23:59:00,ppi_gap,2022-03,2022-04-26T00:00:00,"relative price gap, log points",6.216929124292562
2022-04,2022-05-09 23:59:00,fx_news,2022-04,2022-05-01T00:00:00,FX log change since import reference,-0.008183975779999979
2022-05,2022-06-09 23:59:00,ulc_gap,2021Q4,2022-03-16T00:00:00,"quarterly real-cost gap, log points",-0.9339342600088685
2022-05,2022-06-09 23:59:00,tightening,2022-04,2022-06-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998
2022-05,2022-06-09 23:59:00,import_gap,2022-03,2022-05-15T00:00:00,"relative price gap, log points",5.628201429573238
2022-05,2022-06-09 23:59:00,ppi_gap,2022-04,2022-05-26T00:00:00,"relative price gap, log points",7.463025837180794
2022-05,2022-06-09 23:59:00,fx_news,2022-05,2022-06-01T00:00:00,FX log change since import reference,-1.045109601037833
2022-06,2022-07-12 23:59:00,ulc_gap,2022Q1,2022-06-14T00:00:00,"quarterly real-cost gap, log points",-2.948736193666491
2022-06,2022-07-12 23:59:00,tightening,2022-05,2022-07-02T00:00:00,"negative unemployment change12, pp",0.7000000000000002
2022-06,2022-07-12 23:59:00,import_gap,2022-04,2022-06-14T00:00:00,"relative price gap, log points",4.004522255672033
2022-06,2022-07-12 23:59:00,ppi_gap,2022-05,2022-06-26T00:00:00,"relative price gap, log points",9.11472447915304
2022-06,2022-07-12 23:59:00,fx_news,2022-06,2022-07-01T00:00:00,FX log change since import reference,1.1473801518596465
2022-07,2022-08-09 23:59:00,ulc_gap,2022Q1,2022-06-14T00:00:00,"quarterly real-cost gap, log points",-2.953371812703722
2022-07,2022-08-09 23:59:00,tightening,2022-06,2022-08-01T00:00:00,"negative unemployment change12, pp",0.30000000000000027
2022-07,2022-08-09 23:59:00,import_gap,2022-05,2022-07-15T00:00:00,"relative price gap, log points",4.65919590785942
2022-07,2022-08-09 23:59:00,ppi_gap,2022-06,2022-07-26T00:00:00,"relative price gap, log points",9.652519318199325
2022-07,2022-08-09 23:59:00,fx_news,2022-07,2022-08-01T00:00:00,FX log change since import reference,-0.6933631427133867
2022-08,2022-09-11 23:59:00,ulc_gap,2022Q1,2022-06-14T00:00:00,"quarterly real-cost gap, log points",-2.957678482849758
2022-08,2022-09-11 23:59:00,tightening,2022-07,2022-09-01T00:00:00,"negative unemployment change12, pp",0.30000000000000027
2022-08,2022-09-11 23:59:00,import_gap,2022-06,2022-08-14T00:00:00,"relative price gap, log points",4.629776707397635
2022-08,2022-09-11 23:59:00,ppi_gap,2022-07,2022-08-26T00:00:00,"relative price gap, log points",8.04016925171942
2022-08,2022-09-11 23:59:00,fx_news,2022-08,2022-09-01T00:00:00,FX log change since import reference,-0.6127395558287463
2022-09,2022-10-10 23:59:00,ulc_gap,2022Q2,2022-09-13T00:00:00,"quarterly real-cost gap, log points",-7.025672505375098
2022-09,2022-10-10 23:59:00,tightening,2022-08,2022-10-02T00:00:00,"negative unemployment change12, pp",0.3999999999999999
2022-09,2022-10-10 23:59:00,import_gap,2022-07,2022-09-14T00:00:00,"relative price gap, log points",6.185768050401315
2022-09,2022-10-10 23:59:00,ppi_gap,2022-08,2022-09-26T00:00:00,"relative price gap, log points",6.1741139183988025
2022-09,2022-10-10 23:59:00,fx_news,2022-09,2022-10-01T00:00:00,FX log change since import reference,-0.016276704003382318
2022-10,2022-11-09 23:59:00,ulc_gap,2022Q2,2022-09-13T00:00:00,"quarterly real-cost gap, log points",-7.008150438706082
2022-10,2022-11-09 23:59:00,tightening,2022-09,2022-11-01T00:00:00,"negative unemployment change12, pp",0.20000000000000018
2022-10,2022-11-09 23:59:00,import_gap,2022-08,2022-10-15T00:00:00,"relative price gap, log points",7.797689935975658
2022-10,2022-11-09 23:59:00,ppi_gap,2022-09,2022-10-26T00:00:00,"relative price gap, log points",5.072500019561005
2022-10,2022-11-09 23:59:00,fx_news,2022-10,2022-11-01T00:00:00,FX log change since import reference,-0.14663953747839945
2022-11,2022-12-11 23:59:00,ulc_gap,2022Q2,2022-09-13T00:00:00,"quarterly real-cost gap, log points",-7.005228950711228
2022-11,2022-12-11 23:59:00,tightening,2022-10,2022-12-02T00:00:00,"negative unemployment change12, pp",0.3999999999999999
2022-11,2022-12-11 23:59:00,import_gap,2022-09,2022-11-14T00:00:00,"relative price gap, log points",4.7415202615226875
2022-11,2022-12-11 23:59:00,ppi_gap,2022-10,2022-11-26T00:00:00,"relative price gap, log points",5.422250243685312
2022-11,2022-12-11 23:59:00,fx_news,2022-11,2022-12-01T00:00:00,FX log change since import reference,-0.8418521316959523
2022-12,2023-01-10 23:59:00,ulc_gap,2022Q3,2022-12-14T00:00:00,"quarterly real-cost gap, log points",-11.162786204641407
2022-12,2023-01-10 23:59:00,tightening,2022-11,2023-01-01T00:00:00,"negative unemployment change12, pp",-0.6999999999999997
2022-12,2023-01-10 23:59:00,import_gap,2022-10,2022-12-15T00:00:00,"relative price gap, log points",1.5820797585319504
2022-12,2023-01-10 23:59:00,ppi_gap,2022-11,2022-12-26T00:00:00,"relative price gap, log points",3.6885471818150677
2022-12,2023-01-10 23:59:00,fx_news,2022-12,2023-01-01T00:00:00,FX log change since import reference,-1.0778572005537626
2023-01,2023-02-09 23:59:00,ulc_gap,2022Q3,2022-12-14T00:00:00,"quarterly real-cost gap, log points",-11.158736650879746
2023-01,2023-02-09 23:59:00,tightening,2022-12,2023-02-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964
2023-01,2023-02-09 23:59:00,import_gap,2022-11,2023-01-14T00:00:00,"relative price gap, log points",-0.8394980773462848
2023-01,2023-02-09 23:59:00,ppi_gap,2022-12,2023-01-26T00:00:00,"relative price gap, log points",1.1811244812461155
2023-01,2023-02-09 23:59:00,fx_news,2023-01,2023-02-01T00:00:00,FX log change since import reference,-1.6927460575475946
2023-02,2023-03-09 23:59:00,ulc_gap,2022Q3,2022-12-14T00:00:00,"quarterly real-cost gap, log points",-11.168885069184796
2023-02,2023-03-09 23:59:00,tightening,2023-01,2023-03-04T00:00:00,"negative unemployment change12, pp",-0.20000000000000018
2023-02,2023-03-09 23:59:00,import_gap,2022-12,2023-02-14T00:00:00,"relative price gap, log points",-1.8871139329340831
2023-02,2023-03-09 23:59:00,ppi_gap,2023-01,2023-02-26T00:00:00,"relative price gap, log points",1.8555199322743192
2023-02,2023-03-09 23:59:00,fx_news,2023-02,2023-03-01T00:00:00,FX log change since import reference,-2.3218566644523224
2023-03,2023-04-12 23:59:00,ulc_gap,2022Q4,2023-03-16T00:00:00,"quarterly real-cost gap, log points",-5.746840019129934
2023-03,2023-04-12 23:59:00,tightening,2023-02,2023-04-01T00:00:00,"negative unemployment change12, pp",0.0
2023-03,2023-04-12 23:59:00,import_gap,2023-01,2023-03-17T00:00:00,"relative price gap, log points",-4.228462627720896
2023-03,2023-04-12 23:59:00,ppi_gap,2023-02,2023-03-26T00:00:00,"relative price gap, log points",0.9425916567137165
2023-03,2023-04-12 23:59:00,fx_news,2023-03,2023-04-01T00:00:00,FX log change since import reference,-1.1544806128542662
2023-04,2023-05-10 23:59:00,ulc_gap,2022Q4,2023-03-16T00:00:00,"quarterly real-cost gap, log points",-5.746840019129877
2023-04,2023-05-10 23:59:00,tightening,2023-03,2023-05-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999
2023-04,2023-05-10 23:59:00,import_gap,2023-02,2023-04-14T00:00:00,"relative price gap, log points",-6.232703275005235
2023-04,2023-05-10 23:59:00,ppi_gap,2023-03,2023-04-26T00:00:00,"relative price gap, log points",-0.2146346566002535
2023-04,2023-05-10 23:59:00,fx_news,2023-04,2023-05-01T00:00:00,FX log change since import reference,-1.1622612277265838
2023-05,2023-06-11 23:59:00,ulc_gap,2022Q4,2023-03-16T00:00:00,"quarterly real-cost gap, log points",-5.746840019129934
2023-05,2023-06-11 23:59:00,tightening,2023-04,2023-06-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018
2023-05,2023-06-11 23:59:00,import_gap,2023-03,2023-05-15T00:00:00,"relative price gap, log points",-7.627631461073758
2023-05,2023-06-11 23:59:00,ppi_gap,2023-04,2023-05-26T00:00:00,"relative price gap, log points",-1.0856702693540683
2023-05,2023-06-11 23:59:00,fx_news,2023-05,2023-06-01T00:00:00,FX log change since import reference,-0.3341301985674252
2023-06,2023-07-12 23:59:00,ulc_gap,2023Q1,2023-06-14T00:00:00,"quarterly real-cost gap, log points",-2.6279887520054217
2023-06,2023-07-12 23:59:00,tightening,2023-05,2023-07-02T00:00:00,"negative unemployment change12, pp",-0.10000000000000009
2023-06,2023-07-12 23:59:00,import_gap,2023-04,2023-06-14T00:00:00,"relative price gap, log points",-10.350080435004546
2023-06,2023-07-12 23:59:00,ppi_gap,2023-05,2023-06-26T00:00:00,"relative price gap, log points",-1.9376744353788808
2023-06,2023-07-12 23:59:00,fx_news,2023-06,2023-07-01T00:00:00,FX log change since import reference,1.0947620689032493
2023-07,2023-08-09 23:59:00,ulc_gap,2023Q1,2023-06-14T00:00:00,"quarterly real-cost gap, log points",-2.6269632209064753
2023-07,2023-08-09 23:59:00,tightening,2023-06,2023-08-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018
2023-07,2023-08-09 23:59:00,import_gap,2023-05,2023-07-15T00:00:00,"relative price gap, log points",-11.102040156509425
2023-07,2023-08-09 23:59:00,ppi_gap,2023-06,2023-07-26T00:00:00,"relative price gap, log points",-2.5702231104423845
2023-07,2023-08-09 23:59:00,fx_news,2023-07,2023-08-01T00:00:00,FX log change since import reference,1.2545948249767023
2023-08,2023-09-10 23:59:00,ulc_gap,2023Q1,2023-06-14T00:00:00,"quarterly real-cost gap, log points",-2.6291140394724835
2023-08,2023-09-10 23:59:00,tightening,2023-07,2023-09-01T00:00:00,"negative unemployment change12, pp",-0.40000000000000036
2023-08,2023-09-10 23:59:00,import_gap,2023-06,2023-08-14T00:00:00,"relative price gap, log points",-11.510387105514884
2023-08,2023-09-10 23:59:00,ppi_gap,2023-07,2023-08-26T00:00:00,"relative price gap, log points",-3.390595052569495
2023-08,2023-09-10 23:59:00,fx_news,2023-08,2023-09-01T00:00:00,FX log change since import reference,1.7403384358696459
2023-09,2023-10-09 23:59:00,ulc_gap,2023Q2,2023-09-13T00:00:00,"quarterly real-cost gap, log points",-4.435709094167635
2023-09,2023-10-09 23:59:00,tightening,2023-08,2023-10-02T00:00:00,"negative unemployment change12, pp",-0.10000000000000009
2023-09,2023-10-09 23:59:00,import_gap,2023-07,2023-09-14T00:00:00,"relative price gap, log points",-11.880747206709769
2023-09,2023-10-09 23:59:00,ppi_gap,2023-08,2023-09-26T00:00:00,"relative price gap, log points",-3.2423274565807105
2023-09,2023-10-09 23:59:00,fx_news,2023-09,2023-10-01T00:00:00,FX log change since import reference,2.0088065987855668
2023-10,2023-11-09 23:59:00,ulc_gap,2023Q2,2023-09-13T00:00:00,"quarterly real-cost gap, log points",-4.427402109370348
2023-10,2023-11-09 23:59:00,tightening,2023-09,2023-11-01T00:00:00,"negative unemployment change12, pp",-0.40000000000000036
2023-10,2023-11-09 23:59:00,import_gap,2023-08,2023-10-15T00:00:00,"relative price gap, log points",-10.852566311541107
2023-10,2023-11-09 23:59:00,ppi_gap,2023-09,2023-10-26T00:00:00,"relative price gap, log points",-2.960636254451572
2023-10,2023-11-09 23:59:00,fx_news,2023-10,2023-11-01T00:00:00,FX log change since import reference,1.9467533361009581
2023-11,2023-12-10 23:59:00,ulc_gap,2023Q2,2023-09-13T00:00:00,"quarterly real-cost gap, log points",-4.427402109370291
2023-11,2023-12-10 23:59:00,tightening,2023-10,2023-12-02T00:00:00,"negative unemployment change12, pp",-0.7999999999999998
2023-11,2023-12-10 23:59:00,import_gap,2023-09,2023-11-14T00:00:00,"relative price gap, log points",-9.00944924758594
2023-11,2023-12-10 23:59:00,ppi_gap,2023-10,2023-11-26T00:00:00,"relative price gap, log points",-3.0030937938891498
2023-11,2023-12-10 23:59:00,fx_news,2023-11,2023-12-01T00:00:00,FX log change since import reference,0.41738337047837454
2023-12,2024-01-10 23:59:00,ulc_gap,2023Q3,2023-12-14T00:00:00,"quarterly real-cost gap, log points",-6.342782329646354
2023-12,2024-01-10 23:59:00,tightening,2023-11,2024-01-01T00:00:00,"negative unemployment change12, pp",0.2999999999999998
2023-12,2024-01-10 23:59:00,import_gap,2023-10,2023-12-15T00:00:00,"relative price gap, log points",-8.268983246873661
2023-12,2024-01-10 23:59:00,ppi_gap,2023-11,2023-12-26T00:00:00,"relative price gap, log points",-3.882130915044968
2023-12,2024-01-10 23:59:00,fx_news,2023-12,2024-01-01T00:00:00,FX log change since import reference,-0.4198176089933642
2024-01,2024-02-14 23:59:00,ulc_gap,2023Q3,2023-12-14T00:00:00,"quarterly real-cost gap, log points",-6.3427823296462975
2024-01,2024-02-14 23:59:00,tightening,2023-12,2024-02-01T00:00:00,"negative unemployment change12, pp",-0.5
2024-01,2024-02-14 23:59:00,import_gap,2023-12,2024-02-14T00:00:00,"relative price gap, log points",-10.86256209231489
2024-01,2024-02-14 23:59:00,ppi_gap,2023-12,2024-01-26T00:00:00,"relative price gap, log points",-4.714679943614101
2024-01,2024-02-14 23:59:00,fx_news,2024-01,2024-02-01T00:00:00,FX log change since import reference,0.9471808043517618
2024-02,2024-03-10 23:59:00,ulc_gap,2023Q3,2023-12-14T00:00:00,"quarterly real-cost gap, log points",-6.342782329646354
2024-02,2024-03-10 23:59:00,tightening,2024-01,2024-03-03T00:00:00,"negative unemployment change12, pp",-0.5
2024-02,2024-03-10 23:59:00,import_gap,2023-12,2024-02-14T00:00:00,"relative price gap, log points",-10.846558341442046
2024-02,2024-03-10 23:59:00,ppi_gap,2024-01,2024-02-26T00:00:00,"relative price gap, log points",-4.140019404868156
2024-02,2024-03-10 23:59:00,fx_news,2024-02,2024-03-01T00:00:00,FX log change since import reference,3.0134031065467073
2024-03,2024-04-09 23:59:00,ulc_gap,2023Q4,2024-03-15T00:00:00,"quarterly real-cost gap, log points",-0.220396789115739
2024-03,2024-04-09 23:59:00,tightening,2024-02,2024-04-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018
2024-03,2024-04-09 23:59:00,import_gap,2024-01,2024-03-16T00:00:00,"relative price gap, log points",-10.496738415757932
2024-03,2024-04-09 23:59:00,ppi_gap,2024-02,2024-03-26T00:00:00,"relative price gap, log points",-3.6850862346656186
2024-03,2024-04-09 23:59:00,fx_news,2024-03,2024-04-01T00:00:00,FX log change since import reference,2.2958253483140534
2024-04,2024-05-12 23:59:00,ulc_gap,2023Q4,2024-03-15T00:00:00,"quarterly real-cost gap, log points",-0.21818298070286346
2024-04,2024-05-12 23:59:00,tightening,2024-03,2024-05-02T00:00:00,"negative unemployment change12, pp",-0.2999999999999998
2024-04,2024-05-12 23:59:00,import_gap,2024-02,2024-04-14T00:00:00,"relative price gap, log points",-9.57252945849649
2024-04,2024-05-12 23:59:00,ppi_gap,2024-03,2024-04-26T00:00:00,"relative price gap, log points",-3.6839416948594135
2024-04,2024-05-12 23:59:00,fx_news,2024-04,2024-05-01T00:00:00,FX log change since import reference,0.19005390579741394
2024-05,2024-06-10 23:59:00,ulc_gap,2023Q4,2024-03-15T00:00:00,"quarterly real-cost gap, log points",-0.21818298070280662
2024-05,2024-06-10 23:59:00,tightening,2024-04,2024-06-01T00:00:00,"negative unemployment change12, pp",0.0
2024-05,2024-06-10 23:59:00,import_gap,2024-03,2024-05-15T00:00:00,"relative price gap, log points",-9.548431928727368
2024-05,2024-06-10 23:59:00,ppi_gap,2024-04,2024-05-26T00:00:00,"relative price gap, log points",-3.3446409895280453
2024-05,2024-06-10 23:59:00,fx_news,2024-05,2024-06-01T00:00:00,FX log change since import reference,-1.9323501288735854
2024-06,2024-07-09 23:59:00,ulc_gap,2024Q1,2024-06-14T00:00:00,"quarterly real-cost gap, log points",3.400744647849706
2024-06,2024-07-09 23:59:00,tightening,2024-05,2024-07-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999
2024-06,2024-07-09 23:59:00,import_gap,2024-04,2024-06-14T00:00:00,"relative price gap, log points",-9.161460409003848
2024-06,2024-07-09 23:59:00,ppi_gap,2024-05,2024-06-26T00:00:00,"relative price gap, log points",-4.358668385829446
2024-06,2024-07-09 23:59:00,fx_news,2024-06,2024-07-01T00:00:00,FX log change since import reference,-2.001704901705122
2024-07,2024-08-11 23:59:00,ulc_gap,2024Q1,2024-06-14T00:00:00,"quarterly real-cost gap, log points",3.404797246622195
2024-07,2024-08-11 23:59:00,tightening,2024-06,2024-08-01T00:00:00,"negative unemployment change12, pp",0.0
2024-07,2024-08-11 23:59:00,import_gap,2024-05,2024-07-15T00:00:00,"relative price gap, log points",-10.50852172197936
2024-07,2024-08-11 23:59:00,ppi_gap,2024-06,2024-07-26T00:00:00,"relative price gap, log points",-4.672322077714853
2024-07,2024-08-11 23:59:00,fx_news,2024-07,2024-08-01T00:00:00,FX log change since import reference,1.991644527290351
2024-08,2024-09-09 23:59:00,ulc_gap,2024Q1,2024-06-14T00:00:00,"quarterly real-cost gap, log points",3.3952804971568753
2024-08,2024-09-09 23:59:00,tightening,2024-07,2024-09-01T00:00:00,"negative unemployment change12, pp",0.10000000000000009
2024-08,2024-09-09 23:59:00,import_gap,2024-06,2024-08-14T00:00:00,"relative price gap, log points",-10.051909425921867
2024-08,2024-09-09 23:59:00,ppi_gap,2024-07,2024-08-26T00:00:00,"relative price gap, log points",-4.538995427134864
2024-08,2024-09-09 23:59:00,fx_news,2024-08,2024-09-01T00:00:00,FX log change since import reference,1.6013793507194662
2024-09,2024-10-09 23:59:00,ulc_gap,2024Q2,2024-09-13T00:00:00,"quarterly real-cost gap, log points",-0.7270210947021951
2024-09,2024-10-09 23:59:00,tightening,2024-08,2024-10-02T00:00:00,"negative unemployment change12, pp",-0.20000000000000018
2024-09,2024-10-09 23:59:00,import_gap,2024-07,2024-09-14T00:00:00,"relative price gap, log points",-6.911622707545201
2024-09,2024-10-09 23:59:00,ppi_gap,2024-08,2024-09-26T00:00:00,"relative price gap, log points",-5.030107029250473
2024-09,2024-10-09 23:59:00,fx_news,2024-09,2024-10-01T00:00:00,FX log change since import reference,-0.8173999959412559
2024-10,2024-11-10 23:59:00,ulc_gap,2024Q2,2024-09-13T00:00:00,"quarterly real-cost gap, log points",-0.7157475768204336
2024-10,2024-11-10 23:59:00,tightening,2024-09,2024-11-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964
2024-10,2024-11-10 23:59:00,import_gap,2024-08,2024-10-15T00:00:00,"relative price gap, log points",-5.134435835484755
2024-10,2024-11-10 23:59:00,ppi_gap,2024-09,2024-10-26T00:00:00,"relative price gap, log points",-5.360431825605588
2024-10,2024-11-10 23:59:00,fx_news,2024-10,2024-11-01T00:00:00,FX log change since import reference,0.4556899688984439
2024-11,2024-12-09 23:59:00,ulc_gap,2024Q2,2024-09-13T00:00:00,"quarterly real-cost gap, log points",-0.7188737720751419
2024-11,2024-12-09 23:59:00,tightening,2024-10,2024-12-02T00:00:00,"negative unemployment change12, pp",0.2999999999999998
2024-11,2024-12-09 23:59:00,import_gap,2024-09,2024-11-14T00:00:00,"relative price gap, log points",-4.057266214813186
2024-11,2024-12-09 23:59:00,ppi_gap,2024-10,2024-11-26T00:00:00,"relative price gap, log points",-4.706025456067209
2024-11,2024-12-09 23:59:00,fx_news,2024-11,2024-12-01T00:00:00,FX log change since import reference,0.8055439285849011
2024-12,2025-01-12 23:59:00,ulc_gap,2024Q3,2024-12-14T00:00:00,"quarterly real-cost gap, log points",-3.565599903753423
2024-12,2025-01-12 23:59:00,tightening,2024-11,2025-01-01T00:00:00,"negative unemployment change12, pp",-0.19999999999999973
2024-12,2025-01-12 23:59:00,import_gap,2024-10,2024-12-15T00:00:00,"relative price gap, log points",-1.9697545741229021
2024-12,2025-01-12 23:59:00,ppi_gap,2024-11,2024-12-26T00:00:00,"relative price gap, log points",-3.9778591572076607
2024-12,2025-01-12 23:59:00,fx_news,2024-12,2025-01-01T00:00:00,FX log change since import reference,-0.6226349158525524
