sample,h,model,n,mse_difference,lower,upper,block,draws,seed
full,1,TVWQRF_QRF_MEAN_INDEP,88,0.3762507288118361,0.08639289602994603,0.7100864216454245,12,2000,1409
full,1,TVWQRF_QRF_MEAN_INDEP_OWNH0,88,1.1824308395269676,0.25042716108506197,2.3156700274494755,12,2000,1409
full,1,TVWQRF_QRF_MEDIAN_INDEP,88,0.4457144317328349,0.08789715526029092,0.9230858360850317,12,2000,1409
full,1,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,88,1.3903527346490119,0.2596033624647598,2.829384293080095,12,2000,1409
full,1,TVWQRF_TVW3_INDEP,88,0.40173367794590503,0.09213951683687155,0.8467743045247329,12,2000,1409
full,1,TVWQRF_TVW3_INDEP_OWNH0,88,1.182002304200111,0.25142833462208425,2.3434241642042846,12,2000,1409
full,2,TVWQRF_QRF_MEAN_INDEP,86,0.9775365374397584,0.1334136862672375,2.0349731739227974,12,2000,1409
full,2,TVWQRF_QRF_MEAN_INDEP_OWNH0,86,1.9304982345263222,0.2888195598999838,4.113394838475983,12,2000,1409
full,2,TVWQRF_QRF_MEDIAN_INDEP,86,1.2765329879129659,0.09726483006200169,2.791532441764856,12,2000,1409
full,2,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,86,2.4618663348920884,0.24953707372853548,5.330160087042285,12,2000,1409
full,2,TVWQRF_TVW3_INDEP,86,1.0528433908772634,0.12314683346618373,2.305588182036752,12,2000,1409
full,2,TVWQRF_TVW3_INDEP_OWNH0,86,1.9396015813861622,0.2696007208356454,3.993495903654872,12,2000,1409
full,3,TVWQRF_QRF_MEAN_INDEP,84,1.5148738100670622,0.2089697991496908,3.028592218980716,12,2000,1409
full,3,TVWQRF_QRF_MEAN_INDEP_OWNH0,84,2.6487593204314193,0.4070034907394589,5.527732802385115,12,2000,1409
full,3,TVWQRF_QRF_MEDIAN_INDEP,84,2.0820472458177655,0.17754562601267967,4.700967865533502,12,2000,1409
full,3,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,84,3.4605876882562994,0.4063149182651925,7.690735471134831,12,2000,1409
full,3,TVWQRF_TVW3_INDEP,84,1.5324229721733507,0.19465445393020497,3.275734270960245,12,2000,1409
full,3,TVWQRF_TVW3_INDEP_OWNH0,84,2.5712245001934733,0.38985413373531835,5.274206477455113,12,2000,1409
