origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2144448771044461,0.1863932898415576,2.969348659003822,3.1328694727925863,0.2142152722698087,0.186219793106462
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2576864813776723,0.0930232558139509,2.769818529130847,3.1023577921998275,0.47157031130003696,0.27919980910311465
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2798446673928566,0.6505576208178487,2.9467680608364977,2.899482701361372,0.7510241424899452,0.9276504370292081
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2699840576250615,0.1846722068328699,2.7462121212121224,2.7864718132911612,1.020644397816509,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1490839526357434,0.3686635944700533,2.9300567107750517,2.7451169237684003,1.1696173306556878,1.4801380302261995
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.0595296462456447,0.0918273645546419,2.9272898961284195,2.7092020874933262,1.2291292650362804,1.5719232592490955
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,-0.2431008850262858,-0.5504587155963248,2.6515151515151705,2.7505932761362764,0.9857324100407824,1.0199439368893146
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2965911876872042,0.4612546125461358,2.735849056603792,2.6664543962553062,1.2818846338029468,1.4801380302262201
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.0676759675584425,0.2754820936639035,3.116147308781873,2.832947126896571,1.34953771150517,1.7552413674151996
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1452565040970594,0.1831501831501825,3.207547169811327,2.8851655401314256,1.4946888203922373,1.9382240351228157
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.8664455148075201,1.4625228519195457,3.6414565826330487,2.710743238933301,2.3574022382793913,3.3901551675681305
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1971494470194256,0.2702702702702675,3.7278657968313063,2.5872608729727977,2.5543576008256283,3.660060864484629
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.0994602395416571,0.1863932898415576,2.969348659003822,2.880000801751146,0.0,0.0
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1466979995739085,0.0930232558139509,2.769818529130847,2.7357061584565985,0.14659050317571548,0.09298001599665265
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2514893119481892,0.6505576208178487,2.9467680608364977,2.5045599111336405,0.3977641099528442,0.7414306439227462
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1468367039574313,0.1846722068328699,2.7462121212121224,2.2662292501756776,0.5444931142376725,0.9259325412796757
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.178342655077192,0.3686635944700533,2.9300567107750517,2.2549488827534576,0.7226769276287108,1.2939182371197375
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,-0.0059256406896264,0.0918273645546419,2.9272898961284195,2.1523373181918974,0.7167511113660606,1.3857034661426335
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.0943273613839781,-0.5504587155963248,2.6515151515151705,2.5391741695153622,0.8110340124511317,0.8337241437828525
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2115878483774106,0.4612546125461358,2.735849056603792,2.3683756033869163,1.0223983289959002,1.293918237119758
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1262563414394558,0.2754820936639035,3.116147308781873,2.5944093478447896,1.1485750341401217,1.5690215743087377
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.3623130383867288,0.1831501831501825,3.207547169811327,2.868984418370181,1.5102332999123682,1.7520042420163535
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2505927002630301,1.4625228519195457,3.6414565826330487,2.0675747705011918,1.7605125402308879,3.2039353744616688
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.151572191853278,0.2702702702702675,3.7278657968313063,2.0317453585608014,1.9119699773802952,3.473841071378167
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2023742392240728,-0.0898472596585708,3.4418604651162905,2.136645974251427,2.1141397157990136,3.3839534248764624
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.3871075486743048,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2135039457689302,0.6505576208178487,2.9467680608364977,2.8008990809496845,0.21327634998771278,0.6484506279260935
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.3253505248075056,0.1846722068328699,2.7462121212121224,2.744698094307244,0.5380987551585609,0.8329525252830231
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1366729105989425,0.3686635944700533,2.9300567107750517,2.690632429531983,0.674678353347227,1.200938221123085
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1045551993597628,0.0918273645546419,2.9272898961284195,2.700930002683695,0.7791789318277547,1.2927234501459808
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.0949464356992731,-0.5504587155963248,2.6515151515151705,3.0904819003647623,0.8740803219093186,0.7407441277861999
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1064821655338171,0.4612546125461358,2.735849056603792,2.8108199538837666,0.9805058353979016,1.2009382211231052
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.1864840537726957,0.2754820936639035,3.116147308781873,3.0998097100753097,1.1668162235313366,1.476041558312085
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.2947447147571431,0.1831501831501825,3.207547169811327,3.3061402982806944,1.4611274176978746,1.6590242260197008
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,TVWQRF_QRF_MEAN_INDEP,0.3174054139627426,1.4625228519195457,3.6414565826330487,2.5696376800896292,1.7780301640584737,3.110955358465016
