sample,h,model,n,yy_rmse,yy_bias
2011_2026,1,NAIVE,186,1.0671023817797158,-0.06477298555579675
2011_2026,1,RW_YOY,186,1.13204122964252,0.004049788758520936
2011_2026,1,TVWQRF_QRF_MEAN_INDEP,186,1.0337567243175878,-0.030367049714037298
2011_2026,1,TVWQRF_QRF_MEDIAN_INDEP,186,1.0806096694153564,-0.19091359641736008
2011_2026,1,TVWQRF_TVW3_INDEP,186,1.037569569449408,-0.0534652238213468
2011_2026,2,NAIVE,185,1.4662039533855074,-0.1043213189470512
2011_2026,2,RW_YOY,185,1.5535217465311921,0.002497655615449837
2011_2026,2,TVWQRF_QRF_MEAN_INDEP,185,1.36543452145686,-0.03824489942751483
2011_2026,2,TVWQRF_QRF_MEDIAN_INDEP,185,1.4507437094738624,-0.2898410022237504
2011_2026,2,TVWQRF_TVW3_INDEP,185,1.3704601574849278,-0.09623040013576191
2011_2026,3,NAIVE,184,1.7949803812419065,-0.1460365587998187
2011_2026,3,RW_YOY,184,1.8895182094263858,-0.0015014560051932915
2011_2026,3,TVWQRF_QRF_MEAN_INDEP,184,1.60637700116321,-0.08453284616827482
2011_2026,3,TVWQRF_QRF_MEDIAN_INDEP,184,1.715465325575314,-0.41348688324558397
2011_2026,3,TVWQRF_TVW3_INDEP,184,1.6002726686495365,-0.15459568038505997
2011_2026,4,NAIVE,183,2.1301626179783337,-0.18828316268632075
2011_2026,4,RW_YOY,183,2.2344264858478375,-0.0035559937072580424
2011_2026,4,TVWQRF_QRF_MEAN_INDEP,183,1.8471708553187731,-0.14249450018132007
2011_2026,4,TVWQRF_QRF_MEDIAN_INDEP,183,1.9690962140894717,-0.5444276515944634
2011_2026,4,TVWQRF_TVW3_INDEP,183,1.8277060563963605,-0.21991438085596912
2011_2026,5,NAIVE,182,2.4680978707346632,-0.22807082476158652
2011_2026,5,RW_YOY,182,2.5710130135491176,-0.0004417663203185779
2011_2026,5,TVWQRF_QRF_MEAN_INDEP,182,2.062044893384601,-0.21365546408819136
2011_2026,5,TVWQRF_QRF_MEDIAN_INDEP,182,2.1687417261018456,-0.7120032108871377
2011_2026,5,TVWQRF_TVW3_INDEP,182,2.0286074040535618,-0.2841533266060972
2011_2026,6,NAIVE,181,2.8038096545782714,-0.2721323940340819
2011_2026,6,RW_YOY,181,2.9015211443493842,0.000664399122040729
2011_2026,6,TVWQRF_QRF_MEAN_INDEP,181,2.292356710848788,-0.2970061483301126
2011_2026,6,TVWQRF_QRF_MEDIAN_INDEP,181,2.4149570158110687,-0.876616675323249
2011_2026,6,TVWQRF_TVW3_INDEP,181,2.2465882465708034,-0.34885953554436794
2011_2026,7,NAIVE,180,3.126150225572035,-0.32829805359190795
2011_2026,7,RW_YOY,180,3.2214870625673875,-0.001520983168229336
2011_2026,7,TVWQRF_QRF_MEAN_INDEP,180,2.562238250183112,-0.3471111776573511
2011_2026,7,TVWQRF_QRF_MEDIAN_INDEP,180,2.7084011961246017,-1.0335015906709677
2011_2026,7,TVWQRF_TVW3_INDEP,180,2.5001212443500473,-0.4115091953569406
2011_2026,8,NAIVE,179,3.447617628824516,-0.38641901433740933
2011_2026,8,RW_YOY,179,3.5376811246867255,-0.0030697216107580384
2011_2026,8,TVWQRF_QRF_MEAN_INDEP,179,2.8508580162478157,-0.37236511293567964
2011_2026,8,TVWQRF_QRF_MEDIAN_INDEP,179,3.014722785854237,-1.160072911729428
2011_2026,8,TVWQRF_TVW3_INDEP,179,2.7883834052777807,-0.45685806762812553
2011_2026,9,NAIVE,178,3.7531316551310665,-0.44768881330798943
2011_2026,9,RW_YOY,178,3.849308161251933,-0.006834824089564168
2011_2026,9,TVWQRF_QRF_MEAN_INDEP,178,3.149830518861448,-0.3676413059112345
2011_2026,9,TVWQRF_QRF_MEDIAN_INDEP,178,3.328960041280313,-1.285316711444622
2011_2026,9,TVWQRF_TVW3_INDEP,178,3.0911748424101084,-0.5029258792579667
2011_2026,10,NAIVE,177,4.065570124453727,-0.5039398152490376
2011_2026,10,RW_YOY,177,4.147586403653893,-0.007114875720922281
2011_2026,10,TVWQRF_QRF_MEAN_INDEP,177,3.4826882479847425,-0.3584227934816892
2011_2026,10,TVWQRF_QRF_MEDIAN_INDEP,177,3.654762314293461,-1.414959357619688
2011_2026,10,TVWQRF_TVW3_INDEP,177,3.423933374664489,-0.5466644426828051
2011_2026,11,NAIVE,176,4.3653745395573464,-0.5609764936772237
2011_2026,11,RW_YOY,176,4.4306765843432725,-0.007270755927518761
2011_2026,11,TVWQRF_QRF_MEAN_INDEP,176,3.7237248830816485,-0.39734441563112044
2011_2026,11,TVWQRF_QRF_MEDIAN_INDEP,176,3.9016182502115533,-1.5122255128394122
2011_2026,11,TVWQRF_TVW3_INDEP,176,3.6982045880585623,-0.5856216040925163
2011_2026,12,NAIVE,175,4.421885460013842,-0.5895224877107458
2011_2026,12,RW_YOY,175,4.663977824367721,-0.009280458787573156
2011_2026,12,TVWQRF_QRF_MEAN_INDEP,175,3.9006538902636914,-0.4321312451698246
2011_2026,12,TVWQRF_QRF_MEDIAN_INDEP,175,4.024456315697771,-1.5558472451448002
2011_2026,12,TVWQRF_TVW3_INDEP,175,3.9018254778044588,-0.6350759623165093
targets_2011_2019,1,NAIVE,107,0.41141081328824913,0.005054053943781751
targets_2011_2019,1,RW_YOY,107,0.45113756908785013,-0.02146141823412777
targets_2011_2019,1,TVWQRF_QRF_MEAN_INDEP,107,0.46187920220533996,0.04043966195838034
targets_2011_2019,1,TVWQRF_QRF_MEDIAN_INDEP,107,0.46624661660868183,-0.071499295388562
targets_2011_2019,1,TVWQRF_TVW3_INDEP,107,0.4778558738013061,-0.004077665944350074
targets_2011_2019,2,NAIVE,106,0.5303307531683104,0.006736651737243123
targets_2011_2019,2,RW_YOY,106,0.5624217934504842,-0.030135688394505866
targets_2011_2019,2,TVWQRF_QRF_MEAN_INDEP,106,0.5796979998333087,0.08004144522362654
targets_2011_2019,2,TVWQRF_QRF_MEDIAN_INDEP,106,0.5697387431567452,-0.10271615519424869
targets_2011_2019,2,TVWQRF_TVW3_INDEP,106,0.5964999774608947,-0.008620878073130075
targets_2011_2019,3,NAIVE,105,0.6262343587869731,0.010016579237643179
targets_2011_2019,3,RW_YOY,105,0.6629790093404192,-0.03923714551266765
targets_2011_2019,3,TVWQRF_QRF_MEAN_INDEP,105,0.7263662583194134,0.09046714365853922
targets_2011_2019,3,TVWQRF_QRF_MEDIAN_INDEP,105,0.7119199321597013,-0.14598680632127303
targets_2011_2019,3,TVWQRF_TVW3_INDEP,105,0.7493700190181922,-0.019652822476022066
targets_2011_2019,4,NAIVE,104,0.717465658343189,0.009758187761110978
targets_2011_2019,4,RW_YOY,104,0.7399181579860248,-0.053302219004444845
targets_2011_2019,4,TVWQRF_QRF_MEAN_INDEP,104,0.8323117770492746,0.09844669637820937
targets_2011_2019,4,TVWQRF_QRF_MEDIAN_INDEP,104,0.8113513029618099,-0.19440186374325666
targets_2011_2019,4,TVWQRF_TVW3_INDEP,104,0.8595907633429892,-0.034796900022345284
targets_2011_2019,5,NAIVE,103,0.8019887531890162,0.013695646572057954
targets_2011_2019,5,RW_YOY,103,0.8149785444431132,-0.06351608752557565
targets_2011_2019,5,TVWQRF_QRF_MEAN_INDEP,103,0.8859436809132616,0.07280473087582523
targets_2011_2019,5,TVWQRF_QRF_MEDIAN_INDEP,103,0.8761727179662556,-0.28340162876865593
targets_2011_2019,5,TVWQRF_TVW3_INDEP,103,0.9230810725676415,-0.06008025125320111
targets_2011_2019,6,NAIVE,102,0.8787003108016203,0.01658429286475943
targets_2011_2019,6,RW_YOY,102,0.8689270571069345,-0.07317975295669062
targets_2011_2019,6,TVWQRF_QRF_MEAN_INDEP,102,0.9456361306393005,0.04312766807653976
targets_2011_2019,6,TVWQRF_QRF_MEDIAN_INDEP,102,0.9480184599220591,-0.3631120798290952
targets_2011_2019,6,TVWQRF_TVW3_INDEP,102,0.9819411551975429,-0.0856241905845062
targets_2011_2019,7,NAIVE,101,0.9521692178870923,0.019369275979031157
targets_2011_2019,7,RW_YOY,101,0.9256361065731998,-0.08613735560291938
targets_2011_2019,7,TVWQRF_QRF_MEAN_INDEP,101,1.0015252165107802,0.053362447862745584
targets_2011_2019,7,TVWQRF_QRF_MEDIAN_INDEP,101,1.0062418582992019,-0.43249182861178287
targets_2011_2019,7,TVWQRF_TVW3_INDEP,101,1.0286778563152972,-0.11684563387042786
targets_2011_2019,8,NAIVE,100,1.027027629142778,0.024989037913354537
targets_2011_2019,8,RW_YOY,100,1.0003197430515642,-0.09645657110261725
targets_2011_2019,8,TVWQRF_QRF_MEAN_INDEP,100,1.0663063391559524,0.07898115657628743
targets_2011_2019,8,TVWQRF_QRF_MEDIAN_INDEP,100,1.056414673258963,-0.47224068730745933
targets_2011_2019,8,TVWQRF_TVW3_INDEP,100,1.0829661985195733,-0.1261072325584639
targets_2011_2019,9,NAIVE,99,1.1078079293152279,0.030842287535140903
targets_2011_2019,9,RW_YOY,99,1.076560530542565,-0.10896008868705263
targets_2011_2019,9,TVWQRF_QRF_MEAN_INDEP,99,1.2125259640016313,0.1958355199809142
targets_2011_2019,9,TVWQRF_QRF_MEDIAN_INDEP,99,1.1229446362384505,-0.4664312574865109
targets_2011_2019,9,TVWQRF_TVW3_INDEP,99,1.1914903024956605,-0.10232980354460859
