origin,model,status,n_train
2026-02,GAP_CALIBRATION_R23,estimated,40
2026-02,GAP_DOMESTIC_R23,estimated,40
2026-02,GAP_IMPORTED_R23,estimated,40
2026-02,GAP_JOINT_R23,estimated,40
2026-02,GAP_FREE_R23,estimated,40
2026-02,GAP_ENET_R23,estimated,40
2026-02,GAP_HALF_R23,estimated,40
2026-03,GAP_CALIBRATION_R23,estimated,40
2026-03,GAP_DOMESTIC_R23,estimated,40
2026-03,GAP_IMPORTED_R23,estimated,40
2026-03,GAP_JOINT_R23,estimated,40
2026-03,GAP_FREE_R23,estimated,40
2026-03,GAP_ENET_R23,estimated,40
2026-03,GAP_HALF_R23,estimated,40
2026-04,GAP_CALIBRATION_R23,estimated,40
2026-04,GAP_DOMESTIC_R23,estimated,40
2026-04,GAP_IMPORTED_R23,estimated,40
2026-04,GAP_JOINT_R23,estimated,40
2026-04,GAP_FREE_R23,estimated,40
2026-04,GAP_ENET_R23,estimated,40
2026-04,GAP_HALF_R23,estimated,40
2026-05,GAP_CALIBRATION_R23,estimated,40
2026-05,GAP_DOMESTIC_R23,estimated,40
2026-05,GAP_IMPORTED_R23,estimated,40
2026-05,GAP_JOINT_R23,estimated,40
2026-05,GAP_FREE_R23,estimated,40
2026-05,GAP_ENET_R23,estimated,40
2026-05,GAP_HALF_R23,estimated,40
2026-06,GAP_CALIBRATION_R23,estimated,40
2026-06,GAP_DOMESTIC_R23,estimated,40
2026-06,GAP_IMPORTED_R23,estimated,40
2026-06,GAP_JOINT_R23,estimated,40
2026-06,GAP_FREE_R23,estimated,40
2026-06,GAP_ENET_R23,estimated,40
2026-06,GAP_HALF_R23,estimated,40
2026-07,GAP_CALIBRATION_R23,estimated,40
2026-07,GAP_DOMESTIC_R23,estimated,40
2026-07,GAP_IMPORTED_R23,estimated,40
2026-07,GAP_JOINT_R23,estimated,40
2026-07,GAP_FREE_R23,estimated,40
2026-07,GAP_ENET_R23,estimated,40
2026-07,GAP_HALF_R23,estimated,40
