origin,event_id,as_of,legal_known,treatment_known,national_candidate_eligible,reason,event_effective_from,h_effective
2020-10,POZE22_ANNOUNCE,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,24
2020-10,POZE23_ADOPT,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,POZE24_EXPIRY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,SAVING22_LOW,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,24
2020-10,SAVING22_HIGH,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,24
2020-10,SAVING22_EXPIRY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,SAVING23_CANCEL,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,CAP23_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,CAP24_EXPIRY_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,CAP23_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,CAP24_EXPIRY_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,CAP23_FIXED,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,ERU2020_ELECTRICITY,2020-11-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-9
2020-10,ERU2020_GAS,2020-11-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-9
2020-10,ERU2021_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,3
2020-10,ERU2021_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,3
2020-10,ERU2022_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,15
2020-10,ERU2022_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,15
2020-10,ERU2023_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,ERU2023_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,27
2020-10,ERU2024_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,ERU2024_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,ERU2025_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,51
2020-10,ERU2025_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,51
2020-10,ERU2026_ELECTRICITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,63
2020-10,ERU2026_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,63
2020-10,POZE24_CAPACITY,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,POZE24_CEILING,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,39
2020-10,POZE26_ADOPT,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,63
2020-10,ERU26_FINAL_AVG,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,63
2020-10,CEZ26_D02,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,63
2020-10,CEZ26_GAS,2020-11-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,63
2020-11,VAT21_START,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,12
2020-11,VAT21_EXPIRY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,14
2020-11,POZE22_ANNOUNCE,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,23
2020-11,POZE23_ADOPT,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,POZE24_EXPIRY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,SAVING22_LOW,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,23
2020-11,SAVING22_HIGH,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,23
2020-11,SAVING22_EXPIRY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,SAVING23_CANCEL,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,CAP23_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,CAP24_EXPIRY_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,CAP23_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,CAP24_EXPIRY_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,CAP23_FIXED,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,ERU2020_ELECTRICITY,2020-12-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-10
2020-11,ERU2020_GAS,2020-12-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-10
2020-11,ERU2021_ELECTRICITY,2020-12-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,2
2020-11,ERU2021_GAS,2020-12-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,2
2020-11,ERU2022_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,14
2020-11,ERU2022_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,14
2020-11,ERU2023_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,ERU2023_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,26
2020-11,ERU2024_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,ERU2024_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,ERU2025_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,50
2020-11,ERU2025_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,50
2020-11,ERU2026_ELECTRICITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,62
2020-11,ERU2026_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,62
2020-11,POZE24_CAPACITY,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,POZE24_CEILING,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,38
2020-11,POZE26_ADOPT,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,62
2020-11,ERU26_FINAL_AVG,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,62
2020-11,CEZ26_D02,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,62
2020-11,CEZ26_GAS,2020-12-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,62
2020-12,VAT21_START,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,11
2020-12,VAT21_EXPIRY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,13
2020-12,POZE22_ANNOUNCE,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,22
2020-12,POZE23_ADOPT,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,POZE24_EXPIRY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,SAVING22_LOW,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,22
2020-12,SAVING22_HIGH,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,22
2020-12,SAVING22_EXPIRY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,SAVING23_CANCEL,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,CAP23_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,CAP24_EXPIRY_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,CAP23_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,CAP24_EXPIRY_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,CAP23_FIXED,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,ERU2020_ELECTRICITY,2021-01-12T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-11
2020-12,ERU2020_GAS,2021-01-12T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-11
2020-12,ERU2021_ELECTRICITY,2021-01-12T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,1
2020-12,ERU2021_GAS,2021-01-12T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,1
2020-12,ERU2022_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,13
2020-12,ERU2022_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,13
2020-12,ERU2023_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,ERU2023_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,25
2020-12,ERU2024_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,ERU2024_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,ERU2025_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,49
2020-12,ERU2025_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,49
2020-12,ERU2026_ELECTRICITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,61
2020-12,ERU2026_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,61
2020-12,POZE24_CAPACITY,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,POZE24_CEILING,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,37
2020-12,POZE26_ADOPT,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,61
2020-12,ERU26_FINAL_AVG,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,61
2020-12,CEZ26_D02,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,61
2020-12,CEZ26_GAS,2021-01-12T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,61
2021-01,VAT21_START,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,10
2021-01,VAT21_EXPIRY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,12
2021-01,POZE22_ANNOUNCE,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,21
2021-01,POZE23_ADOPT,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,POZE24_EXPIRY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,SAVING22_LOW,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,21
2021-01,SAVING22_HIGH,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,21
2021-01,SAVING22_EXPIRY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,SAVING23_CANCEL,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,CAP23_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,CAP24_EXPIRY_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,CAP23_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,CAP24_EXPIRY_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,CAP23_FIXED,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,ERU2020_ELECTRICITY,2021-02-11T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-12
2021-01,ERU2020_GAS,2021-02-11T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-12
2021-01,ERU2021_ELECTRICITY,2021-02-11T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,0
2021-01,ERU2021_GAS,2021-02-11T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,0
2021-01,ERU2022_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,12
2021-01,ERU2022_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,12
2021-01,ERU2023_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,ERU2023_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,24
2021-01,ERU2024_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,ERU2024_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,ERU2025_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,48
2021-01,ERU2025_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,48
2021-01,ERU2026_ELECTRICITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,60
2021-01,ERU2026_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,60
2021-01,POZE24_CAPACITY,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,POZE24_CEILING,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,36
2021-01,POZE26_ADOPT,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,60
2021-01,ERU26_FINAL_AVG,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,60
2021-01,CEZ26_D02,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,60
2021-01,CEZ26_GAS,2021-02-11T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,60
2021-02,VAT21_START,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,9
2021-02,VAT21_EXPIRY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,11
2021-02,POZE22_ANNOUNCE,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,20
2021-02,POZE23_ADOPT,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,POZE24_EXPIRY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,SAVING22_LOW,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,20
2021-02,SAVING22_HIGH,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,20
2021-02,SAVING22_EXPIRY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,SAVING23_CANCEL,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,CAP23_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,CAP24_EXPIRY_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,CAP23_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,CAP24_EXPIRY_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,CAP23_FIXED,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,ERU2020_ELECTRICITY,2021-03-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-13
2021-02,ERU2020_GAS,2021-03-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,-13
2021-02,ERU2021_ELECTRICITY,2021-03-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,-1
2021-02,ERU2021_GAS,2021-03-09T22:59:00+00:00,True,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,-1
2021-02,ERU2022_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,11
2021-02,ERU2022_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,11
2021-02,ERU2023_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,ERU2023_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,23
2021-02,ERU2024_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,ERU2024_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,ERU2025_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,47
2021-02,ERU2025_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,47
2021-02,ERU2026_ELECTRICITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,59
2021-02,ERU2026_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,59
2021-02,POZE24_CAPACITY,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,POZE24_CEILING,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,35
2021-02,POZE26_ADOPT,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,59
2021-02,ERU26_FINAL_AVG,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,59
2021-02,CEZ26_D02,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,59
2021-02,CEZ26_GAS,2021-03-09T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,59
2021-03,VAT21_START,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,8
2021-03,VAT21_EXPIRY,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,10
2021-03,POZE22_ANNOUNCE,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,19
2021-03,POZE23_ADOPT,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,22
2021-03,POZE24_EXPIRY,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,34
2021-03,SAVING22_LOW,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,19
2021-03,SAVING22_HIGH,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,19
2021-03,SAVING22_EXPIRY,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,22
2021-03,SAVING23_CANCEL,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,22
2021-03,CAP23_ELECTRICITY,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,22
2021-03,CAP24_EXPIRY_ELECTRICITY,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,34
2021-03,CAP23_GAS,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,22
2021-03,CAP24_EXPIRY_GAS,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,34
2021-03,CAP23_FIXED,2021-04-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,22
