origin,model,status,pump_end,oil_end,fx_end,spot_usd,endpoint_usd,fx,petrol_share,fallback
2019-08,FUEL_ANNUAL_LOW_R17,estimated,2019-09-02 00:00:00,2019-08-26 00:00:00,2019-09-09 00:00:00,58.64,46.984,23.431,0.67084,False
2019-08,FUEL_ANNUAL_HIGH_R17,estimated,2019-09-02 00:00:00,2019-08-26 00:00:00,2019-09-09 00:00:00,58.64,70.476,23.431,0.67084,False
2019-09,FUEL_SPOT_ECM_R17,estimated,2019-09-30 00:00:00,2019-09-25 00:00:00,2019-10-09 00:00:00,62.41,62.41,23.518,0.67084,False
2019-09,FUEL_ANNUAL_R17,estimated,2019-09-30 00:00:00,2019-09-25 00:00:00,2019-10-09 00:00:00,62.41,56.31,23.518,0.67084,False
2019-09,FUEL_ANNUAL_LOW_R17,estimated,2019-09-30 00:00:00,2019-09-25 00:00:00,2019-10-09 00:00:00,62.41,45.048,23.518,0.67084,False
2019-09,FUEL_ANNUAL_HIGH_R17,estimated,2019-09-30 00:00:00,2019-09-25 00:00:00,2019-10-09 00:00:00,62.41,67.572,23.518,0.67084,False
2019-10,FUEL_SPOT_ECM_R17,estimated,2019-10-28 00:00:00,2019-10-25 00:00:00,2019-11-08 00:00:00,62.06,62.06,23.099,0.67084,False
2019-10,FUEL_ANNUAL_R17,estimated,2019-10-28 00:00:00,2019-10-25 00:00:00,2019-11-08 00:00:00,62.06,57.62,23.099,0.67084,False
2019-10,FUEL_ANNUAL_LOW_R17,estimated,2019-10-28 00:00:00,2019-10-25 00:00:00,2019-11-08 00:00:00,62.06,46.096000000000004,23.099,0.67084,False
2019-10,FUEL_ANNUAL_HIGH_R17,estimated,2019-10-28 00:00:00,2019-10-25 00:00:00,2019-11-08 00:00:00,62.06,69.14399999999999,23.099,0.67084,False
2019-11,FUEL_SPOT_ECM_R17,estimated,2019-12-02 00:00:00,2019-11-25 00:00:00,2019-12-09 00:00:00,64.67,64.67,23.047,0.67084,False
2019-11,FUEL_ANNUAL_R17,estimated,2019-12-02 00:00:00,2019-11-25 00:00:00,2019-12-09 00:00:00,64.67,58.08,23.047,0.67084,False
2019-11,FUEL_ANNUAL_LOW_R17,estimated,2019-12-02 00:00:00,2019-11-25 00:00:00,2019-12-09 00:00:00,64.67,46.464,23.047,0.67084,False
2019-11,FUEL_ANNUAL_HIGH_R17,estimated,2019-12-02 00:00:00,2019-11-25 00:00:00,2019-12-09 00:00:00,64.67,69.696,23.047,0.67084,False
2019-12,FUEL_SPOT_ECM_R17,estimated,2019-12-16 00:00:00,2019-12-27 00:00:00,2020-01-10 00:00:00,68.91,68.91,22.78,0.67084,False
2019-12,FUEL_ANNUAL_R17,estimated,2019-12-16 00:00:00,2019-12-27 00:00:00,2020-01-10 00:00:00,68.91,58.96,22.78,0.67084,False
2019-12,FUEL_ANNUAL_LOW_R17,estimated,2019-12-16 00:00:00,2019-12-27 00:00:00,2020-01-10 00:00:00,68.91,47.168000000000006,22.78,0.67084,False
2019-12,FUEL_ANNUAL_HIGH_R17,estimated,2019-12-16 00:00:00,2019-12-27 00:00:00,2020-01-10 00:00:00,68.91,70.752,22.78,0.67084,False
2020-01,FUEL_SPOT_ECM_R17,estimated,2020-02-03 00:00:00,2020-01-30 00:00:00,2020-02-13 00:00:00,57.72,57.72,22.851,0.67084,False
2020-01,FUEL_ANNUAL_R17,estimated,2020-02-03 00:00:00,2020-01-30 00:00:00,2020-02-13 00:00:00,57.72,56.08,22.851,0.67084,False
2020-01,FUEL_ANNUAL_LOW_R17,estimated,2020-02-03 00:00:00,2020-01-30 00:00:00,2020-02-13 00:00:00,57.72,44.864000000000004,22.851,0.67084,False
2020-01,FUEL_ANNUAL_HIGH_R17,estimated,2020-02-03 00:00:00,2020-01-30 00:00:00,2020-02-13 00:00:00,57.72,67.29599999999999,22.851,0.67084,False
2020-02,FUEL_SPOT_ECM_R17,estimated,2020-03-02 00:00:00,2020-02-24 00:00:00,2020-03-09 00:00:00,56.71,56.71,22.265,0.670837,False
2020-02,FUEL_ANNUAL_R17,estimated,2020-03-02 00:00:00,2020-02-24 00:00:00,2020-03-09 00:00:00,56.71,49.53,22.265,0.670837,False
2020-02,FUEL_ANNUAL_LOW_R17,estimated,2020-03-02 00:00:00,2020-02-24 00:00:00,2020-03-09 00:00:00,56.71,39.624,22.265,0.670837,False
2020-02,FUEL_ANNUAL_HIGH_R17,estimated,2020-03-02 00:00:00,2020-02-24 00:00:00,2020-03-09 00:00:00,56.71,59.436,22.265,0.670837,False
2020-03,FUEL_SPOT_ECM_R17,estimated,2020-04-06 00:00:00,2020-03-30 00:00:00,2020-04-09 00:00:00,19.19,19.19,24.758,0.670837,False
2020-03,FUEL_ANNUAL_R17,estimated,2020-04-06 00:00:00,2020-03-30 00:00:00,2020-04-09 00:00:00,19.19,40.31,24.758,0.670837,False
2020-03,FUEL_ANNUAL_LOW_R17,estimated,2020-04-06 00:00:00,2020-03-30 00:00:00,2020-04-09 00:00:00,19.19,32.248000000000005,24.758,0.670837,False
2020-03,FUEL_ANNUAL_HIGH_R17,estimated,2020-04-06 00:00:00,2020-03-30 00:00:00,2020-04-09 00:00:00,19.19,48.372,24.758,0.670837,False
2020-04,FUEL_SPOT_ECM_R17,estimated,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-12 00:00:00,15.6,15.6,25.254,0.670837,False
2020-04,FUEL_ANNUAL_R17,estimated,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-12 00:00:00,15.6,37.1,25.254,0.670837,False
2020-04,FUEL_ANNUAL_LOW_R17,estimated,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-12 00:00:00,15.6,29.680000000000003,25.254,0.670837,False
2020-04,FUEL_ANNUAL_HIGH_R17,estimated,2020-05-04 00:00:00,2020-04-28 00:00:00,2020-05-12 00:00:00,15.6,44.52,25.254,0.670837,False
2020-05,FUEL_SPOT_ECM_R17,estimated,2020-06-01 00:00:00,2020-05-26 00:00:00,2020-06-09 00:00:00,33.95,33.95,23.59,0.670837,False
2020-05,FUEL_ANNUAL_R17,estimated,2020-06-01 00:00:00,2020-05-26 00:00:00,2020-06-09 00:00:00,33.95,43.35,23.59,0.670837,False
2020-05,FUEL_ANNUAL_LOW_R17,estimated,2020-06-01 00:00:00,2020-05-26 00:00:00,2020-06-09 00:00:00,33.95,34.68,23.59,0.670837,False
2020-05,FUEL_ANNUAL_HIGH_R17,estimated,2020-06-01 00:00:00,2020-05-26 00:00:00,2020-06-09 00:00:00,33.95,52.02,23.59,0.670837,False
2020-06,FUEL_SPOT_ECM_R17,estimated,2020-06-29 00:00:00,2020-06-25 00:00:00,2020-07-09 00:00:00,41.18,41.18,23.474,0.670837,False
2020-06,FUEL_ANNUAL_R17,estimated,2020-06-29 00:00:00,2020-06-25 00:00:00,2020-07-09 00:00:00,41.18,45.12,23.474,0.670837,False
2020-06,FUEL_ANNUAL_LOW_R17,estimated,2020-06-29 00:00:00,2020-06-25 00:00:00,2020-07-09 00:00:00,41.18,36.096,23.474,0.670837,False
2020-06,FUEL_ANNUAL_HIGH_R17,estimated,2020-06-29 00:00:00,2020-06-25 00:00:00,2020-07-09 00:00:00,41.18,54.144,23.474,0.670837,False
2020-07,FUEL_SPOT_ECM_R17,estimated,2020-08-03 00:00:00,2020-07-29 00:00:00,2020-08-12 00:00:00,43.51,43.51,22.185,0.670837,False
2020-07,FUEL_ANNUAL_R17,estimated,2020-08-03 00:00:00,2020-07-29 00:00:00,2020-08-12 00:00:00,43.51,47.07,22.185,0.670837,False
2020-07,FUEL_ANNUAL_LOW_R17,estimated,2020-08-03 00:00:00,2020-07-29 00:00:00,2020-08-12 00:00:00,43.51,37.656,22.185,0.670837,False
2020-07,FUEL_ANNUAL_HIGH_R17,estimated,2020-08-03 00:00:00,2020-07-29 00:00:00,2020-08-12 00:00:00,43.51,56.484,22.185,0.670837,False
2020-08,FUEL_SPOT_ECM_R17,estimated,2020-08-31 00:00:00,2020-08-26 00:00:00,2020-09-09 00:00:00,45.79,45.79,22.532,0.670837,False
2020-08,FUEL_ANNUAL_R17,estimated,2020-08-31 00:00:00,2020-08-26 00:00:00,2020-09-09 00:00:00,45.79,43.03,22.532,0.670837,False
2020-08,FUEL_ANNUAL_LOW_R17,estimated,2020-08-31 00:00:00,2020-08-26 00:00:00,2020-09-09 00:00:00,45.79,34.424,22.532,0.670837,False
2020-08,FUEL_ANNUAL_HIGH_R17,estimated,2020-08-31 00:00:00,2020-08-26 00:00:00,2020-09-09 00:00:00,45.79,51.636,22.532,0.670837,False
2020-09,FUEL_SPOT_ECM_R17,estimated,2020-09-28 00:00:00,2020-09-25 00:00:00,2020-10-09 00:00:00,40.91,40.91,22.983,0.670837,False
2020-09,FUEL_ANNUAL_R17,estimated,2020-09-28 00:00:00,2020-09-25 00:00:00,2020-10-09 00:00:00,40.91,44.69,22.983,0.670837,False
2020-09,FUEL_ANNUAL_LOW_R17,estimated,2020-09-28 00:00:00,2020-09-25 00:00:00,2020-10-09 00:00:00,40.91,35.752,22.983,0.670837,False
2020-09,FUEL_ANNUAL_HIGH_R17,estimated,2020-09-28 00:00:00,2020-09-25 00:00:00,2020-10-09 00:00:00,40.91,53.62799999999999,22.983,0.670837,False
2020-10,FUEL_SPOT_ECM_R17,estimated,2020-11-02 00:00:00,2020-10-26 00:00:00,2020-11-09 00:00:00,39.06,39.06,22.27,0.670837,False
2020-10,FUEL_ANNUAL_R17,estimated,2020-11-02 00:00:00,2020-10-26 00:00:00,2020-11-09 00:00:00,39.06,43.95,22.27,0.670837,False
2020-10,FUEL_ANNUAL_LOW_R17,estimated,2020-11-02 00:00:00,2020-10-26 00:00:00,2020-11-09 00:00:00,39.06,35.160000000000004,22.27,0.670837,False
2020-10,FUEL_ANNUAL_HIGH_R17,estimated,2020-11-02 00:00:00,2020-10-26 00:00:00,2020-11-09 00:00:00,39.06,52.74,22.27,0.670837,False
2020-11,FUEL_SPOT_ECM_R17,estimated,2020-11-30 00:00:00,2020-11-25 00:00:00,2020-12-09 00:00:00,47.3,47.3,21.672,0.670837,False
2020-11,FUEL_ANNUAL_R17,estimated,2020-11-30 00:00:00,2020-11-25 00:00:00,2020-12-09 00:00:00,47.3,48.1,21.672,0.670837,False
2020-11,FUEL_ANNUAL_LOW_R17,estimated,2020-11-30 00:00:00,2020-11-25 00:00:00,2020-12-09 00:00:00,47.3,38.480000000000004,21.672,0.670837,False
2020-11,FUEL_ANNUAL_HIGH_R17,estimated,2020-11-30 00:00:00,2020-11-25 00:00:00,2020-12-09 00:00:00,47.3,57.72,21.672,0.670837,False
2020-12,FUEL_SPOT_ECM_R17,estimated,2020-12-21 00:00:00,2020-12-29 00:00:00,2021-01-12 00:00:00,50.44,50.44,21.535,0.670837,False
2020-12,FUEL_ANNUAL_R17,estimated,2020-12-21 00:00:00,2020-12-29 00:00:00,2021-01-12 00:00:00,50.44,52.18,21.535,0.670837,False
2020-12,FUEL_ANNUAL_LOW_R17,estimated,2020-12-21 00:00:00,2020-12-29 00:00:00,2021-01-12 00:00:00,50.44,41.744,21.535,0.670837,False
2020-12,FUEL_ANNUAL_HIGH_R17,estimated,2020-12-21 00:00:00,2020-12-29 00:00:00,2021-01-12 00:00:00,50.44,62.616,21.535,0.670837,False
2021-01,FUEL_SPOT_ECM_R17,estimated,2021-02-01 00:00:00,2021-01-28 00:00:00,2021-02-11 00:00:00,54.87,54.87,21.219,0.670837,False
2021-01,FUEL_ANNUAL_R17,estimated,2021-02-01 00:00:00,2021-01-28 00:00:00,2021-02-11 00:00:00,54.87,55.96,21.219,0.670837,False
2021-01,FUEL_ANNUAL_LOW_R17,estimated,2021-02-01 00:00:00,2021-01-28 00:00:00,2021-02-11 00:00:00,54.87,44.768,21.219,0.670837,False
2021-01,FUEL_ANNUAL_HIGH_R17,estimated,2021-02-01 00:00:00,2021-01-28 00:00:00,2021-02-11 00:00:00,54.87,67.152,21.219,0.670837,False
2021-02,FUEL_SPOT_ECM_R17,estimated,2021-03-01 00:00:00,2021-02-23 00:00:00,2021-03-09 00:00:00,65.16,65.16,22.109,0.670837,False
2021-02,FUEL_ANNUAL_R17,estimated,2021-03-01 00:00:00,2021-02-23 00:00:00,2021-03-09 00:00:00,65.16,61.42,22.109,0.670837,False
2021-02,FUEL_ANNUAL_LOW_R17,estimated,2021-03-01 00:00:00,2021-02-23 00:00:00,2021-03-09 00:00:00,65.16,49.136,22.109,0.670837,False
2021-02,FUEL_ANNUAL_HIGH_R17,estimated,2021-03-01 00:00:00,2021-02-23 00:00:00,2021-03-09 00:00:00,65.16,73.704,22.109,0.670837,False
2021-03,FUEL_SPOT_ECM_R17,estimated,2021-03-29 00:00:00,2021-03-29 00:00:00,2021-04-12 00:00:00,64.06,64.06,21.86,0.670837,False
2021-03,FUEL_ANNUAL_R17,estimated,2021-03-29 00:00:00,2021-03-29 00:00:00,2021-04-12 00:00:00,64.06,59.26,21.86,0.670837,False
2021-03,FUEL_ANNUAL_LOW_R17,estimated,2021-03-29 00:00:00,2021-03-29 00:00:00,2021-04-12 00:00:00,64.06,47.408,21.86,0.670837,False
2021-03,FUEL_ANNUAL_HIGH_R17,estimated,2021-03-29 00:00:00,2021-03-29 00:00:00,2021-04-12 00:00:00,64.06,71.112,21.86,0.670837,False
2021-04,FUEL_SPOT_ECM_R17,estimated,2021-05-03 00:00:00,2021-04-26 00:00:00,2021-05-10 00:00:00,65.5,65.5,21.027,0.670837,False
2021-04,FUEL_ANNUAL_R17,estimated,2021-05-03 00:00:00,2021-04-26 00:00:00,2021-05-10 00:00:00,65.5,64.36,21.027,0.670837,False
2021-04,FUEL_ANNUAL_LOW_R17,estimated,2021-05-03 00:00:00,2021-04-26 00:00:00,2021-05-10 00:00:00,65.5,51.488,21.027,0.670837,False
2021-04,FUEL_ANNUAL_HIGH_R17,estimated,2021-05-03 00:00:00,2021-04-26 00:00:00,2021-05-10 00:00:00,65.5,77.232,21.027,0.670837,False
2021-05,FUEL_SPOT_ECM_R17,estimated,2021-05-31 00:00:00,2021-05-26 00:00:00,2021-06-09 00:00:00,68.93,68.93,20.806,0.670837,False
2021-05,FUEL_ANNUAL_R17,estimated,2021-05-31 00:00:00,2021-05-26 00:00:00,2021-06-09 00:00:00,68.93,67.56,20.806,0.670837,False
2021-05,FUEL_ANNUAL_LOW_R17,estimated,2021-05-31 00:00:00,2021-05-26 00:00:00,2021-06-09 00:00:00,68.93,54.048,20.806,0.670837,False
2021-05,FUEL_ANNUAL_HIGH_R17,estimated,2021-05-31 00:00:00,2021-05-26 00:00:00,2021-06-09 00:00:00,68.93,81.072,20.806,0.670837,False
2021-06,FUEL_SPOT_ECM_R17,estimated,2021-07-05 00:00:00,2021-06-28 00:00:00,2021-07-12 00:00:00,74.78,74.78,21.706,0.670837,False
2021-06,FUEL_ANNUAL_R17,estimated,2021-07-05 00:00:00,2021-06-28 00:00:00,2021-07-12 00:00:00,74.78,69.65,21.706,0.670837,False
2021-06,FUEL_ANNUAL_LOW_R17,estimated,2021-07-05 00:00:00,2021-06-28 00:00:00,2021-07-12 00:00:00,74.78,55.720000000000006,21.706,0.670837,False
2021-06,FUEL_ANNUAL_HIGH_R17,estimated,2021-07-05 00:00:00,2021-06-28 00:00:00,2021-07-12 00:00:00,74.78,83.58,21.706,0.670837,False
2021-07,FUEL_SPOT_ECM_R17,estimated,2021-08-02 00:00:00,2021-07-26 00:00:00,2021-08-09 00:00:00,74.79,74.79,21.59,0.670837,False
2021-07,FUEL_ANNUAL_R17,estimated,2021-08-02 00:00:00,2021-07-26 00:00:00,2021-08-09 00:00:00,74.79,67.29,21.59,0.670837,False
2021-07,FUEL_ANNUAL_LOW_R17,estimated,2021-08-02 00:00:00,2021-07-26 00:00:00,2021-08-09 00:00:00,74.79,53.83200000000001,21.59,0.670837,False
2021-07,FUEL_ANNUAL_HIGH_R17,estimated,2021-08-02 00:00:00,2021-07-26 00:00:00,2021-08-09 00:00:00,74.79,80.748,21.59,0.670837,False
2021-08,FUEL_SPOT_ECM_R17,estimated,2021-08-30 00:00:00,2021-08-26 00:00:00,2021-09-09 00:00:00,70.42,70.42,21.457,0.670837,False
2021-08,FUEL_ANNUAL_R17,estimated,2021-08-30 00:00:00,2021-08-26 00:00:00,2021-09-09 00:00:00,70.42,68.92,21.457,0.670837,False
2021-08,FUEL_ANNUAL_LOW_R17,estimated,2021-08-30 00:00:00,2021-08-26 00:00:00,2021-09-09 00:00:00,70.42,55.136,21.457,0.670837,False
2021-08,FUEL_ANNUAL_HIGH_R17,estimated,2021-08-30 00:00:00,2021-08-26 00:00:00,2021-09-09 00:00:00,70.42,82.704,21.457,0.670837,False
2021-09,FUEL_SPOT_ECM_R17,estimated,2021-09-27 00:00:00,2021-09-24 00:00:00,2021-10-08 00:00:00,77.42,77.42,21.989,0.670837,False
2021-09,FUEL_ANNUAL_R17,estimated,2021-09-27 00:00:00,2021-09-24 00:00:00,2021-10-08 00:00:00,77.42,78.25,21.989,0.670837,False
2021-09,FUEL_ANNUAL_LOW_R17,estimated,2021-09-27 00:00:00,2021-09-24 00:00:00,2021-10-08 00:00:00,77.42,62.6,21.989,0.670837,False
2021-09,FUEL_ANNUAL_HIGH_R17,estimated,2021-09-27 00:00:00,2021-09-24 00:00:00,2021-10-08 00:00:00,77.42,93.89999999999999,21.989,0.670837,False
2021-10,FUEL_SPOT_ECM_R17,estimated,2021-11-01 00:00:00,2021-10-26 00:00:00,2021-11-09 00:00:00,85.11,85.11,21.761,0.670837,False
2021-10,FUEL_ANNUAL_R17,estimated,2021-11-01 00:00:00,2021-10-26 00:00:00,2021-11-09 00:00:00,85.11,73.69,21.761,0.670837,False
2021-10,FUEL_ANNUAL_LOW_R17,estimated,2021-11-01 00:00:00,2021-10-26 00:00:00,2021-11-09 00:00:00,85.11,58.952,21.761,0.670837,False
2021-10,FUEL_ANNUAL_HIGH_R17,estimated,2021-11-01 00:00:00,2021-10-26 00:00:00,2021-11-09 00:00:00,85.11,88.428,21.761,0.670837,False
2021-11,FUEL_SPOT_ECM_R17,estimated,2021-11-29 00:00:00,2021-11-25 00:00:00,2021-12-09 00:00:00,82.05,82.05,22.49,0.670837,False
2021-11,FUEL_ANNUAL_R17,estimated,2021-11-29 00:00:00,2021-11-25 00:00:00,2021-12-09 00:00:00,82.05,70.95,22.49,0.670837,False
2021-11,FUEL_ANNUAL_LOW_R17,estimated,2021-11-29 00:00:00,2021-11-25 00:00:00,2021-12-09 00:00:00,82.05,56.760000000000005,22.49,0.670837,False
2021-11,FUEL_ANNUAL_HIGH_R17,estimated,2021-11-29 00:00:00,2021-11-25 00:00:00,2021-12-09 00:00:00,82.05,85.14,22.49,0.670837,False
2021-12,FUEL_SPOT_ECM_R17,estimated,2022-01-03 00:00:00,2021-12-24 00:00:00,2022-01-11 00:00:00,75.24,75.24,21.538,0.670837,False
2021-12,FUEL_ANNUAL_R17,estimated,2022-01-03 00:00:00,2021-12-24 00:00:00,2022-01-11 00:00:00,75.24,73.07,21.538,0.670837,False
2021-12,FUEL_ANNUAL_LOW_R17,estimated,2022-01-03 00:00:00,2021-12-24 00:00:00,2022-01-11 00:00:00,75.24,58.455999999999996,21.538,0.670837,False
2021-12,FUEL_ANNUAL_HIGH_R17,estimated,2022-01-03 00:00:00,2021-12-24 00:00:00,2022-01-11 00:00:00,75.24,87.68399999999998,21.538,0.670837,False
2022-01,FUEL_SPOT_ECM_R17,estimated,2022-01-31 00:00:00,2022-01-28 00:00:00,2022-02-11 00:00:00,91.47,91.47,21.378,0.670837,False
2022-01,FUEL_ANNUAL_R17,estimated,2022-01-31 00:00:00,2022-01-28 00:00:00,2022-02-11 00:00:00,91.47,82.17,21.378,0.670837,False
2022-01,FUEL_ANNUAL_LOW_R17,estimated,2022-01-31 00:00:00,2022-01-28 00:00:00,2022-02-11 00:00:00,91.47,65.736,21.378,0.670837,False
2022-01,FUEL_ANNUAL_HIGH_R17,estimated,2022-01-31 00:00:00,2022-01-28 00:00:00,2022-02-11 00:00:00,91.47,98.604,21.378,0.670837,False
2022-02,FUEL_SPOT_ECM_R17,estimated,2022-02-28 00:00:00,2022-02-23 00:00:00,2022-03-09 00:00:00,99.29,99.29,23.074,0.670837,False
2022-02,FUEL_ANNUAL_R17,estimated,2022-02-28 00:00:00,2022-02-23 00:00:00,2022-03-09 00:00:00,99.29,96.9,23.074,0.670837,False
2022-02,FUEL_ANNUAL_LOW_R17,estimated,2022-02-28 00:00:00,2022-02-23 00:00:00,2022-03-09 00:00:00,99.29,77.52000000000001,23.074,0.670837,False
2022-02,FUEL_ANNUAL_HIGH_R17,estimated,2022-02-28 00:00:00,2022-02-23 00:00:00,2022-03-09 00:00:00,99.29,116.28,23.074,0.670837,False
2022-03,FUEL_SPOT_ECM_R17,estimated,2022-03-28 00:00:00,2022-03-25 00:00:00,2022-04-08 00:00:00,122.67,122.67,22.546,0.670837,False
2022-03,FUEL_ANNUAL_R17,estimated,2022-03-28 00:00:00,2022-03-25 00:00:00,2022-04-08 00:00:00,122.67,92.83,22.546,0.670837,False
2022-03,FUEL_ANNUAL_LOW_R17,estimated,2022-03-28 00:00:00,2022-03-25 00:00:00,2022-04-08 00:00:00,122.67,74.264,22.546,0.670837,False
2022-03,FUEL_ANNUAL_HIGH_R17,estimated,2022-03-28 00:00:00,2022-03-25 00:00:00,2022-04-08 00:00:00,122.67,111.396,22.546,0.670837,False
2022-04,FUEL_SPOT_ECM_R17,estimated,2022-05-02 00:00:00,2022-04-25 00:00:00,2022-05-09 00:00:00,99.27,99.27,23.726,0.670837,False
2022-04,FUEL_ANNUAL_R17,estimated,2022-05-02 00:00:00,2022-04-25 00:00:00,2022-05-09 00:00:00,99.27,95.58,23.726,0.670837,False
2022-04,FUEL_ANNUAL_LOW_R17,estimated,2022-05-02 00:00:00,2022-04-25 00:00:00,2022-05-09 00:00:00,99.27,76.464,23.726,0.670837,False
2022-04,FUEL_ANNUAL_HIGH_R17,estimated,2022-05-02 00:00:00,2022-04-25 00:00:00,2022-05-09 00:00:00,99.27,114.696,23.726,0.670837,False
2022-05,FUEL_SPOT_ECM_R17,estimated,2022-05-30 00:00:00,2022-05-26 00:00:00,2022-06-09 00:00:00,119.81,119.81,22.985,0.670837,False
2022-05,FUEL_ANNUAL_R17,estimated,2022-05-30 00:00:00,2022-05-26 00:00:00,2022-06-09 00:00:00,119.81,104.77,22.985,0.670837,False
2022-05,FUEL_ANNUAL_LOW_R17,estimated,2022-05-30 00:00:00,2022-05-26 00:00:00,2022-06-09 00:00:00,119.81,83.816,22.985,0.670837,False
2022-05,FUEL_ANNUAL_HIGH_R17,estimated,2022-05-30 00:00:00,2022-05-26 00:00:00,2022-06-09 00:00:00,119.81,125.72399999999999,22.985,0.670837,False
2022-06,FUEL_SPOT_ECM_R17,estimated,2022-07-04 00:00:00,2022-06-28 00:00:00,2022-07-12 00:00:00,122.21,122.21,24.476,0.670837,False
2022-06,FUEL_ANNUAL_R17,estimated,2022-07-04 00:00:00,2022-06-28 00:00:00,2022-07-12 00:00:00,122.21,90.84,24.476,0.670837,False
