week,petrol95,diesel,origin,model
2021-05-24,31.002543665505215,29.338441816946883,2021-02,FUEL_ANNUAL_R17
2021-05-31,31.026763365195805,29.34998760531164,2021-02,FUEL_ANNUAL_R17
2021-06-07,31.046454368581536,29.359209743309435,2021-02,FUEL_ANNUAL_R17
2021-06-14,31.062290859868984,29.3663904285628,2021-02,FUEL_ANNUAL_R17
2021-06-21,31.074817899051872,29.371760294730255,2021-02,FUEL_ANNUAL_R17
2021-06-28,31.084484667669063,29.37551390730508,2021-02,FUEL_ANNUAL_R17
2021-07-05,31.09166721868759,29.377819207415023,2021-02,FUEL_ANNUAL_R17
2021-07-12,31.096684371543407,29.37882346213172,2021-02,FUEL_ANNUAL_R17
2021-07-19,31.099809085133575,29.378657177239123,2021-02,FUEL_ANNUAL_R17
2021-07-26,31.10127680903933,29.377436803064594,2021-02,FUEL_ANNUAL_R17
2021-08-02,31.101291782791318,29.375266709092546,2021-02,FUEL_ANNUAL_R17
2021-08-09,31.100031914377166,29.372240701501447,2021-02,FUEL_ANNUAL_R17
2021-08-16,31.097652652519223,29.368443243100074,2021-02,FUEL_ANNUAL_R17
2021-08-23,31.09429012814105,29.36395046976598,2021-02,FUEL_ANNUAL_R17
2021-08-30,31.090063750726273,29.358831060084082,2021-02,FUEL_ANNUAL_R17
2021-09-06,31.085078387061397,29.353146993362127,2021-02,FUEL_ANNUAL_R17
2021-09-13,31.079426211779083,29.3469542187095,2021-02,FUEL_ANNUAL_R17
2021-09-20,31.073188293951283,29.34030325052188,2021-02,FUEL_ANNUAL_R17
2021-09-27,31.0664359671229,29.333239701312,2021-02,FUEL_ANNUAL_R17
2021-10-04,31.05923201869377,29.32580476011471,2021-02,FUEL_ANNUAL_R17
2021-10-11,31.051631726577394,29.318035622961485,2021-02,FUEL_ANNUAL_R17
2021-10-18,31.04368376539084,29.30996588075966,2021-02,FUEL_ANNUAL_R17
2021-10-25,31.035431000290465,29.301625869094636,2021-02,FUEL_ANNUAL_R17
2021-11-01,31.026911183467277,29.293042983865163,2021-02,FUEL_ANNUAL_R17
2021-11-08,31.018157565928338,29.284241966186787,2021-02,FUEL_ANNUAL_R17
2021-11-15,31.00919943530807,29.275245159611078,2021-02,FUEL_ANNUAL_R17
2021-11-22,31.000062588932852,29.266072742382157,2021-02,FUEL_ANNUAL_R17
2021-11-29,30.99076975011165,29.256742937170962,2021-02,FUEL_ANNUAL_R17
2021-12-06,30.98134093457918,29.24727220048134,2021-02,FUEL_ANNUAL_R17
2021-12-13,30.971793773132283,29.237675393703988,2021-02,FUEL_ANNUAL_R17
2021-12-20,30.962143795741866,29.227965937599645,2021-02,FUEL_ANNUAL_R17
2021-12-27,30.952404681769334,29.21815595181872,2021-02,FUEL_ANNUAL_R17
2022-01-03,30.94258848034975,29.20825638090773,2021-02,FUEL_ANNUAL_R17
2022-01-10,30.932705804510302,29.198277108111995,2021-02,FUEL_ANNUAL_R17
2022-01-17,30.922766002161637,29.18822705815687,2021-02,FUEL_ANNUAL_R17
2022-01-24,30.912777306722074,29.17811429007506,2021-02,FUEL_ANNUAL_R17
2022-01-31,30.90274696980365,29.16794608104417,2021-02,FUEL_ANNUAL_R17
2022-02-07,30.892681378098224,29.157729002105103,2021-02,FUEL_ANNUAL_R17
2022-02-14,30.882586156346115,29.147468986547654,2021-02,FUEL_ANNUAL_R17
2022-02-21,30.872466258045325,29.137171391673476,2021-02,FUEL_ANNUAL_R17
2022-02-28,30.86232604536131,29.12684105457775,2021-02,FUEL_ANNUAL_R17
2021-02-01,28.350933249999997,27.514018749999995,2021-02,FUEL_ANNUAL_LOW_R17
2021-02-08,28.588049910000027,27.712923910000026,2021-02,FUEL_ANNUAL_LOW_R17
2021-02-15,28.757933140000002,27.833124320000003,2021-02,FUEL_ANNUAL_LOW_R17
2021-02-22,28.911977380000007,27.914046080000002,2021-02,FUEL_ANNUAL_LOW_R17
2021-03-01,29.32100539000002,28.266047110000017,2021-02,FUEL_ANNUAL_LOW_R17
2021-03-08,29.691952147239096,28.553845928473695,2021-02,FUEL_ANNUAL_LOW_R17
2021-03-15,30.007062332471524,28.779491263744607,2021-02,FUEL_ANNUAL_LOW_R17
2021-03-22,30.24975023825918,28.936237757605245,2021-02,FUEL_ANNUAL_LOW_R17
2021-03-29,30.414653620996546,29.02691550260398,2021-02,FUEL_ANNUAL_LOW_R17
2021-04-05,30.52802680974177,29.07896736145685,2021-02,FUEL_ANNUAL_LOW_R17
2021-04-12,30.605512283926707,29.10691295348393,2021-02,FUEL_ANNUAL_LOW_R17
2021-04-19,30.657424408648954,29.119206413459942,2021-02,FUEL_ANNUAL_LOW_R17
2021-04-26,30.690651446669737,29.12084295339928,2021-02,FUEL_ANNUAL_LOW_R17
2021-05-03,30.709867431328323,29.11483795289981,2021-02,FUEL_ANNUAL_LOW_R17
2021-05-10,30.718305677238867,29.10306698377157,2021-02,FUEL_ANNUAL_LOW_R17
2021-05-17,30.718253688825087,29.086743534242466,2021-02,FUEL_ANNUAL_LOW_R17
2021-05-24,30.711370858801004,29.066691274302745,2021-02,FUEL_ANNUAL_LOW_R17
2021-05-31,30.698893322525045,29.043499749631295,2021-02,FUEL_ANNUAL_LOW_R17
2021-06-07,30.681766844248262,29.017613885132388,2021-02,FUEL_ANNUAL_LOW_R17
2021-06-14,30.660733707162613,28.989385858798236,2021-02,FUEL_ANNUAL_LOW_R17
2021-06-21,30.636390121052294,28.95910554128189,2021-02,FUEL_ANNUAL_LOW_R17
2021-06-28,30.60922465787151,28.927018688833996,2021-02,FUEL_ANNUAL_LOW_R17
2021-07-05,30.579644413664493,28.893338105415193,2021-02,FUEL_ANNUAL_LOW_R17
2021-07-12,30.5479931737902,28.85825073828129,2021-02,FUEL_ANNUAL_LOW_R17
2021-07-19,30.5145643192713,28.821922394704817,2021-02,FUEL_ANNUAL_LOW_R17
2021-07-26,30.479610232925772,28.784501043342658,2021-02,FUEL_ANNUAL_LOW_R17
2021-08-02,30.443349340286737,28.746119252732022,2021-02,FUEL_ANNUAL_LOW_R17
2021-08-09,30.40597152244816,28.706896085864557,2021-02,FUEL_ANNUAL_LOW_R17
2021-08-16,30.367642383580186,28.66693863689074,2021-02,FUEL_ANNUAL_LOW_R17
2021-08-23,30.328506692703684,28.62634332018699,2021-02,FUEL_ANNUAL_LOW_R17
2021-08-30,30.288691214239705,28.585196978590872,2021-02,FUEL_ANNUAL_LOW_R17
2021-09-06,30.248307073802863,28.543577852581496,2021-02,FUEL_ANNUAL_LOW_R17
2021-09-13,30.207451761310285,28.501556437620884,2021-02,FUEL_ANNUAL_LOW_R17
2021-09-20,30.166210844228203,28.459196248277806,2021-02,FUEL_ANNUAL_LOW_R17
2021-09-27,30.12465944426461,28.41655450257597,2021-02,FUEL_ANNUAL_LOW_R17
2021-10-04,30.08286351759287,28.373682736793647,2021-02,FUEL_ANNUAL_LOW_R17
2021-10-11,30.04088096955736,28.330627358867353,2021-02,FUEL_ANNUAL_LOW_R17
2021-10-18,29.998762628361263,28.28743014714844,2021-02,FUEL_ANNUAL_LOW_R17
2021-10-25,29.95655309756564,28.24412870025978,2021-02,FUEL_ANNUAL_LOW_R17
2021-11-01,29.91429150375561,28.200756843046154,2021-02,FUEL_ANNUAL_LOW_R17
2021-11-08,29.872012153076827,28.157344993016288,2021-02,FUEL_ANNUAL_LOW_R17
2021-11-15,29.829745108266398,28.113920491185514,2021-02,FUEL_ANNUAL_LOW_R17
2021-11-22,29.78751669613511,28.070507900813563,2021-02,FUEL_ANNUAL_LOW_R17
2021-11-29,29.745349954092134,28.027129277173064,2021-02,FUEL_ANNUAL_LOW_R17
2021-12-06,29.70326502316674,27.983804411169444,2021-02,FUEL_ANNUAL_LOW_R17
2021-12-13,29.6612794940218,27.940551049352962,2021-02,FUEL_ANNUAL_LOW_R17
2021-12-20,29.61940871163443,27.89738509261401,2021-02,FUEL_ANNUAL_LOW_R17
2021-12-27,29.577666043614858,27.854320775628807,2021-02,FUEL_ANNUAL_LOW_R17
2022-01-03,29.53606311652396,27.81137082892129,2021-02,FUEL_ANNUAL_LOW_R17
2022-01-10,29.494610024019433,27.768546625225454,2021-02,FUEL_ANNUAL_LOW_R17
2022-01-17,29.45331551019695,27.72585831166919,2021-02,FUEL_ANNUAL_LOW_R17
2022-01-24,29.412187131087403,27.683314929152896,2021-02,FUEL_ANNUAL_LOW_R17
2022-01-31,29.371231396915753,27.64092452016324,2021-02,FUEL_ANNUAL_LOW_R17
2022-02-07,29.330453897414934,27.598694226141976,2021-02,FUEL_ANNUAL_LOW_R17
2022-02-14,29.28985941221415,27.556630375421637,2021-02,FUEL_ANNUAL_LOW_R17
2022-02-21,29.24945200807958,27.514738562641462,2021-02,FUEL_ANNUAL_LOW_R17
2022-02-28,29.209235124573546,27.473023720468777,2021-02,FUEL_ANNUAL_LOW_R17
2021-02-01,28.350933249999997,27.514018749999995,2021-02,FUEL_ANNUAL_HIGH_R17
2021-02-08,28.588049910000027,27.712923910000026,2021-02,FUEL_ANNUAL_HIGH_R17
2021-02-15,28.757933140000002,27.833124320000003,2021-02,FUEL_ANNUAL_HIGH_R17
2021-02-22,28.911977380000007,27.914046080000002,2021-02,FUEL_ANNUAL_HIGH_R17
2021-03-01,29.32100539000002,28.266047110000017,2021-02,FUEL_ANNUAL_HIGH_R17
2021-03-08,29.691952147239096,28.553845928473695,2021-02,FUEL_ANNUAL_HIGH_R17
2021-03-15,30.010153393478003,28.78272971612146,2021-02,FUEL_ANNUAL_HIGH_R17
2021-03-22,30.268829125796444,28.955518170975303,2021-02,FUEL_ANNUAL_HIGH_R17
2021-03-29,30.467326570583307,29.078459823475622,2021-02,FUEL_ANNUAL_HIGH_R17
2021-04-05,30.626089508269782,29.173112379750204,2021-02,FUEL_ANNUAL_HIGH_R17
2021-04-12,30.756755861308715,29.250328252545298,2021-02,FUEL_ANNUAL_HIGH_R17
2021-04-19,30.867053835030017,29.316395479948202,2021-02,FUEL_ANNUAL_HIGH_R17
2021-04-26,30.962190698874085,29.375002359391324,2021-02,FUEL_ANNUAL_HIGH_R17
2021-05-03,31.04573849364828,29.428351968532603,2021-02,FUEL_ANNUAL_HIGH_R17
2021-05-10,31.120200095576987,29.47779486069741,2021-02,FUEL_ANNUAL_HIGH_R17
2021-05-17,31.187372041575678,29.524188629882488,2021-02,FUEL_ANNUAL_HIGH_R17
2021-05-24,31.248578002709895,29.568102609158366,2021-02,FUEL_ANNUAL_HIGH_R17
2021-05-31,31.30481982023433,29.609934724242272,2021-02,FUEL_ANNUAL_HIGH_R17
2021-06-07,31.356875905735716,29.64997848776468,2021-02,FUEL_ANNUAL_HIGH_R17
2021-06-14,31.405365947974282,29.688461666077572,2021-02,FUEL_ANNUAL_HIGH_R17
2021-06-21,31.450793977113765,29.725568826521855,2021-02,FUEL_ANNUAL_HIGH_R17
2021-06-28,31.493577461670682,29.761454689144774,2021-02,FUEL_ANNUAL_HIGH_R17
2021-07-05,31.534067334711516,29.796252212185838,2021-02,FUEL_ANNUAL_HIGH_R17
2021-07-12,31.5725620800481,29.830077643200383,2021-02,FUEL_ANNUAL_HIGH_R17
2021-07-19,31.609317886285623,29.863033805341217,2021-02,FUEL_ANNUAL_HIGH_R17
2021-07-26,31.644556161766992,29.895212342551144,2021-02,FUEL_ANNUAL_HIGH_R17
2021-08-02,31.67846924777586,29.92669533774427,2021-02,FUEL_ANNUAL_HIGH_R17
2021-08-09,31.711224876301827,29.95755654219779,2021-02,FUEL_ANNUAL_HIGH_R17
2021-08-16,31.742969732263354,29.98786235438255,2021-02,FUEL_ANNUAL_HIGH_R17
2021-08-23,31.77383236026366,30.01767262948736,2021-02,FUEL_ANNUAL_HIGH_R17
2021-08-30,31.803925578555138,30.04704136832517,2021-02,FUEL_ANNUAL_HIGH_R17
2021-09-06,31.833348512560004,30.07601731559989,2021-02,FUEL_ANNUAL_HIGH_R17
2021-09-13,31.86218832728353,30.104644486679575,2021-02,FUEL_ANNUAL_HIGH_R17
2021-09-20,31.890521716058018,30.13296263567441,2021-02,FUEL_ANNUAL_HIGH_R17
2021-09-27,31.918416188319245,30.161007673832582,2021-02,FUEL_ANNUAL_HIGH_R17
2021-10-04,31.945931189024453,30.188812044951533,2021-02,FUEL_ANNUAL_HIGH_R17
2021-10-11,31.973119075262225,30.216405063036216,2021-02,FUEL_ANNUAL_HIGH_R17
2021-10-18,32.00002597054786,30.24381321646595,2021-02,FUEL_ANNUAL_HIGH_R17
2021-10-25,32.02669251358051,30.2710604422565,2021-02,FUEL_ANNUAL_HIGH_R17
2021-11-01,32.053154515430705,30.298168373507806,2021-02,FUEL_ANNUAL_HIGH_R17
2021-11-08,32.07944353695019,30.325156562744368,2021-02,FUEL_ANNUAL_HIGH_R17
2021-11-15,32.10558739646596,30.352042683545253,2021-02,FUEL_ANNUAL_HIGH_R17
2021-11-22,32.131610616416296,30.378842712601664,2021-02,FUEL_ANNUAL_HIGH_R17
2021-11-29,32.157534816424395,30.405571094117462,2021-02,FUEL_ANNUAL_HIGH_R17
2021-12-06,32.18337905933,30.432240888274077,2021-02,FUEL_ANNUAL_HIGH_R17
2021-12-13,32.20916015587049,30.45886390530931,2021-02,FUEL_ANNUAL_HIGH_R17
2021-12-20,32.23489293299176,30.48545082660705,2021-02,FUEL_ANNUAL_HIGH_R17
2021-12-27,32.2605904701553,30.512011314057677,2021-02,FUEL_ANNUAL_HIGH_R17
2022-01-03,32.286264307474575,30.53855410882641,2021-02,FUEL_ANNUAL_HIGH_R17
2022-01-10,32.311924629049,30.56508712055581,2021-02,FUEL_ANNUAL_HIGH_R17
2022-01-17,32.33758042445734,30.5916175079294,2021-02,FUEL_ANNUAL_HIGH_R17
2022-01-24,32.36323963101652,30.618151751433082,2021-02,FUEL_ANNUAL_HIGH_R17
2022-01-31,32.38890925909926,30.6446957190701,2021-02,FUEL_ANNUAL_HIGH_R17
2022-02-07,32.41459550252969,30.67125472571202,2021-02,FUEL_ANNUAL_HIGH_R17
2022-02-14,32.440303835834726,30.697833586702078,2021-02,FUEL_ANNUAL_HIGH_R17
2022-02-21,32.46603909991698,30.724436666267483,2021-02,FUEL_ANNUAL_HIGH_R17
2022-02-28,32.49180557752806,30.75106792124348,2021-02,FUEL_ANNUAL_HIGH_R17
2021-03-01,29.32100539000002,28.266047110000017,2021-03,FUEL_SPOT_ECM_R17
2021-03-08,29.813962030000027,28.69388123000003,2021-03,FUEL_SPOT_ECM_R17
2021-03-15,30.69295740000001,29.37597336000001,2021-03,FUEL_SPOT_ECM_R17
2021-03-22,31.188046750000005,29.63397675000001,2021-03,FUEL_SPOT_ECM_R17
2021-03-29,31.333918499999985,29.721975509999986,2021-03,FUEL_SPOT_ECM_R17
2021-04-05,31.382968212524837,29.73553345393245,2021-03,FUEL_SPOT_ECM_R17
2021-04-12,31.416965900394175,29.742055682870618,2021-03,FUEL_SPOT_ECM_R17
2021-04-19,31.398424746682753,29.707928512025187,2021-03,FUEL_SPOT_ECM_R17
2021-04-26,31.369125461051958,29.67115268895262,2021-03,FUEL_SPOT_ECM_R17
2021-05-03,31.337908801690624,29.63714460662261,2021-03,FUEL_SPOT_ECM_R17
2021-05-10,31.307120609619798,29.606065749395224,2021-03,FUEL_SPOT_ECM_R17
2021-05-17,31.278070963827947,29.5778712655375,2021-03,FUEL_SPOT_ECM_R17
2021-05-24,31.251418679701292,29.552411228397574,2021-03,FUEL_SPOT_ECM_R17
2021-05-31,31.227421084071864,29.529487783399052,2021-03,FUEL_SPOT_ECM_R17
2021-06-07,31.206095224030765,29.50888689975099,2021-03,FUEL_SPOT_ECM_R17
2021-06-14,31.187320998210925,29.49039555314345,2021-03,FUEL_SPOT_ECM_R17
2021-06-21,31.17090632898824,29.473810595706645,2021-03,FUEL_SPOT_ECM_R17
2021-06-28,31.156627633380054,29.45894292393595,2021-03,FUEL_SPOT_ECM_R17
2021-07-05,31.144254314120637,29.44561902424232,2021-03,FUEL_SPOT_ECM_R17
2021-07-12,31.133562995142448,29.433681090181476,2021-03,FUEL_SPOT_ECM_R17
2021-07-19,31.124345247190163,29.422986393541088,2021-03,FUEL_SPOT_ECM_R17
2021-07-26,31.116411244870687,29.413406295956076,2021-03,FUEL_SPOT_ECM_R17
2021-08-02,31.109590937809816,29.404825117436456,2021-03,FUEL_SPOT_ECM_R17
2021-08-09,31.103733754574847,29.397138980348327,2021-03,FUEL_SPOT_ECM_R17
2021-08-16,31.098707488556972,29.390254691423177,2021-03,FUEL_SPOT_ECM_R17
2021-08-23,31.094396773861845,29.384088692588882,2021-03,FUEL_SPOT_ECM_R17
2021-08-30,31.09070140262491,29.378566093575348,2021-03,FUEL_SPOT_ECM_R17
2021-09-06,31.087534634092798,29.373619789423927,2021-03,FUEL_SPOT_ECM_R17
2021-09-13,31.084821581165407,29.369189660795527,2021-03,FUEL_SPOT_ECM_R17
2021-09-20,31.082497719254267,29.36522185234953,2021-03,FUEL_SPOT_ECM_R17
2021-09-27,31.080507536964333,29.36166812331258,2021-03,FUEL_SPOT_ECM_R17
2021-10-04,31.078803332777778,29.358485264016192,2021-03,FUEL_SPOT_ECM_R17
2021-10-11,31.077344153018625,29.355634572279097,2021-03,FUEL_SPOT_ECM_R17
2021-10-18,31.076094861557536,29.353081383829156,2021-03,FUEL_SPOT_ECM_R17
2021-10-25,31.0750253294448,29.350794651380472,2021-03,FUEL_SPOT_ECM_R17
2021-11-01,31.074109731945093,29.348746567435523,2021-03,FUEL_SPOT_ECM_R17
2021-11-08,31.073325940650324,29.346912226334865,2021-03,FUEL_SPOT_ECM_R17
2021-11-15,31.072654999060767,29.345269321507857,2021-03,FUEL_SPOT_ECM_R17
2021-11-22,31.072080670993454,29.34379787427956,2021-03,FUEL_SPOT_ECM_R17
2021-11-29,31.071589052243382,29.342479990957145,2021-03,FUEL_SPOT_ECM_R17
2021-12-06,31.071168236993174,29.34129964525408,2021-03,FUEL_SPOT_ECM_R17
2021-12-13,31.07080803148704,29.340242483413434,2021-03,FUEL_SPOT_ECM_R17
2021-12-20,31.070499708427352,29.33929564966456,2021-03,FUEL_SPOT_ECM_R17
2021-12-27,31.0702357964043,29.33844762989294,2021-03,FUEL_SPOT_ECM_R17
2022-01-03,31.07000989942918,29.337688111623628,2021-03,FUEL_SPOT_ECM_R17
2022-01-10,31.06981654231243,29.337007858616214,2021-03,FUEL_SPOT_ECM_R17
2022-01-17,31.069651038214825,29.336398598546985,2021-03,FUEL_SPOT_ECM_R17
2022-01-24,31.06950937521172,29.33585292241247,2021-03,FUEL_SPOT_ECM_R17
2022-01-31,31.069388119154095,29.33536419443142,2021-03,FUEL_SPOT_ECM_R17
2022-02-07,31.069284330493655,29.33492647134944,2021-03,FUEL_SPOT_ECM_R17
2022-02-14,31.069195493070342,29.334534430165238,2021-03,FUEL_SPOT_ECM_R17
2022-02-21,31.069119453145618,29.334183303399463,2021-03,FUEL_SPOT_ECM_R17
2022-02-28,31.069054367209805,29.333868821119033,2021-03,FUEL_SPOT_ECM_R17
2022-03-07,31.068998657302515,29.333587159011966,2021-03,FUEL_SPOT_ECM_R17
2022-03-14,31.06895097276572,29.33333489188122,2021-03,FUEL_SPOT_ECM_R17
2022-03-21,31.068910157504053,29.333108951992056,2021-03,FUEL_SPOT_ECM_R17
2022-03-28,31.068875221959903,29.332906591766353,2021-03,FUEL_SPOT_ECM_R17
2021-03-01,29.32100539000002,28.266047110000017,2021-03,FUEL_ANNUAL_R17
2021-03-08,29.813962030000027,28.69388123000003,2021-03,FUEL_ANNUAL_R17
2021-03-15,30.69295740000001,29.37597336000001,2021-03,FUEL_ANNUAL_R17
2021-03-22,31.188046750000005,29.63397675000001,2021-03,FUEL_ANNUAL_R17
2021-03-29,31.333918499999985,29.721975509999986,2021-03,FUEL_ANNUAL_R17
2021-04-05,31.382968212524837,29.73553345393245,2021-03,FUEL_ANNUAL_R17
2021-04-12,31.416965900394175,29.742055682870618,2021-03,FUEL_ANNUAL_R17
2021-04-19,31.397571897091623,29.707029610613414,2021-03,FUEL_ANNUAL_R17
2021-04-26,31.364651193262453,29.666634749180258,2021-03,FUEL_ANNUAL_R17
2021-05-03,31.326541783719872,29.626021937238864,2021-03,FUEL_ANNUAL_R17
2021-05-10,31.286660843082952,29.586441369322866,2021-03,FUEL_ANNUAL_R17
2021-05-17,31.247034168379226,29.548497286831967,2021-03,FUEL_ANNUAL_R17
2021-05-24,31.208799772079917,29.512432284330615,2021-03,FUEL_ANNUAL_R17
2021-05-31,31.17253671276191,29.478290684485955,2021-03,FUEL_ANNUAL_R17
2021-06-07,31.138478803863244,29.446012001316856,2021-03,FUEL_ANNUAL_R17
2021-06-14,31.106652628745742,29.415484030037508,2021-03,FUEL_ANNUAL_R17
2021-06-21,31.076965907920393,29.386572660438063,2021-03,FUEL_ANNUAL_R17
2021-06-28,31.049263406825002,29.359138305582995,2021-03,FUEL_ANNUAL_R17
2021-07-05,31.023361712460733,29.33304466529838,2021-03,FUEL_ANNUAL_R17
2021-07-12,30.99907033228745,29.308163128227996,2021-03,FUEL_ANNUAL_R17
2021-07-19,30.976204008355886,29.284374717934007,2021-03,FUEL_ANNUAL_R17
2021-07-26,30.954589449359403,29.2615706794236,2021-03,FUEL_ANNUAL_R17
2021-08-02,30.934068568752572,29.239652334590986,2021-03,FUEL_ANNUAL_R17
2021-08-09,30.914499583336383,29.218530564730244,2021-03,FUEL_ANNUAL_R17
2021-08-16,30.895756844638303,29.198125122301168,2021-03,FUEL_ANNUAL_R17
2021-08-23,30.87772995954585,29.178363884335532,2021-03,FUEL_ANNUAL_R17
2021-08-30,30.86032255041787,29.159182108351402,2021-03,FUEL_ANNUAL_R17
2021-09-06,30.843450870881345,29.14052172224286,2021-03,FUEL_ANNUAL_R17
2021-09-13,30.827042406987026,29.12233066297786,2021-03,FUEL_ANNUAL_R17
2021-09-20,30.811034538003824,29.104562269656196,2021-03,FUEL_ANNUAL_R17
2021-09-27,30.795373296097313,29.0871747314207,2021-03,FUEL_ANNUAL_R17
2021-10-04,30.780012242354648,29.070130588068704,2021-03,FUEL_ANNUAL_R17
2021-10-11,30.764911463411845,29.05339627993296,2021-03,FUEL_ANNUAL_R17
2021-10-18,30.75003668523996,29.036941743088285,2021-03,FUEL_ANNUAL_R17
2021-10-25,30.73535849644587,29.020740045847916,2021-03,FUEL_ANNUAL_R17
2021-11-01,30.72085167143138,29.004767062642507,2021-03,FUEL_ANNUAL_R17
2021-11-08,30.706494583081806,28.989001181613325,2021-03,FUEL_ANNUAL_R17
2021-11-15,30.692268694775507,28.973423042536016,2021-03,FUEL_ANNUAL_R17
2021-11-22,30.678158122069675,28.95801530198777,2021-03,FUEL_ANNUAL_R17
2021-11-29,30.664149255206425,28.94276242295992,2021-03,FUEL_ANNUAL_R17
2021-12-06,30.650230434460383,28.92765048639098,2021-03,FUEL_ANNUAL_R17
2021-12-13,30.63639167123473,28.912667022347673,2021-03,FUEL_ANNUAL_R17
2021-12-20,30.6226244086591,28.897800858812236,2021-03,FUEL_ANNUAL_R17
2021-12-27,30.60892131622697,28.883041986243622,2021-03,FUEL_ANNUAL_R17
2022-01-03,30.59527611371992,28.86838143626941,2021-03,FUEL_ANNUAL_R17
2022-01-10,30.581683420299992,28.853811173035297,2021-03,FUEL_ANNUAL_R17
2022-01-17,30.568138625210892,28.83932399589236,2021-03,FUEL_ANNUAL_R17
2022-01-24,30.55463777701909,28.824913452239247,2021-03,FUEL_ANNUAL_R17
2022-01-31,30.54117748875324,28.810573759459963,2021-03,FUEL_ANNUAL_R17
2022-02-07,30.52775485667095,28.796299735008127,2021-03,FUEL_ANNUAL_R17
2022-02-14,30.514367390702574,28.782086733787658,2021-03,FUEL_ANNUAL_R17
2022-02-21,30.501012954898407,28.76793059206849,2021-03,FUEL_ANNUAL_R17
2022-02-28,30.487689716443843,28.753827577255326,2021-03,FUEL_ANNUAL_R17
2022-03-07,30.474396102011845,28.739774342898574,2021-03,FUEL_ANNUAL_R17
2022-03-14,30.46113076039843,28.725767888400494,2021-03,FUEL_ANNUAL_R17
2022-03-21,30.447892530537437,28.711805522926447,2021-03,FUEL_ANNUAL_R17
2022-03-28,30.434680414120905,28.697884833082462,2021-03,FUEL_ANNUAL_R17
2021-03-01,29.32100539000002,28.266047110000017,2021-03,FUEL_ANNUAL_LOW_R17
2021-03-08,29.813962030000027,28.69388123000003,2021-03,FUEL_ANNUAL_LOW_R17
2021-03-15,30.69295740000001,29.37597336000001,2021-03,FUEL_ANNUAL_LOW_R17
2021-03-22,31.188046750000005,29.63397675000001,2021-03,FUEL_ANNUAL_LOW_R17
2021-03-29,31.333918499999985,29.721975509999986,2021-03,FUEL_ANNUAL_LOW_R17
2021-04-05,31.382968212524837,29.73553345393245,2021-03,FUEL_ANNUAL_LOW_R17
2021-04-12,31.416965900394175,29.742055682870618,2021-03,FUEL_ANNUAL_LOW_R17
2021-04-19,31.39513297776257,29.704458995523858,2021-03,FUEL_ANNUAL_LOW_R17
2021-04-26,31.351876972405154,29.653736770895225,2021-03,FUEL_ANNUAL_LOW_R17
2021-05-03,31.294151010242107,29.5943313209777,2021-03,FUEL_ANNUAL_LOW_R17
2021-05-10,31.228487171991564,29.53065235878487,2021-03,FUEL_ANNUAL_LOW_R17
2021-05-17,31.15899200612511,29.46518939229454,2021-03,FUEL_ANNUAL_LOW_R17
2021-05-24,31.088196403314637,29.3993263493523,2021-03,FUEL_ANNUAL_LOW_R17
2021-05-31,31.017614298831262,29.33381274288602,2021-03,FUEL_ANNUAL_LOW_R17
2021-06-07,30.94810904366233,29.269035964029197,2021-03,FUEL_ANNUAL_LOW_R17
2021-06-14,30.88013286273109,29.20517844613144,2021-03,FUEL_ANNUAL_LOW_R17
2021-06-21,30.813882679197235,29.142308199939833,2021-03,FUEL_ANNUAL_LOW_R17
2021-06-28,30.74940092106578,29.080430807053215,2021-03,FUEL_ANNUAL_LOW_R17
2021-07-05,30.686640217597002,29.01951913530564,2021-03,FUEL_ANNUAL_LOW_R17
2021-07-12,30.625504466467167,28.95953019172053,2021-03,FUEL_ANNUAL_LOW_R17
2021-07-19,30.565874500360536,28.900414562558968,2021-03,FUEL_ANNUAL_LOW_R17
2021-07-26,30.507623769500874,28.842121593117536,2021-03,FUEL_ANNUAL_LOW_R17
2021-08-02,30.450627598077865,28.78460212990707,2021-03,FUEL_ANNUAL_LOW_R17
2021-08-09,30.394768345272755,28.727809877809833,2021-03,FUEL_ANNUAL_LOW_R17
2021-08-16,30.33993799211037,28.671701979107773,2021-03,FUEL_ANNUAL_LOW_R17
2021-08-23,30.286039142225025,28.616239163398646,2021-03,FUEL_ANNUAL_LOW_R17
2021-08-30,30.232985074162958,28.56138566830868,2021-03,FUEL_ANNUAL_LOW_R17
2021-09-06,30.18069925303957,28.50710904477632,2021-03,FUEL_ANNUAL_LOW_R17
2021-09-13,30.129114559183787,28.453379911000617,2021-03,FUEL_ANNUAL_LOW_R17
2021-09-20,30.0781723936815,28.40017169055938,2021-03,FUEL_ANNUAL_LOW_R17
2021-09-27,30.027821757522066,28.347460353811737,2021-03,FUEL_ANNUAL_LOW_R17
2021-10-04,29.978018360493895,28.295224172357536,2021-03,FUEL_ANNUAL_LOW_R17
2021-10-11,29.92872379023834,28.243443491049774,2021-03,FUEL_ANNUAL_LOW_R17
2021-10-18,29.879904755792044,28.192100519122118,2021-03,FUEL_ANNUAL_LOW_R17
2021-10-25,29.831532410129835,28.141179140402333,2021-03,FUEL_ANNUAL_LOW_R17
2021-11-01,29.783581750430884,28.090664741758513,2021-03,FUEL_ANNUAL_LOW_R17
2021-11-08,29.736031091568098,28.040544058534888,2021-03,FUEL_ANNUAL_LOW_R17
2021-11-15,29.688861606711285,27.99080503558615,2021-03,FUEL_ANNUAL_LOW_R17
