threshold,clock,report_date,origin,as_of_utc,model,quarter,actual_turn,model_turn,cnb_turn,model_hit,cnb_hit,model_false_call,fully_future,actual_before,actual_centre,actual_after,model_before,model_centre,model_after,cnb_before,cnb_centre,cnb_after
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,COMBO_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.687858237731896,2.851255581838408,2.758614163061873,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.6113039054487888,2.841396353519795,3.0632616773600745,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.841396353519795,3.0632616773600745,3.0076577531707698,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_FAST_H0_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.569240842293065,2.7153886758162717,2.9187398879904323,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_FAST_H0_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.7153886758162717,2.9187398879904323,2.8740777568298674,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_NEWS_H0_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5457884625691167,2.6060679540242657,2.701834407806702,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_NEWS_H0_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6060679540242657,2.701834407806702,2.5355534644288125,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_NEWS_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.552239509339298,2.6312918996383403,2.7456333500127066,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_NEWS_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6312918996383403,2.7456333500127066,2.5981937632325907,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_ROBUST_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5563616065942454,2.650118607843338,2.781898767994495,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,CORE_ROBUST_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.650118607843338,2.781898767994495,2.6530278703549888,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,DAMPED_P95_Q001_R16,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.556346644589271,2.650046394917629,2.7817512492730536,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,DAMPED_P95_Q001_R16,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.650046394917629,2.7817512492730536,2.652792391706925,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.6241363986197253,2.9150197085405005,3.200680121572883,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.9150197085405005,3.200680121572883,3.2129188163386395,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.6288223815457687,2.936526966706248,3.264330777244244,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.936526966706248,3.264330777244244,3.3263333028007587,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_OWN_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.622184945628065,2.908414274901967,3.18909284376384,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_OWN_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.908414274901967,3.18909284376384,3.193624472005164,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_PERSISTENCE_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.6335097039836555,2.958045870475102,3.328060990462113,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_PERSISTENCE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.958045870475102,3.328060990462113,3.4399519833354124,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_SEASONAL_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.591428262740846,2.7905696107920512,3.0337304177423534,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_SEASONAL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.7905696107920512,3.0337304177423534,3.0188541495304246,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_SYMMETRIC_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.6317503909035165,2.9338974138298592,3.214320032239127,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FOOD_SYMMETRIC_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.9338974138298592,3.214320032239127,3.212901104529756,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FUEL_ANNUAL_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.557093812969838,2.654642023177669,2.821201200636967,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FUEL_ANNUAL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.654642023177669,2.821201200636967,2.7430431811760907,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FUEL_SPOT_ECM_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5638442813247964,2.7074460683001136,2.9281732865071497,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,FUEL_SPOT_ECM_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.7074460683001136,2.9281732865071497,2.903483570227893,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,INDEPENDENT_BRIDGE,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5408802556279797,2.5731575792451893,2.760295620386674,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,INDEPENDENT_BRIDGE,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.5731575792451893,2.760295620386674,2.831105063679902,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_AR_CORE_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.580522208178563,2.76710797853644,3.0007612945255606,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_AR_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.76710797853644,3.0007612945255606,2.9831218038108376,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5813394665724103,2.769700472298797,3.0008660065862336,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.769700472298797,3.0008660065862336,2.982115082584853,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5804593455069686,2.766817788192927,3.000548181502282,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.766817788192927,3.000548181502282,2.9860060214399127,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_IMPORTED_CORE_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.581140989877337,2.769311733837555,3.000683752026847,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_IMPORTED_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.769311733837555,3.000683752026847,2.9795846748605563,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_OWN_CORE_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.580963297784072,2.768909309598253,3.0017373140414456,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,MONTHLY_OWN_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.768909309598253,3.0017373140414456,2.980443369683965,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_COMPONENT_HALF_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.587432144547238,2.764605442839913,2.957214058661814,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_COMPONENT_HALF_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.764605442839913,2.957214058661814,2.883071443174743,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_COMPONENT_SELECT_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5775321981416828,2.747009977135728,2.9719551806723263,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_COMPONENT_SELECT_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.747009977135728,2.9719551806723263,2.947814980605159,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_FAST_CURRENT_HALF_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5543813102724418,2.656822368591968,2.817323911749819,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_FAST_CURRENT_HALF_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.656822368591968,2.817323911749819,2.730613234941518,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_POOL_R17,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.572235525500984,2.722762183261826,2.924375374560352,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,PATH_POOL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.722762183261826,2.924375374560352,2.8739872967686124,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,RF_RESIDUAL_R15,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.561287752967288,2.7101910819145374,2.9530235602070305,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,RF_RESIDUAL_R15,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.7101910819145374,2.9530235602070305,2.959577184716608,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,STABLE_LOCAL_CORE_R14B,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5312338745073606,2.566697192767506,2.662894573883672,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,STABLE_LOCAL_CORE_R14B,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.566697192767506,2.662894573883672,2.5138267301446917,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,STABLE_PIPELINE_R14B,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5357912106566185,2.5712537124644705,2.7775500156312365,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,STABLE_PIPELINE_R14B,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.5712537124644705,2.7775500156312365,2.771509339968621,2.47042847,2.42499112,2.30364068
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,STATE_FAST_R15,2025Q3,1,0,0,False,False,False,True,2.380373322135417,2.498824030135406,2.233358733189064,2.5775321981416828,2.747009977135728,2.9719551806723263,2.38112069923411,2.47042847,2.42499112
0.1,report,2025-05-15,2025-04,2025-05-05 21:59:00+00:00,STATE_FAST_R15,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.747009977135728,2.9719551806723263,2.947814980605159,2.47042847,2.42499112,2.30364068
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,COMBO_ALL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.5890960035758965,2.572233251841529,2.382888257060277,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,COMBO_ALL_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.572233251841529,2.382888257060277,2.58411161951798,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,COMBO_CORE_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.640316704027143,2.7720975139172643,2.639293965334164,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,COMBO_CORE_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.7720975139172643,2.639293965334164,2.868266695787012,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.59972777636223,2.6232385425384432,2.476785371410293,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.6232385425384432,2.476785371410293,2.7274866341202206,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_FAST_H0_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6484987677736704,2.813799808002123,2.717663868610339,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_FAST_H0_R17,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.813799808002123,2.717663868610339,2.990121835418581,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_NEWS_H0_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.633855531433922,2.741298172869191,2.568149289400965,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_NEWS_H0_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.741298172869191,2.568149289400965,2.748883975576572,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_NEWS_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.635246860072399,2.7467494292878167,2.577580409653442,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_NEWS_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.7467494292878167,2.577580409653442,2.7624230274961765,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_ROBUST_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6377767735410096,2.7581177047618426,2.598935358129549,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,CORE_ROBUST_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.7581177047618426,2.598935358129549,2.7941466915601345,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,DAMPED_P95_Q001_R16,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6377633586179225,2.75805358257963,2.5988064606626247,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,DAMPED_P95_Q001_R16,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.75805358257963,2.5988064606626247,2.793942378297161,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6330851098222694,2.7716471809869723,2.6804862523597985,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.7716471809869723,2.6804862523597985,2.979667003535056,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6220679662567483,2.72016135717189,2.5762652269338857,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.72016135717189,2.5762652269338857,2.814322219356914,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_OWN_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.626161310125099,2.744490920820746,2.632491544989343,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_OWN_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.744490920820746,2.632491544989343,2.9180662996264157,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_PERSISTENCE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.611058283250633,2.6687354524328293,2.4722255680681484,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_PERSISTENCE_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.6687354524328293,2.4722255680681484,2.6493766030503707,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_SEASONAL_R17,2025Q4,0,1,0,False,False,True,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6427100475141456,2.7959162763998,2.69474146266707,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_SEASONAL_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.7959162763998,2.69474146266707,2.9679145320762657,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_SYMMETRIC_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6334432468825337,2.7717709104771604,2.6773783972957994,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FOOD_SYMMETRIC_R17,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.7717709104771604,2.6773783972957994,2.9674795413788715,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FUEL_ANNUAL_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.617232349878021,2.674593494539549,2.532713629457397,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FUEL_ANNUAL_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.674593494539549,2.532713629457397,2.771926063879088,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FUEL_SPOT_ECM_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6216404319938813,2.709812137395041,2.604376976612961,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,FUEL_SPOT_ECM_R17,2026Q1,-1,-1,0,True,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.709812137395041,2.604376976612961,2.880426627682866,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,INDEPENDENT_BRIDGE,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.650718430765948,2.820245330169037,2.8969422524354247,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,INDEPENDENT_BRIDGE,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.820245330169037,2.8969422524354247,3.497381989981269,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_AR_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6468779027541616,2.802762745669104,2.7109549086131337,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_AR_CORE_R17,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.802762745669104,2.7109549086131337,2.990668005565896,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.646778161709513,2.802904455275519,2.7104817859113166,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.802904455275519,2.7104817859113166,2.987774859443144,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6468207112515905,2.802525771076064,2.7106612333295725,2.68603855284556,2.65166637,2.55792051
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2026Q1,-1,0,0,False,False,False,True,2.233358733189064,1.6208666864394388,2.045921946260844,2.802525771076064,2.7106612333295725,2.990536889826082,2.65166637,2.55792051,2.48131069
0.1,report,2025-08-14,2025-07,2025-08-04 21:59:00+00:00,MONTHLY_IMPORTED_CORE_R17,2025Q4,0,0,0,False,False,False,True,2.498824030135406,2.233358733189064,1.6208666864394388,2.6466278993515684,2.802667646925089,2.710985017226433,2.68603855284556,2.65166637,2.55792051
