threshold,clock,model,frame,n,actual_turns,calls,hits,false_calls,cnb_calls,cnb_hits,correct_model_cnb_not,distinct_actual_turns,distinct_model_hits
0.5,cutoff,CORE_NEWS_H0_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,CORE_NEWS_H0_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,CORE_NEWS_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,CORE_NEWS_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,CORE_ROBUST_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,CORE_ROBUST_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,DAMPED_P95_Q001_R16,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,DAMPED_P95_Q001_R16,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FOOD_ASYMMETRIC_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,FOOD_ASYMMETRIC_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,FOOD_HALF_CORRECTION_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,FOOD_HALF_CORRECTION_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,FOOD_OWN_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FOOD_OWN_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FOOD_PERSISTENCE_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FOOD_PERSISTENCE_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FOOD_SEASONAL_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,FOOD_SEASONAL_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,FOOD_SYMMETRIC_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FOOD_SYMMETRIC_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,cutoff,FUEL_ANNUAL_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,FUEL_ANNUAL_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,FUEL_SPOT_ECM_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,FUEL_SPOT_ECM_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,INDEPENDENT_BRIDGE,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,INDEPENDENT_BRIDGE,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_AR_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_AR_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_BOTH_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_BOTH_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_DOMESTIC_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_DOMESTIC_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_IMPORTED_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_IMPORTED_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_OWN_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,MONTHLY_OWN_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,PATH_COMPONENT_HALF_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,PATH_COMPONENT_HALF_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,cutoff,PATH_COMPONENT_SELECT_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,PATH_COMPONENT_SELECT_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,PATH_FAST_CURRENT_HALF_R17,unfinished_or_future_quarter,31,6,8,0,8,0,0,0,3,0
0.5,cutoff,PATH_FAST_CURRENT_HALF_R17,fully_future_centre,31,6,8,0,8,0,0,0,3,0
0.5,cutoff,PATH_POOL_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,PATH_POOL_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,RF_RESIDUAL_R15,unfinished_or_future_quarter,31,6,8,0,8,0,0,0,3,0
0.5,cutoff,RF_RESIDUAL_R15,fully_future_centre,31,6,8,0,8,0,0,0,3,0
0.5,cutoff,STABLE_LOCAL_CORE_R14B,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,STABLE_LOCAL_CORE_R14B,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,cutoff,STABLE_PIPELINE_R14B,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,STABLE_PIPELINE_R14B,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,STATE_FAST_R15,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,cutoff,STATE_FAST_R15,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,COMBO_ALL_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,report,COMBO_ALL_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,report,COMBO_CORE_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,report,COMBO_CORE_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,report,COMBO_FOOD_FUEL_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,report,COMBO_FOOD_FUEL_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,report,CORE_FAST_H0_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,CORE_FAST_H0_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,CORE_NEWS_H0_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,report,CORE_NEWS_H0_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,report,CORE_NEWS_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,report,CORE_NEWS_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,report,CORE_ROBUST_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,report,CORE_ROBUST_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,report,DAMPED_P95_Q001_R16,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,report,DAMPED_P95_Q001_R16,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,report,FOOD_ASYMMETRIC_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,FOOD_ASYMMETRIC_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,FOOD_HALF_CORRECTION_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_HALF_CORRECTION_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_OWN_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_OWN_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_PERSISTENCE_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,report,FOOD_PERSISTENCE_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,report,FOOD_SEASONAL_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_SEASONAL_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_SYMMETRIC_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,report,FOOD_SYMMETRIC_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,FUEL_ANNUAL_R17,unfinished_or_future_quarter,31,6,4,0,4,0,0,0,3,0
0.5,report,FUEL_ANNUAL_R17,fully_future_centre,31,6,4,0,4,0,0,0,3,0
0.5,report,FUEL_SPOT_ECM_R17,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,report,FUEL_SPOT_ECM_R17,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,INDEPENDENT_BRIDGE,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,INDEPENDENT_BRIDGE,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_AR_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_AR_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_BOTH_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_BOTH_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_DOMESTIC_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_DOMESTIC_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_IMPORTED_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_IMPORTED_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_OWN_CORE_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,MONTHLY_OWN_CORE_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,PATH_COMPONENT_HALF_R17,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,report,PATH_COMPONENT_HALF_R17,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,report,PATH_COMPONENT_SELECT_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,PATH_COMPONENT_SELECT_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,PATH_FAST_CURRENT_HALF_R17,unfinished_or_future_quarter,31,6,8,0,8,0,0,0,3,0
0.5,report,PATH_FAST_CURRENT_HALF_R17,fully_future_centre,31,6,8,0,8,0,0,0,3,0
0.5,report,PATH_POOL_R17,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,PATH_POOL_R17,fully_future_centre,31,6,7,0,7,0,0,0,3,0
0.5,report,RF_RESIDUAL_R15,unfinished_or_future_quarter,31,6,8,0,8,0,0,0,3,0
0.5,report,RF_RESIDUAL_R15,fully_future_centre,31,6,8,0,8,0,0,0,3,0
0.5,report,STABLE_LOCAL_CORE_R14B,unfinished_or_future_quarter,31,6,6,0,6,0,0,0,3,0
0.5,report,STABLE_LOCAL_CORE_R14B,fully_future_centre,31,6,6,0,6,0,0,0,3,0
0.5,report,STABLE_PIPELINE_R14B,unfinished_or_future_quarter,31,6,5,0,5,0,0,0,3,0
0.5,report,STABLE_PIPELINE_R14B,fully_future_centre,31,6,5,0,5,0,0,0,3,0
0.5,report,STATE_FAST_R15,unfinished_or_future_quarter,31,6,7,0,7,0,0,0,3,0
0.5,report,STATE_FAST_R15,fully_future_centre,31,6,7,0,7,0,0,0,3,0
