period,model,actual,consensus,forecast,error,surprise,deviation,gain,big,alert,directional_big_hit,wrong_way_big_alert,material_big_hit,capture_ratio,survey_median,valid,common_valid,closer,material_win,material_loss,direction,false_alarm,capture,release_kind,release_date
2020-01,HARD_BASE,1.5,1.0,0.8910783646002834,-0.6089216353997166,0.5,-0.10892163539971655,-0.10892163539971655,True,False,False,False,False,-0.2178432707994331,,,,,False,False,False,False,-0.2178432707994331,regular,2020-02-14
2020-06,HARD_BASE,0.6,0.2,0.3438817354017713,-0.2561182645982287,0.39999999999999997,0.1438817354017713,0.1438817354017713,True,False,False,False,False,0.3597043385044283,,,,,False,False,True,False,0.3597043385044283,regular,2020-07-10
2021-01,HARD_BASE,1.3,0.9,0.8285790522695597,-0.4714209477304403,0.4,-0.07142094773044028,-0.07142094773044028,True,False,False,False,False,-0.1785523693261007,,,,,False,False,False,False,-0.1785523693261007,regular,2021-02-12
2021-07,HARD_BASE,1.0,0.5,0.6445519678863136,-0.35544803211368636,0.5,0.14455196788631364,0.14455196788631364,True,False,False,False,False,0.2891039357726273,,,,,False,False,True,False,0.2891039357726273,regular,2021-08-10
2021-08,HARD_BASE,0.7,0.2,0.2245033523586543,-0.4754966476413457,0.49999999999999994,0.02450335235865428,0.02450335235865425,True,False,False,False,False,0.0490067047173086,,,,,False,False,True,False,0.049006704717308565,regular,2021-09-10
2021-09,HARD_BASE,0.2,-0.2,-0.124000097429706,-0.32400009742970604,0.4,0.07599990257029401,0.07599990257029399,True,False,False,False,False,0.1899997564257349,,,,,False,False,True,False,0.18999975642573502,regular,2021-10-11
2022-01,HARD_BASE,4.4,3.8,4.378137226971534,-0.02186277302846662,0.6000000000000005,0.5781372269715339,0.5781372269715339,True,True,True,False,True,0.9635620449525556,,,,,True,False,True,False,0.9635620449525557,regular,2022-02-14
2022-02,HARD_BASE,1.3,0.6,0.8664254070284128,-0.4335745929715873,0.7000000000000001,0.2664254070284128,0.2664254070284128,True,True,True,False,True,0.3806077243263039,,,,,True,False,True,False,0.3806077243263039,regular,2022-03-10
2022-04,HARD_BASE,1.8,0.9,0.7418585559133414,-1.0581414440866586,0.9,-0.15814144408665864,-0.15814144408665853,True,False,False,False,False,-0.1757127156518429,,,,,False,True,False,False,-0.17571271565184293,regular,2022-05-10
2022-05,HARD_BASE,1.8,1.4,1.8273429935590184,0.02734299355901837,0.40000000000000013,0.4273429935590185,0.37265700644098176,True,True,True,False,True,1.0683574838975458,,,,,True,False,True,False,1.0683574838975458,regular,2022-06-10
2022-08,HARD_BASE,0.4,0.8,0.6308526564677204,0.23085265646772035,-0.4,-0.16914734353227967,0.16914734353227967,True,False,False,False,False,0.4228683588306992,,,,,True,False,True,False,0.4228683588306992,regular,2022-09-12
2022-09,HARD_BASE,0.8,0.2,0.1620924446428433,-0.6379075553571567,0.6000000000000001,-0.0379075553571567,-0.03790755535715662,True,False,False,False,False,-0.0631792589285944,,,,,False,False,False,False,-0.0631792589285945,regular,2022-10-11
2022-10,HARD_BASE,-1.4,0.9,1.1729476113272232,2.572947611327223,-2.3,0.2729476113272232,-0.27294761132722334,True,True,False,True,False,-0.118672874490097,,,,,False,True,False,False,-0.11867287449009706,regular,2022-11-10
2022-11,HARD_BASE,1.2,0.7,0.7585158740889214,-0.44148412591107855,0.5,0.05851587408892145,0.05851587408892145,True,False,False,False,False,0.1170317481778429,,,,,False,False,True,False,0.1170317481778429,regular,2022-12-12
2022-12,HARD_BASE,0.0,0.4,0.0474750657227316,0.0474750657227316,-0.4,-0.35252493427726844,0.35252493427726844,True,True,True,False,True,0.8813123356931709,,,,,True,False,True,False,0.881312335693171,regular,2023-01-11
2023-04,HARD_BASE,-0.2,0.4,0.5640927888903151,0.7640927888903151,-0.6000000000000001,0.1640927888903151,-0.16409278889031498,True,False,False,False,False,-0.2734879814838584,,,,,False,True,False,False,-0.27348798148385844,regular,2023-05-11
