geo,origin,band,label_end,f,r,mu
CZ,2011-12,2,2012-06,0.04809122937161479,0.03479612350811486,
CZ,2011-12,3,2012-09,0.04451891662319915,-0.11201774538214515,
CZ,2011-12,4,2012-12,0.04268989249601037,-0.06381340621023873,
CZ,2012-01,1,2012-04,0.0037353468887035344,-0.021236733667313223,-0.033541929361724176
CZ,2012-01,2,2012-07,0.0018857889707180285,-0.08493747203037884,-0.033541929361724176
CZ,2012-01,3,2012-10,0.0009388153167094645,0.003979080249848906,-0.033541929361724176
CZ,2012-01,4,2013-01,0.0004539648058570697,-0.06545633712050873,-0.033541929361724176
CZ,2012-02,1,2012-05,0.008434539665628295,-0.013552568602826815,-0.02936900295718441
CZ,2012-02,2,2012-08,0.006567883444876116,-0.14447720029359468,-0.02936900295718441
CZ,2012-02,3,2012-11,0.0056121554598510355,0.013081217389645997,-0.02936900295718441
CZ,2012-02,4,2013-02,0.005122822731518158,0.01058049992474099,-0.02936900295718441
CZ,2012-03,1,2012-06,-0.005996139897076095,0.034773632203344666,-0.025196076552644647
CZ,2012-03,2,2012-09,-0.0064448039767827136,-0.11204023668691539,-0.025196076552644647
CZ,2012-03,3,2012-12,-0.0066745199855924725,-0.061604365993958604,-0.025196076552644647
CZ,2012-03,4,2013-03,-0.006792134582103077,0.00450291889549484,-0.025196076552644647
CZ,2012-04,1,2012-07,-0.06460984295907589,-0.08715033122363895,-0.025196076552644647
CZ,2012-04,2,2012-10,-0.06055416792365254,0.0017662210565888015,-0.025196076552644647
CZ,2012-04,3,2013-01,-0.0584776623055158,-0.07118129693589091,-0.025196076552644647
CZ,2012-04,4,2013-04,-0.05741449142902979,-0.011052855049940849,-0.025196076552644647
CZ,2012-05,1,2012-08,0.011003107011725214,-0.14500623262028492,-0.025196076552644647
CZ,2012-05,2,2012-11,0.008623176467525412,0.012552185062955773,-0.025196076552644647
CZ,2012-05,3,2013-02,0.007404652028895099,0.011422001918203287,-0.025196076552644647
CZ,2012-05,4,2013-05,0.006780767516316382,-0.14673651719038008,-0.025196076552644647
CZ,2012-06,1,2012-09,0.0021882993775764006,-0.11236736539504943,-0.021039992464751134
CZ,2012-06,2,2012-12,0.0008859048239767709,-0.061931494702092645,-0.021039992464751134
CZ,2012-06,3,2013-03,0.0002190788125337693,0.015168793262370722,-0.021039992464751134
CZ,2012-06,4,2013-06,-0.00012233610532504766,-0.14198850711418573,-0.021039992464751134
CZ,2012-07,1,2012-10,-0.011245417684205436,0.003595033144055626,-0.016883908376857628
CZ,2012-07,2,2013-01,-0.011312106450106767,-0.06935248484842405,-0.016883908376857628
CZ,2012-07,3,2013-04,-0.01134625109824824,-0.01947145105087547,-0.016883908376857628
CZ,2012-07,4,2013-07,-0.011363733158096682,-0.18260626020739582,-0.016883908376857628
CZ,2012-08,1,2012-11,-0.07793372713043932,0.008560476561001515,-0.01687540774356975
CZ,2012-08,2,2013-02,-0.07295560575390896,0.007430293416249063,-0.01687540774356975
CZ,2012-08,3,2013-05,-0.0704068076091254,-0.1501653058464066,-0.01687540774356975
CZ,2012-08,4,2013-08,-0.06910182295899624,-0.1336606270934836,-0.01687540774356975
CZ,2012-09,1,2012-12,-0.1085120362461674,-0.06852790907216495,-0.016866940443715214
CZ,2012-09,2,2013-03,-0.10211425920676487,0.008572378892298421,-0.016866940443715214
CZ,2012-09,3,2013-06,-0.09883859736259078,-0.14621568159165174,-0.016866940443715214
CZ,2012-09,4,2013-09,-0.09716145849837365,-0.09518163459174585,-0.016866940443715214
CZ,2012-10,1,2013-01,-0.043595112290543366,-0.07389373755634122,-0.016866940443715214
CZ,2012-10,2,2013-04,-0.04324300830756601,-0.024012703758792664,-0.016866940443715214
CZ,2012-10,3,2013-07,-0.04306273106828159,-0.17411283864603014,-0.016866940443715214
CZ,2012-10,4,2013-10,-0.04297042912176799,0.03720005515506477,-0.016866940443715214
CZ,2012-11,1,2013-02,0.01536794301787302,0.008994415392718733,-0.016866940443715214
CZ,2012-11,2,2013-05,0.011208961403075873,-0.14860118386993695,-0.016866940443715214
CZ,2012-11,3,2013-08,0.009079562816299729,-0.12111476179861391,-0.016866940443715214
CZ,2012-11,4,2013-11,0.007989310739870338,0.05931918379058768,-0.016866940443715214
CZ,2012-12,1,2013-03,-0.052486926849634095,0.010964721886912637,-0.01687542441028642
CZ,2012-12,2,2013-06,-0.05076780073578005,-0.14382333859703753,-0.01687542441028642
CZ,2012-12,3,2013-09,-0.04988760816548676,-0.09864069835314575,-0.01687542441028642
CZ,2012-12,4,2013-12,-0.04943694956949662,0.09683039093379546,-0.01687542441028642
CZ,2013-01,1,2013-04,-0.08945298329275832,-0.02449836481603664,-0.016883908376857628
CZ,2013-01,2,2013-07,-0.08521709532028506,-0.17459849970327412,-0.016883908376857628
CZ,2013-01,3,2013-10,-0.08304832067837874,0.02532756962955617,-0.016883908376857628
CZ,2013-01,4,2014-01,-0.08193790806172271,0.03910037076027937,-0.016883908376857628
CZ,2013-02,1,2013-05,-0.015403269448082804,-0.14961353161429955,-0.021035850783576098
CZ,2013-02,2,2013-08,-0.01752192488959209,-0.12212710954297652,-0.021035850783576098
CZ,2013-02,3,2013-11,-0.018606676475644835,0.06597569529204698,-0.021035850783576098
CZ,2013-02,4,2014-02,-0.019162069287703865,0.07109602173575387,-0.021035850783576098
CZ,2013-03,1,2013-06,0.011203592292618173,-0.14129631043099225,-0.025187793190294572
CZ,2013-03,2,2013-09,0.0074462292250164945,-0.09611367018710044,-0.025187793190294572
CZ,2013-03,3,2013-12,0.005522459334404421,0.1050180285512594,-0.025187793190294572
CZ,2013-03,4,2014-03,0.00453748915041105,0.06445645029312734,-0.025187793190294572
CZ,2013-04,1,2013-07,-0.04960663684089812,-0.17214062628134286,-0.025191934871469607
CZ,2013-04,2,2013-10,-0.04808156456134852,0.027785443051487436,-0.025191934871469607
CZ,2013-04,3,2014-01,-0.04730072755421914,0.03227816646242046,-0.025191934871469607
CZ,2013-04,4,2014-04,-0.04690093900656889,0.11060880188920892,-0.025191934871469607
CZ,2013-05,1,2013-08,-0.027362071561101042,-0.12108801533110292,-0.025196076552644647
CZ,2013-05,2,2013-11,-0.027780131800813502,0.06701478950392056,-0.025196076552644647
CZ,2013-05,3,2014-02,-0.02799417864354629,0.06564647155181781,-0.025196076552644647
CZ,2013-05,4,2014-05,-0.028103770627025477,0.05375882895431142,-0.025196076552644647
CZ,2013-06,1,2013-09,-0.12621620631705865,-0.09992117918179304,-0.025196076552644647
CZ,2013-06,2,2013-12,-0.11903734182019127,0.10121051955656683,-0.025196076552644647
CZ,2013-06,3,2014-03,-0.11536176319779516,0.06658616972630958,-0.025196076552644647
CZ,2013-06,4,2014-06,-0.11347986694312835,0.13065687502393056,-0.025196076552644647
CZ,2013-07,1,2013-10,-0.12056566697300118,0.024835889762972612,-0.025196076552644647
CZ,2013-07,2,2014-01,-0.11505779398677514,0.029328613173905616,-0.025196076552644647
CZ,2013-07,3,2014-04,-0.11223776301782741,0.10405428772113452,-0.025196076552644647
CZ,2013-07,4,2014-07,-0.11079390716172617,0.040313594467001224,-0.025196076552644647
CZ,2013-08,1,2013-11,-0.09952059924278611,0.06318987786779869,-0.02936900295718441
CZ,2013-08,2,2014-02,-0.09656858881466586,0.06182155991569593,-0.02936900295718441
CZ,2013-08,3,2014-05,-0.09505715947546829,0.0628316857486445,-0.02936900295718441
CZ,2013-08,4,2014-08,-0.09428330765379915,0.07735595048177704,-0.02936900295718441
CZ,2013-09,1,2013-12,-0.11737116828912414,0.09947547961800517,-0.033541929361724176
CZ,2013-09,2,2014-03,-0.11357915133831918,0.06485112978774789,-0.033541929361724176
CZ,2013-09,3,2014-06,-0.11163763865950706,0.13142724068853281,-0.033541929361724176
CZ,2013-09,4,2014-09,-0.11064358416795526,0.0029629073202548047,-0.033541929361724176
CZ,2013-10,1,2014-01,-0.09381647951077339,0.028610689941932086,-0.0335669711286164
CZ,2013-10,2,2014-04,-0.09247121666813252,0.10333636448916099,-0.0335669711286164
CZ,2013-10,3,2014-07,-0.09178244209270041,0.0394921437458963,-0.0335669711286164
CZ,2013-10,4,2014-10,-0.09142978951007914,0.09402734866670386,-0.0335669711286164
CZ,2013-11,1,2014-02,0.041487353987446275,0.0662133071906326,-0.03359201289550862
CZ,2013-11,2,2014-05,0.03233380685013951,0.06722343302358119,-0.03359201289550862
CZ,2013-11,3,2014-08,0.027647190715838432,0.08628597939692793,-0.03359201289550862
CZ,2013-11,4,2014-11,0.025247643255076283,0.07912723846886964,-0.03359201289550862
CZ,2013-12,1,2014-03,-0.00030907742702335206,0.07060921198738292,-0.03359201289550862
CZ,2013-12,2,2014-06,-0.004675462636369046,0.13718532288816784,-0.03359201289550862
CZ,2013-12,3,2014-09,-0.00691105186355407,0.007157928296701113,-0.03359201289550862
CZ,2013-12,4,2014-12,-0.008055673547872766,0.15049758366352803,-0.03359201289550862
CZ,2014-01,1,2014-04,0.013745684174401647,0.10987897469180515,-0.03359201289550863
CZ,2014-01,2,2014-07,0.009072953693927376,0.04603475394854048,-0.03359201289550863
CZ,2014-01,3,2014-10,0.006680515687924558,0.08002774935257577,-0.03359201289550863
CZ,2014-01,4,2015-01,0.005455587428851089,0.16275877941370598,-0.03359201289550863
CZ,2014-02,1,2014-05,0.033695455734133656,0.07018948526592675,-0.03359632184747146
CZ,2014-02,2,2014-08,0.028326859845593744,0.08925203163927349,-0.03359632184747146
CZ,2014-02,3,2014-11,0.025578138750661294,0.08116623265263599,-0.03359632184747146
CZ,2014-02,4,2015-02,0.024170793550055903,0.15809250784879114,-0.03359632184747146
CZ,2014-03,1,2014-06,0.0341326172702391,0.14107919256913057,-0.03360063079943429
CZ,2014-03,2,2014-09,0.029680509454683496,0.01105179797766384,-0.03360063079943429
CZ,2014-03,3,2014-12,0.027401030253119008,0.14969028010926555,-0.03360063079943429
CZ,2014-03,4,2015-03,0.026233936901917984,0.030145564394798163,-0.03360063079943429
CZ,2014-04,1,2014-07,0.04119625133361007,0.049878731549233814,-0.03359632184747146
CZ,2014-04,2,2014-10,0.03699174046521239,0.08387172695326912,-0.03359632184747146
CZ,2014-04,3,2015-01,0.03483903090059281,0.16036677933882154,-0.03359632184747146
CZ,2014-04,4,2015-04,0.033736843603507566,0.0378495972095336,-0.03359632184747146
CZ,2014-05,1,2014-08,0.09356092405297466,0.09406009532180064,-0.03359201289550863
CZ,2014-05,2,2014-11,0.08610996717646552,0.08597429633516313,-0.03359201289550863
CZ,2014-05,3,2015-02,0.08229507725569284,0.15826224371827038,-0.03359201289550863
CZ,2014-05,4,2015-05,0.08034185361625722,0.060336888564526237,-0.03359201289550863
CZ,2014-06,1,2014-09,0.029742584446953726,0.01379146045499543,-0.03359201289550862
CZ,2014-06,2,2014-12,0.028451890768084173,0.15242994258659714,-0.03359201289550862
CZ,2014-06,3,2015-03,0.027791055604502953,0.02838362195798196,-0.03359201289550862
CZ,2014-06,4,2015-06,0.027452708000749365,0.1707782883693384,-0.03359201289550862
CZ,2014-07,1,2014-10,0.11816274239055918,0.08830869186304295,-0.03359201289550862
CZ,2014-07,2,2015-01,0.11035457137545789,0.16480374424859537,-0.03359201289550862
CZ,2014-07,3,2015-04,0.10635678781572604,0.03219424011639462,-0.03359201289550862
CZ,2014-07,4,2015-07,0.1043099226331433,0.11332684771172745,-0.03359201289550862
CZ,2014-08,1,2014-11,0.04474490947498209,0.08651866914081656,-0.0335669711286164
CZ,2014-08,2,2015-02,0.04388200144516415,0.1588066165239238,-0.0335669711286164
CZ,2014-08,3,2015-05,0.04344019253389736,0.0645165383779139,-0.0335669711286164
CZ,2014-08,4,2015-08,0.043213986371328776,0.08879169989710607,-0.0335669711286164
CZ,2014-09,1,2014-12,0.051714258717572244,0.15386726896346217,-0.033541929361724176
CZ,2014-09,2,2015-03,0.05045603316648498,0.029820948334846987,-0.033541929361724176
CZ,2014-09,3,2015-06,0.049811821684328315,0.1609248001022868,-0.033541929361724176
CZ,2014-09,4,2015-09,0.049481985405464085,0.08750452073934656,-0.033541929361724176
CZ,2014-10,1,2015-01,0.05030228016697493,0.1631086237216866,-0.02936900295718441
CZ,2014-10,2,2015-04,0.0493525574385271,0.030499119589485868,-0.02936900295718441
CZ,2014-10,3,2015-07,0.04886629940156181,0.11710977359838738,-0.02936900295718441
CZ,2014-10,4,2015-10,0.048617335286635595,0.15465023180123005,-0.02936900295718441
CZ,2014-11,1,2015-02,0.08438630648601064,0.15947280603048572,-0.025196076552644647
CZ,2014-11,2,2015-05,0.08099641407273687,0.06518272788447581,-0.025196076552644647
CZ,2014-11,3,2015-08,0.07926078915714073,0.08952135212655588,-0.025196076552644647
CZ,2014-11,4,2015-11,0.0783721492003555,0.15119086266927248,-0.025196076552644647
CZ,2014-12,1,2015-03,0.0738217618266513,0.03037196814649192,-0.025196076552644647
CZ,2014-12,2,2015-06,0.07181526302833201,0.1614758199139317,-0.025196076552644647
CZ,2014-12,3,2015-09,0.07078793564359252,0.08929451352216988,-0.025196076552644647
CZ,2014-12,4,2015-12,0.07026194402260592,0.21747565769904384,-0.025196076552644647
CZ,2015-01,1,2015-04,0.13533758253931819,0.03302021224559256,-0.025196076552644647
CZ,2015-01,2,2015-07,0.12897093133886176,0.11963086625449408,-0.025196076552644647
CZ,2015-01,3,2015-10,0.12571120592422805,0.15320413073702277,-0.025196076552644647
CZ,2015-01,4,2016-01,0.1240422265119356,0.1262291284873631,-0.025196076552644647
CZ,2015-02,1,2015-05,0.14430566876499643,0.06753135476143023,-0.025191934871469607
CZ,2015-02,2,2015-08,0.1383487974858271,0.09186997900351028,-0.025191934871469607
CZ,2015-02,3,2015-11,0.1352988793908924,0.1540636310487827,-0.025191934871469607
CZ,2015-02,4,2016-02,0.13373732132628582,0.11861937291074927,-0.025191934871469607
CZ,2015-03,1,2015-06,0.10492529871609503,0.16343618638788793,-0.025187793190294572
CZ,2015-03,2,2015-09,0.10300009900022411,0.09125487999612612,-0.025187793190294572
CZ,2015-03,3,2015-12,0.10201439674569819,0.21279470576633144,-0.025187793190294572
CZ,2015-03,4,2016-03,0.10150971719138095,-0.002018023189554944,-0.025187793190294572
CZ,2015-04,1,2015-07,0.017755135703548502,0.11764812226408743,-0.021085834316860536
CZ,2015-04,2,2015-10,0.022813584669386197,0.15122138674661612,-0.021085834316860536
CZ,2015-04,3,2016-01,0.02540351053989509,0.12096905389325159,-0.021085834316860536
CZ,2015-04,4,2016-04,0.026729552585595635,0.009161899161355486,-0.021085834316860536
CZ,2015-05,1,2015-08,0.08225874021609597,0.09009189229519993,-0.0169838754434265
CZ,2015-05,2,2015-11,0.08151106645316732,0.15228554434047234,-0.0169838754434265
CZ,2015-05,3,2016-02,0.08112825748654785,0.11891846931698742,-0.0169838754434265
CZ,2015-05,4,2016-05,0.08093225929563867,0.037704556112650965,-0.0169838754434265
CZ,2015-06,1,2015-09,0.10677636078240793,0.09052983613116423,-0.016933891910142062
CZ,2015-06,2,2015-12,0.10427696343025063,0.21206966190136955,-0.016933891910142062
CZ,2015-06,3,2016-03,0.1029972719859461,0.006388056396266019,-0.016933891910142062
CZ,2015-06,4,2016-06,0.10234206996646218,0.023412818880742318,-0.016933891910142062
CZ,2015-07,1,2015-10,0.12082769009363925,0.15342257478411023,-0.016883908376857628
CZ,2015-07,2,2016-01,0.11768649636638896,0.12317024193074566,-0.016883908376857628
CZ,2015-07,3,2016-04,0.11607820517803684,0.007267127466759569,-0.016883908376857628
CZ,2015-07,4,2016-07,0.11525476008960052,0.08175750545255919,-0.016883908376857628
CZ,2015-08,1,2015-11,0.09316700358005499,0.15295358110707538,-0.01687542441028642
CZ,2015-08,2,2016-02,0.09267631441589101,0.11958650608359045,-0.01687542441028642
CZ,2015-08,3,2016-05,0.09242508156383904,0.036237604620408675,-0.01687542441028642
CZ,2015-08,4,2016-08,0.09229645034358841,0.023523080053649028,-0.01687542441028642
CZ,2015-09,1,2015-12,0.08352133325970457,0.2118445667960379,-0.016866940443715214
CZ,2015-09,2,2016-03,0.08384579073719424,0.006162961290934345,-0.016866940443715214
CZ,2015-09,3,2016-06,0.08401191296566896,0.020613919616369707,-0.016866940443715214
CZ,2015-09,4,2016-09,0.08409696754664801,0.09367932416138158,-0.016866940443715214
CZ,2015-10,1,2016-01,0.10958416775023642,0.1227683659308411,-0.016866940443715214
CZ,2015-10,2,2016-04,0.10785409394844808,0.0068652514668549785,-0.016866940443715214
CZ,2015-10,3,2016-07,0.10696829616193244,0.0833922748041288,-0.016866940443715214
CZ,2015-10,4,2016-10,0.10651476769523645,0.18567596403758513,-0.016866940443715214
CZ,2015-11,1,2016-02,0.154145412563559,0.12095613327792336,-0.016866940443715214
CZ,2015-11,2,2016-05,0.14930585938886923,0.03760723181474159,-0.016866940443715214
CZ,2015-11,3,2016-08,0.14682800816342806,0.02633024647687539,-0.016866940443715214
CZ,2015-11,4,2016-11,0.14555934833600218,0.2471582557893208,-0.016866940443715214
CZ,2015-12,1,2016-03,0.11806863139948716,0.007360056680993761,-0.016866923776998544
CZ,2015-12,2,2016-06,0.11681634210981323,0.021811015006429114,-0.016866923776998544
CZ,2015-12,3,2016-09,0.1161751699935002,0.09300973897069169,-0.016866923776998544
CZ,2015-12,4,2016-12,0.11584688986994791,0.37627214107543305,-0.016866923776998544
CZ,2016-01,1,2016-04,0.19415766906272283,0.009502402083404096,-0.01686690711028187
CZ,2016-01,2,2016-07,0.1872994576026309,0.08602942542067789,-0.01686690711028187
CZ,2016-01,3,2016-10,0.1837880533350638,0.18326374722865846,-0.01686690711028187
CZ,2016-01,4,2017-01,0.18199021435006946,0.35259208293265853,-0.01686690711028187
CZ,2016-02,1,2016-05,0.10610488440216763,0.037693865185355516,-0.012777357086666339
CZ,2016-02,2,2016-08,0.10716905740679146,0.026416879847489316,-0.012777357086666339
CZ,2016-02,3,2016-11,0.10771391398515891,0.2493725556059221,-0.012777357086666339
CZ,2016-02,4,2017-02,0.107992880553283,0.38437164392211187,-0.012777357086666339
CZ,2016-03,1,2016-06,0.09012999468459419,0.021948390308123417,-0.008687807063050808
CZ,2016-03,2,2016-09,0.09223303503247067,0.09314711427238598,-0.008687807063050808
CZ,2016-03,3,2016-12,0.09330979169058344,0.36878261489041925,-0.008687807063050808
CZ,2016-03,4,2017-03,0.09386109109953716,0.2473268362094013,-0.008687807063050808
CZ,2016-04,1,2016-07,0.05825272236863313,0.08310286620963066,-0.00861694738009333
CZ,2016-04,2,2016-10,0.06242422923237687,0.18033718801761123,-0.00861694738009333
CZ,2016-04,3,2017-01,0.06456004074661366,0.3548182252798762,-0.00861694738009333
CZ,2016-04,4,2017-04,0.06565357624190292,0.1794139630686918,-0.00861694738009333
CZ,2016-05,1,2016-08,0.031821058215220056,0.02357344868280309,-0.008546087697135852
CZ,2016-05,2,2016-11,0.03728923529683598,0.2465291244412359,-0.008546087697135852
CZ,2016-05,3,2017-02,0.04008894196262334,0.3834529114790916,-0.008546087697135852
CZ,2016-05,4,2017-05,0.04152239177550646,0.14411675797267928,-0.008546087697135852
CZ,2016-06,1,2016-09,0.07909081482332443,0.0911991450001937,-0.008542071632456972
CZ,2016-06,2,2016-12,0.07999415372724317,0.36683464561822693,-0.008542071632456972
CZ,2016-06,3,2017-03,0.08045666324604957,0.25000770350146706,-0.008542071632456972
CZ,2016-06,4,2017-06,0.08069346811967842,0.12294742622537325,-0.008542071632456972
CZ,2016-07,1,2016-10,0.032193684413750846,0.17827323673914452,-0.008538055567778093
CZ,2016-07,2,2017-01,0.03652610584341547,0.3527542740014096,-0.008538055567778093
CZ,2016-07,3,2017-04,0.03874430561540375,0.18217020116304597,-0.008538055567778093
CZ,2016-07,4,2017-07,0.039880023898661764,0.150975216491715,-0.008538055567778093
CZ,2016-08,1,2016-11,0.08204292638765483,0.2462733287945794,-0.008538055567778093
CZ,2016-08,2,2017-02,0.08180945607504993,0.38319711583243504,-0.008538055567778093
CZ,2016-08,3,2017-05,0.08168991927499623,0.142203813477713,-0.008538055567778093
CZ,2016-08,4,2017-08,0.08162871643336872,0.09249867029058752,-0.008538055567778093
CZ,2016-09,1,2016-12,0.04133413846299108,0.36511312600860085,-0.008538055567778093
CZ,2016-09,2,2017-03,0.04425066139133943,0.24828618389184096,-0.008538055567778093
CZ,2016-09,3,2017-06,0.04574392113065381,0.1263186712051028,-0.008538055567778093
CZ,2016-09,4,2017-09,0.04650847011718275,0.15790535986444035,-0.008538055567778093
CZ,2016-10,1,2017-01,0.0825826486723597,0.3528999685369421,-0.008533746615815263
CZ,2016-10,2,2017-04,0.08183737153373417,0.18231589569857856,-0.008533746615815263
CZ,2016-10,3,2017-07,0.08145578963875792,0.14870847787282773,-0.008533746615815263
CZ,2016-10,4,2017-10,0.08126041970853008,0.18051499081158248,-0.008533746615815263
CZ,2016-11,1,2017-02,0.2036434480068059,0.38572031728470435,-0.008529437663852434
CZ,2016-11,2,2017-05,0.19376692342388221,0.14472701492998227,-0.008529437663852434
