origin,band,f_cz,mu_cz,deviation,panel_lambda,panel_n,panel_status,regime_threshold,regime_lambda_small,regime_lambda_large,regime_used,own_lambda,own_n,own_status
2019-04,3,0.17981972655739767,0.06633320260720117,0.1134865239501965,0.6032435241886676,1544,estimated,0.09708932727130504,0.5091095072728905,0.6060043601757127,0.6060043601757127,1.0,26,estimated
2019-04,4,0.18103377361213777,0.06633320260720117,0.1147005710049366,0.6481996772690182,1518,estimated,0.09749551122925404,0.35556237512619965,0.6567992051944115,0.6567992051944115,1.0,25,estimated
2019-05,1,0.17096365399850968,0.06636663671092331,0.10459701728758637,0.4369530471698035,1596,estimated,0.10547112964820182,0.3865119706650158,0.4384709256961849,0.3865119706650158,0.935984614863256,28,estimated
2019-05,2,0.17498459126393817,0.06636663671092331,0.10861795455301486,0.44145769543282043,1570,estimated,0.1000968216335861,0.27601185555492685,0.4463856180076864,0.4463856180076864,0.9275854857507577,27,estimated
2019-05,3,0.17704331114383753,0.06636663671092331,0.11067667443291422,0.6032435241886676,1544,estimated,0.09708932727130504,0.5091095072728905,0.6060043601757127,0.6060043601757127,1.0,26,estimated
2019-05,4,0.17809737572234605,0.06636663671092331,0.11173073901142273,0.6481996772690182,1518,estimated,0.09749551122925404,0.35556237512619965,0.6567992051944115,0.6567992051944115,1.0,25,estimated
2019-06,1,0.16851356588924638,0.07052291303227924,0.09799065285696713,0.4369530471698035,1596,estimated,0.10547112964820182,0.3865119706650158,0.4384709256961849,0.3865119706650158,0.935984614863256,28,estimated
2019-06,2,0.1720056838847387,0.07052291303227924,0.10148277085245945,0.44145769543282043,1570,estimated,0.1000968216335861,0.27601185555492685,0.4463856180076864,0.4463856180076864,0.9275854857507577,27,estimated
2019-06,3,0.17379364829843072,0.07052291303227924,0.10327073526615148,0.6032435241886676,1544,estimated,0.09708932727130504,0.5091095072728905,0.6060043601757127,0.6060043601757127,1.0,26,estimated
2019-06,4,0.17470908607824107,0.07052291303227924,0.10418617304596182,0.6481996772690182,1518,estimated,0.09749551122925404,0.35556237512619965,0.6567992051944115,0.6567992051944115,1.0,25,estimated
2019-07,1,0.21170818218469342,0.07467918935363517,0.13702899283105824,0.4322122024822689,1622,estimated,0.10510807432692568,0.37847297530583596,0.43384942590709424,0.43384942590709424,0.9196639080030244,29,estimated
2019-07,2,0.21128660701132715,0.07467918935363517,0.13660741765769197,0.4197086953647262,1596,estimated,0.1000968216335861,0.2395339918578453,0.4250463998775356,0.4250463998775356,0.9185246622614789,28,estimated
2019-07,3,0.2110707605225636,0.07467918935363517,0.13639157116892842,0.6035811839437822,1570,estimated,0.0969664546192344,0.5105281644162292,0.6063159068504851,0.6063159068504851,1.0,27,estimated
2019-07,4,0.2109602471203167,0.07467918935363517,0.13628105776668153,0.650476506318504,1544,estimated,0.09579741238101214,0.34508872851584604,0.6593620157890907,0.6593620157890907,1.0,26,estimated
2019-08,1,0.3892672444460696,0.074695839436819,0.31457140500925057,0.4322122024822689,1622,estimated,0.10510807432692568,0.37847297530583596,0.43384942590709424,0.43384942590709424,0.9196639080030244,29,estimated
2019-08,2,0.3753415508517078,0.074695839436819,0.30064571141488877,0.4197086953647262,1596,estimated,0.1000968216335861,0.2395339918578453,0.4250463998775356,0.4250463998775356,0.9185246622614789,28,estimated
2019-08,3,0.36821159573139467,0.074695839436819,0.29351575629457566,0.6035811839437822,1570,estimated,0.0969664546192344,0.5105281644162292,0.6063159068504851,0.6063159068504851,1.0,27,estimated
2019-08,4,0.3645610587097943,0.074695839436819,0.28986521927297526,0.650476506318504,1544,estimated,0.09579741238101214,0.34508872851584604,0.6593620157890907,0.6593620157890907,1.0,26,estimated
2019-09,1,0.318283120643522,0.07471248952000284,0.24357063112351915,0.4322122024822689,1622,estimated,0.10510807432692568,0.37847297530583596,0.43384942590709424,0.43384942590709424,0.9196639080030244,29,estimated
2019-09,2,0.31214007410065264,0.07471248952000284,0.2374275845806498,0.4197086953647262,1596,estimated,0.1000968216335861,0.2395339918578453,0.4250463998775356,0.4250463998775356,0.9185246622614789,28,estimated
2019-09,3,0.30899483427070357,0.07471248952000284,0.23428234475070073,0.6035811839437822,1570,estimated,0.0969664546192344,0.5105281644162292,0.6063159068504851,0.6063159068504851,1.0,27,estimated
2019-09,4,0.30738447147776954,0.07471248952000284,0.2326719819577667,0.650476506318504,1544,estimated,0.09579741238101214,0.34508872851584604,0.6593620157890907,0.6593620157890907,1.0,26,estimated
2019-10,1,0.07167054320438652,0.07885209914135867,-0.007181555936972145,0.4308332442748593,1648,estimated,0.1043872036330176,0.3370200564210492,0.4336816517389173,0.3370200564210492,0.9259050410872226,30,estimated
2019-10,2,0.08547490720942731,0.07885209914135867,0.006622808068068642,0.4180181220918497,1622,estimated,0.09998584612990599,0.25924393514771654,0.422771884373576,0.25924393514771654,0.9034096254738201,29,estimated
2019-10,3,0.0925427415800082,0.07885209914135867,0.013690642438649536,0.5970351112269852,1596,estimated,0.0969664546192344,0.5079049378281669,0.5996430720534022,0.5079049378281669,0.9988391005340662,28,estimated
2019-10,4,0.09616147277774563,0.07885209914135867,0.01730937363638696,0.6459668902037949,1570,estimated,0.09557803130243253,0.3450350951065417,0.6547386713322313,0.3450350951065417,1.0,27,estimated
2019-11,1,0.20641760555426059,0.08299170876271451,0.12342589679154607,0.4308332442748593,1648,estimated,0.1043872036330176,0.3370200564210492,0.4336816517389173,0.4336816517389173,0.9259050410872226,30,estimated
2019-11,2,0.2075824891840887,0.08299170876271451,0.12459078042137418,0.4180181220918497,1622,estimated,0.09998584612990599,0.25924393514771654,0.422771884373576,0.422771884373576,0.9034096254738201,29,estimated
2019-11,3,0.20817890960256066,0.08299170876271451,0.12518720083984614,0.5970351112269852,1596,estimated,0.0969664546192344,0.5079049378281669,0.5996430720534022,0.5996430720534022,0.9988391005340662,28,estimated
2019-11,4,0.20848427685681828,0.08299170876271451,0.12549256809410375,0.6459668902037949,1570,estimated,0.09557803130243253,0.3450350951065417,0.6547386713322313,0.6547386713322313,1.0,27,estimated
2019-12,1,0.1970709984326212,0.08299170876271451,0.1140792896699067,0.4308332442748593,1648,estimated,0.1043872036330176,0.3370200564210492,0.4336816517389173,0.4336816517389173,0.9259050410872226,30,estimated
2019-12,2,0.1987219744376372,0.08299170876271451,0.11573026567492269,0.4180181220918497,1622,estimated,0.09998584612990599,0.25924393514771654,0.422771884373576,0.422771884373576,0.9034096254738201,29,estimated
2019-12,3,0.19956727415220535,0.08299170876271451,0.11657556538949083,0.5970351112269852,1596,estimated,0.0969664546192344,0.5079049378281669,0.5996430720534022,0.5996430720534022,0.9988391005340662,28,estimated
2019-12,4,0.20000006760606429,0.08299170876271451,0.11700835884334977,0.6459668902037949,1570,estimated,0.09557803130243253,0.3450350951065417,0.6547386713322313,0.6547386713322313,1.0,27,estimated
2020-01,1,0.16134244442792856,0.08299170876271451,0.07835073566521404,0.4192206205442881,1674,estimated,0.10402941737324897,0.3599261683937655,0.4209951320543327,0.3599261683937655,0.8970543712129125,31,estimated
2020-01,2,0.16547513613308973,0.08299170876271451,0.08248342737037521,0.4165474058106286,1648,estimated,0.09806262775596576,0.19471391392164622,0.4231669426677695,0.19471391392164622,0.916501207290924,30,estimated
2020-01,3,0.1675910742861322,0.08299170876271451,0.0845993655234177,0.5972986050882269,1622,estimated,0.09689320715479632,0.5084496637788571,0.599923841501008,0.5084496637788571,0.9909912968926218,29,estimated
2020-01,4,0.16867443462049,0.08299170876271451,0.08568272585777549,0.6508668584708011,1596,estimated,0.09557803130243253,0.3406339230012628,0.6598751701821118,0.3406339230012628,1.0,28,estimated
2020-02,1,0.3416257157443214,0.08303345086444769,0.2585922648798737,0.4192206205442881,1674,estimated,0.10402941737324897,0.3599261683937655,0.4209951320543327,0.4209951320543327,0.8970543712129125,31,estimated
2020-02,2,0.33143589702050485,0.08303345086444769,0.24840244615605717,0.4165474058106286,1648,estimated,0.09806262775596576,0.19471391392164622,0.4231669426677695,0.4231669426677695,0.916501207290924,30,estimated
2020-02,3,0.3262187098339107,0.08303345086444769,0.24318525896946303,0.5972986050882269,1622,estimated,0.09689320715479632,0.5084496637788571,0.599923841501008,0.599923841501008,0.9909912968926218,29,estimated
2020-02,4,0.32354750999437454,0.08303345086444769,0.24051405912992685,0.6508668584708011,1596,estimated,0.09557803130243253,0.3406339230012628,0.6598751701821118,0.6598751701821118,1.0,28,estimated
2020-03,1,0.41718991447082776,0.08307519296618086,0.3341147215046469,0.4192206205442881,1674,estimated,0.10402941737324897,0.3599261683937655,0.4209951320543327,0.4209951320543327,0.8970543712129125,31,estimated
2020-03,2,0.4030130176642078,0.08307519296618086,0.3199378246980269,0.4165474058106286,1648,estimated,0.09806262775596576,0.19471391392164622,0.4231669426677695,0.4231669426677695,0.916501207290924,30,estimated
2020-03,3,0.39575444649921837,0.08307519296618086,0.3126792535330375,0.5972986050882269,1622,estimated,0.09689320715479632,0.5084496637788571,0.599923841501008,0.599923841501008,0.9909912968926218,29,estimated
2020-03,4,0.39203805806274367,0.08307519296618086,0.3089628650965628,0.6508668584708011,1596,estimated,0.09557803130243253,0.3406339230012628,0.6598751701821118,0.6598751701821118,1.0,28,estimated
2020-04,1,0.20555670275894578,0.08307519296618086,0.12248150979276491,0.41934800697366925,1700,estimated,0.10383433546641255,0.3969907129539414,0.4200220437370697,0.4200220437370697,0.9335996781199579,32,estimated
2020-04,2,0.2099757370007895,0.08307519296618086,0.12690054403460865,0.40517803761449783,1674,estimated,0.09782930898203024,0.23697914725510283,0.4101291321979996,0.4101291321979996,0.9530763669753073,31,estimated
2020-04,3,0.21223828253261345,0.08307519296618086,0.12916308956643258,0.5976245927141263,1648,estimated,0.09587410180557997,0.50984488358518,0.6002090715667633,0.6002090715667633,1.0,30,estimated
2020-04,4,0.21339670584490733,0.08307519296618086,0.13032151287872645,0.6497381486818549,1622,estimated,0.09546245787399425,0.3198242639711934,0.6594081377981854,0.6594081377981854,1.0,29,estimated
2020-05,1,0.12170806298583152,0.08307519296618086,0.038632870019650656,0.41934800697366925,1700,estimated,0.10383433546641255,0.3969907129539414,0.4200220437370697,0.3969907129539414,0.9335996781199579,32,estimated
2020-05,2,0.13180291972564975,0.08307519296618086,0.04872772675946889,0.40517803761449783,1674,estimated,0.09782930898203024,0.23697914725510283,0.4101291321979996,0.23697914725510283,0.9530763669753073,31,estimated
2020-05,3,0.13697148637643672,0.08307519296618086,0.053896293410255855,0.5976245927141263,1648,estimated,0.09587410180557997,0.50984488358518,0.6002090715667633,0.50984488358518,1.0,30,estimated
2020-05,4,0.1396177925016396,0.08307519296618086,0.056542599535458746,0.6497381486818549,1622,estimated,0.09546245787399425,0.3198242639711934,0.6594081377981854,0.3198242639711934,1.0,29,estimated
2020-06,1,0.3717501494899067,0.0830876431467832,0.2886625063431235,0.41934800697366925,1700,estimated,0.10383433546641255,0.3969907129539414,0.4200220437370697,0.4200220437370697,0.9335996781199579,32,estimated
2020-06,2,0.36088730020679227,0.0830876431467832,0.2777996570600091,0.40517803761449783,1674,estimated,0.09782930898203024,0.23697914725510283,0.4101291321979996,0.4101291321979996,0.9530763669753073,31,estimated
2020-06,3,0.3553255213738377,0.0830876431467832,0.27223787822705453,0.5976245927141263,1648,estimated,0.09587410180557997,0.50984488358518,0.6002090715667633,0.6002090715667633,1.0,30,estimated
2020-06,4,0.352477890611365,0.0830876431467832,0.2693902474645818,0.6497381486818549,1622,estimated,0.09546245787399425,0.3198242639711934,0.6594081377981854,0.6594081377981854,1.0,29,estimated
2020-07,1,0.40086974219470095,0.08310009332738552,0.3177696488673154,0.4193637698179718,1726,estimated,0.10322918363994635,0.3484657373946034,0.42149312852250126,0.42149312852250126,0.9388870232461022,33,estimated
2020-07,2,0.389615652133849,0.08310009332738552,0.30651555880646353,0.40540283899586943,1700,estimated,0.09756761870829792,0.2627360090073737,0.4096306524765611,0.4096306524765611,0.9933887452621638,32,estimated
2020-07,3,0.3838535580226927,0.08310009332738552,0.30075346469530717,0.5863590595527799,1674,estimated,0.09514383460740483,0.5449588827629623,0.5875618196675035,0.5875618196675035,1.0,31,estimated
2020-07,4,0.3809033658377808,0.08310009332738552,0.2978032725103953,0.6514350717265791,1648,estimated,0.09440839912580629,0.32549357804273565,0.6609526108357726,0.6609526108357726,1.0,30,estimated
2020-08,1,0.5537247996189724,0.087222826847552,0.46650197277142036,0.4193637698179718,1726,estimated,0.10322918363994635,0.3484657373946034,0.42149312852250126,0.42149312852250126,0.9388870232461022,33,estimated
2020-08,2,0.5327221070858176,0.087222826847552,0.44549928023826557,0.40540283899586943,1700,estimated,0.09756761870829792,0.2627360090073737,0.4096306524765611,0.4096306524765611,0.9933887452621638,32,estimated
2020-08,3,0.5219687285088422,0.087222826847552,0.43474590166129023,0.5863590595527799,1674,estimated,0.09514383460740483,0.5449588827629623,0.5875618196675035,0.5875618196675035,1.0,31,estimated
2020-08,4,0.5164629986774307,0.087222826847552,0.4292401718298787,0.6514350717265791,1648,estimated,0.09440839912580629,0.32549357804273565,0.6609526108357726,0.6609526108357726,1.0,30,estimated
2020-09,1,0.3512083497542558,0.09134556036771847,0.25986278938653734,0.4193637698179718,1726,estimated,0.10322918363994635,0.3484657373946034,0.42149312852250126,0.42149312852250126,0.9388870232461022,33,estimated
2020-09,2,0.3492920313713707,0.09134556036771847,0.25794647100365226,0.40540283899586943,1700,estimated,0.09756761870829792,0.2627360090073737,0.4096306524765611,0.4096306524765611,0.9933887452621638,32,estimated
2020-09,3,0.3483108763593335,0.09134556036771847,0.25696531599161504,0.5863590595527799,1674,estimated,0.09514383460740483,0.5449588827629623,0.5875618196675035,0.5875618196675035,1.0,31,estimated
2020-09,4,0.34780852499317044,0.09134556036771847,0.256462964625452,0.6514350717265791,1648,estimated,0.09440839912580629,0.32549357804273565,0.6609526108357726,0.6609526108357726,1.0,30,estimated
2020-10,1,0.16162055289537527,0.09134569435497335,0.07027485854040193,0.41409203766813074,1752,estimated,0.10270633934288487,0.3273685943234482,0.41666360627622057,0.3273685943234482,0.8982729156803758,34,estimated
2020-10,2,0.17450681343454086,0.09134569435497335,0.08316111907956751,0.40658275284824985,1726,estimated,0.09725648272448298,0.2804762240002967,0.4103089267600652,0.2804762240002967,0.9206557589113703,33,estimated
2020-10,3,0.1811045788305936,0.09134569435497335,0.08975888447562026,0.588781093836324,1700,estimated,0.09473143091311406,0.5599403659689081,0.5896241859998224,0.5599403659689081,1.0,32,estimated
2020-10,4,0.18448263471337265,0.09134569435497335,0.0931369403583993,0.6412020634010893,1674,estimated,0.0939931042369154,0.3197983457306276,0.6504626321844797,0.3197983457306276,1.0,31,estimated
2020-11,1,0.2151785300180502,0.09134582834222821,0.123832701675822,0.41409203766813074,1752,estimated,0.10270633934288487,0.3273685943234482,0.41666360627622057,0.41666360627622057,0.8982729156803758,34,estimated
2020-11,2,0.2218128569434036,0.09134582834222821,0.1304670286011754,0.40658275284824985,1726,estimated,0.09725648272448298,0.2804762240002967,0.4103089267600652,0.4103089267600652,0.9206557589113703,33,estimated
2020-11,3,0.22520963232918453,0.09134582834222821,0.13386380398695633,0.588781093836324,1700,estimated,0.09473143091311406,0.5599403659689081,0.5896241859998224,0.5896241859998224,1.0,32,estimated
2020-11,4,0.2269487813267044,0.09134582834222821,0.1356029529844762,0.6412020634010893,1674,estimated,0.0939931042369154,0.3197983457306276,0.6504626321844797,0.6504626321844797,1.0,31,estimated
2020-12,1,0.21719967119408365,0.09135417002558659,0.12584550116849708,0.41409203766813074,1752,estimated,0.10270633934288487,0.3273685943234482,0.41666360627622057,0.41666360627622057,0.8982729156803758,34,estimated
2020-12,2,0.22248847370841365,0.09135417002558659,0.13113430368282708,0.40658275284824985,1726,estimated,0.09725648272448298,0.2804762240002967,0.4103089267600652,0.4103089267600652,0.9206557589113703,33,estimated
2020-12,3,0.22519634059575064,0.09135417002558659,0.13384217057016407,0.588781093836324,1700,estimated,0.09473143091311406,0.5599403659689081,0.5896241859998224,0.5896241859998224,1.0,32,estimated
2020-12,4,0.22658276844206718,0.09135417002558659,0.1352285984164806,0.6412020634010893,1674,estimated,0.0939931042369154,0.3197983457306276,0.6504626321844797,0.6504626321844797,1.0,31,estimated
2021-01,1,0.14933582970597,0.09136251170894498,0.05797331799702503,0.40353013530015014,1778,estimated,0.10337661210064697,0.37610414176158447,0.40434607791743815,0.37610414176158447,0.8501257567193137,35,estimated
2021-01,2,0.15888787715707,0.09136251170894498,0.06752536544812503,0.4002676157419311,1752,estimated,0.0970195304163972,0.2963038989398002,0.40330684006418305,0.2963038989398002,0.8561493953996108,34,estimated
2021-01,3,0.1637785254520331,0.09136251170894498,0.07241601374308813,0.5864464677091799,1726,estimated,0.09430615115022736,0.5655213562244557,0.5870567285255226,0.5655213562244557,0.9542743240239455,33,estimated
2021-01,4,0.16628253737905427,0.09136251170894498,0.07492002567010929,0.6430552257281427,1700,estimated,0.09326181784833239,0.30835023529305877,0.6527556081200504,0.30835023529305877,1.0,32,estimated
2021-02,1,0.2826609373521376,0.0913834370587443,0.1912775002933933,0.40353013530015014,1778,estimated,0.10337661210064697,0.37610414176158447,0.40434607791743815,0.40434607791743815,0.8501257567193137,35,estimated
2021-02,2,0.2803934381052005,0.0913834370587443,0.1890100010464562,0.4002676157419311,1752,estimated,0.0970195304163972,0.2963038989398002,0.40330684006418305,0.40330684006418305,0.8561493953996108,34,estimated
2021-02,3,0.27923247849076865,0.0913834370587443,0.18784904143202436,0.5864464677091799,1726,estimated,0.09430615115022736,0.5655213562244557,0.5870567285255226,0.5870567285255226,0.9542743240239455,33,estimated
2021-02,4,0.27863806716817957,0.0913834370587443,0.18725463010943527,0.6430552257281427,1700,estimated,0.09326181784833239,0.30835023529305877,0.6527556081200504,0.6527556081200504,1.0,32,estimated
2021-03,1,0.22464320819801478,0.09140436240854365,0.13323884578947115,0.40353013530015014,1778,estimated,0.10337661210064697,0.37610414176158447,0.40434607791743815,0.40434607791743815,0.8501257567193137,35,estimated
2021-03,2,0.22727709492693352,0.09140436240854365,0.13587273251838988,0.4002676157419311,1752,estimated,0.0970195304163972,0.2963038989398002,0.40330684006418305,0.40330684006418305,0.8561493953996108,34,estimated
2021-03,3,0.22862564493213997,0.09140436240854365,0.13722128252359633,0.5864464677091799,1726,estimated,0.09430615115022736,0.5655213562244557,0.5870567285255226,0.5870567285255226,0.9542743240239455,33,estimated
2021-03,4,0.22931610253480564,0.09140436240854365,0.137911740126262,0.6430552257281427,1700,estimated,0.09326181784833239,0.30835023529305877,0.6527556081200504,0.6527556081200504,1.0,32,estimated
2021-04,1,0.15812491419554564,0.09537345970682332,0.06275145448872232,0.401786437890831,1804,estimated,0.10375230526039823,0.3776635941995576,0.4025162756185636,0.3776635941995576,0.8531376456752329,36,estimated
2021-04,2,0.16532211702879338,0.09537345970682332,0.06994865732197006,0.39667883401573295,1778,estimated,0.0973514434532606,0.31193998291693714,0.3991654375361984,0.31193998291693714,0.8286874654414207,35,estimated
2021-04,3,0.1690070848794162,0.09537345970682332,0.07363362517259289,0.5825343017456767,1752,estimated,0.0939543211823518,0.5670909156097022,0.5829804820043667,0.5670909156097022,0.9097995159066854,34,estimated
2021-04,4,0.17089378841893513,0.09537345970682332,0.07552032871211181,0.6407152958391178,1726,estimated,0.0926804570006246,0.27469576139328283,0.65130077091094,0.27469576139328283,0.96855984198403,33,estimated
2021-05,1,0.141828242763953,0.09934255700510301,0.04248568575884999,0.401786437890831,1804,estimated,0.10375230526039823,0.3776635941995576,0.4025162756185636,0.3776635941995576,0.8531376456752329,36,estimated
2021-05,2,0.14899831516649992,0.09934255700510301,0.049655758161396904,0.39667883401573295,1778,estimated,0.0973514434532606,0.31193998291693714,0.3991654375361984,0.31193998291693714,0.8286874654414207,35,estimated
2021-05,3,0.15266939223660397,0.09934255700510301,0.05332683523150096,0.5825343017456767,1752,estimated,0.0939543211823518,0.5670909156097022,0.5829804820043667,0.5670909156097022,0.9097995159066854,34,estimated
2021-05,4,0.15454898369649722,0.09934255700510301,0.05520642669139421,0.6407152958391178,1726,estimated,0.0926804570006246,0.27469576139328283,0.65130077091094,0.27469576139328283,0.96855984198403,33,estimated
2021-06,1,0.2538529446417696,0.09950046899502156,0.15435247564674803,0.401786437890831,1804,estimated,0.10375230526039823,0.3776635941995576,0.4025162756185636,0.4025162756185636,0.8531376456752329,36,estimated
2021-06,2,0.25120112735384764,0.09950046899502156,0.15170065835882607,0.39667883401573295,1778,estimated,0.0973514434532606,0.31193998291693714,0.3991654375361984,0.3991654375361984,0.8286874654414207,35,estimated
2021-06,3,0.24984339690243162,0.09950046899502156,0.15034292790741005,0.5825343017456767,1752,estimated,0.0939543211823518,0.5670909156097022,0.5829804820043667,0.5829804820043667,0.9097995159066854,34,estimated
2021-06,4,0.24914823891130658,0.09950046899502156,0.14964776991628503,0.6407152958391178,1726,estimated,0.0926804570006246,0.27469576139328283,0.65130077091094,0.65130077091094,0.96855984198403,33,estimated
2021-07,1,0.4721614419648594,0.09965838098494008,0.3725030609799193,0.3947942535159755,1830,estimated,0.10296605160433638,0.367265635141804,0.39560976463117176,0.39560976463117176,0.8911746077321387,37,estimated
2021-07,2,0.4532303264067353,0.09965838098494008,0.3535719454217952,0.3879834854760963,1804,estimated,0.09756761870829792,0.28540100296380966,0.3910472999644605,0.3910472999644605,0.869095118228647,36,estimated
2021-07,3,0.44353759524097575,0.09965838098494008,0.3438792142560357,0.5713327178641455,1778,estimated,0.09448346434378031,0.5646277963834607,0.5715272132743081,0.5715272132743081,0.954182273237267,35,estimated
2021-07,4,0.4385749168841069,0.09965838098494008,0.3389165358991668,0.6327833527071093,1752,estimated,0.09200362828610673,0.26420097991927033,0.643351514954019,0.643351514954019,1.0,34,estimated
2021-08,1,0.6754828821477806,0.09965838098494008,0.5758245011628406,0.3947942535159755,1830,estimated,0.10296605160433638,0.367265635141804,0.39560976463117176,0.39560976463117176,0.8911746077321387,37,estimated
2021-08,2,0.644266131712434,0.09965838098494008,0.5446077507274939,0.3879834854760963,1804,estimated,0.09756761870829792,0.28540100296380966,0.3910472999644605,0.3910472999644605,0.869095118228647,36,estimated
2021-08,3,0.6282831554895365,0.09965838098494008,0.5286247745045964,0.5713327178641455,1778,estimated,0.09448346434378031,0.5646277963834607,0.5715272132743081,0.5715272132743081,0.954182273237267,35,estimated
2021-08,4,0.6200998716634128,0.09965838098494008,0.5204414906784728,0.6327833527071093,1752,estimated,0.09200362828610673,0.26420097991927033,0.643351514954019,0.643351514954019,1.0,34,estimated
2021-09,1,0.7936936179627739,0.09965838098494008,0.6940352369778339,0.3947942535159755,1830,estimated,0.10296605160433638,0.367265635141804,0.39560976463117176,0.39560976463117176,0.8911746077321387,37,estimated
2021-09,2,0.7587574239604694,0.09965838098494008,0.6590990429755293,0.3879834854760963,1804,estimated,0.09756761870829792,0.28540100296380966,0.3910472999644605,0.3910472999644605,0.869095118228647,36,estimated
2021-09,3,0.7408700926312896,0.09965838098494008,0.6412117116463495,0.5713327178641455,1778,estimated,0.09448346434378031,0.5646277963834607,0.5715272132743081,0.5715272132743081,0.954182273237267,35,estimated
2021-09,4,0.7317117789907495,0.09965838098494008,0.6320533980058094,0.6327833527071093,1752,estimated,0.09200362828610673,0.26420097991927033,0.643351514954019,0.643351514954019,1.0,34,estimated
2021-10,1,0.7989008794415544,0.09965838098494008,0.6992424984566143,0.3932298570368465,1856,estimated,0.10270633934288487,0.332881458071717,0.3950061032967735,0.3950061032967735,1.0,38,estimated
2021-10,2,0.7694996621519342,0.09965838098494008,0.6698412811669942,0.3815039629233309,1830,estimated,0.09725648272448298,0.29206341218260395,0.38412333896429635,0.38412333896429635,0.9972393174912301,37,estimated
2021-10,3,0.7544462388996487,0.09965838098494008,0.6547878579147086,0.5642133409946462,1804,estimated,0.09470866755276548,0.560851566719247,0.5643126012604616,0.5643126012604616,1.0,36,estimated
2021-10,4,0.7467388861944785,0.09965838098494008,0.6470805052095384,0.6164046044003555,1778,estimated,0.09316459983413466,0.285977573715993,0.6259175245035239,0.6259175245035239,1.0,35,estimated
2021-11,1,0.8654100163542194,0.09965838098494008,0.7657516353692794,0.3932298570368465,1856,estimated,0.10270633934288487,0.332881458071717,0.3950061032967735,0.3950061032967735,1.0,38,estimated
2021-11,2,0.8359822055798416,0.09965838098494008,0.7363238245949015,0.3815039629233309,1830,estimated,0.09725648272448298,0.29206341218260395,0.38412333896429635,0.38412333896429635,0.9972393174912301,37,estimated
2021-11,3,0.8209151664633599,0.09965838098494008,0.7212567854784199,0.5642133409946462,1804,estimated,0.09470866755276548,0.560851566719247,0.5643126012604616,0.5643126012604616,1.0,36,estimated
2021-11,4,0.8132008424357214,0.09965838098494008,0.7135424614507814,0.6164046044003555,1778,estimated,0.09316459983413466,0.285977573715993,0.6259175245035239,0.6259175245035239,1.0,35,estimated
2021-12,1,1.002648598270359,0.09966672266829846,0.9029818756020606,0.3932298570368465,1856,estimated,0.10270633934288487,0.332881458071717,0.3950061032967735,0.3950061032967735,1.0,38,estimated
2021-12,2,0.9677263780064894,0.09966672266829846,0.868059655338191,0.3815039629233309,1830,estimated,0.09725648272448298,0.29206341218260395,0.38412333896429635,0.38412333896429635,0.9972393174912301,37,estimated
2021-12,3,0.949846201231388,0.09966672266829846,0.8501794785630895,0.5642133409946462,1804,estimated,0.09470866755276548,0.560851566719247,0.5643126012604616,0.5643126012604616,1.0,36,estimated
2021-12,4,0.9406915507225362,0.09966672266829846,0.8410248280542377,0.6164046044003555,1778,estimated,0.09316459983413466,0.285977573715993,0.6259175245035239,0.6259175245035239,1.0,35,estimated
