origin,h,target,as_of_utc,model,mm_forecast,contribution_core,contribution_food,contribution_alcohol_tobacco,contribution_administered,contribution_fuel,contribution_wedge,yy_exante,status,value_core,value_food,value_fuel,value_administered,value_alcohol_tobacco,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core
2026-07,9,2027-04,2026-08-04T21:59:00+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,0.22780583064246165,0.15612469255962297,0.04290360943613729,0.011196495739878465,0.017897619560268672,0.0,-0.00031658665344573767,1.8335288154110292,estimated,0.2896894456125861,0.25449376036548355,0.0,0.1,0.13510782704234856,-0.00031658665344573767,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,10,2027-05,2026-08-04T21:59:00+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,0.3462799342561987,0.12335128064961895,0.138223841710636,0.05944188058388438,0.035795239120537344,0.0,-0.010532307808477949,1.9925012441119418,estimated,0.22887836332067857,0.8199101593413678,0.0,0.2,0.7172836490613056,-0.010532307808477949,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,11,2027-06,2026-08-04T21:59:00+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,0.19506682246826898,0.18656018558905524,-0.02553283148076078,0.020803321576680946,0.017897619560268672,0.0,-0.004661472776975082,2.515255329232587,estimated,0.34616251824505817,-0.15145453684938343,0.0,0.1,0.2510331481195273,-0.004661472776975082,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,12,2027-07,2026-08-04T21:59:00+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,0.40574883788953053,0.48859034145146013,-0.09421842065511173,0.016390202777001293,0.0,0.0,-0.0050132856838191915,2.472468695799105,estimated,0.9065796244414358,-0.5588807208379045,0.0,0.0,0.19778015670536478,-0.0050132856838191915,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,0,2026-07,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.44767252748945857,0.4172707359470312,-0.09207647901712651,0.016390202777001293,0.0,0.11110135346637179,-0.0050132856838191915,1.541593368596006,estimated,,,,,,,,,,,
2026-07,1,2026-08,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.2540145548059029,0.09585500359601538,-0.08696197671311283,0.018522421906986303,0.008948809780134336,0.20994129776670903,0.007708998469170667,1.7343512444891618,estimated,0.177859007410488,-0.515837262957525,6.853947466606769,0.05,0.22350959028201067,0.007708998469170667,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,2,2026-09,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,-0.41543411405693265,-0.312160366173948,-0.13824320382945238,0.036596633233260144,0.02684642934040301,0.0,-0.028473606627195412,1.8988372261862618,estimated,-0.5792137165273739,-0.8200250107138043,0.0,0.15000000000000002,0.441610634977587,-0.028473606627195412,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,3,2026-10,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.3322646169004106,0.26337484289276725,0.09376477512424121,0.011494558542197678,-0.008948809780134336,0.0,-0.0274207498786612,1.7134524627615708,estimated,0.48869215352831147,0.5561898060514439,0.0,-0.05,0.1387045432363333,-0.0274207498786612,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,4,2026-11,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.019511280207681742,0.015649754799275953,-0.003973430206682568,-0.005139468970304256,0.008948809780134336,0.0,0.004025614805258276,2.0602045442474495,estimated,0.029038127905640677,-0.023569420105635966,0.0,0.05,-0.062017840301247865,0.004025614805258276,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,5,2026-12,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,-0.07692547413274835,0.04847488974926768,-0.06468839733025711,-0.059562173762270416,0.0,0.0,-0.0011497927894885101,2.2445336661658875,estimated,0.08994518232427447,-0.38371581563781415,0.0,0.0,-0.7187352237608671,-0.0011497927894885101,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,6,2027-01,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,1.0653276559311893,0.27828866924967516,0.4076709313600121,0.2795888306661416,0.11633452714174637,0.0,-0.016555302486385832,2.475409350737123,estimated,0.5163647658387895,2.4182046610307117,0.0,0.65,3.3737912516745685,-0.016555302486385832,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,7,2027-02,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.1979637060798742,0.21267861180713016,-0.011784535635507363,-0.03259694268202019,0.008948809780134336,0.0,0.02071776281013727,2.7439245389012665,estimated,0.39462527123653557,-0.06990299481691645,0.0,0.05,-0.39334647163805725,0.02071776281013727,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,8,2027-03,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.03003297416212019,-0.030989625617224514,0.013549092549794296,0.05068234157316755,0.017897619560268672,0.0,-0.02110645390388581,2.1867504227020325,estimated,-0.05750126592798233,0.08036991660736025,0.0,0.1,0.6115825163921406,-0.02110645390388581,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,9,2027-04,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.24393765881201337,0.15136408882422622,0.06379604134108574,0.011196495739878465,0.017897619560268672,0.0,-0.00031658665344573767,1.9821919103593235,estimated,0.2808561429858307,0.37842257727736983,0.0,0.1,0.13510782704234856,-0.00031658665344573767,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,10,2027-05,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.36253992890448233,0.1186010140252074,0.15923410298333115,0.05944188058388438,0.035795239120537344,0.0,-0.010532307808477949,2.1579472904119186,estimated,0.2200642412085583,0.9445379113608928,0.0,0.2,0.7172836490613056,-0.010532307808477949,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,11,2027-06,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.21113172643193562,0.18181725482480132,-0.004724996752840251,0.020803321576680946,0.017897619560268672,0.0,-0.004661472776975082,2.6980129328023534,estimated,0.3373620078251521,-0.028027529784759225,0.0,0.1,0.2510331481195273,-0.004661472776975082,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,12,2027-07,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16,0.421719338836887,0.4838379128306151,-0.07349549108691021,0.016390202777001293,0.0,0.0,-0.0050132856838191915,2.671478311971196,estimated,0.8977614907438453,-0.43595735049884504,0.0,0.0,0.19778015670536478,-0.0050132856838191915,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,0,2026-07,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.44767252748945857,0.4172707359470312,-0.09207647901712651,0.016390202777001293,0.0,0.11110135346637179,-0.0050132856838191915,1.541593368596006,estimated,,,,,,,,,,,
