as_of_utc,target,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin,h,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core,legacy_source_fallback_used,legacy_source_origin_status,legacy_source_converged,fuel_fallback_used,food_model_status,food_fallback_reason,food_fallback_used,core_model_status,core_fallback_reason,core_fallback_used,energy_scenario_status,yy_exante,cumulative_log_forecast,cumulative_log_actual,series
2019-03-10T22:59:00+00:00,2019-02,FOOD_ECM_R27,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,estimated,,0.0,,,,,2.8136990211578414,0.0,0.0,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-03,FOOD_ECM_R27,0.13282947219143784,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.1021831410658938,0.008313766943651655,0.015380661933310783,0.04671971117706229,0.003757224296524392,-0.04352503322500508,0.18668757012584491,0.0468044563237898,0.1,0.5070259413749834,0.1292355051968831,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,,0.0,,,,,3.048877280727015,,0.18621979310646208,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-04,FOOD_ECM_R27,0.34864828627046385,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.2963416119736432,-0.0026006964434809863,0.015380661933310783,0.06032955966627137,0.0,-0.020802850859280558,0.5414131420256466,-0.014641279208973878,0.1,0.6547269024545554,0.0,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,,0.0,,,,,3.111856985772942,,0.2791998091031148,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-05,FOOD_ECM_R27,0.28101586481978186,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.1406150016968319,0.08400083454402742,0.015380661933310783,0.011091361384545593,0.0,0.02992800526106615,0.25690219263366393,0.4729039697919344,0.1,0.12036906490745512,0.0,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,,0.0,,,,,2.910165106983521,,0.9276504370292084,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-06,FOOD_ECM_R27,0.2051797804660953,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17729163594452335,0.030106215989549302,0.0,-0.0040829653995750155,0.0,0.0018648939315976873,0.32391003420784753,0.16949056678013172,0.0,-0.0443104061040811,0.0,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,,0.0,,,,,2.730704912532534,,1.112152334386138,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-07,FOOD_ECM_R27,0.3678874325242586,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.3220129223611995,-0.007294742291467744,0.007690330966655392,0.046131120814105864,0.0,-0.0006521993262344136,0.5883143676897583,-0.04106759899434222,0.05,0.5006382609860527,0.0,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,,0.0,,,,,2.9137259055796583,,1.4801380302261997,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-08,FOOD_ECM_R27,0.07723478811936282,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15123170824385182,-0.08054272957612595,0.0,-0.030673282247466654,0.0,0.037219091699103604,0.2762988086245952,-0.4534356921711843,0.0,-0.3328819766809238,0.0,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,,0.0,,,,,2.89595594687896,,1.571923259249096,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-09,FOOD_ECM_R27,-0.06587150137987097,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.14527639770367962,0.08689341263339843,0.015380661933310783,0.026029154569884028,0.0,-0.04889833281278459,-0.2654185162153744,0.48918847064031296,0.1,0.2824815536417502,0.0,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,,0.0,,,,,3.1203023382121353,,1.019943936889315,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-10,FOOD_ECM_R27,0.3446177813053466,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.26198806592604845,0.07894736148821958,0.0,0.01070812796820212,0.0,-0.007025774077123541,0.4786495592082417,0.44445416352155104,0.0,0.11621002199403706,0.0,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,,0.0,,,,,3.085198997578246,,1.4801380302262204,ROSTER_R27
2019-03-10T22:59:00+00:00,2019-11,FOOD_ECM_R27,0.10272701859924893,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.06823672774000134,0.028782080555291033,0.0,-0.007630898881345322,0.0,0.013339109185301897,0.12466781469268841,0.1620360110390849,0.0,-0.0828143751614413,0.0,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,,0.0,,,,,3.28853736550811,,1.7552413674152,ROSTER_R27
