origin,stage,family,band,signal,config,predicted_change,status,as_of,current_z,projected_z
2019-04,signal,goods,0,goods,l10,0.0068185260657731344,estimated,2019-05-12 23:59:00,0.5982071677547464,0.6050256938205195
2019-05,signal,goods,0,goods,l10,0.011921546545609948,estimated,2019-06-10 23:59:00,0.2995508979798479,0.31147244452545786
2019-06,signal,goods,0,goods,l10,0.007108700094572806,estimated,2019-07-10 23:59:00,0.2995508979798479,0.3066595980744207
2019-07,signal,goods,0,goods,l10,0.0064024670989181786,estimated,2019-08-11 23:59:00,0.2995508979798479,0.3059533650787661
2019-08,signal,goods,0,goods,l10,0.0038600260542835606,estimated,2019-09-09 23:59:00,0.19980026626730563,0.2036602923215892
2019-09,signal,goods,0,goods,l10,0.005447825098564966,estimated,2019-10-09 23:59:00,0.19980026626730563,0.2052480913658706
2019-10,signal,goods,0,goods,l10,0.009343182935400776,estimated,2019-11-10 23:59:00,0.09995003330835331,0.10929321624375408
2019-11,signal,goods,0,goods,l10,-0.009647649162683966,estimated,2019-12-09 23:59:00,0.49875415110390736,0.4891065019412234
2019-12,signal,goods,0,goods,l10,-0.012412496831613122,estimated,2020-01-12 23:59:00,0.5982071677547464,0.5857946709231332
2020-01,signal,goods,0,goods,l10,-0.008441985589013769,estimated,2020-02-13 23:59:00,0.6975613736425241,0.6891193880535104
2020-02,signal,goods,0,goods,l10,0.00045401636090707935,estimated,2020-03-09 23:59:00,0.7968169649176874,0.7972709812785944
2020-03,signal,goods,0,goods,l10,-0.013512011500534849,estimated,2020-04-13 23:59:00,1.5873349156290149,1.57382290412848
2020-04,signal,goods,0,goods,l10,0.014455609889648925,estimated,2020-05-12 23:59:00,1.4888612493750655,1.5033168592647144
2020-05,signal,goods,0,goods,l10,0.02578135276510705,estimated,2020-06-09 23:59:00,1.6857117066422904,1.7114930594073974
2020-06,signal,goods,0,goods,l10,0.016925565507251324,estimated,2020-07-09 23:59:00,1.9802627296179713,1.9971882951252227
2020-07,signal,goods,0,goods,l10,-0.018054524680939425,estimated,2020-08-12 23:59:00,2.7615167032973362,2.743462178616397
2020-08,signal,goods,0,goods,l10,-0.03056751216301987,estimated,2020-09-09 23:59:00,3.2467190137501496,3.2161515015871296
2020-09,signal,goods,0,goods,l1,-0.19589418289274987,estimated,2020-10-11 23:59:00,3.5367143837291315,3.3408202008363816
2020-10,signal,goods,0,goods,l0.1,-0.25873089563710405,estimated,2020-11-09 23:59:00,3.5367143837291315,3.2779834880920276
2020-11,signal,goods,0,goods,l1,0.03639430604016319,estimated,2020-12-09 23:59:00,3.6331929247390287,3.6695872307791917
2020-12,signal,goods,0,goods,l10,0.007742251099899006,estimated,2021-01-12 23:59:00,3.5367143837291315,3.5444566348290305
2021-01,signal,goods,0,goods,l10,-0.013837717608490162,estimated,2021-02-11 23:59:00,3.2467190137501496,3.2328812961416595
2021-02,signal,goods,0,goods,l1,-0.20570789218401128,estimated,2021-03-09 23:59:00,3.5367143837291315,3.33100649154512
2021-03,signal,goods,0,goods,l1,-0.17611353785098063,estimated,2021-04-12 23:59:00,3.0529205034822873,2.8768069656313067
2021-04,signal,goods,0,goods,l0.1,-0.28611475999096153,estimated,2021-05-10 23:59:00,2.858745685191255,2.5726309252002935
2021-05,signal,goods,0,goods,l0.1,-0.33320930477740307,estimated,2021-06-09 23:59:00,2.7615167032973362,2.4283073985199333
2021-06,signal,goods,0,goods,l0.1,-0.2446134874998815,estimated,2021-07-12 23:59:00,2.95588022415444,2.7112667366545584
2021-07,signal,goods,0,goods,l0.1,-0.17338424296572438,estimated,2021-08-09 23:59:00,3.149866705937099,2.9764824629713744
2021-08,signal,goods,0,goods,l0.1,0.06349259701073463,estimated,2021-09-09 23:59:00,3.5367143837291315,3.6002069807398662
2021-09,signal,goods,0,goods,l1,0.08872484484202157,estimated,2021-10-10 23:59:00,4.305948946044698,4.394673790886719
2021-10,signal,goods,0,goods,l10,0.03596279805248608,estimated,2021-11-09 23:59:00,5.354076692802982,5.390039490855468
2021-11,signal,goods,0,goods,l10,0.0704225819280686,estimated,2021-12-09 23:59:00,5.638033343610763,5.708455925538832
2021-12,signal,goods,0,goods,l10,0.13879075448612335,estimated,2022-01-11 23:59:00,7.045846364856141,7.1846371193422645
2022-01,signal,goods,0,goods,l0.1,1.6513841258962305,estimated,2022-02-13 23:59:00,8.525984395082343,10.177368520978574
2022-02,signal,goods,0,goods,l0.1,2.2562110153111727,estimated,2022-03-09 23:59:00,9.257918129309319,11.514129144620492
2022-03,signal,goods,0,goods,l0.1,2.309898028966129,estimated,2022-04-10 23:59:00,10.074990310014305,12.384888338980435
2022-04,signal,goods,0,goods,l0.1,3.3014665027445442,estimated,2022-05-09 23:59:00,11.332868530700317,14.634335033444861
2022-05,signal,goods,0,goods,l0.1,3.5758117586144493,estimated,2022-06-09 23:59:00,12.39859797809912,15.97440973671357
2022-06,signal,goods,0,goods,l0.1,3.9906645289262532,estimated,2022-07-12 23:59:00,13.278111123381848,17.2687756523081
2022-07,signal,goods,0,goods,l0.1,3.2999640388594096,estimated,2022-08-09 23:59:00,13.627761829254784,16.927725868114194
2022-08,signal,goods,0,goods,l0.1,2.023580343452541,estimated,2022-09-11 23:59:00,13.976194237515871,15.999774580968413
2022-09,signal,goods,0,goods,l0.1,1.1060375936539684,estimated,2022-10-10 23:59:00,14.410034397375684,15.516071991029651
2022-10,signal,goods,0,goods,l0.1,0.8075199480684789,estimated,2022-11-09 23:59:00,14.669437915080351,15.47695786314883
2022-11,signal,goods,0,goods,l0.1,0.5055247835036619,estimated,2022-12-11 23:59:00,14.928170271575445,15.433695055079106
2022-12,signal,goods,0,goods,l0.1,-0.19446273781858098,estimated,2023-01-10 23:59:00,14.14995622736995,13.955493489551369
2023-01,signal,goods,0,goods,l0.1,-1.0695458572737444,estimated,2023-02-09 23:59:00,13.36563848126736,12.296092623993616
2023-02,signal,goods,0,goods,l0.1,-1.2461926957352893,estimated,2023-03-09 23:59:00,12.663265093336602,11.417072397601313
2023-03,signal,goods,0,goods,l0.1,-0.9336375749849057,estimated,2023-04-12 23:59:00,12.663265093336602,11.729627518351696
2023-04,signal,goods,0,goods,l0.1,-0.7843762586410229,estimated,2023-05-10 23:59:00,11.689375147149933,10.90499888850891
2023-05,signal,goods,0,goods,l0.1,-1.494082310010034,estimated,2023-06-11 23:59:00,10.526051065749295,9.03196875573926
2023-06,signal,goods,0,goods,l0.1,-2.103804705976124,estimated,2023-07-12 23:59:00,9.257918129309319,7.154113423333195
2023-07,signal,goods,0,goods,l0.1,-2.3441823691467762,estimated,2023-08-09 23:59:00,8.065790301745448,5.721607932598672
2023-08,signal,goods,0,goods,l0.1,-2.45960035372588,estimated,2023-09-10 23:59:00,6.765864847381481,4.3062644936556005
2023-09,signal,goods,0,goods,l0.1,-2.140141961708135,estimated,2023-10-09 23:59:00,5.543470688810059,3.4033287271019237
2023-10,signal,goods,0,goods,l0.1,-2.019219851937745,estimated,2023-11-09 23:59:00,4.018178963283183,1.998959111345438
2023-11,signal,goods,0,goods,l0.1,-1.7564835579372642,estimated,2023-12-10 23:59:00,2.7615167032973362,1.005033145360072
2023-12,signal,goods,0,goods,l0.1,-1.3783780090340303,estimated,2024-01-10 23:59:00,2.46926125903715,1.0908832500031196
2024-01,signal,goods,0,goods,l0.1,-1.1871040224035687,estimated,2024-02-14 23:59:00,1.7839918128331003,0.5968877904295316
2024-02,signal,goods,0,goods,l0.1,-0.551128219443882,estimated,2024-03-10 23:59:00,1.390290516899142,0.8391622974552599
2024-03,signal,goods,0,goods,l0.1,-0.5250353614528571,estimated,2024-04-09 23:59:00,0.5982071677547464,0.07317180630188924
2024-04,signal,goods,0,goods,l0.1,0.15016224128265435,estimated,2024-05-12 23:59:00,0.49875415110390736,0.6489163923865617
2024-05,signal,goods,0,goods,l0.1,0.26114572187527474,estimated,2024-06-10 23:59:00,0.2995508979798479,0.5606966198551226
2024-06,signal,goods,0,goods,l0.1,0.19836529417128806,estimated,2024-07-09 23:59:00,0.19980026626730563,0.3981655604385937
2024-07,signal,goods,0,goods,l0.1,-0.2919601654964895,estimated,2024-08-11 23:59:00,0.0,-0.2919601654964895
2024-08,signal,goods,0,goods,l0.1,-0.012171368865934272,estimated,2024-09-09 23:59:00,0.39920212695374535,0.38703075808781107
2024-09,signal,goods,0,goods,l0.1,0.2758052805265085,estimated,2024-10-09 23:59:00,0.19980026626730563,0.4756055467938141
2024-10,signal,goods,0,goods,l0.1,0.6563748240786851,estimated,2024-11-10 23:59:00,0.39920212695374535,1.0555769510324304
2024-11,signal,goods,0,goods,l0.1,0.20231730452382696,estimated,2024-12-09 23:59:00,0.2995508979798479,0.5018682025036749
2024-12,signal,goods,0,goods,l0.1,0.17836105244807485,estimated,2025-01-12 23:59:00,0.0,0.17836105244807485
2025-01,signal,goods,0,goods,l0.1,0.24727331133636693,estimated,2025-02-05 23:59:00,0.19980026626730563,0.44707357760367256
2025-02,signal,goods,0,goods,l0.1,0.40526067982372616,estimated,2025-03-04 23:59:00,0.19980026626730563,0.6050609460910318
2025-03,signal,goods,0,goods,l0.1,0.5362026226209995,estimated,2025-04-03 23:59:00,0.19980026626730563,0.7360028888883051
2025-04,signal,goods,0,goods,l0.1,0.12951551779475673,estimated,2025-05-05 23:59:00,0.09995003330835331,0.22946555110311004
2025-05,signal,goods,0,goods,l0.1,-0.13674962457787362,estimated,2025-06-03 23:59:00,0.0,-0.13674962457787362
2025-06,signal,goods,0,goods,l0.1,-0.18947002104749538,estimated,2025-07-03 23:59:00,0.2995508979798479,0.11008087693235252
2025-07,signal,goods,0,goods,l0.1,0.21405295108643208,estimated,2025-08-04 23:59:00,0.6975613736425241,0.9116143247289562
2025-08,signal,goods,0,goods,l0.1,0.103195191462911,estimated,2025-09-03 23:59:00,0.39920212695374535,0.5023973184166564
2025-09,signal,goods,0,goods,l0.1,0.031975038800583916,estimated,2025-10-05 23:59:00,0.49875415110390736,0.5307291899044912
2025-10,signal,goods,0,goods,l0.1,-0.33293774443109053,estimated,2025-11-04 23:59:00,0.2995508979798479,-0.033386846451242624
2025-11,signal,goods,0,goods,l0.1,0.014299631730230166,estimated,2025-12-03 23:59:00,0.49875415110390736,0.5130537828341375
2025-12,signal,goods,0,goods,l0.1,-0.09375061876961424,estimated,2026-01-06 23:59:00,0.19980026626730563,0.10604964749769138
2026-01,signal,goods,0,goods,l0.1,0.22017250883873454,estimated,2026-02-04 23:59:00,0.39920212695374535,0.6193746357924799
2026-02,signal,goods,0,goods,l0.1,-0.04442368585365806,estimated,2026-03-03 23:59:00,0.09995003330835331,0.05552634745469525
2026-03,signal,goods,0,goods,l0.1,0.21680871203133117,estimated,2026-04-06 23:59:00,0.2995508979798479,0.5163596100111791
2026-04,signal,goods,0,goods,l0.1,0.5871504398378958,estimated,2026-05-05 23:59:00,0.5982071677547464,1.1853576075926422
2026-05,signal,goods,0,goods,l0.1,1.3130517687474765,estimated,2026-06-03 23:59:00,0.5982071677547464,1.911258936502223
2026-06,signal,goods,0,goods,l0.1,1.2228241497459302,estimated,2026-07-06 23:59:00,0.2995508979798479,1.5223750477257783
2026-07,signal,goods,0,goods,l0.1,0.5630596132548644,estimated,2026-08-04 23:59:00,0.39920212695374535,0.9622617402086098
2006-01,signal,services,1,services,l1,,insufficient_history,2006-02-09 00:00:00,2.1761491781512694,
2006-02,signal,services,1,services,l1,,insufficient_history,2006-03-09 00:00:00,2.566774674857779,
2006-03,signal,services,1,services,l1,,insufficient_history,2006-04-09 00:00:00,2.46926125903715,
2006-04,signal,services,1,services,l1,,insufficient_history,2006-05-09 00:00:00,2.3716526617316043,
2006-05,signal,services,1,services,l1,,insufficient_history,2006-06-09 00:00:00,2.3716526617316043,
2006-06,signal,services,1,services,l1,,insufficient_history,2006-07-09 00:00:00,2.46926125903715,
2006-07,signal,services,1,services,l1,,insufficient_history,2006-08-09 00:00:00,2.1761491781512694,
2006-08,signal,services,1,services,l1,,insufficient_history,2006-09-09 00:00:00,2.3716526617316043,
2006-09,signal,services,1,services,l1,,insufficient_history,2006-10-09 00:00:00,2.566774674857779,
2006-10,signal,services,1,services,l1,,insufficient_history,2006-11-09 00:00:00,2.46926125903715,
2006-11,signal,services,1,services,l1,,insufficient_history,2006-12-09 00:00:00,2.3716526617316043,
2006-12,signal,services,1,services,l1,,insufficient_history,2007-01-09 00:00:00,2.3716526617316043,
2007-01,signal,services,1,services,l1,,insufficient_history,2007-02-09 00:00:00,2.46926125903715,
2007-02,signal,services,1,services,l1,,insufficient_history,2007-03-09 00:00:00,2.46926125903715,
2007-03,signal,services,1,services,l1,,insufficient_history,2007-04-09 00:00:00,2.7615167032973362,
2007-04,signal,services,1,services,l1,,insufficient_history,2007-05-09 00:00:00,2.858745685191255,
2007-05,signal,services,1,services,l1,,insufficient_history,2007-06-09 00:00:00,3.149866705937099,
2007-06,signal,services,1,services,l1,,insufficient_history,2007-07-09 00:00:00,2.566774674857779,
2007-07,signal,services,1,services,l1,,insufficient_history,2007-08-09 00:00:00,2.7615167032973362,
2007-08,signal,services,1,services,l1,,insufficient_history,2007-09-09 00:00:00,2.3716526617316043,
2007-09,signal,services,1,services,l1,,insufficient_history,2007-10-09 00:00:00,1.8821754240587758,
2007-10,signal,services,1,services,l1,,insufficient_history,2007-11-09 00:00:00,2.2739486969489424,
2007-11,signal,services,1,services,l1,,insufficient_history,2007-12-09 00:00:00,2.3716526617316043,
2007-12,signal,services,1,services,l1,,insufficient_history,2008-01-09 00:00:00,2.46926125903715,
2008-01,signal,services,1,services,l1,,insufficient_history,2008-02-09 00:00:00,2.566774674857779,
2008-02,signal,services,1,services,l1,,insufficient_history,2008-03-09 00:00:00,4.018178963283183,
2008-03,signal,services,1,services,l1,,insufficient_history,2008-04-09 00:00:00,4.497336564273115,
2008-04,signal,services,1,services,l1,,insufficient_history,2008-05-09 00:00:00,4.783732941416012,
2008-05,signal,services,1,services,l1,,insufficient_history,2008-06-09 00:00:00,4.8790164169432,
2008-06,signal,services,1,services,l1,,insufficient_history,2008-07-09 00:00:00,4.9742091894814076,
2008-07,signal,services,1,services,l1,,insufficient_history,2008-08-09 00:00:00,5.069311431551812,
2008-08,signal,services,1,services,l1,,insufficient_history,2008-09-09 00:00:00,5.164323315183845,
2008-09,signal,services,1,services,l1,,insufficient_history,2008-10-09 00:00:00,5.259245011917059,
2008-10,signal,services,1,services,l1,,insufficient_history,2008-11-09 00:00:00,5.543470688810059,
2008-11,signal,services,1,services,l1,,insufficient_history,2008-12-09 00:00:00,5.354076692802982,
2008-12,signal,services,1,services,l1,,insufficient_history,2009-01-09 00:00:00,5.164323315183845,
2009-01,signal,services,1,services,l1,,insufficient_history,2009-02-09 00:00:00,4.8790164169432,
2009-02,signal,services,1,services,l1,,insufficient_history,2009-03-09 00:00:00,3.44014267173324,
2009-03,signal,services,1,services,l1,,insufficient_history,2009-04-09 00:00:00,2.858745685191255,
2009-04,signal,services,1,services,l1,,insufficient_history,2009-05-09 00:00:00,2.6641930946421177,
2009-05,signal,services,1,services,l1,,insufficient_history,2009-06-09 00:00:00,2.46926125903715,
2009-06,signal,services,1,services,l1,,insufficient_history,2009-07-09 00:00:00,2.3716526617316043,
2009-07,signal,services,1,services,l1,,insufficient_history,2009-08-09 00:00:00,1.9802627296179713,
2009-08,signal,services,1,services,l1,,insufficient_history,2009-09-09 00:00:00,1.6857117066422904,
2009-09,signal,services,1,services,l1,,insufficient_history,2009-10-09 00:00:00,1.390290516899142,
2009-10,signal,services,1,services,l1,,insufficient_history,2009-11-09 00:00:00,1.1928570865273802,
2009-11,signal,services,1,services,l1,,insufficient_history,2009-12-09 00:00:00,1.1928570865273802,
2009-12,signal,services,1,services,l1,,insufficient_history,2010-01-09 00:00:00,1.1928570865273802,
2010-01,signal,services,1,services,l1,,insufficient_history,2010-02-08 23:59:00,1.1928570865273802,
2010-02,signal,services,1,services,l1,,insufficient_history,2010-03-08 23:59:00,1.5873349156290149,
2010-03,signal,services,1,services,l1,,insufficient_history,2010-04-08 23:59:00,1.4888612493750655,
2010-04,signal,services,1,services,l1,,insufficient_history,2010-05-09 23:59:00,1.390290516899142,
2010-05,signal,services,1,services,l1,,insufficient_history,2010-06-08 23:59:00,1.2916225266546328,
2010-06,signal,services,1,services,l1,,insufficient_history,2010-07-11 23:59:00,1.2916225266546328,
2010-07,signal,services,1,services,l1,0.604533807580301,estimated,2010-08-08 23:59:00,1.4888612493750655,2.0933950569553663
2010-08,signal,services,1,services,l1,0.366997148793614,estimated,2010-09-08 23:59:00,1.5873349156290149,1.954332064422629
2010-09,signal,services,1,services,l1,0.4488750600430788,estimated,2010-10-10 23:59:00,1.4888612493750655,1.9377363094181443
2010-10,signal,services,1,services,l1,0.5487706202775503,estimated,2010-11-08 23:59:00,1.4888612493750655,2.037631869652616
2010-11,signal,services,1,services,l1,0.4936044732415513,estimated,2010-12-08 23:59:00,1.4888612493750655,1.9824657226166167
2010-12,signal,services,1,services,l1,0.4685881647795247,estimated,2011-01-09 23:59:00,1.2916225266546328,1.7602106914341575
2011-01,signal,services,1,services,l1,0.2706369046228676,estimated,2011-02-08 23:59:00,1.390290516899142,1.6609274215220096
2011-02,signal,services,1,services,l1,0.2268809331213145,estimated,2011-03-08 23:59:00,0.6975613736425241,0.9244423067638387
2011-03,signal,services,1,services,l1,0.1868979123863895,estimated,2011-04-10 23:59:00,0.5982071677547464,0.7851050801411359
2011-04,signal,services,1,services,l1,0.21615834602331963,estimated,2011-05-09 23:59:00,0.5982071677547464,0.814365513778066
2011-05,signal,services,1,services,l1,0.2428634255723244,estimated,2011-06-08 23:59:00,0.49875415110390736,0.7416175766762317
2011-06,signal,services,1,services,l1,0.3635438827275345,estimated,2011-07-11 23:59:00,0.49875415110390736,0.8622980338314419
2011-07,signal,services,1,services,l1,0.26998424301524565,estimated,2011-08-08 23:59:00,0.49875415110390736,0.768738394119153
2011-08,signal,services,1,services,l1,0.3730531461613823,estimated,2011-09-08 23:59:00,0.49875415110390736,0.8718072972652897
2011-09,signal,services,1,services,l1,0.24281395407821527,estimated,2011-10-09 23:59:00,0.49875415110390736,0.7415681051821226
2011-10,signal,services,1,services,l1,0.14518714023071538,estimated,2011-11-08 23:59:00,0.39920212695374535,0.5443892671844608
2011-11,signal,services,1,services,l1,0.17026497010584452,estimated,2011-12-08 23:59:00,0.5982071677547464,0.7684721378605909
2011-12,signal,services,1,services,l1,0.10862929325122561,estimated,2012-01-08 23:59:00,0.5982071677547464,0.706836461005972
2012-01,signal,services,1,services,l1,0.27718611092154916,estimated,2012-02-15 23:59:00,0.6975613736425241,0.9747474845640733
2012-02,signal,services,1,services,l1,0.08153532034549656,estimated,2012-03-08 23:59:00,1.6857117066422904,1.767247026987787
2012-03,signal,services,1,services,l1,-0.16666135495799084,estimated,2012-04-09 23:59:00,1.7839918128331003,1.6173304578751093
2012-04,signal,services,1,services,l1,-0.1778378645776403,estimated,2012-05-09 23:59:00,1.6857117066422904,1.50787384206465
2012-05,signal,services,1,services,l1,-0.27983512176425696,estimated,2012-06-10 23:59:00,1.7839918128331003,1.5041566910688433
2012-06,signal,services,1,services,l1,-0.03611290294106516,estimated,2012-07-10 23:59:00,1.8821754240587758,1.8460625211177106
2012-07,signal,services,1,services,l1,-0.030230003106455954,estimated,2012-08-08 23:59:00,1.8821754240587758,1.8519454209523198
2012-08,signal,services,1,services,l1,-0.07184972425933811,estimated,2012-09-09 23:59:00,1.7839918128331003,1.7121420885737622
2012-09,signal,services,1,services,l1,-0.13680625356446063,estimated,2012-10-08 23:59:00,1.6857117066422904,1.54890545307783
2012-10,signal,services,1,services,l1,-0.20994658712484368,estimated,2012-11-08 23:59:00,1.8821754240587758,1.6722288369339322
2012-11,signal,services,1,services,l1,-0.1974787947581141,estimated,2012-12-09 23:59:00,1.7839918128331003,1.5865130180749862
2012-12,signal,services,1,services,l1,-0.2984651414197792,estimated,2013-01-08 23:59:00,1.4888612493750655,1.1903961079552863
2013-01,signal,services,1,services,l10,-0.03494013334772485,estimated,2013-02-10 23:59:00,1.2916225266546328,1.256682393306908
2013-02,signal,services,1,services,l10,0.010512479637608452,estimated,2013-03-10 23:59:00,1.390290516899142,1.4008029965367503
2013-03,signal,services,1,services,l10,-0.0019984739039317053,estimated,2013-04-08 23:59:00,1.4888612493750655,1.4868627754711339
2013-04,signal,services,1,services,l10,-0.02318187672750094,estimated,2013-05-09 23:59:00,1.390290516899142,1.367108640171641
2013-05,signal,services,1,services,l10,-0.021431168203342846,estimated,2013-06-09 23:59:00,1.0939940038334364,1.0725628356300936
2013-06,signal,services,1,services,l10,0.06025418981357553,estimated,2013-07-08 23:59:00,0.6975613736425241,0.7578155634560997
2013-07,signal,services,1,services,l10,0.09753886677843863,estimated,2013-08-08 23:59:00,0.39920212695374535,0.496740993732184
2013-08,signal,services,1,services,l10,0.09121907217083601,estimated,2013-09-08 23:59:00,0.39920212695374535,0.4904211991245814
2013-09,signal,services,1,services,l10,0.09227835164572375,estimated,2013-10-08 23:59:00,0.49875415110390736,0.5910325027496312
2013-10,signal,services,1,services,l10,0.062420014880539665,estimated,2013-11-10 23:59:00,0.2995508979798479,0.3619709128603876
2013-11,signal,services,1,services,l10,0.07719878584955799,estimated,2013-12-08 23:59:00,0.49875415110390736,0.5759529369534654
2013-12,signal,services,1,services,l10,0.06287451566512496,estimated,2014-01-08 23:59:00,0.7968169649176874,0.8596914805828123
2014-01,signal,services,1,services,l10,0.09488132456395097,estimated,2014-02-11 23:59:00,0.9950330853168083,1.0899144098807594
2014-02,signal,services,1,services,l10,0.0947382114890293,estimated,2014-03-09 23:59:00,-0.10005003335835334,-0.005311821869324038
2014-03,signal,services,1,services,l10,0.09624077991411428,estimated,2014-04-08 23:59:00,-0.10005003335835334,-0.0038092534442390608
2014-04,signal,services,1,services,l10,0.06331563813194255,estimated,2014-05-11 23:59:00,0.09995003330835331,0.16326567144029586
2014-05,signal,services,1,services,l10,0.09329816314980988,estimated,2014-06-08 23:59:00,0.39920212695374535,0.4925002901035552
2014-06,signal,services,1,services,l10,0.09324410071024346,estimated,2014-07-08 23:59:00,0.6975613736425241,0.7908054743527676
2014-07,signal,services,1,services,l1,0.31049820661525834,estimated,2014-08-10 23:59:00,0.9950330853168083,1.3055312919320667
2014-08,signal,services,1,services,l1,0.21685342781476602,estimated,2014-09-08 23:59:00,1.0939940038334364,1.3108474316482024
2014-09,signal,services,1,services,l1,-0.013229826963143343,estimated,2014-10-08 23:59:00,1.2916225266546328,1.2783926996914894
2014-10,signal,services,1,services,l1,0.12859850769433173,estimated,2014-11-09 23:59:00,1.390290516899142,1.5188890245934736
2014-11,signal,services,1,services,l1,0.11064254374941425,estimated,2014-12-08 23:59:00,1.390290516899142,1.5009330606485562
2014-12,signal,services,1,services,l1,0.028805949602365728,estimated,2015-01-08 23:59:00,1.390290516899142,1.4190964665015078
2015-01,signal,services,1,services,l1,-0.021399225076909202,estimated,2015-02-08 23:59:00,1.4888612493750655,1.4674620242981562
2015-02,signal,services,1,services,l1,-0.07690918105244954,estimated,2015-03-08 23:59:00,1.5873349156290149,1.5104257345765653
2015-03,signal,services,1,services,l1,0.007278242539142441,estimated,2015-04-08 23:59:00,1.4888612493750655,1.496139491914208
2015-04,signal,services,1,services,l1,-0.02363749415175088,estimated,2015-05-11 23:59:00,1.390290516899142,1.366653022747391
2015-05,signal,services,1,services,l1,0.05551584689702361,estimated,2015-06-08 23:59:00,1.2916225266546328,1.3471383735516564
2015-06,signal,services,1,services,l1,0.39101767803186255,estimated,2015-07-08 23:59:00,1.4888612493750655,1.879878927406928
2015-07,signal,services,1,services,l1,0.2435397623769043,estimated,2015-08-09 23:59:00,1.5873349156290149,1.830874678005919
2015-08,signal,services,1,services,l1,0.08788720311874476,estimated,2015-09-08 23:59:00,1.4888612493750655,1.5767484524938102
2015-09,signal,services,1,services,l1,0.13392274062368728,estimated,2015-10-08 23:59:00,1.390290516899142,1.5242132575228293
2015-10,signal,services,1,services,l1,0.08658389292405085,estimated,2015-11-08 23:59:00,1.390290516899142,1.4768744098231927
2015-11,signal,services,1,services,l1,0.13562914661839284,estimated,2015-12-08 23:59:00,1.4888612493750655,1.6244903959934582
2015-12,signal,services,1,services,l1,-0.03479875686997997,estimated,2016-01-11 23:59:00,1.4888612493750655,1.4540624925050856
2016-01,signal,services,1,services,l1,0.018584740399995237,estimated,2016-02-11 23:59:00,1.5873349156290149,1.60591965602901
2016-02,signal,services,1,services,l1,0.07599976168606457,estimated,2016-03-08 23:59:00,1.5873349156290149,1.6633346773150794
2016-03,signal,services,1,services,l1,0.20965899809592534,estimated,2016-04-10 23:59:00,1.5873349156290149,1.7969939137249402
2016-04,signal,services,1,services,l1,0.24692809281973685,estimated,2016-05-09 23:59:00,1.5873349156290149,1.8342630084487517
2016-05,signal,services,1,services,l1,0.17842827890359952,estimated,2016-06-08 23:59:00,1.4888612493750655,1.667289528278665
2016-06,signal,services,1,services,l1,-0.07537859775002093,estimated,2016-07-11 23:59:00,1.4888612493750655,1.4134826516250445
2016-07,signal,services,1,services,l1,-0.18638127423147066,estimated,2016-08-08 23:59:00,1.2916225266546328,1.1052412524231623
2016-08,signal,services,1,services,l10,-0.018650837918620926,estimated,2016-09-08 23:59:00,1.390290516899142,1.371639678980521
2016-09,signal,services,1,services,l1,0.09928489011980361,estimated,2016-10-09 23:59:00,1.2916225266546328,1.3909074167744364
2016-10,signal,services,1,services,l1,0.1705278255567405,estimated,2016-11-08 23:59:00,1.4888612493750655,1.659389074931806
2016-11,signal,services,1,services,l1,0.0357131437275337,estimated,2016-12-08 23:59:00,1.5873349156290149,1.6230480593565486
2016-12,signal,services,1,services,l1,0.05670793926616829,estimated,2017-01-09 23:59:00,1.6857117066422904,1.7424196459084587
2017-01,signal,services,1,services,l1,0.062302366971982374,estimated,2017-02-09 23:59:00,1.9802627296179713,2.0425650965899536
2017-02,signal,services,1,services,l1,0.04234003139805885,estimated,2017-03-08 23:59:00,2.46926125903715,2.5116012904352085
2017-03,signal,services,1,services,l1,0.005940996701877468,estimated,2017-04-09 23:59:00,2.858745685191255,2.8646866818931325
2017-04,signal,services,1,services,l1,0.00583870167154936,estimated,2017-05-09 23:59:00,2.95588022415444,2.9617189258259895
2017-05,signal,services,1,services,l1,-0.124954276802233,estimated,2017-06-08 23:59:00,3.0529205034822873,2.9279662266800544
2017-06,signal,services,1,services,l1,-0.04343020407933953,estimated,2017-07-11 23:59:00,3.0529205034822873,3.0094902994029478
2017-07,signal,services,1,services,l0.1,-0.16745057865776353,estimated,2017-08-08 23:59:00,3.44014267173324,3.2726920930754764
2017-08,signal,services,1,services,l0.1,-0.19138898879123,estimated,2017-09-10 23:59:00,3.44014267173324,3.24875368294201
2017-09,signal,services,1,services,l0.1,-0.24322939150461603,estimated,2017-10-08 23:59:00,3.5367143837291315,3.2934849922245153
2017-10,signal,services,1,services,l0.1,-0.5017232598662169,estimated,2017-11-08 23:59:00,3.5367143837291315,3.0349911238629144
2017-11,signal,services,1,services,l0.1,-0.3592824826899441,estimated,2017-12-10 23:59:00,3.5367143837291315,3.1774319010391876
2017-12,signal,services,1,services,l0.1,-0.28344101746638123,estimated,2018-01-09 23:59:00,3.5367143837291315,3.2532733662627504
2018-01,signal,services,1,services,l0.1,-0.04114694496776067,estimated,2018-02-13 23:59:00,3.0529205034822873,3.0117735585145264
2018-02,signal,services,1,services,l0.1,-0.2644273581985925,estimated,2018-03-08 23:59:00,2.858745685191255,2.5943183269926626
2018-03,signal,services,1,services,l0.1,-0.31491096872424645,estimated,2018-04-09 23:59:00,2.6641930946421177,2.3492821259178713
2018-04,signal,services,1,services,l0.1,-0.24275783108975196,estimated,2018-05-09 23:59:00,2.7615167032973362,2.5187588722075844
