ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,country
EUB1CZ Index,EC Consumer Construction Czech,EC Consumer Construction Czech,European Commission,This concept tracks business sentiment within the construction industry. The results are based on a survey conducted among a representative sample of businesses in the construction sector.,30.5,2026-08-31,2026-08-31,% Balance/Diffusion Index SA,CZ
