ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,country
EUB5F6CZ Index,EC Construction Main Factors O,EC Construction Main Factors O,European Commission,This concept tracks business sentiment within the construction industry. The results are based on a survey conducted among a representative sample of businesses in the construction sector.,19.3,2026-08-31,2026-08-31,Percent SA,CZ
