ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,eco_release_dt,country
CZIPITS Index,Czech Republic Industrial Prod,Czech Republic Industrial Prod,Czech Statistical Office,"Industrial production measures the output of industrial establishments in the following industries: mining and quarrying, manufacturing and public utilities (electricity, gas and water supply). Production is based on the volume of the output.",103.9,2026-07-31,2026-07-31,Index SA,2026-10-07,CZ
