ticker,name,security_des,crncy,quote_units,indx_source,des_notes,px_last,last_update_dt,last_update,country
FSBTY1 Index,Bloomberg Fair Value/ICE Brent,Bloomberg Fair Value/ICE Brent,USD,USD/barrel,Bloomberg Fair Value,"The methodology used to derive the curves in the sector can be found in {HELP CFVL <GO>} in the Reference Documents section. An oil product Fair Value using ticker M0 is pricing the balance of month tenor<P>Bloomberg Commodity Fair Value prices are calculated through a proprietary model that uses futures prices, historical spreads,spot prices and other factors. Updates are posted throughout the day. The Fair Values for oil products have used tenor M0 for the balance of month.<P>USE AS A FINANCIAL BENCHMARK MAY BE RESTRICTED. SEE {DOCS #2084680<GO>}",83.385,2026-09-11,11:17:41,MULT
