ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,country
CZGRIDX Index,Total Number of Granted Buildi,Total Number of Granted Buildi,Czech Statistical Office,"This concept tracks the number of permits that have been issued for new construction, additions to pre-existing structures or major renovations. These statistics are based on the number of construction permits approved.",5622.0,2026-07-31,2026-07-31,Units/Persons NSA,CZ
