ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,country
EUB5F4CZ Index,EC Construction Main Factors S,EC Construction Main Factors S,European Commission,This concept tracks business sentiment within the construction industry. The results are based on a survey conducted among a representative sample of businesses in the construction sector.,37.9,2026-08-31,2026-08-31,Percent SA,CZ
