ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,eco_release_dt,country
CZEII Index,Czech Republic Import Prices,Czech Republic Import Prices,Czech Statistical Office,Import price indexes track changes in the prices of goods produced abroad and sold domestically (imports).,116.1,2026-07-31,2026-07-31,Index NSA,2026-10-12,CZ
