ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update,seasonality_and_transformation,country
CZRUSHIN Index,Czech Republic Rushin Weekly E,Czech Republic Rushin Weekly E,Czech National Bank,"This concept provides an estimate of overall economic activity in an economy. It is typically a monthly measure of value added by industry (sometimes referred to as monthly GDP) that is released in advance of quarterly GDP estimates. The Rushin Index tracks the real-time dynamics of the Czech GDP on a weekly basis. It combines alternative high-frequency indicators with standard low-frequency macroeconomic data. The index, capturing q-o-q GDP growth in per cent, is developed and maintained by the Czech National Bank.",0.64,2026-08-10,2026-08-10,QoQ% NSA,CZ
