period,horizon,policy,model,actual,forecast,fallback_used,status,n_train,n_features,engine,qrf_median,qrf_p05,qrf_p95,error
2024-05,3,paper_independent,TVW3_leaf_QRF,0.0,0.004029583252101322,False,estimated,259.0,25.0,SklearnLeafTVWQRF,0.0996015936254979,-0.4048582995951344,1.037735849056598,
2024-06,3,paper_independent,TVW3_leaf_QRF,-0.264200792602387,-0.006076628321537485,False,estimated,260.0,24.0,SklearnLeafTVWQRF,0.0945179584121103,-0.4028197381671594,0.4214963119072656,
2024-07,3,paper_independent,TVW3_leaf_QRF,0.6622516556291425,0.1590943876652942,False,estimated,261.0,24.0,SklearnLeafTVWQRF,0.1831501831501825,-0.4028197381671594,1.2035010940919078,
2024-08,3,paper_independent,TVW3_leaf_QRF,0.263157894736854,0.061557379640555174,False,estimated,262.0,24.0,SklearnLeafTVWQRF,0.1006036217303663,-0.6216696269982114,1.4905149051490652,
2024-09,3,paper_independent,TVW3_leaf_QRF,-0.3937007874015741,0.05509699837528198,False,estimated,263.0,24.0,SklearnLeafTVWQRF,0.1748251748251661,-0.7377598926894713,1.172161172161168,
2024-10,3,paper_independent,TVW3_leaf_QRF,0.3293807641633783,0.1420504689141853,False,estimated,264.0,24.0,SklearnLeafTVWQRF,0.1686340640809414,-0.7377598926894713,1.5469613259668558,
2024-11,3,paper_independent,TVW3_leaf_QRF,0.0656598818122189,0.24503986468794123,False,estimated,265.0,24.0,SklearnLeafTVWQRF,0.2352941176470668,-0.264200792602387,1.172161172161168,
2024-12,3,paper_independent,TVW3_leaf_QRF,-0.2624671916010568,0.16081174986748165,False,estimated,266.0,24.0,SklearnLeafTVWQRF,0.1331557922769732,-0.4000000000000003,0.6622516556291425,
2025-01,3,paper_independent,TVW3_leaf_QRF,1.3157894736842035,0.11986218257006737,False,estimated,267.0,24.0,SklearnLeafTVWQRF,0.0995024875621863,-0.3937007874015741,1.3404825737265424,
2025-02,3,paper_independent,TVW3_leaf_QRF,0.1948051948051921,0.15429800990803316,False,estimated,268.0,24.0,SklearnLeafTVWQRF,0.1074113856068814,-0.3006012024048043,1.3404825737265424,
2025-03,3,paper_independent,TVW3_leaf_QRF,0.0648088139987068,0.22416345955178646,False,estimated,269.0,24.0,SklearnLeafTVWQRF,0.1021450459652628,-0.2976190476190465,1.172161172161168,
2025-04,3,paper_independent,TVW3_leaf_QRF,-0.1295336787564882,0.3165576436500615,False,estimated,270.0,24.0,SklearnLeafTVWQRF,0.2982107355864904,-0.6009615384615419,1.3157894736842035,
2025-05,3,paper_independent,TVW3_leaf_QRF,0.5188067444876765,0.1264050970852098,False,estimated,271.0,24.0,SklearnLeafTVWQRF,0.100401606425704,-0.3937007874015741,1.172161172161168,
2025-06,3,paper_independent,TVW3_leaf_QRF,0.2580645161290418,0.14384016673883174,False,estimated,272.0,24.0,SklearnLeafTVWQRF,0.0999000999001076,-0.5167958656330796,0.6030150753768782,
2025-07,3,paper_independent,TVW3_leaf_QRF,0.4504504504504458,0.13538835786298553,False,estimated,273.0,24.0,SklearnLeafTVWQRF,0.1305483028720688,-0.4048582995951344,0.6030150753768782,
2025-08,3,paper_independent,TVW3_leaf_QRF,0.0640614990390808,0.2420832250409644,False,estimated,274.0,24.0,SklearnLeafTVWQRF,0.1948051948051921,-0.3896103896103842,1.3157894736842035,
2025-09,3,paper_independent,TVW3_leaf_QRF,-0.5761843790012655,0.3664356272052499,False,estimated,275.0,24.0,SklearnLeafTVWQRF,0.2580645161290418,-0.3937007874015741,1.3157894736842035,
2024-01,3,paper_sentiment,TVW3_leaf_QRF,1.4905149051490652,0.03342708402376331,False,estimated,255.0,32.0,SklearnLeafTVWQRF,0.1074113856068814,-0.7377598926894713,1.3265306122449028,
2024-02,3,paper_sentiment,TVW3_leaf_QRF,0.26702269692922,-0.05306586503148302,False,estimated,256.0,32.0,SklearnLeafTVWQRF,0.0,-0.7377598926894713,0.6283662477558183,
2024-03,3,paper_sentiment,TVW3_leaf_QRF,0.1331557922769732,0.08119810798844389,False,estimated,257.0,32.0,SklearnLeafTVWQRF,0.2016129032258007,-0.7377598926894713,1.7926734216679563,
2024-04,3,paper_sentiment,TVW3_leaf_QRF,0.6648936170212671,0.349546387455468,False,estimated,258.0,32.0,SklearnLeafTVWQRF,0.4612546125461358,-0.4048582995951344,4.442581726739303,
2024-05,3,paper_sentiment,TVW3_leaf_QRF,0.0,-0.06291266065012112,False,estimated,259.0,32.0,SklearnLeafTVWQRF,0.0,-0.4048582995951344,1.2035010940919078,
2024-06,3,paper_sentiment,TVW3_leaf_QRF,-0.264200792602387,0.057574071684294015,False,estimated,260.0,31.0,SklearnLeafTVWQRF,0.1006036217303663,-0.4048582995951344,1.4625228519195457,
2024-07,3,paper_sentiment,TVW3_leaf_QRF,0.6622516556291425,0.1065600570402884,False,estimated,261.0,31.0,SklearnLeafTVWQRF,0.0945179584121103,-0.5504587155963248,1.041666666666674,
2024-08,3,paper_sentiment,TVW3_leaf_QRF,0.263157894736854,0.3078557855960269,False,estimated,262.0,31.0,SklearnLeafTVWQRF,0.3603603603603567,-0.2580645161290307,1.3404825737265424,
2024-09,3,paper_sentiment,TVW3_leaf_QRF,-0.3937007874015741,0.2542847284481564,False,estimated,263.0,31.0,SklearnLeafTVWQRF,0.2702702702702675,-0.6216696269982114,1.4905149051490652,
2024-10,3,paper_sentiment,TVW3_leaf_QRF,0.3293807641633783,0.23366214318354353,False,estimated,264.0,31.0,SklearnLeafTVWQRF,0.2107481559536328,-0.7377598926894713,1.3404825737265424,
2024-11,3,paper_sentiment,TVW3_leaf_QRF,0.0656598818122189,0.165005461348582,False,estimated,265.0,31.0,SklearnLeafTVWQRF,0.1748251748251661,-0.7159904534606132,1.3265306122449028,
2024-12,3,paper_sentiment,TVW3_leaf_QRF,-0.2624671916010568,0.11638485022025627,False,estimated,266.0,31.0,SklearnLeafTVWQRF,0.0964320154291265,-0.6216696269982114,0.8005822416302655,
2025-01,3,paper_sentiment,TVW3_leaf_QRF,1.3157894736842035,0.19648430335924663,False,estimated,267.0,31.0,SklearnLeafTVWQRF,0.1209189842805269,-0.5482456140350922,1.4905149051490652,
2025-02,3,paper_sentiment,TVW3_leaf_QRF,0.1948051948051921,0.18692402814797732,False,estimated,268.0,31.0,SklearnLeafTVWQRF,0.1006036217303663,-0.3937007874015741,1.3404825737265424,
2025-03,3,paper_sentiment,TVW3_leaf_QRF,0.0648088139987068,0.043785784887573766,False,estimated,269.0,31.0,SklearnLeafTVWQRF,0.0,-0.388098318240615,1.0221465076660996,
2025-04,3,paper_sentiment,TVW3_leaf_QRF,-0.1295336787564882,0.45196550355945414,False,estimated,270.0,31.0,SklearnLeafTVWQRF,0.26702269692922,-0.2976190476190465,1.7763845350052376,
2025-05,3,paper_sentiment,TVW3_leaf_QRF,0.5188067444876765,0.09434957800739993,False,estimated,271.0,31.0,SklearnLeafTVWQRF,0.1097694840834329,-0.3937007874015741,1.333333333333342,
2025-06,3,paper_sentiment,TVW3_leaf_QRF,0.2580645161290418,0.11193381784569076,False,estimated,272.0,31.0,SklearnLeafTVWQRF,0.0656598818122189,-0.3937007874015741,0.7537688442211143,
2025-07,3,paper_sentiment,TVW3_leaf_QRF,0.4504504504504458,0.119246693210805,False,estimated,273.0,31.0,SklearnLeafTVWQRF,0.1893939393939447,-0.3937007874015741,1.041666666666674,
2025-08,3,paper_sentiment,TVW3_leaf_QRF,0.0640614990390808,0.26580684048268044,False,estimated,274.0,31.0,SklearnLeafTVWQRF,0.2493765586034868,-0.3208556149732589,1.5801354401805856,
2025-09,3,paper_sentiment,TVW3_leaf_QRF,-0.5761843790012655,0.250192752002435,False,estimated,275.0,31.0,SklearnLeafTVWQRF,0.1948051948051921,-0.3937007874015741,1.4625228519195457,
2024-01,3,paper_full,TVW3_leaf_QRF,1.4905149051490652,0.0733698532596204,False,estimated,255.0,35.0,SklearnLeafTVWQRF,0.0944287063267212,-0.5482456140350922,1.474201474201453,
2024-02,3,paper_full,TVW3_leaf_QRF,0.26702269692922,0.0008434005911816912,False,estimated,256.0,35.0,SklearnLeafTVWQRF,0.0,-0.7159904534606132,0.6147540983606703,
2024-03,3,paper_full,TVW3_leaf_QRF,0.1331557922769732,0.08563314724485539,False,estimated,257.0,35.0,SklearnLeafTVWQRF,0.1291989664082615,-0.6009615384615419,1.2035010940919078,
2024-04,3,paper_full,TVW3_leaf_QRF,0.6648936170212671,0.34277366758144023,False,estimated,258.0,35.0,SklearnLeafTVWQRF,0.4460303300624524,-0.5482456140350922,4.442581726739303,
2024-05,3,paper_full,TVW3_leaf_QRF,0.0,-0.03154522521309728,False,estimated,259.0,35.0,SklearnLeafTVWQRF,0.0675675675675613,-0.5482456140350922,1.3265306122449028,
2024-06,3,paper_full,TVW3_leaf_QRF,-0.264200792602387,0.10448127121537173,False,estimated,260.0,34.0,SklearnLeafTVWQRF,0.1760563380281743,-0.3260869565217317,1.474201474201453,
2024-07,3,paper_full,TVW3_leaf_QRF,0.6622516556291425,0.08047211746595789,False,estimated,261.0,34.0,SklearnLeafTVWQRF,0.0675219446319985,-0.4048582995951344,0.8005822416302655,
2024-08,3,paper_full,TVW3_leaf_QRF,0.263157894736854,0.21746715374077097,False,estimated,262.0,34.0,SklearnLeafTVWQRF,0.2717391304347893,-0.3260869565217317,1.3404825737265424,
2024-09,3,paper_full,TVW3_leaf_QRF,-0.3937007874015741,0.0761385873864314,False,estimated,263.0,34.0,SklearnLeafTVWQRF,0.1831501831501825,-0.4048582995951344,1.3404825737265424,
2024-10,3,paper_full,TVW3_leaf_QRF,0.3293807641633783,0.12917887700453573,False,estimated,264.0,34.0,SklearnLeafTVWQRF,0.0675675675675613,-0.7377598926894713,1.4905149051490652,
2024-11,3,paper_full,TVW3_leaf_QRF,0.0656598818122189,0.11809619449001221,False,estimated,265.0,34.0,SklearnLeafTVWQRF,0.0963391136801661,-0.6216696269982114,0.6622516556291425,
2024-12,3,paper_full,TVW3_leaf_QRF,-0.2624671916010568,0.11972503679169708,False,estimated,266.0,34.0,SklearnLeafTVWQRF,0.0964320154291265,-0.5504587155963248,0.6211180124223503,
2025-01,3,paper_full,TVW3_leaf_QRF,1.3157894736842035,0.10713899715131833,False,estimated,267.0,34.0,SklearnLeafTVWQRF,0.0675675675675613,-0.6216696269982114,1.3404825737265424,
2025-02,3,paper_full,TVW3_leaf_QRF,0.1948051948051921,0.1590845239410525,False,estimated,268.0,34.0,SklearnLeafTVWQRF,0.0918273645546419,-0.3937007874015741,1.172161172161168,
2025-03,3,paper_full,TVW3_leaf_QRF,0.0648088139987068,0.05385223164438148,False,estimated,269.0,34.0,SklearnLeafTVWQRF,0.0656598818122189,-0.388098318240615,0.7134363852556502,
2025-04,3,paper_full,TVW3_leaf_QRF,-0.1295336787564882,0.3738132277771544,False,estimated,270.0,34.0,SklearnLeafTVWQRF,0.2409638554216941,-0.3937007874015741,1.041666666666674,
2025-05,3,paper_full,TVW3_leaf_QRF,0.5188067444876765,0.0749498274490335,False,estimated,271.0,34.0,SklearnLeafTVWQRF,0.1686340640809414,-0.5504587155963248,0.6622516556291425,
2025-06,3,paper_full,TVW3_leaf_QRF,0.2580645161290418,0.1274808995999179,False,estimated,272.0,34.0,SklearnLeafTVWQRF,0.1291989664082615,-0.3003003003003157,0.5774783445620768,
2025-07,3,paper_full,TVW3_leaf_QRF,0.4504504504504458,0.13767046783569348,False,estimated,273.0,34.0,SklearnLeafTVWQRF,0.1948051948051921,-0.4000000000000003,1.333333333333342,
2025-08,3,paper_full,TVW3_leaf_QRF,0.0640614990390808,0.15022935897651982,False,estimated,274.0,34.0,SklearnLeafTVWQRF,0.1074113856068814,-0.3006012024048043,1.041666666666674,
2025-09,3,paper_full,TVW3_leaf_QRF,-0.5761843790012655,0.13896946335908394,False,estimated,275.0,34.0,SklearnLeafTVWQRF,0.0656598818122189,-0.3278688524590123,1.041666666666674,
