sample,horizon,model,n,rmse,mae,bias,first_target,last_target,paper_rmse,difference_vs_paper
paper_window,13,AR3,1,1.3877787807814457e-16,1.3877787807814457e-16,-1.3877787807814457e-16,2011-01,2011-01,,
paper_window,13,AR3_DIRECT,1,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2011-01,2011-01,,
paper_window,13,ARIMA313,1,0.0003807816162536004,0.0003807816162536004,-0.0003807816162536004,2011-01,2011-01,,
paper_window,13,QRF_MEAN,1,0.004492922496591306,0.004492922496591306,0.004492922496591306,2011-01,2011-01,,
paper_window,13,QRF_MEDIAN,1,0.0325271029449303,0.0325271029449303,0.0325271029449303,2011-01,2011-01,,
paper_window,13,RW,1,0.041801626623408486,0.041801626623408486,-0.041801626623408486,2011-01,2011-01,,
paper_window,13,TVW1,1,0.02131343076559472,0.02131343076559472,0.02131343076559472,2011-01,2011-01,,
paper_window,13,TVW2,1,0.02411684881042861,0.02411684881042861,0.02411684881042861,2011-01,2011-01,,
paper_window,13,TVW3,1,0.017996052745874597,0.017996052745874597,0.017996052745874597,2011-01,2011-01,,
common_targets,13,AR3,1,1.3877787807814457e-16,1.3877787807814457e-16,-1.3877787807814457e-16,2011-01,2011-01,,
common_targets,13,AR3_DIRECT,1,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2011-01,2011-01,,
common_targets,13,ARIMA313,1,0.0003807816162536004,0.0003807816162536004,-0.0003807816162536004,2011-01,2011-01,,
common_targets,13,QRF_MEAN,1,0.004492922496591306,0.004492922496591306,0.004492922496591306,2011-01,2011-01,,
common_targets,13,QRF_MEDIAN,1,0.0325271029449303,0.0325271029449303,0.0325271029449303,2011-01,2011-01,,
common_targets,13,RW,1,0.041801626623408486,0.041801626623408486,-0.041801626623408486,2011-01,2011-01,,
common_targets,13,TVW1,1,0.02131343076559472,0.02131343076559472,0.02131343076559472,2011-01,2011-01,,
common_targets,13,TVW2,1,0.02411684881042861,0.02411684881042861,0.02411684881042861,2011-01,2011-01,,
common_targets,13,TVW3,1,0.017996052745874597,0.017996052745874597,0.017996052745874597,2011-01,2011-01,,
