origin,band,czech_phase,lambda_building,n_building,lambda_fading,n_fading,lambda_single,n_single,f_cz,mu_own,mu_target
2019-02,1,fading,0.38110434104049606,854,0.5194048256497578,714,0.4452477919604086,1568,0.30822897193090326,0.06622087519231434,0.16502189413483095
2019-02,2,fading,0.4010127019190963,830,0.495733810060497,712,0.44520514579263104,1542,0.30094416757007925,0.06622087519231434,0.16502189413483095
2019-02,3,fading,0.5963908679923294,808,0.6144963961634666,708,0.604843704122454,1516,0.2972143477373374,0.06622087519231434,0.16502189413483095
2019-02,4,fading,0.5398130368859922,784,0.777416252117028,706,0.6514564250538889,1490,0.29530467998297355,0.06622087519231434,0.16502189413483095
2019-03,1,fading,0.38110434104049606,854,0.5194048256497578,714,0.4452477919604086,1568,0.25456632606435364,0.06629976850347905,0.16502189413483095
2019-03,2,fading,0.4010127019190963,830,0.495733810060497,712,0.44520514579263104,1542,0.2526528615831945,0.06629976850347905,0.16502189413483095
2019-03,3,fading,0.5963908679923294,808,0.6144963961634666,708,0.604843704122454,1516,0.251673167768841,0.06629976850347905,0.16502189413483095
2019-03,4,fading,0.5398130368859922,784,0.777416252117028,706,0.6514564250538889,1490,0.251171564535892,0.06629976850347905,0.16502189413483095
2019-04,1,fading,0.3706232783202058,877,0.5155182561771701,717,0.4368742275840361,1594,0.17281731892355126,0.06633320260720117,0.16502189413483095
2019-04,2,fading,0.3934840876204605,854,0.49564491996778515,714,0.4408009302415699,1568,0.17744854090360843,0.06633320260720117,0.16502189413483095
2019-04,3,fading,0.5946050700584052,830,0.6123452186519142,712,0.6028730565728678,1542,0.17981972655739767,0.06633320260720117,0.16502189413483095
2019-04,4,fading,0.5351822946912317,808,0.77747752471698,708,0.6482430880817178,1516,0.18103377361213777,0.06633320260720117,0.16502189413483095
2019-05,1,fading,0.3706232783202058,877,0.5155182561771701,717,0.4368742275840361,1594,0.17096365399850968,0.06636663671092331,0.16502189413483095
2019-05,2,fading,0.3934840876204605,854,0.49564491996778515,714,0.4408009302415699,1568,0.17498459126393817,0.06636663671092331,0.16502189413483095
2019-05,3,fading,0.5946050700584052,830,0.6123452186519142,712,0.6028730565728678,1542,0.17704331114383753,0.06636663671092331,0.16502189413483095
2019-05,4,fading,0.5351822946912317,808,0.77747752471698,708,0.6482430880817178,1516,0.17809737572234605,0.06636663671092331,0.16502189413483095
2019-06,1,fading,0.3706232783202058,877,0.5155182561771701,717,0.4368742275840361,1594,0.16851356588924638,0.07052291303227924,0.16502189413483095
2019-06,2,fading,0.3934840876204605,854,0.49564491996778515,714,0.4408009302415699,1568,0.1720056838847387,0.07052291303227924,0.16502189413483095
2019-06,3,fading,0.5946050700584052,830,0.6123452186519142,712,0.6028730565728678,1542,0.17379364829843072,0.07052291303227924,0.16502189413483095
2019-06,4,fading,0.5351822946912317,808,0.77747752471698,708,0.6482430880817178,1516,0.17470908607824107,0.07052291303227924,0.16502189413483095
2019-07,1,building,0.36567495893871055,888,0.5105022144451057,732,0.43213029663865915,1620,0.21170818218469342,0.07467918935363517,0.16502189413483095
2019-07,2,building,0.3619881667041124,877,0.4868411712932951,717,0.41904673365373124,1594,0.21128660701132715,0.07467918935363517,0.16502189413483095
2019-07,3,building,0.5939486826241237,854,0.6139678589248182,714,0.6032138380675318,1568,0.2110707605225636,0.07467918935363517,0.16502189413483095
2019-07,4,building,0.5362407948966976,830,0.7815828860321079,712,0.6505217235061864,1542,0.2109602471203167,0.07467918935363517,0.16502189413483095
2019-08,1,building,0.36567495893871055,888,0.5105022144451057,732,0.43213029663865915,1620,0.3892672444460696,0.074695839436819,0.16502189413483095
2019-08,2,building,0.3619881667041124,877,0.4868411712932951,717,0.41904673365373124,1594,0.3753415508517078,0.074695839436819,0.16502189413483095
2019-08,3,building,0.5939486826241237,854,0.6139678589248182,714,0.6032138380675318,1568,0.36821159573139467,0.074695839436819,0.16502189413483095
2019-08,4,building,0.5362407948966976,830,0.7815828860321079,712,0.6505217235061864,1542,0.3645610587097943,0.074695839436819,0.16502189413483095
2019-09,1,fading,0.36567495893871055,888,0.5105022144451057,732,0.43213029663865915,1620,0.318283120643522,0.07471248952000284,0.16502189413483095
2019-09,2,fading,0.3619881667041124,877,0.4868411712932951,717,0.41904673365373124,1594,0.31214007410065264,0.07471248952000284,0.16502189413483095
2019-09,3,fading,0.5939486826241237,854,0.6139678589248182,714,0.6032138380675318,1568,0.30899483427070357,0.07471248952000284,0.16502189413483095
2019-09,4,fading,0.5362407948966976,830,0.7815828860321079,712,0.6505217235061864,1542,0.30738447147776954,0.07471248952000284,0.16502189413483095
2019-10,1,fading,0.3654715655794712,893,0.5074271806538456,753,0.4307505017728721,1646,0.07167054320438652,0.07885209914135867,0.16502189413483095
2019-10,2,fading,0.3613793440481634,888,0.48347354394025543,732,0.41735849676051684,1620,0.08547490720942731,0.07885209914135867,0.16502189413483095
2019-10,3,fading,0.5849152317496702,877,0.6106412507562284,717,0.5966689579433923,1594,0.0925427415800082,0.07885209914135867,0.16502189413483095
2019-10,4,fading,0.529833135678169,854,0.7809501456248245,714,0.6460077839002842,1568,0.09616147277774563,0.07885209914135867,0.16502189413483095
2019-11,1,fading,0.3654715655794712,893,0.5074271806538456,753,0.4307505017728721,1646,0.20641760555426059,0.08299170876271451,0.16502189413483095
2019-11,2,fading,0.3613793440481634,888,0.48347354394025543,732,0.41735849676051684,1620,0.2075824891840887,0.08299170876271451,0.16502189413483095
2019-11,3,fading,0.5849152317496702,877,0.6106412507562284,717,0.5966689579433923,1594,0.20817890960256066,0.08299170876271451,0.16502189413483095
2019-11,4,fading,0.529833135678169,854,0.7809501456248245,714,0.6460077839002842,1568,0.20848427685681828,0.08299170876271451,0.16502189413483095
2019-12,1,fading,0.3654715655794712,893,0.5074271806538456,753,0.4307505017728721,1646,0.1970709984326212,0.08299170876271451,0.16502189413483095
2019-12,2,fading,0.3613793440481634,888,0.48347354394025543,732,0.41735849676051684,1620,0.1987219744376372,0.08299170876271451,0.16502189413483095
2019-12,3,fading,0.5849152317496702,877,0.6106412507562284,717,0.5966689579433923,1594,0.19956727415220535,0.08299170876271451,0.16502189413483095
2019-12,4,fading,0.529833135678169,854,0.7809501456248245,714,0.6460077839002842,1568,0.20000006760606429,0.08299170876271451,0.16502189413483095
2020-01,1,fading,0.3490893110562622,902,0.5020351986417639,770,0.4191306869542041,1672,0.16134244442792856,0.08299170876271451,0.16502189413483095
2020-01,2,fading,0.3605327542496683,893,0.48101834489437684,753,0.4158880951852381,1646,0.16547513613308973,0.08299170876271451,0.16502189413483095
2020-01,3,fading,0.5863526875793253,888,0.60944252219819,732,0.5969346569662565,1620,0.1675910742861322,0.08299170876271451,0.16502189413483095
2020-01,4,fading,0.5377414012155338,877,0.7854783366046744,717,0.6509112681903101,1594,0.16867443462049,0.08299170876271451,0.16502189413483095
2020-02,1,fading,0.3490893110562622,902,0.5020351986417639,770,0.4191306869542041,1672,0.3416257157443214,0.08303345086444769,0.16502189413483095
2020-02,2,fading,0.3605327542496683,893,0.48101834489437684,753,0.4158880951852381,1646,0.33143589702050485,0.08303345086444769,0.16502189413483095
2020-02,3,fading,0.5863526875793253,888,0.60944252219819,732,0.5969346569662565,1620,0.3262187098339107,0.08303345086444769,0.16502189413483095
2020-02,4,fading,0.5377414012155338,877,0.7854783366046744,717,0.6509112681903101,1594,0.32354750999437454,0.08303345086444769,0.16502189413483095
2020-03,1,fading,0.3490893110562622,902,0.5020351986417639,770,0.4191306869542041,1672,0.41718991447082776,0.08307519296618086,0.16502189413483095
2020-03,2,fading,0.3605327542496683,893,0.48101834489437684,753,0.4158880951852381,1646,0.4030130176642078,0.08307519296618086,0.16502189413483095
2020-03,3,fading,0.5863526875793253,888,0.60944252219819,732,0.5969346569662565,1620,0.39575444649921837,0.08307519296618086,0.16502189413483095
2020-03,4,fading,0.5377414012155338,877,0.7854783366046744,717,0.6509112681903101,1594,0.39203805806274367,0.08307519296618086,0.16502189413483095
2020-04,1,fading,0.3502264846912662,905,0.4999925488943033,793,0.4192587766836526,1698,0.20555670275894578,0.08307519296618086,0.16502189413483095
