a6_number,component,source_id,source_file,period,value,value_kind,availability_rule,available_from_assumed,vintage,frequency,seasonal_adjustment
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-05,103.3,mm_index_previous_month_100,t_plus_45d,2000-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-06,99.6,mm_index_previous_month_100,t_plus_45d,2000-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-07,98.9,mm_index_previous_month_100,t_plus_45d,2000-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-08,101.4,mm_index_previous_month_100,t_plus_45d,2000-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-09,102.4,mm_index_previous_month_100,t_plus_45d,2000-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-10,100.2,mm_index_previous_month_100,t_plus_45d,2000-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-11,100.4,mm_index_previous_month_100,t_plus_45d,2001-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2000-12,97.5,mm_index_previous_month_100,t_plus_45d,2001-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-01,99.4,mm_index_previous_month_100,t_plus_45d,2001-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-02,99.6,mm_index_previous_month_100,t_plus_45d,2001-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-03,99.6,mm_index_previous_month_100,t_plus_45d,2001-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-04,100.2,mm_index_previous_month_100,t_plus_45d,2001-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-05,100.3,mm_index_previous_month_100,t_plus_45d,2001-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-06,99.7,mm_index_previous_month_100,t_plus_45d,2001-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-07,99.0,mm_index_previous_month_100,t_plus_45d,2001-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-08,99.6,mm_index_previous_month_100,t_plus_45d,2001-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-09,99.8,mm_index_previous_month_100,t_plus_45d,2001-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-10,97.9,mm_index_previous_month_100,t_plus_45d,2001-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-11,99.1,mm_index_previous_month_100,t_plus_45d,2002-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2001-12,98.5,mm_index_previous_month_100,t_plus_45d,2002-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-01,98.9,mm_index_previous_month_100,t_plus_45d,2002-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-02,99.3,mm_index_previous_month_100,t_plus_45d,2002-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-03,99.5,mm_index_previous_month_100,t_plus_45d,2002-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-04,98.8,mm_index_previous_month_100,t_plus_45d,2002-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-05,99.4,mm_index_previous_month_100,t_plus_45d,2002-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-06,98.5,mm_index_previous_month_100,t_plus_45d,2002-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-07,99.1,mm_index_previous_month_100,t_plus_45d,2002-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-08,101.5,mm_index_previous_month_100,t_plus_45d,2002-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-09,99.6,mm_index_previous_month_100,t_plus_45d,2002-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-10,100.4,mm_index_previous_month_100,t_plus_45d,2002-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-11,99.6,mm_index_previous_month_100,t_plus_45d,2003-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2002-12,101.1,mm_index_previous_month_100,t_plus_45d,2003-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-01,100.5,mm_index_previous_month_100,t_plus_45d,2003-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-02,100.4,mm_index_previous_month_100,t_plus_45d,2003-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-03,100.2,mm_index_previous_month_100,t_plus_45d,2003-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-04,99.3,mm_index_previous_month_100,t_plus_45d,2003-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-05,98.8,mm_index_previous_month_100,t_plus_45d,2003-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-06,99.5,mm_index_previous_month_100,t_plus_45d,2003-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-07,100.6,mm_index_previous_month_100,t_plus_45d,2003-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-08,101.2,mm_index_previous_month_100,t_plus_45d,2003-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-09,100.1,mm_index_previous_month_100,t_plus_45d,2003-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-10,99.2,mm_index_previous_month_100,t_plus_45d,2003-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-11,99.8,mm_index_previous_month_100,t_plus_45d,2004-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2003-12,100.2,mm_index_previous_month_100,t_plus_45d,2004-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-01,100.5,mm_index_previous_month_100,t_plus_45d,2004-03-16,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-02,100.5,mm_index_previous_month_100,t_plus_45d,2004-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-03,101.0,mm_index_previous_month_100,t_plus_45d,2004-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-04,100.2,mm_index_previous_month_100,t_plus_45d,2004-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-05,99.9,mm_index_previous_month_100,t_plus_45d,2004-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-06,99.2,mm_index_previous_month_100,t_plus_45d,2004-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-07,100.7,mm_index_previous_month_100,t_plus_45d,2004-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-08,100.8,mm_index_previous_month_100,t_plus_45d,2004-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-09,100.1,mm_index_previous_month_100,t_plus_45d,2004-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-10,100.3,mm_index_previous_month_100,t_plus_45d,2004-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-11,98.6,mm_index_previous_month_100,t_plus_45d,2005-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2004-12,98.3,mm_index_previous_month_100,t_plus_45d,2005-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-01,100.0,mm_index_previous_month_100,t_plus_45d,2005-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-02,99.7,mm_index_previous_month_100,t_plus_45d,2005-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-03,100.1,mm_index_previous_month_100,t_plus_45d,2005-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-04,101.4,mm_index_previous_month_100,t_plus_45d,2005-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-05,99.9,mm_index_previous_month_100,t_plus_45d,2005-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-06,100.8,mm_index_previous_month_100,t_plus_45d,2005-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-07,100.7,mm_index_previous_month_100,t_plus_45d,2005-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-08,99.2,mm_index_previous_month_100,t_plus_45d,2005-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-09,99.7,mm_index_previous_month_100,t_plus_45d,2005-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-10,101.3,mm_index_previous_month_100,t_plus_45d,2005-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-11,99.0,mm_index_previous_month_100,t_plus_45d,2006-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2005-12,99.6,mm_index_previous_month_100,t_plus_45d,2006-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-01,99.8,mm_index_previous_month_100,t_plus_45d,2006-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-02,100.0,mm_index_previous_month_100,t_plus_45d,2006-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-03,100.7,mm_index_previous_month_100,t_plus_45d,2006-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-04,100.2,mm_index_previous_month_100,t_plus_45d,2006-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-05,99.5,mm_index_previous_month_100,t_plus_45d,2006-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-06,100.7,mm_index_previous_month_100,t_plus_45d,2006-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-07,100.3,mm_index_previous_month_100,t_plus_45d,2006-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-08,99.6,mm_index_previous_month_100,t_plus_45d,2006-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-09,99.6,mm_index_previous_month_100,t_plus_45d,2006-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-10,99.8,mm_index_previous_month_100,t_plus_45d,2006-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-11,98.9,mm_index_previous_month_100,t_plus_45d,2007-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2006-12,99.1,mm_index_previous_month_100,t_plus_45d,2007-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-01,99.7,mm_index_previous_month_100,t_plus_45d,2007-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-02,100.6,mm_index_previous_month_100,t_plus_45d,2007-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-03,100.2,mm_index_previous_month_100,t_plus_45d,2007-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-04,100.4,mm_index_previous_month_100,t_plus_45d,2007-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-05,101.0,mm_index_previous_month_100,t_plus_45d,2007-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-06,101.3,mm_index_previous_month_100,t_plus_45d,2007-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-07,99.9,mm_index_previous_month_100,t_plus_45d,2007-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-08,98.9,mm_index_previous_month_100,t_plus_45d,2007-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-09,99.1,mm_index_previous_month_100,t_plus_45d,2007-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-10,99.4,mm_index_previous_month_100,t_plus_45d,2007-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-11,98.8,mm_index_previous_month_100,t_plus_45d,2008-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2007-12,99.4,mm_index_previous_month_100,t_plus_45d,2008-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-01,99.4,mm_index_previous_month_100,t_plus_45d,2008-03-16,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-02,98.9,mm_index_previous_month_100,t_plus_45d,2008-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-03,99.6,mm_index_previous_month_100,t_plus_45d,2008-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-04,100.1,mm_index_previous_month_100,t_plus_45d,2008-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-05,102.0,mm_index_previous_month_100,t_plus_45d,2008-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-06,98.8,mm_index_previous_month_100,t_plus_45d,2008-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-07,98.7,mm_index_previous_month_100,t_plus_45d,2008-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-08,102.4,mm_index_previous_month_100,t_plus_45d,2008-10-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-09,100.9,mm_index_previous_month_100,t_plus_45d,2008-11-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-10,100.1,mm_index_previous_month_100,t_plus_45d,2008-12-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-11,98.1,mm_index_previous_month_100,t_plus_45d,2009-01-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2008-12,99.0,mm_index_previous_month_100,t_plus_45d,2009-02-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-01,101.6,mm_index_previous_month_100,t_plus_45d,2009-03-17,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-02,103.3,mm_index_previous_month_100,t_plus_45d,2009-04-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-03,95.7,mm_index_previous_month_100,t_plus_45d,2009-05-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-04,98.4,mm_index_previous_month_100,t_plus_45d,2009-06-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-05,99.1,mm_index_previous_month_100,t_plus_45d,2009-07-15,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-06,99.5,mm_index_previous_month_100,t_plus_45d,2009-08-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-07,97.6,mm_index_previous_month_100,t_plus_45d,2009-09-14,"current, downloaded 2026-09-12",M,
26,,cnb_arad:SIMCSUM2005PM01+SIMCSUM2015PM01,data\paper_replication\official_cnb_arad_20260912\raw\arad_price_indices.json,2009-08,99.4,mm_index_previous_month_100,t_plus_45d,2009-10-15,"current, downloaded 2026-09-12",M,
