a6_number,component,source_id,source_file,period,value,value_kind,availability_rule,available_from_assumed,vintage,frequency,seasonal_adjustment
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-06,1477260.4,level,t_plus_31d,2025-07-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-07,1435563.7,level,t_plus_31d,2025-08-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-08,1455621.7,level,t_plus_31d,2025-10-01,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-09,1474308.3,level,t_plus_31d,2025-10-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-10,1461240.1,level,t_plus_31d,2025-12-01,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-11,1499475.8,level,t_plus_31d,2025-12-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-12,1502547.6,level,t_plus_31d,2026-01-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-01,1517054.1,level,t_plus_31d,2026-03-03,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-02,1540802.8,level,t_plus_31d,2026-03-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-03,1551653.0,level,t_plus_31d,2026-05-01,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-04,1577321.8,level,t_plus_31d,2026-05-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-05,1580385.3,level,t_plus_31d,2026-07-01,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-06,1618546.3,level,t_plus_31d,2026-07-31,"current, downloaded 2026-09-12",M,
58,,cnb_arad:SUCM100311XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-07,1627991.3,level,t_plus_31d,2026-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-01,76560.1,level,t_plus_31d,1993-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-02,80405.1,level,t_plus_31d,1993-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-03,80759.3,level,t_plus_31d,1993-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-04,82928.4,level,t_plus_31d,1993-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-05,84454.2,level,t_plus_31d,1993-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-06,86502.5,level,t_plus_31d,1993-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-07,86922.7,level,t_plus_31d,1993-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-08,87327.3,level,t_plus_31d,1993-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-09,88571.8,level,t_plus_31d,1993-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-10,87856.8,level,t_plus_31d,1993-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-11,90901.3,level,t_plus_31d,1993-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1993-12,114759.4,level,t_plus_31d,1994-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-01,114671.1,level,t_plus_31d,1994-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-02,116414.1,level,t_plus_31d,1994-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-03,115884.0,level,t_plus_31d,1994-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-04,116194.2,level,t_plus_31d,1994-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-05,118883.9,level,t_plus_31d,1994-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-06,116421.8,level,t_plus_31d,1994-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-07,121201.0,level,t_plus_31d,1994-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-08,123899.1,level,t_plus_31d,1994-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-09,125523.9,level,t_plus_31d,1994-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-10,126059.6,level,t_plus_31d,1994-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-11,128567.4,level,t_plus_31d,1994-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1994-12,135582.2,level,t_plus_31d,1995-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-01,136541.9,level,t_plus_31d,1995-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-02,136446.0,level,t_plus_31d,1995-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-03,136304.5,level,t_plus_31d,1995-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-04,136742.5,level,t_plus_31d,1995-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-05,134698.0,level,t_plus_31d,1995-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-06,123815.4,level,t_plus_31d,1995-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-07,125470.4,level,t_plus_31d,1995-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-08,125825.6,level,t_plus_31d,1995-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-09,124976.0,level,t_plus_31d,1995-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-10,127700.6,level,t_plus_31d,1995-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-11,127372.6,level,t_plus_31d,1995-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1995-12,128919.6,level,t_plus_31d,1996-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-01,128975.7,level,t_plus_31d,1996-03-02,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-02,128968.3,level,t_plus_31d,1996-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-03,128146.1,level,t_plus_31d,1996-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-04,128711.2,level,t_plus_31d,1996-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-05,106867.7,level,t_plus_31d,1996-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-06,109777.7,level,t_plus_31d,1996-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-07,106896.2,level,t_plus_31d,1996-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-08,109869.4,level,t_plus_31d,1996-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-09,107645.9,level,t_plus_31d,1996-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-10,104631.8,level,t_plus_31d,1996-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-11,104299.4,level,t_plus_31d,1996-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1996-12,104779.3,level,t_plus_31d,1997-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-01,100968.3,level,t_plus_31d,1997-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-02,104035.0,level,t_plus_31d,1997-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-03,107792.7,level,t_plus_31d,1997-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-04,106030.2,level,t_plus_31d,1997-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-05,107925.2,level,t_plus_31d,1997-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-06,105404.2,level,t_plus_31d,1997-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-07,107195.6,level,t_plus_31d,1997-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-08,107328.4,level,t_plus_31d,1997-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-09,106540.3,level,t_plus_31d,1997-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-10,105364.6,level,t_plus_31d,1997-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-11,108183.4,level,t_plus_31d,1997-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1997-12,111948.0,level,t_plus_31d,1998-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-01,113597.5,level,t_plus_31d,1998-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-02,112122.9,level,t_plus_31d,1998-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-03,112332.4,level,t_plus_31d,1998-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-04,112521.3,level,t_plus_31d,1998-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-05,113369.4,level,t_plus_31d,1998-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-06,108578.0,level,t_plus_31d,1998-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-07,107407.7,level,t_plus_31d,1998-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-08,108345.1,level,t_plus_31d,1998-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-09,107936.5,level,t_plus_31d,1998-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-10,107879.5,level,t_plus_31d,1998-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-11,107404.7,level,t_plus_31d,1998-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1998-12,108055.0,level,t_plus_31d,1999-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-01,109408.1,level,t_plus_31d,1999-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-02,108471.5,level,t_plus_31d,1999-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-03,109352.4,level,t_plus_31d,1999-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-04,109406.2,level,t_plus_31d,1999-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-05,110388.9,level,t_plus_31d,1999-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-06,111516.6,level,t_plus_31d,1999-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-07,111886.2,level,t_plus_31d,1999-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-08,112574.4,level,t_plus_31d,1999-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-09,112907.5,level,t_plus_31d,1999-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-10,113390.4,level,t_plus_31d,1999-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-11,111711.4,level,t_plus_31d,1999-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-12,113107.2,level,t_plus_31d,2000-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-01,118559.7,level,t_plus_31d,2000-03-02,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-02,118596.4,level,t_plus_31d,2000-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-03,117071.1,level,t_plus_31d,2000-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-04,113191.9,level,t_plus_31d,2000-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-05,112228.0,level,t_plus_31d,2000-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-06,114209.7,level,t_plus_31d,2000-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-07,115959.9,level,t_plus_31d,2000-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-08,116999.9,level,t_plus_31d,2000-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-09,117820.6,level,t_plus_31d,2000-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-10,119661.0,level,t_plus_31d,2000-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-11,119444.6,level,t_plus_31d,2000-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-12,123815.5,level,t_plus_31d,2001-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-01,129341.1,level,t_plus_31d,2001-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-02,140687.9,level,t_plus_31d,2001-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-03,145538.6,level,t_plus_31d,2001-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-04,143897.8,level,t_plus_31d,2001-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-05,149386.5,level,t_plus_31d,2001-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-06,151447.6,level,t_plus_31d,2001-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-07,148243.8,level,t_plus_31d,2001-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-08,145862.1,level,t_plus_31d,2001-10-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-09,129452.6,level,t_plus_31d,2001-10-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-10,138288.9,level,t_plus_31d,2001-12-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-11,139811.9,level,t_plus_31d,2001-12-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-12,143146.0,level,t_plus_31d,2002-01-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-01,145222.9,level,t_plus_31d,2002-03-03,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-02,147283.3,level,t_plus_31d,2002-03-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-03,148048.7,level,t_plus_31d,2002-05-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-04,150377.8,level,t_plus_31d,2002-05-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-05,152832.9,level,t_plus_31d,2002-07-01,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-06,156590.2,level,t_plus_31d,2002-07-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-07,159011.0,level,t_plus_31d,2002-08-31,"current, downloaded 2026-09-12",M,
59,,cnb_arad:SUCM102211XXX101101,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-08,161382.7,level,t_plus_31d,2002-10-01,"current, downloaded 2026-09-12",M,
