origin,loss_difference
2019-05,0.29814621916389916
2019-06,-0.12600579259196001
2019-07,-1.418805596778066
2019-08,-0.007076127249598496
2019-09,4.398797940850194
2019-10,-2.0328170851945853
2019-11,3.697961107624451
2019-12,3.245915799602758
2020-01,-0.5252209591952102
2020-02,0.7852896291226934
2020-03,-3.7906385262152265
2020-04,-5.2987702651553565
2020-05,-6.667929592035158
2020-06,-8.588355301943958
2020-07,-1.7424436383845727
2020-08,-2.329827820003857
2020-09,0.18587842101717467
2020-10,0.6329512428044162
2020-11,-0.4191650387094356
2020-12,1.0211786112246144
2021-01,0.14424985636170745
2021-02,1.0429373318207538
2021-03,0.05746086770808663
2021-04,0.22817439157077768
2021-05,0.07596385015783606
2021-06,-0.5301516463061634
2021-07,-4.066202592777959
2021-08,-2.3557678298023736
2021-09,0.5915193368032554
2021-10,-4.712667054543346
2021-11,-17.789437354436714
2021-12,-18.111461880505885
2022-01,-18.400118579618606
2022-02,-0.1300568516659979
2022-03,-2.5240156691078823
2022-04,-11.61836299289233
2022-05,-4.646358027442741
2022-06,-2.399706369061999
2022-07,-0.3689098904561021
2022-08,5.448551232357875
2022-09,8.673511899917386
2022-10,1.9068645221419542
2022-11,-0.42624865214026875
2022-12,0.8556167520110084
2023-01,-3.751169575113283
2023-02,-7.247556785027015
2023-03,-9.633350144330263
2023-04,-0.9882237281444565
2023-05,-0.9149103330334089
2023-06,-3.1672930800177674
2023-07,-6.730509530746419
2023-08,-6.4921192010753614
2023-09,-4.527461189265317
2023-10,-2.7149570135864574
2023-11,-3.358284869031426
2023-12,-2.5181411602491095
2024-01,-0.32271433374390535
2024-02,-4.009518097641888
2024-03,-8.525519232482452
2024-04,-2.600178781290553
2024-05,-3.1196446008803402
2024-06,-4.4211811102575
2024-07,-5.373681773091058
2024-08,-0.587650654362098
2024-09,0.13438166379904223
2024-10,0.2721231394183813
2024-11,0.3374139375471076
2024-12,0.6242658152033937
2025-01,0.04932903974832628
2025-02,0.6804946275882077
2025-03,0.18723821823152303
2025-04,0.7750471115018629
2025-05,-0.04250182132295788
2025-06,-1.308035470427714
2025-07,-1.1381337561428604
2025-08,-1.9987504426766574
2025-09,-3.108053650396518
2025-10,-1.8539282373550776
2025-11,-2.495347688150362
2025-12,-1.441494338845267
2026-01,2.026634044677321
