clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,mean,size
report,2024-05-09,2024-04-26,2024Q3,2,2024-03,2024-04-09 21:59:00+00:00,FOOD_ECM_R27,2.497974525279259,2.3104616266815143,0.1875128985977445,0.3838795452792589,0.1963666466815143,0.0088537480837698,0.0033987727884146,False,False,True,2.497974525279259,3
report,2024-05-09,2024-04-26,2024Q4,3,2024-03,2024-04-09 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.9631751133464106,2.8836531940027847,0.0795219193436258,0.4479982533464106,0.3684763340027848,0.2889544146591589,0.1294510730640377,True,False,True,2.9631751133464106,3
report,2024-05-09,2024-04-26,2024Q4,3,2024-03,2024-04-09 21:59:00+00:00,FOOD_ECM_R27,3.204744453788791,2.8836531940027847,0.321091259786006,0.6895675937887908,0.3684763340027848,0.0473850742167787,0.0326752116091673,False,False,True,3.204744453788791,3
report,2024-05-09,2024-04-26,2025Q1,4,2024-03,2024-04-09 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.7441753406749783,2.731002175839953,0.0131731648350252,0.3929173506749781,0.3797441858399528,0.3665710210049275,0.1440321144074779,True,False,True,2.7441753406749783,3
report,2024-05-09,2024-04-26,2025Q1,4,2024-03,2024-04-09 21:59:00+00:00,FOOD_ECM_R27,2.985230869936001,2.731002175839953,0.2542286940960485,0.6339728799360014,0.3797441858399528,0.1255154917439043,0.0795734177774664,False,False,True,2.9852308699360015,3
report,2024-08-08,2024-07-26,2024Q3,1,2024-06,2024-07-09 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.0813513827975267,2.3104616266815143,-0.2291102438839876,0.0420653449280967,0.2711755888120843,0.0420653449280967,0.0210446961150003,False,False,True,2.0813513827975263,3
report,2024-08-08,2024-07-26,2024Q3,1,2024-06,2024-07-09 21:59:00+00:00,FOOD_ECM_R27,2.1692348040856126,2.3104616266815143,-0.1412268225959017,0.1299487662161826,0.2711755888120843,0.1299487662161826,0.0535911845470463,False,False,True,2.169234804085613,3
report,2024-08-08,2024-07-26,2024Q4,2,2024-06,2024-07-09 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.578172668583929,2.8836531940027847,-0.3054805254188553,0.2619827985839293,0.5674633240027847,0.2619827985839293,0.2286962726781094,True,False,True,2.578172668583929,3
report,2024-08-08,2024-07-26,2024Q4,2,2024-06,2024-07-09 21:59:00+00:00,FOOD_ECM_R27,2.7369218278716523,2.8836531940027847,-0.1467313661311324,0.4207319578716522,0.5674633240027847,0.4207319578716522,0.3004845302815809,True,False,True,2.7369218278716523,3
report,2024-08-08,2024-07-26,2025Q1,3,2024-06,2024-07-09 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.2091903494776792,2.731002175839953,-0.5218118263622737,0.022367309477679,0.5441791358399528,0.022367309477679,0.023843349751986,False,False,True,2.2091903494776792,3
report,2024-08-08,2024-07-26,2025Q1,3,2024-06,2024-07-09 21:59:00+00:00,FOOD_ECM_R27,2.381217449649959,2.731002175839953,-0.349784726189994,0.1943944096499588,0.5441791358399528,0.1943944096499588,0.1737815772077087,True,False,True,2.381217449649959,3
report,2024-08-08,2024-07-26,2025Q2,4,2024-06,2024-07-09 21:59:00+00:00,FOOD_NORM_SHIFT_R24,1.8684222793539764,2.380373322135417,-0.5119510427814407,0.1190816393539764,0.6310326821354171,0.1190816393539764,0.1361083757180138,False,False,True,1.8684222793539764,3
report,2024-08-08,2024-07-26,2025Q2,4,2024-06,2024-07-09 21:59:00+00:00,FOOD_ECM_R27,2.039875836748603,2.380373322135417,-0.3404974853868139,0.2905351967486032,0.6310326821354171,0.2905351967486032,0.2822637083682748,True,False,True,2.039875836748603,3
report,2024-11-14,2024-10-31,2024Q4,1,2024-10,2024-11-10 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.8927211233064427,2.8836531940027847,0.0090679293036579,-0.1292521523299772,-0.1383200816336351,0.1292521523299772,0.0190502176412793,False,False,True,2.8927211233064427,3
report,2024-11-14,2024-10-31,2024Q4,1,2024-10,2024-11-10 22:59:00+00:00,FOOD_ECM_R27,2.873761173343925,2.8836531940027847,-0.0098920206588593,-0.1482121022924944,-0.1383200816336351,0.1284280609747758,0.0190345929104202,False,False,True,2.8737611733439254,3
report,2024-11-14,2024-10-31,2025Q1,2,2024-10,2024-11-10 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.570572395028752,2.731002175839953,-0.1604297808112011,-0.3665587235810181,-0.2061289427698169,0.0456991619586157,0.0167514264762724,False,False,True,2.570572395028752,3
report,2024-11-14,2024-10-31,2025Q1,2,2024-10,2024-11-10 22:59:00+00:00,FOOD_ECM_R27,2.514955723119961,2.731002175839953,-0.2160464527199921,-0.4221753954898091,-0.2061289427698169,-0.0099175099501751,-0.0041869286854893,False,False,True,2.514955723119961,3
report,2024-11-14,2024-10-31,2025Q2,3,2024-10,2024-11-10 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.3352394067019566,2.380373322135417,-0.0451339154334604,-0.2317163232980434,-0.186582407864583,0.1414484924311225,0.0327759246021908,False,False,True,2.3352394067019566,3
report,2024-11-14,2024-10-31,2025Q2,3,2024-10,2024-11-10 22:59:00+00:00,FOOD_ECM_R27,2.267681713616452,2.380373322135417,-0.1126916085189648,-0.2992740163835479,-0.186582407864583,0.0738907993456181,0.0221135962939539,False,False,True,2.267681713616452,3
report,2024-11-14,2024-10-31,2025Q3,4,2024-10,2024-11-10 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.310812600471248,2.498824030135406,-0.1880114296641584,-0.3232490395287524,-0.135237609864594,-0.0527738197995644,-0.0170590865624726,False,False,True,2.3108126004712477,3
report,2024-11-14,2024-10-31,2025Q3,4,2024-10,2024-11-10 22:59:00+00:00,FOOD_ECM_R27,2.243271033000809,2.498824030135406,-0.2555529971345969,-0.3907906069991909,-0.135237609864594,-0.1203153872700029,-0.0470181232225871,False,False,True,2.243271033000809,3
report,2025-02-13,2025-01-24,2025Q1,1,2025-01,2025-02-05 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.544192229252059,2.731002175839953,-0.186809946587894,-0.0312730570585011,0.1555368895293929,-0.0312730570585011,-0.0107062321396932,False,False,False,2.5441922292520593,3
report,2025-02-13,2025-01-24,2025Q1,1,2025-01,2025-02-05 22:59:00+00:00,FOOD_ECM_R27,2.54914652639046,2.731002175839953,-0.1818556494494929,-0.0263187599201,0.1555368895293929,-0.0263187599201,-0.0088797532322182,False,False,False,2.54914652639046,3
report,2025-02-13,2025-01-24,2025Q2,2,2025-01,2025-02-05 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.312978854742646,2.380373322135417,-0.0673944673927708,0.0780987647426463,0.1454932321354172,0.0780987647426463,0.0166262663620551,False,False,True,2.312978854742646,3
report,2025-02-13,2025-01-24,2025Q2,2,2025-01,2025-02-05 22:59:00+00:00,FOOD_ECM_R27,2.3275554296645056,2.380373322135417,-0.0528178924709115,0.0926753396645057,0.1454932321354172,0.0926753396645057,0.0183785508321416,False,False,True,2.3275554296645056,3
report,2025-02-13,2025-01-24,2025Q3,3,2025-01,2025-02-05 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.2731150426943856,2.498824030135406,-0.2257089874410205,-0.1172581173056146,0.1084508701354058,-0.1172581173056146,-0.039182955778524,False,False,False,2.2731150426943856,3
report,2025-02-13,2025-01-24,2025Q3,3,2025-01,2025-02-05 22:59:00+00:00,FOOD_ECM_R27,2.2908507413218944,2.498824030135406,-0.2079732888135117,-0.0995224186781058,0.1084508701354058,-0.0995224186781058,-0.0314912976267816,False,False,False,2.290850741321895,3
report,2025-02-13,2025-01-24,2025Q4,4,2025-01,2025-02-05 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.26880251593515,2.233358733189064,0.0354437827460865,-0.1297207940648497,-0.1651645768109362,0.1297207940648497,0.0260230756977838,False,False,True,2.26880251593515,3
report,2025-02-13,2025-01-24,2025Q4,4,2025-01,2025-02-05 22:59:00+00:00,FOOD_ECM_R27,2.2865374667055627,2.233358733189064,0.053178733516499,-0.1119858432944371,-0.1651645768109362,0.1119858432944371,0.0244513597347168,False,False,True,2.2865374667055622,3
report,2025-05-15,2025-04-25,2025Q2,1,2025-04,2025-05-05 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.54554113121825,2.380373322135417,0.165167809082833,0.1644204319841402,-0.0007473770986927,-0.1644204319841402,-0.0272798465846955,False,True,False,2.54554113121825,3
report,2025-05-15,2025-04-25,2025Q2,1,2025-04,2025-05-05 21:59:00+00:00,FOOD_ECM_R27,2.5252490478157683,2.380373322135417,0.1448757256803512,0.1441283485816584,-0.0007473770986927,-0.1441283485816584,-0.0209884173188807,False,False,False,2.5252490478157683,3
report,2025-05-15,2025-04-25,2025Q3,2,2025-04,2025-05-05 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.619816663434168,2.498824030135406,0.120992633298762,0.1493881934341683,0.0283955601354062,-0.0925970731633558,-0.0138329094771652,False,False,True,2.6198166634341686,3
report,2025-05-15,2025-04-25,2025Q3,2,2025-04,2025-05-05 21:59:00+00:00,FOOD_ECM_R27,2.5603936914194163,2.498824030135406,0.0615696612840102,0.0899652214194164,0.0283955601354062,-0.0331741011486039,-0.0029845153552242,False,False,True,2.560393691419416,3
report,2025-05-15,2025-04-25,2025Q4,3,2025-04,2025-05-05 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.748671198011724,2.233358733189064,0.5153124648226601,0.3236800780117237,-0.1916323868109364,-0.3236800780117237,-0.2288239647267489,False,True,False,2.7486711980117238,3
report,2025-05-15,2025-04-25,2025Q4,3,2025-04,2025-05-05 21:59:00+00:00,FOOD_ECM_R27,2.6761777186144897,2.233358733189064,0.4428189854254261,0.2511865986144896,-0.1916323868109364,-0.2511865986144896,-0.1593656821783473,False,True,False,2.6761777186144897,3
report,2025-05-15,2025-04-25,2026Q1,4,2025-04,2025-05-05 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.6287078721126025,1.6208666864394388,1.0078411856731635,0.3250671921126025,-0.6827739935605612,-0.3250671921126025,-0.5495635292564511,False,True,False,2.6287078721126025,3
report,2025-05-15,2025-04-25,2026Q1,4,2025-04,2025-05-05 21:59:00+00:00,FOOD_ECM_R27,2.556299031852723,1.6208666864394388,0.935432345413284,0.2526583518527228,-0.6827739935605612,-0.2526583518527228,-0.4088533465627601,False,True,False,2.556299031852723,3
report,2025-08-14,2025-07-25,2025Q3,1,2025-07,2025-08-04 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.617284334829012,2.498824030135406,0.1184603046936052,-0.0687542180165485,-0.1872145227101538,0.0687542180165485,0.0210164337254889,False,False,True,2.617284334829012,3
report,2025-08-14,2025-07-25,2025Q3,1,2025-07,2025-08-04 21:59:00+00:00,FOOD_ECM_R27,2.5961077596685485,2.498824030135406,0.0972837295331423,-0.0899307931770114,-0.1872145227101538,0.0899307931770114,0.0255851534817131,False,False,True,2.5961077596685485,3
report,2025-08-14,2025-07-25,2025Q4,2,2025-07,2025-08-04 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.687889242070078,2.233358733189064,0.4545305088810143,0.0362228720700779,-0.4183076368109364,-0.0362228720700779,-0.0316167044892835,False,False,False,2.687889242070078,3
report,2025-08-14,2025-07-25,2025Q4,2,2025-07,2025-08-04 21:59:00+00:00,FOOD_ECM_R27,2.625313977884177,2.233358733189064,0.3919552446951133,-0.026352392115823,-0.4183076368109364,0.026352392115823,0.0213523651703441,False,False,True,2.625313977884177,3
report,2025-08-14,2025-07-25,2026Q1,3,2025-07,2025-08-04 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.496686760304245,1.6208666864394388,0.8758200738648061,-0.0612337496957553,-0.9370538235605614,0.0612337496957553,0.1110090664649133,False,False,True,2.496686760304245,3
report,2025-08-14,2025-07-25,2026Q1,3,2025-07,2025-08-04 21:59:00+00:00,FOOD_ECM_R27,2.42053974894474,1.6208666864394388,0.7996730625053015,-0.1373807610552599,-0.9370538235605614,0.1373807610552599,0.2385928613528599,False,False,True,2.42053974894474,3
report,2025-08-14,2025-07-25,2026Q2,4,2025-07,2025-08-04 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.6731572424780463,2.045921946260844,0.6272352962172025,0.1918465524780463,-0.4353887437391561,-0.1918465524780463,-0.2038607586459212,False,True,False,2.6731572424780463,3
report,2025-08-14,2025-07-25,2026Q2,4,2025-07,2025-08-04 21:59:00+00:00,FOOD_ECM_R27,2.5968791273703578,2.045921946260844,0.550957181109514,0.1155684373703578,-0.4353887437391561,-0.1155684373703578,-0.1139904572413812,False,False,False,2.5968791273703578,3
report,2025-11-13,2025-10-24,2025Q4,1,2025-10,2025-11-04 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.24564799377384,2.233358733189064,0.0122892605847759,0.0316033454647994,0.0193140848800235,0.0070248242952475,0.0002220079490322,False,False,True,2.245647993773839,3
report,2025-11-13,2025-10-24,2025Q4,1,2025-10,2025-11-04 22:59:00+00:00,FOOD_ECM_R27,2.232662160621007,2.233358733189064,-0.0006965725680565,0.0186175123119669,0.0193140848800235,0.0186175123119669,0.0003725486614101,False,False,True,2.232662160621007,3
report,2025-11-13,2025-10-24,2026Q1,2,2025-10,2025-11-04 22:59:00+00:00,FOOD_NORM_SHIFT_R24,1.9662175423396335,1.6208666864394388,0.345350855900195,-0.2100583276603662,-0.5554091835605612,0.2100583276603662,0.1892121475124119,True,False,True,1.9662175423396338,3
report,2025-11-13,2025-10-24,2026Q1,2,2025-10,2025-11-04 22:59:00+00:00,FOOD_ECM_R27,1.9280369093039136,1.6208666864394388,0.307170222864475,-0.2482389606960862,-0.5554091835605612,0.2482389606960862,0.2141258153687979,True,False,True,1.9280369093039138,3
report,2025-11-13,2025-10-24,2026Q2,3,2025-10,2025-11-04 22:59:00+00:00,FOOD_NORM_SHIFT_R24,2.099117472319504,2.045921946260844,0.0531955260586598,-0.1020102376804965,-0.1552057637391564,0.1020102376804965,0.0212590651051972,False,False,True,2.0991174723195036,3
report,2025-11-13,2025-10-24,2026Q2,3,2025-10,2025-11-04 22:59:00+00:00,FOOD_ECM_R27,2.052562165691852,2.045921946260844,0.006640219431008,-0.1485655443081484,-0.1552057637391564,0.1485655443081484,0.0240447365837629,False,False,True,2.052562165691852,3
report,2026-02-12,2026-01-23,2026Q1,1,2026-01,2026-02-04 22:59:00+00:00,FOOD_NORM_SHIFT_R24,1.565304785677445,1.6208666864394388,-0.0555619007619938,-0.0062433045234251,0.0493185962385687,-0.0062433045234251,-0.0006548008813426,False,False,False,1.565304785677445,3
report,2026-02-12,2026-01-23,2026Q1,1,2026-01,2026-02-04 22:59:00+00:00,FOOD_ECM_R27,1.5813873391064774,1.6208666864394388,-0.0394793473329613,0.0098392489056073,0.0493185962385687,0.0098392489056073,0.0008737050691063,False,False,True,1.5813873391064774,3
report,2026-02-12,2026-01-23,2026Q2,2,2026-01,2026-02-04 22:59:00+00:00,FOOD_NORM_SHIFT_R24,1.6372824846243736,2.045921946260844,-0.4086394616364701,0.1261219046243735,0.5347613662608437,0.1261219046243735,0.11898350923862,False,False,True,1.6372824846243736,3
report,2026-02-12,2026-01-23,2026Q2,2,2026-01,2026-02-04 22:59:00+00:00,FOOD_ECM_R27,1.6847779776368583,2.045921946260844,-0.3611439686239854,0.1736173976368582,0.5347613662608437,0.1736173976368582,0.155544752771682,True,False,True,1.6847779776368583,3
report,2026-05-14,2026-04-24,2026Q2,1,2026-04,2026-05-05 21:59:00+00:00,FOOD_NORM_SHIFT_R24,2.330334977040495,2.045921946260844,0.2844130307796511,0.151257314514055,-0.133155716265596,-0.151257314514055,-0.0631603273030628,False,True,False,2.330334977040495,3
report,2026-05-14,2026-04-24,2026Q2,1,2026-04,2026-05-05 21:59:00+00:00,FOOD_ECM_R27,2.356081088022436,2.045921946260844,0.3101591417615918,0.1770034254959958,-0.133155716265596,-0.1770034254959958,-0.0784682484440833,False,True,False,2.3560810880224357,3
