origin,group,clock,panel_clock,z,z_change3,z_change12,unemployment_change3,ulc_growth12,ip_growth3,cost_26_mean3,cost_45_mean3,cost_47_mean3,fx3,cost_62_mean3
2011-11,services,2011-12-08 23:59:00,2011-12-08 00:00:00,0.5982071677547464,0.099453016650839,-0.8906540816203191,-0.09999999999999964,0.5427421735365237,-0.3539387612031158,,,,,
2011-11,goods,2011-12-08 23:59:00,2011-12-08 00:00:00,-1.918281941677397,0.7161155922827984,1.8519047767237529,,,,0.004619360559742155,0.00036330612134172213,0.0007230660825152668,2.061509505655378,-0.052867091979296475
2011-12,services,2012-01-08 23:59:00,2012-01-08 00:00:00,0.5982071677547464,0.099453016650839,-0.6934153588998865,0.1999999999999993,0.950448431156398,0.9738357149448824,,,,,
2011-12,goods,2012-01-08 23:59:00,2012-01-08 00:00:00,-1.8163970627671167,0.7153837356618711,2.16168993841734,,,,0.005943427179886552,0.0018145571937253635,0.0025238988436312817,4.7468992748165775,-0.03407035977320246
2012-01,services,2012-02-15 23:59:00,2012-02-15 00:00:00,0.6975613736425241,0.2983592466887788,-0.6927291432566178,-0.09999999999999964,0.950448431156398,2.1915568374293874,,,,,
2012-01,goods,2012-02-15 23:59:00,2012-02-15 00:00:00,-2.1223636451626673,0.3069056117417892,1.6478230732384826,,,,0.010605507838133176,0.0014492776453677674,0.0025211717524150266,3.8269568535025864,0.013792897960763995
2012-02,services,2012-03-08 23:59:00,2012-03-08 00:00:00,1.6857117066422904,1.087504538887544,0.9881503329997663,0.09999999999999964,0.950448431156398,2.5079150643960197,,,,,
2012-02,goods,2012-03-08 23:59:00,2012-03-08 00:00:00,-1.8163970627671167,0.10188487891028042,1.4359221077888868,,,,0.008298693556608616,0.004687295552192161,0.004305764928611566,2.7155300987479785,0.0308459550715036
2012-03,services,2012-04-09 23:59:00,2012-04-09 00:00:00,1.7839918128331003,1.1857846450783538,1.1857846450783538,0.5,0.7692345623155645,0.4648191160450309,,,,,
2012-03,goods,2012-04-09 23:59:00,2012-04-09 00:00:00,-1.612938192988363,0.2034588697787536,1.4329825554824918,,,,0.009946414822448435,0.003957592810095001,0.0028612478971306032,-1.631913270526851,0.027847160067932936
2012-04,services,2012-05-09 23:59:00,2012-05-09 00:00:00,1.6857117066422904,0.9881503329997663,1.087504538887544,0.40000000000000036,0.7692345623155645,-0.8415684847476129,,,,,
2012-04,goods,2012-05-09 23:59:00,2012-05-09 00:00:00,-1.8163970627671167,0.30596658239555063,1.1264840063140973,,,,0.003266164527966404,0.004667101910697784,0.003568913464807958,-3.343540316854261,-0.004499288529945448
2012-05,services,2012-06-10 23:59:00,2012-06-10 00:00:00,1.7839918128331003,0.09828010619080985,1.285237661729193,0.20000000000000018,0.7692345623155645,-1.7815981444482625,,,,,
2012-05,goods,2012-06-10 23:59:00,2012-06-10 00:00:00,-1.612938192988363,0.2034588697787536,1.1241814866248363,,,,-0.0017314303340807344,0.0014290840038733894,0.0021322034322309356,-2.912923761649659,-0.032265937182243874
2012-06,services,2012-07-10 23:59:00,2012-07-10 00:00:00,1.8821754240587758,0.09818361122567554,1.3834212729548685,-0.09999999999999964,2.8243212313395154,0.3245559227541976,,,,,
2012-06,goods,2012-07-10 23:59:00,2012-07-10 00:00:00,-1.612938192988363,0.0,1.329942876092851,,,,-0.005035058300565408,0.0010712382010318322,0.0017758877025958835,1.1159101561352132,-0.042921848481271375
2012-07,services,2012-08-08 23:59:00,2012-08-08 00:00:00,1.8821754240587758,0.19646371741648538,1.3834212729548685,-0.10000000000000053,2.8243212313395154,-0.364467464298379,,,,,
2012-07,goods,2012-08-08 23:59:00,2012-08-08 00:00:00,-1.8163970627671167,0.0,0.9207226168460827,,,,0.004608174466331998,-0.0014290840038733894,-0.0010666675768901495,3.836152150459844,-0.028946068314272228
2012-08,services,2012-09-09 23:59:00,2012-09-09 00:00:00,1.7839918128331003,0.0,1.285237661729193,0.0,2.8243212313395154,-0.3075186342655361,,,,,
2012-08,goods,2012-09-09 23:59:00,2012-09-09 00:00:00,-2.020270731751945,-0.4073325387635818,0.6141268022082507,,,,0.006616212667459059,-0.002145930158282757,-0.0028459795793454035,2.528353182124097,-0.020176963272159416
2012-09,services,2012-10-08 23:59:00,2012-10-08 00:00:00,1.6857117066422904,-0.19646371741648538,1.1869575555383831,0.20000000000000018,3.3269868218318766,-0.06749273424155544,,,,,
2012-09,goods,2012-10-08 23:59:00,2012-10-08 00:00:00,-2.020270731751945,-0.4073325387635818,0.5115100666770429,,,,0.003614691636431825,-0.00035669701994815267,0.0,-1.1998078059296264,0.028612663536066247
2012-10,services,2012-11-08 23:59:00,2012-11-08 00:00:00,1.8821754240587758,0.0,1.4829732971050305,0.10000000000000053,3.3269868218318766,-2.9701075145164295,,,,,
2012-10,goods,2012-11-08 23:59:00,2012-11-08 00:00:00,-2.224560894731972,-0.4081638319648553,0.20470836217248456,,,,-0.0033403545182221516,0.001072386983925237,0.0014214662621524117,-3.613511541966898,0.018990544084853234
2012-11,services,2012-12-09 23:59:00,2012-12-09 00:00:00,1.7839918128331003,0.0,1.1857846450783538,0.2999999999999998,3.3269868218318766,-1.63642273993227,,,,,
2012-11,goods,2012-12-09 23:59:00,2012-12-09 00:00:00,-2.224560894731972,-0.2042901629800271,-0.30627895305457487,,,,-0.007368600923246232,0.002145930158282757,0.0028459795793454035,-1.9694117024160718,0.012445105565191147
2012-12,services,2013-01-08 23:59:00,2013-01-08 00:00:00,1.4888612493750655,-0.19685045726722494,0.8906540816203191,0.39999999999999947,2.4033199444156192,-4.10037845189553,,,,,
2012-12,goods,2013-01-08 23:59:00,2013-01-08 00:00:00,-2.020270731751945,0.0,-0.20387366898482817,,,,-0.004699250655465374,0.0007130127495832047,0.0007077143493591601,1.36947659798881,-0.0008938558856552703
2013-01,services,2013-02-10 23:59:00,2013-02-10 00:00:00,1.2916225266546328,-0.590552897404143,0.5940611530121087,0.1999999999999993,2.4033199444156192,-0.28638566218176975,,,,,
2013-01,goods,2013-02-10 23:59:00,2013-02-10 00:00:00,-2.020270731751945,0.2042901629800271,0.10209291341072246,,,,-0.00037666306579508396,0.0,0.0003544214404434716,1.9421196243147079,0.007857525472574345
2013-02,services,2013-03-10 23:59:00,2013-03-10 00:00:00,1.390290516899142,-0.3937012959339583,-0.29542118974314846,-0.2999999999999998,2.4033199444156192,-0.7369896070981218,,,,,
2013-02,goods,2013-03-10 23:59:00,2013-03-10 00:00:00,-2.020270731751945,0.2042901629800271,-0.20387366898482817,,,,0.0002981009972818592,0.003193212285604652,0.0010610088533737165,2.475324893953407,0.02170786846665873
2013-03,services,2013-04-08 23:59:00,2013-04-08 00:00:00,1.4888612493750655,0.0,-0.2951305634580348,-0.1999999999999993,3.142936253029225,-1.592552660997854,,,,,
2013-03,goods,2013-04-08 23:59:00,2013-04-08 00:00:00,-1.8163970627671167,0.20387366898482817,-0.2034588697787536,,,,0.0009621118410286905,0.0028368965559696,0.0003532945040145563,0.43665614904660316,-0.018708304848793784
2013-04,services,2013-05-09 23:59:00,2013-05-09 00:00:00,1.390290516899142,0.09866799024450912,-0.29542118974314846,0.20000000000000018,3.142936253029225,-1.4814005372052026,,,,,
2013-04,goods,2013-05-09 23:59:00,2013-05-09 00:00:00,-1.71461588349705,0.30565484825489486,0.10178117927006669,,,,-0.0026918028396863344,0.0035499093055528044,0.0007077143493591601,1.753258479735777,-0.033893715786714886
2013-05,services,2013-06-09 23:59:00,2013-06-09 00:00:00,1.0939940038334364,-0.2962965130657056,-0.6899978089996639,0.10000000000000053,3.142936253029225,-2.2346956668736238,,,,,
2013-05,goods,2013-06-09 23:59:00,2013-06-09 00:00:00,-1.4098924379501634,0.6103782938017814,0.20304575503819966,,,,0.003981760070612579,-0.0017702289790794505,-0.0021254057130922397,1.0777685400472363,-0.041666272025764485
2013-06,services,2013-07-08 23:59:00,2013-07-08 00:00:00,0.6975613736425241,-0.7912998757325413,-1.1846140504162517,-0.10000000000000053,1.5075662405447396,2.6297995516433423,,,,,
2013-06,goods,2013-07-08 23:59:00,2013-07-08 00:00:00,-1.511363781004817,0.3050332817622996,0.101574411983546,,,,0.00265241301129412,-0.002480961302359752,-0.0028368965559696,1.6081335556645215,-0.02633558902489626
2013-07,services,2013-08-08 23:59:00,2013-08-08 00:00:00,0.39920212695374535,-0.9910883899453966,-1.4829732971050305,-0.5999999999999996,1.5075662405447396,2.0514152773032914,,,,,
2013-07,goods,2013-08-08 23:59:00,2013-08-08 00:00:00,-1.106094735942494,0.608521147554556,0.7103023268246227,,,,0.0026524130112941108,-0.0021254057130922397,-0.0024836020519550437,0.38504218856306605,-0.01743718533360224
2013-08,services,2013-09-08 23:59:00,2013-09-08 00:00:00,0.39920212695374535,-0.694791876879691,-1.384789685879355,-0.3000000000000007,1.5075662405447396,2.9189703396399915,,,,,
2013-08,goods,2013-09-08 23:59:00,2013-09-08 00:00:00,-0.803217169726426,0.6066752682237374,1.217053562025519,,,,-0.0036842793970303794,0.0,0.0007099754192750515,0.4209394309507394,-0.0002398101224700966
2013-09,services,2013-10-08 23:59:00,2013-10-08 00:00:00,0.49875415110390736,-0.19880722253861677,-1.1869575555383831,-0.09999999999999964,1.041676085825558,3.382208038915972,,,,,
2013-09,goods,2013-10-08 23:59:00,2013-10-08 00:00:00,-0.9040744652149064,0.6072893157899106,1.1161962665370384,,,,-0.0023549323377118903,0.0007107323232803017,0.0007114908428773603,-0.2746244981247208,-0.00022084686480106086
2013-10,services,2013-11-10 23:59:00,2013-11-10 00:00:00,0.2995508979798479,-0.09965122897389744,-1.582624526078928,0.2999999999999998,1.041676085825558,2.044752973710705,,,,,
2013-10,goods,2013-11-10 23:59:00,2013-11-10 00:00:00,-1.0050335853501442,0.10106115059234977,1.2195273093818277,,,,-0.004364988679908918,0.0003551767340127891,0.0014214662621524117,0.10087686119665758,0.011947607629744894
2013-11,services,2013-12-08 23:59:00,2013-12-08 00:00:00,0.49875415110390736,0.09955202415016201,-1.285237661729193,0.0,1.041676085825558,1.9304930410424561,,,,,
2013-11,goods,2013-12-08 23:59:00,2013-12-08 00:00:00,-0.702461493696446,0.10075567602998003,1.522099401035526,,,,-0.0016822109522994695,-0.0014229833065252013,-0.0024915581389019317,-1.127765939676013,-0.010043001024226506
2013-12,services,2014-01-08 23:59:00,2014-01-08 00:00:00,0.7968169649176874,0.29806281381378,-0.6920442844573781,-0.10000000000000053,0.7884403524149055,0.8728302319856702,,,,,
2013-12,goods,2014-01-08 23:59:00,2014-01-08 00:00:00,-1.2072581234269237,-0.3031836582120173,0.8130126083250211,,,,-0.007031707242454087,0.0010632651227000522,0.0014184418567128414,4.198329995793461,0.0036505409632171157
2014-01,services,2014-02-11 23:59:00,2014-02-11 00:00:00,0.9950330853168083,0.6954821873369604,-0.2965894413378245,-0.20000000000000018,0.7884403524149055,3.095887354131336,,,,,
2014-01,goods,2014-02-11 23:59:00,2014-02-11 00:00:00,-0.803217169726426,0.20181641562371821,1.217053562025519,,,,0.007434731269064456,0.0035311064672217305,0.004578342796717649,6.493350652461245,-0.0005734245414208416
2014-02,services,2014-03-09 23:59:00,2014-03-09 00:00:00,-0.10005003335835334,-0.5988041844622607,-1.4903405502574953,-0.09999999999999964,0.7884403524149055,3.095887354131336,,,,,
2014-02,goods,2014-03-09 23:59:00,2014-03-09 00:00:00,-0.40080213975388185,0.3016593539425641,1.619468591998063,,,,0.01372110451476319,0.0010678065725124124,0.007419490200314331,6.874860334168104,0.0031109202395794475
2014-03,services,2014-04-08 23:59:00,2014-04-08 00:00:00,-0.10005003335835334,-0.8968669982760408,-1.5889112827334189,-0.5999999999999996,-1.873883688624741,-1.0202673286600585,,,,,
2014-03,goods,2014-04-08 23:59:00,2014-04-08 00:00:00,-0.40080213975388185,0.8064559836730418,1.4155949230132348,,,,0.016072079835391873,-0.0014184418567128414,0.004568688634789098,1.9055903285268023,-0.008666786421034208
2014-04,services,2014-05-11 23:59:00,2014-05-11 00:00:00,0.09995003330835331,-0.8950830520084551,-1.2903404835907886,-0.09999999999999964,-1.873883688624741,0.35724230652481126,,,,,
2014-04,goods,2014-05-11 23:59:00,2014-05-11 00:00:00,-0.40080213975388185,0.40241502997254414,1.313813743743168,,,,0.0036156976660703713,-0.00459777404411188,0.0,-0.4479984182407116,0.0024218002302178
2014-05,services,2014-06-08 23:59:00,2014-06-08 00:00:00,0.39920212695374535,0.4992521603120987,-0.694791876879691,-0.20000000000000018,-1.873883688624741,0.35724230652481126,,,,,
2014-05,goods,2014-06-08 23:59:00,2014-06-08 00:00:00,-0.5012541823544282,-0.10045204260054635,0.9086382555957352,,,,-0.0046807319218254385,-0.0007114908428773603,-0.0003495892646947496,-0.12378492132899693,0.0141338513802897
2014-06,services,2014-07-08 23:59:00,2014-07-08 00:00:00,0.6975613736425241,0.7976114070008775,0.0,-0.2999999999999998,1.853048699348828,3.449905519537775,,,,,
2014-06,goods,2014-07-08 23:59:00,2014-07-08 00:00:00,-0.20020026706730776,0.2006018726865741,1.3111635139375093,,,,-0.004680731921825415,-0.0007114908428773603,-0.0006988122755092382,-0.010932347003575121,0.02271019819048033
2014-07,services,2014-08-10 23:59:00,2014-08-10 00:00:00,0.9950330853168083,0.8950830520084551,0.595830958363063,-0.6000000000000005,1.853048699348828,-0.33558401210064265,,,,,
2014-07,goods,2014-08-10 23:59:00,2014-08-10 00:00:00,0.19980026626730563,0.6006024060211874,1.3058950022097995,,,,-0.004013397698267714,0.0,0.0,0.20785858518541506,0.026015384954594545
2014-08,services,2014-09-08 23:59:00,2014-09-08 00:00:00,1.0939940038334364,0.694791876879691,0.694791876879691,-0.5,1.853048699348828,-0.33558401210064265,,,,,
2014-08,goods,2014-09-08 23:59:00,2014-09-08 00:00:00,0.19980026626730563,0.7010544486217338,1.0030174359937316,,,,-0.00033750413924677386,0.0010666675768901495,0.001047669799066379,0.02549765981726056,0.019454052779864266
2014-09,services,2014-10-08 23:59:00,2014-10-08 00:00:00,1.2916225266546328,0.5940611530121087,0.7928683755507255,0.0,0.9026495845972125,-0.6128666460321684,,,,,
2014-09,goods,2014-10-08 23:59:00,2014-10-08 00:00:00,0.2995508979798479,0.49975116504715567,1.2036253631947544,,,,0.0009985029932661528,0.0010666675768901495,0.0013961625995838982,1.36095918478758,0.008743017193414046
2014-10,services,2014-11-09 23:59:00,2014-11-09 00:00:00,1.390290516899142,0.3952574315823336,1.0907396189192942,-0.39999999999999947,0.9026495845972125,1.0639830290698118,,,,,
2014-10,goods,2014-11-09 23:59:00,2014-11-09 00:00:00,0.2995508979798479,0.09975063171254228,1.3045844833299922,,,,0.0033237075720745912,0.0,0.0,0.53407091648792,-0.01939290102332099
2014-11,services,2014-12-08 23:59:00,2014-12-08 00:00:00,1.390290516899142,0.2962965130657056,0.8915363657952347,-0.20000000000000018,0.9026495845972125,2.381240493591179,,,,,
2014-11,goods,2014-12-08 23:59:00,2014-12-08 00:00:00,0.0,-0.19980026626730563,0.702461493696446,,,,0.0023252045788084382,-0.0024942215075570338,-0.002801136932126506,0.44697278114435995,-0.016531423224703207
2014-12,services,2015-01-08 23:59:00,2015-01-08 00:00:00,1.390290516899142,0.09866799024450912,0.5934735519814546,0.0,-0.6566011770890559,1.484938728163242,,,,,
2014-12,goods,2015-01-08 23:59:00,2015-01-08 00:00:00,0.19980026626730563,-0.09975063171254228,1.4070583896942295,,,,0.0019917044676139952,-0.004287304547469321,-0.0056200839558580755,-0.5407172252936717,-0.022992192987726295
2015-01,services,2015-02-08 23:59:00,2015-02-08 00:00:00,1.4888612493750655,0.09857073247592352,0.49382816405825714,0.09999999999999964,-0.6566011770890559,1.2029266105315972,,,,,
2015-01,goods,2015-02-08 23:59:00,2015-02-08 00:00:00,0.49875415110390736,0.19920325312405945,1.3019713208303334,,,,-0.000333500111194443,-0.007928301674480664,-0.009580223002674396,0.130359230511517,-0.03415018211177193
2015-02,services,2015-03-08 23:59:00,2015-03-08 00:00:00,1.5873349156290149,0.1970443987298729,1.6873849489873682,0.10000000000000053,-0.6566011770890559,2.2157462432446806,,,,,
2015-02,goods,2015-03-08 23:59:00,2015-03-08 00:00:00,0.39920212695374535,0.39920212695374535,0.8000042667076273,,,,-0.004020482564336056,-0.009799290328555088,-0.012539540553351122,1.1356588932335963,-0.03883647422045655
2015-03,services,2015-04-08 23:59:00,2015-04-08 00:00:00,1.4888612493750655,0.09857073247592352,1.5889112827334189,-0.2999999999999998,2.1211026031636404,1.1169335878249274,,,,,
2015-03,goods,2015-04-08 23:59:00,2015-04-08 00:00:00,0.39920212695374535,0.19940186068643972,0.8000042667076273,,,,-0.004354316676699321,-0.008374735057892657,-0.01006908633013707,-0.209863665692124,-0.026609123972763566
2015-04,services,2015-05-11 23:59:00,2015-05-11 00:00:00,1.390290516899142,-0.09857073247592352,1.2903404835907886,-0.09999999999999964,2.1211026031636404,2.0840708944898845,,,,,
2015-04,goods,2015-05-11 23:59:00,2015-05-11 00:00:00,0.2995508979798479,-0.19920325312405945,0.7003530377337297,,,,-0.005690323809212273,-0.001828492425557234,-0.0025293707634972407,-0.9270602450652293,0.0024551189362321444
2015-05,services,2015-06-08 23:59:00,2015-06-08 00:00:00,1.2916225266546328,-0.295712388974382,0.8924203997008875,-0.5,2.1211026031636404,-0.2460062027445562,,,,,
2015-05,goods,2015-06-08 23:59:00,2015-06-08 00:00:00,0.39920212695374535,0.0,0.9004563093081736,,,,-0.0010048383628045328,0.0025683487914684258,0.003631117969294569,-1.6336334969771409,0.016054993544486546
2015-06,services,2015-07-08 23:59:00,2015-07-08 00:00:00,1.4888612493750655,0.0,0.7912998757325413,-1.0,-0.6138754698324902,2.9394528268380298,,,,,
2015-06,goods,2015-07-08 23:59:00,2015-07-08 00:00:00,0.49875415110390736,0.09955202415016201,0.6989544181712151,,,,0.002979272811809206,0.00439566809398458,0.005790952739623378,-0.7708568460043522,-0.006685565065945494
2015-07,services,2015-08-09 23:59:00,2015-08-09 00:00:00,1.5873349156290149,0.1970443987298729,0.5923018303122065,-0.7000000000000002,-0.6138754698324902,0.7799866628586024,,,,,
2015-07,goods,2015-08-09 23:59:00,2015-08-09 00:00:00,0.19980026626730563,-0.09975063171254228,0.0,,,,0.00297927281180925,0.001828492425557234,0.0028891477367224048,-0.2669837921265653,-0.03252465414216488
2015-08,services,2015-09-08 23:59:00,2015-09-08 00:00:00,1.4888612493750655,0.19723872272043264,0.3948672455416291,-0.20000000000000018,-0.6138754698324902,0.6003688057584086,,,,,
2015-08,goods,2015-09-08 23:59:00,2015-09-08 00:00:00,0.2995508979798479,-0.09965122897389744,0.09975063171254228,,,,0.0009792668117768858,-0.0007317968544787353,-0.0007230660825152668,-1.2909556921618761,-0.0677365226740309
2015-09,services,2015-10-08 23:59:00,2015-10-08 00:00:00,1.390290516899142,-0.09857073247592352,0.09866799024450912,-0.20000000000000018,-0.2570695503100866,2.323639706111491,,,,,
2015-09,goods,2015-10-08 23:59:00,2015-10-08 00:00:00,0.2995508979798479,-0.19920325312405945,0.0,,,,-0.005014900705033925,-0.004764603752381784,-0.0061562495798357375,-1.3042784596201302,-0.04317909833159798
2015-10,services,2015-11-08 23:59:00,2015-11-08 00:00:00,1.390290516899142,-0.1970443987298729,0.0,-0.20000000000000018,-0.2570695503100866,1.082379470567554,,,,,
2015-10,goods,2015-11-08 23:59:00,2015-11-08 00:00:00,0.5982071677547464,0.39840690148744073,0.29865626977489845,,,,-0.0070290055236881905,-0.006258236465118176,-0.008374735057892657,-0.8237157701927696,-0.025082721170519424
2015-11,services,2015-12-08 23:59:00,2015-12-08 00:00:00,1.4888612493750655,0.0,0.09857073247592352,-0.40000000000000036,-0.2570695503100866,0.18186204323428537,,,,,
2015-11,goods,2015-12-08 23:59:00,2015-12-08 00:00:00,0.6975613736425241,0.3980104756626762,0.6975613736425241,,,,-0.008369040829243413,-0.00554029374534674,-0.007318259548989718,0.044285345964938036,-0.026737348030126284
2015-12,services,2016-01-11 23:59:00,2016-01-11 00:00:00,1.4888612493750655,0.09857073247592352,0.09857073247592352,-0.20000000000000018,-0.13183917532583356,-3.2285710347066274,,,,,
2015-12,goods,2016-01-11 23:59:00,2016-01-11 00:00:00,0.6975613736425241,0.3980104756626762,0.4977611073752185,,,,-0.006693153270254895,-0.004085473612325252,-0.005156640590710637,-0.0036981564694249236,-0.03472051946663749
2016-01,services,2016-02-11 23:59:00,2016-02-11 00:00:00,1.5873349156290149,0.1970443987298729,0.09847366625394938,-0.20000000000000018,-0.13183917532583356,-1.4514381384423143,,,,,
2016-01,goods,2016-02-11 23:59:00,2016-02-11 00:00:00,0.7968169649176874,0.19860979716294103,0.29806281381378,,,,-0.0033430413190877217,-0.0033613730222086247,-0.004080926505225809,-0.20699349447379364,-0.04096734679760535
2016-02,services,2016-03-08 23:59:00,2016-03-08 00:00:00,1.5873349156290149,0.09847366625394938,0.0,-0.2999999999999998,-0.13183917532583356,-0.37130285400885704,,,,,
2016-02,goods,2016-03-08 23:59:00,2016-03-08 00:00:00,0.5982071677547464,-0.09935420588777777,0.199005040801001,,,,-0.005025696751522705,-0.0082960541450842,-0.006726685668125694,-0.28450572498566484,-0.0038930140969381335
2016-03,services,2016-04-10 23:59:00,2016-04-10 00:00:00,1.5873349156290149,0.09847366625394938,0.09847366625394938,-0.2999999999999998,-0.2472189145389148,3.821015849235803,,,,,
2016-03,goods,2016-04-10 23:59:00,2016-04-10 00:00:00,0.7968169649176874,0.09925559127516326,0.39761483796394204,,,,-0.00906207301477247,-0.009091472639886375,-0.008267992455269399,-0.003698293238073594,0.019730307096794242
2016-04,services,2016-05-09 23:59:00,2016-05-09 00:00:00,1.5873349156290149,0.0,0.1970443987298729,-0.5,-0.2472189145389148,3.585304273578918,,,,,
2016-04,goods,2016-05-09 23:59:00,2016-05-09 00:00:00,0.8959741371471904,0.09915717222950304,0.5964232391673425,,,,-0.012749055467914093,-0.007593342777273193,-0.006026529501438856,0.09246075699849414,0.030100052587312593
2016-05,services,2016-06-08 23:59:00,2016-06-08 00:00:00,1.4888612493750655,-0.09847366625394938,0.19723872272043264,-0.3999999999999999,-0.2472189145389148,2.5352265415424133,,,,,
2016-05,goods,2016-06-08 23:59:00,2016-06-08 00:00:00,0.5982071677547464,0.0,0.199005040801001,,,,-0.00805886083559995,-0.0015308101914035532,-0.0018928689896145674,0.0184989918576957,0.011927260339314275
2016-06,services,2016-07-11 23:59:00,2016-07-11 00:00:00,1.4888612493750655,-0.09847366625394938,0.0,-0.30000000000000027,2.553330200516463,-3.5479692889785177,,,,,
2016-06,goods,2016-07-11 23:59:00,2016-07-11 00:00:00,0.5982071677547464,-0.19860979716294103,0.099453016650839,,,,-0.004022484572350147,0.0019146137264174357,0.002275321690133225,-0.04809026264882105,0.0028210861175503865
2016-07,services,2016-08-08 23:59:00,2016-08-08 00:00:00,1.2916225266546328,-0.295712388974382,-0.295712388974382,0.10000000000000053,2.553330200516463,-3.5479692889785177,,,,,
2016-07,goods,2016-08-08 23:59:00,2016-08-08 00:00:00,0.5982071677547464,-0.29776696939244407,0.39840690148744073,,,,0.0009951716373039485,0.0022962203317282714,0.003403319410966018,0.03696037889503101,0.02071243276819749
2016-08,services,2016-09-08 23:59:00,2016-09-08 00:00:00,1.390290516899142,-0.09857073247592352,-0.09857073247592352,0.19999999999999973,2.553330200516463,1.1707984397899902,,,,,
2016-08,goods,2016-09-08 23:59:00,2016-09-08 00:00:00,0.7968169649176874,0.19860979716294103,0.4972660669378395,,,,0.0026543753285546774,0.001912416796714389,0.0026470171242708083,0.02589284077423125,0.02657438604620103
2016-09,services,2016-10-09 23:59:00,2016-10-09 00:00:00,1.2916225266546328,-0.19723872272043264,-0.09866799024450912,-0.19999999999999973,2.0382871267200433,1.965050393784086,,,,,
2016-09,goods,2016-10-09 23:59:00,2016-10-09 00:00:00,0.5982071677547464,0.0,0.29865626977489845,,,,0.0043218792228785574,0.0,0.0003777148657230593,-0.0037002090622436368,0.016801324908863435
2016-10,services,2016-11-08 23:59:00,2016-11-08 00:00:00,1.4888612493750655,0.19723872272043264,0.09857073247592352,-0.20000000000000018,2.0382871267200433,3.654177123810074,,,,,
2016-10,goods,2016-11-08 23:59:00,2016-11-08 00:00:00,0.39920212695374535,-0.199005040801001,-0.199005040801001,,,,0.0026577053551716037,0.00038117023402654365,0.0,-0.14792355051141112,0.0014263939012654585
2016-11,services,2016-12-08 23:59:00,2016-12-08 00:00:00,1.5873349156290149,0.1970443987298729,0.09847366625394938,-0.2999999999999998,2.0382871267200433,-0.9785604655294008,,,,,
2016-11,goods,2016-12-08 23:59:00,2016-12-08 00:00:00,0.5982071677547464,-0.19860979716294103,-0.09935420588777777,,,,0.00033250077636317373,0.0022805106055724758,0.0022522608209601578,-0.06289424724981292,0.034751804332969684
2016-12,services,2017-01-09 23:59:00,2017-01-09 00:00:00,1.6857117066422904,0.3940891799876576,0.19685045726722494,-0.10000000000000009,4.261458212528211,2.2211946198611443,,,,,
2016-12,goods,2017-01-09 23:59:00,2017-01-09 00:00:00,0.8959741371471904,0.29776696939244407,0.1984127635046663,,,,0.002653080345962867,0.003040690032192354,0.0037537934241796598,0.025898588671680385,0.044267482051045214
2017-01,services,2017-02-09 23:59:00,2017-02-09 00:00:00,1.9802627296179713,0.49140148024290586,0.3929278139889565,-0.3999999999999999,4.261458212528211,0.332464232917835,,,,,
2017-01,goods,2017-02-09 23:59:00,2017-02-09 00:00:00,0.2995508979798479,-0.09965122897389744,-0.4972660669378395,,,,0.005642637006882982,0.0037879195501047866,0.004484372565706292,0.03330188186407615,0.04241648068086098
2017-02,services,2017-03-08 23:59:00,2017-03-08 00:00:00,2.46926125903715,0.881926343408135,0.881926343408135,-0.3999999999999999,4.261458212528211,0.866982373676198,,,,,
2017-02,goods,2017-03-08 23:59:00,2017-03-08 00:00:00,0.6975613736425241,0.09935420588777777,0.09935420588777777,,,,0.009948045429065057,0.004514741702585627,0.00556495952405663,-0.003700893766275533,0.02311263606842484
2017-03,services,2017-04-09 23:59:00,2017-04-09 00:00:00,2.858745685191255,1.1730339785489647,1.2714107695622403,-0.30000000000000027,4.121795572123138,1.7468856351319961,,,,,
2017-03,goods,2017-04-09 23:59:00,2017-04-09 00:00:00,0.49875415110390736,-0.39721998604328307,-0.29806281381378,,,,0.010608111651352455,0.005255364112891847,0.006652105461152876,-0.04440168799360165,0.012587283809437485
2017-04,services,2017-05-09 23:59:00,2017-05-09 00:00:00,2.95588022415444,0.9756174945364686,1.368545308525425,-0.30000000000000027,4.121795572123138,3.0558969469298503,,,,,
2017-04,goods,2017-05-09 23:59:00,2017-05-09 00:00:00,0.5982071677547464,0.29865626977489845,-0.29776696939244407,,,,0.009282728858139279,0.0033727100551950904,0.004424843736231902,-0.03700277563035168,0.0020740940070407277
2017-05,services,2017-06-08 23:59:00,2017-06-08 00:00:00,3.0529205034822873,0.5836592444451374,1.5640592541072218,-0.10000000000000009,4.121795572123138,3.1987849376076767,,,,,
2017-05,goods,2017-06-08 23:59:00,2017-06-08 00:00:00,0.8959741371471904,0.1984127635046663,0.29776696939244407,,,,0.004309986212399507,0.001863243159595444,0.002200228010450722,-0.7280323368125273,-0.01727012867638056
2017-06,services,2017-07-11 23:59:00,2017-07-11 00:00:00,3.0529205034822873,0.19417481829103211,1.5640592541072218,-0.2999999999999998,3.1898747080710796,5.295647436676817,,,,,
2017-06,goods,2017-07-11 23:59:00,2017-07-11 00:00:00,0.8959741371471904,0.39721998604328307,0.29776696939244407,,,,-0.001342684575566228,-0.0011191952316152627,-0.0014668157149403764,-1.7020416853585547,-0.01277265274974996
2017-07,services,2017-08-08 23:59:00,2017-08-08 00:00:00,3.44014267173324,0.4842624475788,2.1485201450786073,-0.5,3.1898747080710796,4.186239781796312,,,,,
