a6_number,column,ticker,statistic,period,value,available_from_assumed,candidate_lane_status,validation_verdicts
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2025-07,3.1,2025-08-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2025-08,3.5,2025-09-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2025-09,3.2,2025-10-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2025-10,3.3,2025-11-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2025-11,2.8,2025-12-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2025-12,2.6,2026-01-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-01,3.3,2026-02-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-02,3.0,2026-03-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-03,3.3,2026-04-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-04,2.2,2026-05-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-05,2.8,2026-06-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-06,3.0,2026-07-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-07,3.0,2026-08-01,identical_mirror,identical_SA
9,bbg__building_constraint_financial__as_reported,EUB5F7CZ Index,as_reported,2026-08,2.4,2026-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-01,-15.2,2000-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-02,-15.1,2000-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-03,-15.6,2000-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-04,-13.7,2000-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-05,-13.0,2000-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-06,-10.3,2000-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-07,-15.1,2000-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-08,-11.0,2000-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-09,-10.0,2000-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-10,-8.9,2000-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-11,-6.9,2000-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2000-12,-15.4,2001-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-01,-7.6,2001-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-02,-4.9,2001-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-03,-2.6,2001-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-04,-0.6,2001-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-05,-7.5,2001-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-06,-5.8,2001-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-07,-8.7,2001-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-08,-8.0,2001-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-09,-6.3,2001-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-10,-3.0,2001-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-11,-1.6,2001-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2001-12,0.0,2002-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-01,-1.8,2002-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-02,1.3,2002-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-03,0.2,2002-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-04,2.3,2002-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-05,1.0,2002-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-06,1.3,2002-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-07,-1.3,2002-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-08,-4.1,2002-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-09,-3.9,2002-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-10,-5.2,2002-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-11,-2.9,2002-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2002-12,1.0,2003-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-01,-0.9,2003-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-02,-3.5,2003-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-03,-2.8,2003-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-04,-2.5,2003-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-05,-5.0,2003-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-06,-4.3,2003-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-07,-11.6,2003-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-08,-10.4,2003-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-09,-3.5,2003-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-10,-15.2,2003-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-11,-13.1,2003-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2003-12,-16.2,2004-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-01,-16.7,2004-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-02,-24.7,2004-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-03,-22.4,2004-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-04,-18.0,2004-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-05,-14.4,2004-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-06,-13.0,2004-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-07,-5.6,2004-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-08,-10.0,2004-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-09,-12.1,2004-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-10,-8.8,2004-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-11,-4.4,2004-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2004-12,-2.8,2005-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-01,-3.5,2005-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-02,-4.8,2005-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-03,-3.5,2005-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-04,-5.1,2005-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-05,-2.1,2005-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-06,-1.8,2005-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-07,-0.8,2005-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-08,-4.2,2005-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-09,-5.7,2005-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-10,-4.2,2005-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-11,-0.9,2005-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2005-12,-2.6,2006-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-01,0.9,2006-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-02,-1.6,2006-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-03,-0.7,2006-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-04,-0.3,2006-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-05,0.8,2006-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-06,-0.3,2006-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-07,2.4,2006-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-08,-2.4,2006-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-09,-0.7,2006-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-10,2.7,2006-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-11,-1.4,2006-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2006-12,6.5,2007-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-01,2.3,2007-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-02,0.3,2007-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-03,0.3,2007-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-04,-9.4,2007-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-05,-5.8,2007-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-06,-4.1,2007-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-07,-5.0,2007-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-08,-2.8,2007-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-09,-11.8,2007-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-10,-13.4,2007-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-11,-22.3,2007-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2007-12,-27.6,2008-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-01,-21.0,2008-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-02,-11.3,2008-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-03,-2.5,2008-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-04,-2.7,2008-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-05,-4.9,2008-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-06,-12.1,2008-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-07,-9.4,2008-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-08,-3.4,2008-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-09,-6.5,2008-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-10,-8.8,2008-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-11,-8.7,2008-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2008-12,-12.9,2009-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-01,-9.8,2009-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-02,-14.7,2009-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-03,-10.0,2009-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-04,-6.7,2009-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-05,-2.8,2009-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-06,-2.9,2009-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-07,-5.3,2009-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-08,-3.1,2009-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-09,-4.6,2009-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-10,-7.4,2009-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-11,-0.3,2009-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2009-12,-6.2,2010-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-01,-9.6,2010-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-02,-7.2,2010-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-03,-1.0,2010-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-04,-2.5,2010-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-05,-2.4,2010-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-06,-5.8,2010-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-07,-7.8,2010-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-08,-9.5,2010-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-09,-7.6,2010-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-10,-21.0,2010-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-11,-8.9,2010-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2010-12,-10.0,2011-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-01,-13.3,2011-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-02,-7.4,2011-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-03,-18.5,2011-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-04,-14.4,2011-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-05,-16.1,2011-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-06,-18.2,2011-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-07,-15.8,2011-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-08,-16.0,2011-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-09,-13.5,2011-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-10,-15.8,2011-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-11,-21.0,2011-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2011-12,-22.2,2012-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-01,-17.1,2012-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-02,-16.2,2012-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-03,-21.3,2012-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-04,-19.7,2012-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-05,-22.6,2012-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-06,-16.5,2012-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-07,-16.1,2012-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-08,-12.2,2012-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-09,-16.2,2012-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-10,-19.9,2012-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-11,-18.0,2012-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2012-12,-19.8,2013-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-01,-24.3,2013-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-02,-16.6,2013-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-03,-10.5,2013-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-04,-7.3,2013-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-05,-5.4,2013-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-06,-5.3,2013-07-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-07,-5.8,2013-08-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-08,-5.5,2013-09-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-09,-1.4,2013-10-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-10,-2.3,2013-11-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-11,-1.5,2013-12-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2013-12,-4.4,2014-01-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2014-01,-2.3,2014-02-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2014-02,-2.6,2014-03-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2014-03,-0.3,2014-04-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2014-04,2.2,2014-05-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2014-05,1.1,2014-06-01,identical_mirror,identical_SA
10,bbg__consumer_financial_situation_expected_candidate_a__as_reported,EUA2CZ Index,as_reported,2014-06,1.3,2014-07-01,identical_mirror,identical_SA
