origin,target,h,model,reference_forecast,candidate_forecast,actual,ex_post_core_replaced,reference_core_error,candidate_core_error,other_error,headline_squared_gain,core_squared_gain,cross_term_gain
2021-08,2022-08,12,CORE_SPLIT_CUMULATIVE_R13,4.575856954152065,2.8567923465219955,17.235494880546053,9.119686156615291,-4.543829202463226,-6.262893810093296,-8.115808723930762,-46.4806541345568,-18.577455055347315,-27.903199079209458
2021-08,2022-08,12,CORE_AGG_CUMULATIVE_LABOUR_R13,4.575856954152065,,17.235494880546053,9.119686156615291,-4.543829202463226,,-8.115808723930762,,,
2021-08,2022-08,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,4.575856954152065,,17.235494880546053,9.119686156615291,-4.543829202463226,,-8.115808723930762,,,
2021-09,2021-10,1,CORE_AGG_MONTHLY_R13,4.91780883206249,4.80835076043171,5.798394290811807,5.290754232072469,-0.37294540000997944,-0.48240347164075903,-0.5076400587393373,-0.2047554418867401,-0.09362483806245303,-0.11113060382428706
2021-09,2021-10,1,CORE_AGG_CUMULATIVE_R13,4.91780883206249,4.80835076043171,5.798394290811807,5.290754232072469,-0.37294540000997944,-0.48240347164075903,-0.5076400587393373,-0.2047554418867401,-0.09362483806245303,-0.11113060382428706
2021-09,2021-10,1,CORE_SPLIT_MONTHLY_R13,4.91780883206249,4.8153266896226015,5.798394290811807,5.290754232072469,-0.37294540000997944,-0.47542754244986796,-0.5076400587393373,-0.19099115834715363,-0.08694307673131743,-0.10404808161583627
2021-09,2021-10,1,CORE_SPLIT_CUMULATIVE_R13,4.91780883206249,4.8153266896226015,5.798394290811807,5.290754232072469,-0.37294540000997944,-0.47542754244986796,-0.5076400587393373,-0.19099115834715363,-0.08694307673131743,-0.10404808161583627
2021-09,2021-10,1,CORE_AGG_CUMULATIVE_LABOUR_R13,4.91780883206249,,5.798394290811807,5.290754232072469,-0.37294540000997944,,-0.5076400587393373,,,
2021-09,2021-10,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,4.91780883206249,,5.798394290811807,5.290754232072469,-0.37294540000997944,,-0.5076400587393373,,,
2021-09,2021-11,2,CORE_AGG_MONTHLY_R13,5.236263331661812,4.962324358265406,5.976806422836781,6.0030186782506325,-0.7667553465888206,-1.040694319985226,0.026212255413851082,-0.48076978945002025,-0.49513090612696986,0.014361116676949476
2021-09,2021-11,2,CORE_AGG_CUMULATIVE_R13,5.236263331661812,4.941695557906877,5.976806422836781,6.0030186782506325,-0.7667553465888206,-1.0613231203437552,0.026212255413851082,-0.5230504328089549,-0.5384930042536628,0.01544257144470769
2021-09,2021-11,2,CORE_SPLIT_MONTHLY_R13,5.236263331661812,4.994353459353499,5.976806422836781,6.0030186782506325,-0.7667553465888206,-1.008665218897134,0.026212255413851082,-0.41680975557010547,-0.42949176229026065,0.012682006720155218
2021-09,2021-11,2,CORE_SPLIT_CUMULATIVE_R13,5.236263331661812,4.952878974648784,5.976806422836781,6.0030186782506325,-0.7667553465888206,-1.0501397036018485,0.026212255413851082,-0.5000233492658048,-0.5148796355584359,0.014856286292630897
2021-09,2021-11,2,CORE_AGG_CUMULATIVE_LABOUR_R13,5.236263331661812,,5.976806422836781,6.0030186782506325,-0.7667553465888206,,0.026212255413851082,,,
2021-09,2021-11,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.236263331661812,,5.976806422836781,6.0030186782506325,-0.7667553465888206,,0.026212255413851082,,,
2021-09,2021-12,3,CORE_AGG_MONTHLY_R13,5.644901176411013,5.142583008927915,6.613047363717604,6.665256729848057,-1.020355553437044,-1.5226737209201415,0.05220936613045257,-1.2249583787107663,-1.2774098049509726,0.05245142624020606
2021-09,2021-12,3,CORE_AGG_CUMULATIVE_R13,5.644901176411013,5.117459197478954,6.613047363717604,6.665256729848057,-1.020355553437044,-1.5477975323691027,0.05220936613045257,-1.299476922996798,-1.3545517457780667,0.055074822781268594
2021-09,2021-12,3,CORE_SPLIT_MONTHLY_R13,5.644901176411013,5.31879432514046,6.613047363717604,6.665256729848057,-1.020355553437044,-1.346462404707597,0.05220936613045257,-0.7377838878698816,-0.7718355518611482,0.03405166399126668
2021-09,2021-12,3,CORE_SPLIT_CUMULATIVE_R13,5.644901176411013,5.243093450583788,6.613047363717604,6.665256729848057,-1.020355553437044,-1.4221632792642689,0.05220936613045257,-0.9394666841143661,-0.9814229374578822,0.041956253343516166
2021-09,2021-12,3,CORE_AGG_CUMULATIVE_LABOUR_R13,5.644901176411013,,6.613047363717604,6.665256729848057,-1.020355553437044,,0.05220936613045257,,,
2021-09,2021-12,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.644901176411013,,6.613047363717604,6.665256729848057,-1.020355553437044,,0.05220936613045257,,,
2021-09,2022-01,4,CORE_AGG_MONTHLY_R13,5.464834729910999,4.791655473677835,9.876543209876534,6.985951384624078,-1.5211166547130794,-2.194295910946243,-2.8905918252524554,-6.392911577544115,-2.5011386675498937,-3.8917729099942227
2021-09,2022-01,4,CORE_AGG_CUMULATIVE_R13,5.464834729910999,4.806229416373036,9.876543209876534,6.985951384624078,-1.5211166547130794,-2.1797219682510427,-2.8905918252524554,-6.244910252392025,-2.4373919816306895,-3.8075182707613338
2021-09,2022-01,4,CORE_SPLIT_MONTHLY_R13,5.464834729910999,4.959708524750899,9.876543209876534,6.985951384624078,-1.5211166547130794,-2.0262428598731796,-2.8905918252524554,-4.712091608654692,-1.7918642499415318,-2.9202273587131606
2021-09,2022-01,4,CORE_SPLIT_CUMULATIVE_R13,5.464834729910999,4.85585162999443,9.876543209876534,6.985951384624078,-1.5211166547130794,-2.130099754629648,-2.8905918252524554,-5.7441722280992416,-2.223529087427777,-3.520643140671465
2021-09,2022-01,4,CORE_AGG_CUMULATIVE_LABOUR_R13,5.464834729910999,,9.876543209876534,6.985951384624078,-1.5211166547130794,,-2.8905918252524554,,,
2021-09,2022-01,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.464834729910999,,9.876543209876534,6.985951384624078,-1.5211166547130794,,-2.8905918252524554,,,
2021-09,2022-02,5,CORE_AGG_MONTHLY_R13,5.642521128049524,4.893838476394124,11.091549295774657,7.32993949723431,-1.687418369184786,-2.4361010208401863,-3.7616097985403467,-8.7197114280046,-3.0872074310763558,-5.632503996928246
2021-09,2022-02,5,CORE_AGG_CUMULATIVE_R13,5.642521128049524,4.848587689100315,11.091549295774657,7.32993949723431,-1.687418369184786,-2.4813518081339954,-3.7616097985403467,-9.282661649747965,-3.3097260430676054,-5.972935606680361
2021-09,2022-02,5,CORE_SPLIT_MONTHLY_R13,5.642521128049524,5.004113918675969,11.091549295774657,7.32993949723431,-1.687418369184786,-2.325825578558341,-3.7616097985403467,-7.364961497690722,-2.5620838692139984,-4.802877628476725
2021-09,2022-02,5,CORE_SPLIT_CUMULATIVE_R13,5.642521128049524,4.896718648849743,11.091549295774657,7.32993949723431,-1.687418369184786,-2.4332208483845674,-3.7616097985403467,-8.684018771418238,-3.0731829443510716,-5.610835827067162
2021-09,2022-02,5,CORE_AGG_CUMULATIVE_LABOUR_R13,5.642521128049524,,11.091549295774657,7.32993949723431,-1.687418369184786,,-3.7616097985403467,,,
2021-09,2022-02,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.642521128049524,,11.091549295774657,7.32993949723431,-1.687418369184786,,-3.7616097985403467,,,
2021-09,2022-03,6,CORE_AGG_MONTHLY_R13,5.341031728917366,4.625332748626082,12.741652021089632,7.586362262854723,-2.2453305339373575,-2.961029514228641,-5.155289758234908,-11.10545782365132,-3.7261865775016823,-7.379271246149642
2021-09,2022-03,6,CORE_AGG_CUMULATIVE_R13,5.341031728917366,4.553801707980078,12.741652021089632,7.586362262854723,-2.2453305339373575,-3.032560554874645,-5.155289758234908,-12.271712040976297,-4.154914312350195,-8.116797728626102
2021-09,2022-03,6,CORE_SPLIT_MONTHLY_R13,5.341031728917366,4.799913537276197,12.741652021089632,7.586362262854723,-2.2453305339373575,-2.786448725578526,-5.155289758234908,-8.302029436371392,-2.722787293646774,-5.579242142724623
2021-09,2022-03,6,CORE_SPLIT_CUMULATIVE_R13,5.341031728917366,4.686059602620158,12.741652021089632,7.586362262854723,-2.2453305339373575,-2.9003026602345647,-5.155289758234908,-10.123388503590931,-3.370246314332274,-6.753142189258667
2021-09,2022-03,6,CORE_AGG_CUMULATIVE_LABOUR_R13,5.341031728917366,,12.741652021089632,7.586362262854723,-2.2453305339373575,,-5.155289758234908,,,
2021-09,2022-03,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.341031728917366,,12.741652021089632,7.586362262854723,-2.2453305339373575,,-5.155289758234908,,,
2021-09,2022-04,7,CORE_AGG_MONTHLY_R13,5.114883028661408,4.3313484338526,14.160839160839142,7.994642476101334,-2.879759447439926,-3.663294042248734,-6.166196684737808,-14.789565606630461,-5.126708764855561,-9.662856841774907
2021-09,2022-04,7,CORE_AGG_CUMULATIVE_R13,5.114883028661408,4.276161444272377,14.160839160839142,7.994642476101334,-2.879759447439926,-3.718481031828957,-6.166196684737808,-15.877531215107595,-5.534086708952236,-10.34344450615537
2021-09,2022-04,7,CORE_SPLIT_MONTHLY_R13,5.114883028661408,4.476680974636457,14.160839160839142,7.994642476101334,-2.879759447439926,-3.5179615014648773,-6.166196684737808,-11.953597430112524,-4.083038650669506,-7.870558779443029
2021-09,2022-04,7,CORE_SPLIT_CUMULATIVE_R13,5.114883028661408,4.348193419311194,14.160839160839142,7.994642476101334,-2.879759447439926,-3.64644905679014,-6.166196684737808,-14.458694103442625,-5.003576248646196,-9.455117854796432
2021-09,2022-04,7,CORE_AGG_CUMULATIVE_LABOUR_R13,5.114883028661408,,14.160839160839142,7.994642476101334,-2.879759447439926,,-6.166196684737808,,,
2021-09,2022-04,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.114883028661408,,14.160839160839142,7.994642476101334,-2.879759447439926,,-6.166196684737808,,,
2021-09,2022-05,8,CORE_AGG_MONTHLY_R13,5.50161281054545,4.522100149375842,15.968586387434565,8.89794235853355,-3.3963295479881,-4.375842209157708,-7.070644028901015,-21.46451133877281,-7.612940640909157,-13.851570697863659
2021-09,2022-05,8,CORE_AGG_CUMULATIVE_R13,5.50161281054545,4.494139342702913,15.968586387434565,8.89794235853355,-3.3963295479881,-4.403803015830637,-7.070644028901015,-22.10539912305603,-7.858426603701963,-14.246972519354069
2021-09,2022-05,8,CORE_SPLIT_MONTHLY_R13,5.50161281054545,4.6272326652273055,15.968586387434565,8.89794235853355,-3.3963295479881,-4.2707096933062445,-7.070644028901015,-19.06876839292957,-6.703906885962867,-12.364861506966681
2021-09,2022-05,8,CORE_SPLIT_CUMULATIVE_R13,5.50161281054545,4.4701937433235495,15.968586387434565,8.89794235853355,-3.3963295479881,-4.4277486152100005,-7.070644028901015,-22.655497538851392,-8.069903400957026,-14.585594137894372
2021-09,2022-05,8,CORE_AGG_CUMULATIVE_LABOUR_R13,5.50161281054545,,15.968586387434565,8.89794235853355,-3.3963295479881,,-7.070644028901015,,,
2021-09,2022-05,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.50161281054545,,15.968586387434565,8.89794235853355,-3.3963295479881,,-7.070644028901015,,,
2021-09,2022-06,9,CORE_AGG_MONTHLY_R13,5.206028428355053,4.127882330519993,17.187499999999993,9.345390846192418,-4.139362417837365,-5.217508515672424,-7.842109153807575,-26.997952650858366,-10.088073884909868,-16.909878765948474
2021-09,2022-06,9,CORE_AGG_CUMULATIVE_R13,5.206028428355053,4.034966575630469,17.187499999999993,9.345390846192418,-4.139362417837365,-5.310424270561948,-7.842109153807575,-29.433474457021617,-11.066284707169004,-18.367189749852628
2021-09,2022-06,9,CORE_SPLIT_MONTHLY_R13,5.206028428355053,4.310536129563816,17.187499999999993,9.345390846192418,-4.139362417837365,-5.034854716628602,-7.842109153807575,-22.260537498382803,-8.215440791352883,-14.045096707029897
2021-09,2022-06,9,CORE_SPLIT_CUMULATIVE_R13,5.206028428355053,4.107055479233674,17.187499999999993,9.345390846192418,-4.139362417837365,-5.238335366958744,-7.842109153807575,-27.542367838709737,-10.3058361905264,-17.23653164818334
2021-09,2022-06,9,CORE_AGG_CUMULATIVE_LABOUR_R13,5.206028428355053,,17.187499999999993,9.345390846192418,-4.139362417837365,,-7.842109153807575,,,
2021-09,2022-06,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.206028428355053,,17.187499999999993,9.345390846192418,-4.139362417837365,,-7.842109153807575,,,
2021-09,2022-07,10,CORE_AGG_MONTHLY_R13,4.443692672973097,3.5056200418461616,17.525773195876276,9.081045844315135,-4.6373531713420375,-5.575425802468973,-8.444727351561141,-25.423863654737858,-9.580328443080742,-15.843535211657118
2021-09,2022-07,10,CORE_AGG_CUMULATIVE_R13,4.443692672973097,3.426540835579212,17.525773195876276,9.081045844315135,-4.6373531713420375,-5.6545050087359225,-8.444727351561141,-27.647522341925196,-10.468382458063584,-17.179139883861623
2021-09,2022-07,10,CORE_SPLIT_MONTHLY_R13,4.443692672973097,3.6154938765539457,17.525773195876276,9.081045844315135,-4.6373531713420375,-5.465551967761189,-8.444727351561141,-22.355039933843813,-8.367213876542152,-13.987826057301653
2021-09,2022-07,10,CORE_SPLIT_CUMULATIVE_R13,4.443692672973097,3.400202542038596,17.525773195876276,9.081045844315135,-4.6373531713420375,-5.680843302276539,-8.444727351561141,-28.39091548883755,-10.766936189264161,-17.623979299573406
2021-09,2022-07,10,CORE_AGG_CUMULATIVE_LABOUR_R13,4.443692672973097,,17.525773195876276,9.081045844315135,-4.6373531713420375,,-8.444727351561141,,,
2021-09,2022-07,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,4.443692672973097,,17.525773195876276,9.081045844315135,-4.6373531713420375,,-8.444727351561141,,,
2021-09,2022-08,11,CORE_AGG_MONTHLY_R13,4.018198514395845,3.11936542801096,17.235494880546053,8.850257337733186,-4.832058823337341,-5.730891909722226,-8.385237542812867,-24.568187490081215,-9.494329608727412,-15.073857881353794
2021-09,2022-08,11,CORE_AGG_CUMULATIVE_R13,4.018198514395845,3.0917778918621663,17.235494880546053,8.850257337733186,-4.832058823337341,-5.75847944587102,-8.385237542812867,-25.347807025337687,-9.811293056326754,-15.536513969010931
2021-09,2022-08,11,CORE_SPLIT_MONTHLY_R13,4.018198514395845,3.1044320776549736,17.235494880546053,8.850257337733186,-4.832058823337341,-5.745825260078213,-8.385237542812867,-24.99001270860441,-9.665715447160615,-15.324297261443792
2021-09,2022-08,11,CORE_SPLIT_CUMULATIVE_R13,4.018198514395845,2.9281869261789684,17.235494880546053,8.850257337733186,-4.832058823337341,-5.922070411554218,-8.385237542812867,-30.002137670448178,-11.722125487213695,-18.280012183234465
2021-09,2022-08,11,CORE_AGG_CUMULATIVE_LABOUR_R13,4.018198514395845,,17.235494880546053,8.850257337733186,-4.832058823337341,,-8.385237542812867,,,
2021-09,2022-08,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,4.018198514395845,,17.235494880546053,8.850257337733186,-4.832058823337341,,-8.385237542812867,,,
2021-09,2022-09,12,CORE_AGG_MONTHLY_R13,3.860612507998958,2.9562165493437247,17.972742759795548,9.140403696393214,-5.279791188394256,-6.18418714704949,-8.832339063402333,-26.34383918551407,-10.367975676686477,-15.97586350882764
2021-09,2022-09,12,CORE_AGG_CUMULATIVE_R13,3.860612507998958,2.765580237796756,17.972742759795548,9.140403696393214,-5.279791188394256,-6.374823458596458,-8.832339063402333,-32.10557172681217,-12.762179135226077,-19.343392591586092
2021-09,2022-09,12,CORE_SPLIT_MONTHLY_R13,3.860612507998958,2.977633062890621,17.972742759795548,9.140403696393214,-5.279791188394256,-6.162770633502593,-8.832339063402333,-25.70109457853968,-10.10354688811632,-15.597547690423355
2021-09,2022-09,12,CORE_SPLIT_CUMULATIVE_R13,3.860612507998958,2.7622071135382527,17.972742759795548,9.140403696393214,-5.279791188394256,-6.378196582854962,-8.832339063402333,-32.208174402391364,-12.805196656497081,-19.402977745894276
2021-09,2022-09,12,CORE_AGG_CUMULATIVE_LABOUR_R13,3.860612507998958,,17.972742759795548,9.140403696393214,-5.279791188394256,,-8.832339063402333,,,
2021-09,2022-09,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,3.860612507998958,,17.972742759795548,9.140403696393214,-5.279791188394256,,-8.832339063402333,,,
2021-10,2021-11,1,CORE_AGG_MONTHLY_R13,5.775266427158793,5.769966080507627,5.976806422836781,6.234381217644677,-0.4591147904858843,-0.46441513713704996,0.2575747948078959,-0.002164557356958044,-0.004895028759127451,0.0027304714021694123
2021-10,2021-11,1,CORE_AGG_CUMULATIVE_R13,5.775266427158793,5.769966080507627,5.976806422836781,6.234381217644677,-0.4591147904858843,-0.46441513713704996,0.2575747948078959,-0.002164557356958044,-0.004895028759127451,0.0027304714021694123
2021-10,2021-11,1,CORE_SPLIT_MONTHLY_R13,5.775266427158793,5.886137189280944,5.976806422836781,6.234381217644677,-0.4591147904858843,-0.3482440283637329,0.2575747948078959,0.03239745994428067,0.08951248755189704,-0.05711502760761638
2021-10,2021-11,1,CORE_SPLIT_CUMULATIVE_R13,5.775266427158793,5.886137189280944,5.976806422836781,6.234381217644677,-0.4591147904858843,-0.3482440283637329,0.2575747948078959,0.03239745994428067,0.08951248755189704,-0.05711502760761638
2021-10,2021-11,1,CORE_AGG_CUMULATIVE_LABOUR_R13,5.775266427158793,,5.976806422836781,6.234381217644677,-0.4591147904858843,,0.2575747948078959,,,
2021-10,2021-11,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.775266427158793,,5.976806422836781,6.234381217644677,-0.4591147904858843,,0.2575747948078959,,,
2021-10,2021-12,2,CORE_AGG_MONTHLY_R13,6.250185621896096,6.064302976031588,6.613047363717604,6.9128171304863315,-0.6626315085902359,-0.8485141544547439,0.29976976676872713,-0.16945175933916218,-0.2808957541334771,0.11144399479431491
2021-10,2021-12,2,CORE_AGG_CUMULATIVE_R13,6.250185621896096,6.04414049743695,6.613047363717604,6.9128171304863315,-0.6626315085902359,-0.8686766330493816,0.29976976676872713,-0.19198637882353514,-0.31551857662943805,0.12353219780590291
2021-10,2021-12,2,CORE_SPLIT_MONTHLY_R13,6.250185621896096,6.316572329736039,6.613047363717604,6.9128171304863315,-0.6626315085902359,-0.5962448007502923,0.29976976676872713,0.04377119790336907,0.0835726537548161,-0.039801455851447044
2021-10,2021-12,2,CORE_SPLIT_CUMULATIVE_R13,6.250185621896096,6.263209355978633,6.613047363717604,6.9128171304863315,-0.6626315085902359,-0.6496077745076985,0.29976976676872713,0.00928201201896671,0.017090255475727012,-0.007808243456760336
2021-10,2021-12,2,CORE_AGG_CUMULATIVE_LABOUR_R13,6.250185621896096,,6.613047363717604,6.9128171304863315,-0.6626315085902359,,0.29976976676872713,,,
2021-10,2021-12,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6.250185621896096,,6.613047363717604,6.9128171304863315,-0.6626315085902359,,0.29976976676872713,,,
2021-10,2022-01,3,CORE_AGG_MONTHLY_R13,5.9313636081186285,5.476399935768497,9.876543209876534,7.145810895267274,-1.2144472871486451,-1.6694109594987765,-2.73073231460926,-3.796818742551526,-1.3120507384319218,-2.4847680041196063
2021-10,2022-01,3,CORE_AGG_CUMULATIVE_R13,5.9313636081186285,5.531005278409817,9.876543209876534,7.145810895267274,-1.2144472871486451,-1.6148056168574563,-2.73073231460926,-3.3192578236893624,-1.132714966971686,-2.1865428567176783
2021-10,2022-01,3,CORE_SPLIT_MONTHLY_R13,5.9313636081186285,5.826767393833519,9.876543209876534,7.145810895267274,-1.2144472871486451,-1.3190435014337547,-2.73073231460926,-0.8362420700802033,-0.2649935454119159,-0.5712485246682868
2021-10,2022-01,3,CORE_SPLIT_CUMULATIVE_R13,5.9313636081186285,5.810609393396811,9.876543209876534,7.145810895267274,-1.2144472871486451,-1.335201501870463,-2.73073231460926,-0.9673757098667011,-0.3078808373344364,-0.6594948725322668
2021-10,2022-01,3,CORE_AGG_CUMULATIVE_LABOUR_R13,5.9313636081186285,,9.876543209876534,7.145810895267274,-1.2144472871486451,,-2.73073231460926,,,
2021-10,2022-01,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5.9313636081186285,,9.876543209876534,7.145810895267274,-1.2144472871486451,,-2.73073231460926,,,
2021-10,2022-02,4,CORE_AGG_MONTHLY_R13,6.222209270558695,5.570356246473994,11.091549295774657,7.48937710293926,-1.267167832380565,-1.9190208564652655,-3.602172192835397,-6.773100406475759,-2.076926732128621,-4.696173674347141
2021-10,2022-02,4,CORE_AGG_CUMULATIVE_R13,6.222209270558695,5.511066444772556,11.091549295774657,7.48937710293926,-1.267167832380565,-1.9783106581667038,-3.602172192835397,-7.431316569158348,-2.307998744795917,-5.123317824362432
2021-10,2022-02,4,CORE_SPLIT_MONTHLY_R13,6.222209270558695,5.88101347627381,11.091549295774657,7.48937710293926,-1.267167832380565,-1.60836362666545,-3.602172192835397,-3.439211245131176,-0.981119240160379,-2.4580920049707977
2021-10,2022-02,4,CORE_SPLIT_CUMULATIVE_R13,6.222209270558695,5.685508772380783,11.091549295774657,7.48937710293926,-1.267167832380565,-1.803868330558477,-3.602172192835397,-5.514801859406525,-1.648226638571767,-3.866575220834758
2021-10,2022-02,4,CORE_AGG_CUMULATIVE_LABOUR_R13,6.222209270558695,,11.091549295774657,7.48937710293926,-1.267167832380565,,-3.602172192835397,,,
2021-10,2022-02,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6.222209270558695,,11.091549295774657,7.48937710293926,-1.267167832380565,,-3.602172192835397,,,
2021-10,2022-03,5,CORE_AGG_MONTHLY_R13,6.265162391429965,5.472568046288279,12.741652021089632,7.745165237886574,-1.4800028464566086,-2.2725971915982948,-4.996486783203058,-10.894663909624626,-2.974289569740793,-7.9203743398838355
2021-10,2022-03,5,CORE_AGG_CUMULATIVE_R13,6.265162391429965,5.354048190114445,12.741652021089632,7.745165237886574,-1.4800028464566086,-2.391117047772129,-4.996486783203058,-12.631772440350048,-3.5270323106268373,-9.104740129723215
2021-10,2022-03,5,CORE_SPLIT_MONTHLY_R13,6.265162391429965,5.716948161634265,12.741652021089632,7.745165237886574,-1.4800028464566086,-2.028217076252309,-4.996486783203058,-7.401546389957922,-1.9232560828818013,-5.478290307076123
2021-10,2022-03,5,CORE_SPLIT_CUMULATIVE_R13,6.265162391429965,5.480578856685865,12.741652021089632,7.745165237886574,-1.4800028464566086,-2.2645863812007088,-4.996486783203058,-10.778265575735325,-2.9379430524000583,-7.840322523335267
2021-10,2022-03,5,CORE_AGG_CUMULATIVE_LABOUR_R13,6.265162391429965,,12.741652021089632,7.745165237886574,-1.4800028464566086,,-4.996486783203058,,,
2021-10,2022-03,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6.265162391429965,,12.741652021089632,7.745165237886574,-1.4800028464566086,,-4.996486783203058,,,
2021-10,2022-04,6,CORE_AGG_MONTHLY_R13,6.04374290938471,5.183228671195992,14.160839160839142,8.152287240114171,-2.108544330729462,-2.9690585689181797,-6.008551920724971,-14.710238548375145,-4.369349591015115,-10.340888957360011
2021-10,2022-04,6,CORE_AGG_CUMULATIVE_R13,6.04374290938471,5.032757837350698,14.160839160839142,8.152287240114171,-2.108544330729462,-3.1195294027634732,-6.008551920724971,-17.434617092842956,-5.285504500054478,-12.149112592788464
2021-10,2022-04,6,CORE_SPLIT_MONTHLY_R13,6.04374290938471,5.450064393134475,14.160839160839142,8.152287240114171,-2.108544330729462,-2.702222846979696,-6.008551920724971,-9.990345498304691,-2.8560491200877003,-7.134296378216992
2021-10,2022-04,6,CORE_SPLIT_CUMULATIVE_R13,6.04374290938471,5.172393752764259,14.160839160839142,8.152287240114171,-2.108544330729462,-2.979893487349912,-6.008551920724971,-14.904899298566846,-4.433806001299067,-10.47109329726778
2021-10,2022-04,6,CORE_AGG_CUMULATIVE_LABOUR_R13,6.04374290938471,,14.160839160839142,8.152287240114171,-2.108544330729462,,-6.008551920724971,,,
2021-10,2022-04,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6.04374290938471,,14.160839160839142,8.152287240114171,-2.108544330729462,,-6.008551920724971,,,
2021-10,2022-05,7,CORE_AGG_MONTHLY_R13,6.292349515003218,5.439065317314024,15.968586387434565,9.055286222941488,-2.7629367079382705,-3.616220905627464,-6.9133001644930765,-17.241253954712462,-5.443234386224348,-11.798019568488087
2021-10,2022-05,7,CORE_AGG_CUMULATIVE_R13,6.292349515003218,5.2582907302325115,15.968586387434565,9.055286222941488,-2.7629367079382705,-3.7969954927089766,-6.9133001644930765,-21.080873053281195,-6.7833555195795165,-14.297517533701667
2021-10,2022-05,7,CORE_SPLIT_MONTHLY_R13,6.292349515003218,5.711295348004225,15.968586387434565,9.055286222941488,-2.7629367079382705,-3.343990874937263,-6.9133001644930765,-11.582459456177958,-3.5484557195909128,-8.034003736587042
2021-10,2022-05,7,CORE_SPLIT_CUMULATIVE_R13,6.292349515003218,5.386968343214916,15.968586387434565,9.055286222941488,-2.7629367079382705,-3.6683178797265725,-6.9133001644930765,-18.341080422354906,-5.822736814648889,-12.518343607706006
2021-10,2022-05,7,CORE_AGG_CUMULATIVE_LABOUR_R13,6.292349515003218,,15.968586387434565,9.055286222941488,-2.7629367079382705,,-6.9133001644930765,,,
2021-10,2022-05,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6.292349515003218,,15.968586387434565,9.055286222941488,-2.7629367079382705,,-6.9133001644930765,,,
2021-10,2022-06,8,CORE_AGG_MONTHLY_R13,6.138826539132848,5.0972662057642575,17.187499999999993,9.501647320649706,-3.3628207815168585,-4.404381114885449,-7.685852679350287,-24.10056795440984,-8.090009396557932,-16.010558557851912
2021-10,2022-06,8,CORE_AGG_CUMULATIVE_R13,6.138826539132848,4.9718314071471665,17.187499999999993,9.501647320649706,-3.3628207815168585,-4.5298159135025395,-7.685852679350287,-27.149373925540928,-9.21066860161919,-17.938705323921777
2021-10,2022-06,8,CORE_SPLIT_MONTHLY_R13,6.138826539132848,5.385583026752952,17.187499999999993,9.501647320649706,-3.3628207815168585,-4.116064293896754,-7.685852679350287,-17.212058998546595,-5.633421662890125,-11.57863733565648
2021-10,2022-06,8,CORE_SPLIT_CUMULATIVE_R13,6.138826539132848,5.064297821893028,17.187499999999993,9.501647320649706,-3.3628207815168585,-4.437349498756678,-7.685852679350287,-24.898845806387456,-8.381506965514486,-16.517338840872988
2021-10,2022-06,8,CORE_AGG_CUMULATIVE_LABOUR_R13,6.138826539132848,,17.187499999999993,9.501647320649706,-3.3628207815168585,,-7.685852679350287,,,
2021-10,2022-06,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6.138826539132848,,17.187499999999993,9.501647320649706,-3.3628207815168585,,-7.685852679350287,,,
2021-10,2022-07,9,CORE_AGG_MONTHLY_R13,5.414763260211564,4.20020235418252,17.525773195876276,9.235308614858498,-3.820545354646934,-5.035106260675978,-8.290464581017778,-30.89427659522954,-10.755728249384166,-20.138548345845308
2021-10,2022-07,9,CORE_AGG_CUMULATIVE_R13,5.414763260211564,4.011910469762597,17.525773195876276,9.235308614858498,-3.820545354646934,-5.223398145095901,-8.290464581017778,-35.9479241184753,-12.687321375277033,-23.26060274319823
2021-10,2022-07,9,CORE_SPLIT_MONTHLY_R13,5.414763260211564,4.500847767762366,17.525773195876276,9.235308614858498,-3.820545354646934,-4.734460847096132,-8.290464581017778,-22.972120746158993,-7.818552705771957,-15.153568040386995
