scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,CORE_FEEDBACK_R21,3,headline_yy,full,84,0,84,0.9600343558673744,1.4336305286229916,-0.328409428347257
original_R16_calendar,CORE_FEEDBACK_R21,3,headline_yy,origins_2019_2021,32,0,32,0.7966535123062619,1.056207469388308,-0.4793874511242453
original_R16_calendar,CORE_FEEDBACK_R21,3,headline_yy,origins_2022_2023,24,0,24,1.790476829244868,2.318583202836839,-0.5287163183148187
original_R16_calendar,CORE_FEEDBACK_R21,3,headline_yy,origins_2024plus,28,0,28,0.4349474856136507,0.5320666159421003,0.0158285033700681
original_R16_calendar,CORE_FEEDBACK_R21,3,headline_yy,recent_targets,31,0,31,0.4206584545196736,0.5151450344894954,-0.006410268515917
original_R16_calendar,CORE_FEEDBACK_R21,6,headline_yy,full,81,0,81,1.4748201211984069,2.223374524632341,-0.7481019032106734
original_R16_calendar,CORE_FEEDBACK_R21,6,headline_yy,origins_2019_2021,32,0,32,1.9273109896631329,2.717260081239707,-1.5888842318924468
original_R16_calendar,CORE_FEEDBACK_R21,6,headline_yy,origins_2022_2023,24,0,24,1.9979279178383704,2.5544983397989407,-0.5053281559170663
original_R16_calendar,CORE_FEEDBACK_R21,6,headline_yy,origins_2024plus,25,0,25,0.3934483247891925,0.5488817291729015,0.0950366801001337
original_R16_calendar,CORE_FEEDBACK_R21,6,headline_yy,recent_targets,31,0,31,0.46553094772059,0.6345661828287273,0.1552601572724969
original_R16_calendar,CORE_FEEDBACK_R21,12,headline_yy,full,75,0,75,2.9911896324446663,4.810479827390977,-1.6332167995554274
original_R16_calendar,CORE_FEEDBACK_R21,12,headline_yy,origins_2019_2021,32,0,32,4.53116731957204,6.620179510578294,-4.257448050530883
original_R16_calendar,CORE_FEEDBACK_R21,12,headline_yy,origins_2022_2023,24,0,24,2.762301380890537,3.656762207730605,0.2902576423453294
original_R16_calendar,CORE_FEEDBACK_R21,12,headline_yy,origins_2024plus,19,0,19,0.6866650034564103,0.8003624311884685,0.3568891702128041
original_R16_calendar,CORE_FEEDBACK_R21,12,headline_yy,recent_targets,31,0,31,1.2227825532610246,1.753205220260848,0.9816602345230908
original_R16_calendar,DAMPED_P95_Q001_R16,3,headline_yy,full,84,0,84,0.9611615217245812,1.4387260776011894,-0.3247589339317813
original_R16_calendar,DAMPED_P95_Q001_R16,3,headline_yy,origins_2019_2021,32,0,32,0.8032704784878069,1.069632347260663,-0.4941736835924395
original_R16_calendar,DAMPED_P95_Q001_R16,3,headline_yy,origins_2022_2023,24,0,24,1.8063032643721249,2.3262024837850546,-0.4894719224604659
original_R16_calendar,DAMPED_P95_Q001_R16,3,headline_yy,origins_2024plus,28,0,28,0.4172012202972861,0.5138610726515732,0.0100404844192721
original_R16_calendar,DAMPED_P95_Q001_R16,3,headline_yy,recent_targets,31,0,31,0.4025535658133585,0.4959399828073454,-0.0049557032789506
original_R16_calendar,DAMPED_P95_Q001_R16,6,headline_yy,full,81,0,81,1.470738597640239,2.239464689623496,-0.7348264543122262
original_R16_calendar,DAMPED_P95_Q001_R16,6,headline_yy,origins_2019_2021,32,0,32,1.921673810267632,2.7560958517441234,-1.598373007156387
original_R16_calendar,DAMPED_P95_Q001_R16,6,headline_yy,origins_2022_2023,24,0,24,2.017868858970758,2.55361295897757,-0.3890324927101072
original_R16_calendar,DAMPED_P95_Q001_R16,6,headline_yy,origins_2024plus,25,0,25,0.3682964745998783,0.5159368686757626,0.0385509301902658
original_R16_calendar,DAMPED_P95_Q001_R16,6,headline_yy,recent_targets,31,0,31,0.4473435044442408,0.6186430089764496,0.1201737597120423
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,full,75,0,75,3.0035900676131857,4.810145946520235,-1.582534133354861
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,origins_2019_2021,32,0,32,4.482148103948178,6.609575969042405,-4.207653291997072
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,origins_2022_2023,24,0,24,2.9290933627754527,3.694631594876057,0.6307823971047192
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,origins_2024plus,19,0,19,0.6074881598966505,0.7158989707447333,0.0429509374620247
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,recent_targets,31,0,31,1.237493019456868,1.8621997041559928,0.8181899815186102
original_R16_calendar,GAP_CALIBRATION_R23,3,headline_yy,full,84,0,84,0.9697477532996484,1.4559517834068447,-0.3100533043840609
