origin,as_of_utc,target,model,log_rate_forecast,mm_forecast,status,reason,selected_model,h,mm_actual,cumulative_log_forecast,cumulative_pct_forecast,cumulative_log_actual,cumulative_pct_actual
2019-02,2019-03-10T22:59:00+00:00,2019-03,FOOD_H0_FAST_R18,-0.19135293939376602,-0.19116997637700336,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,1,0.0,-0.19135293939376602,-0.19116997637700336,0.0,0.0
2019-02,2019-03-10T22:59:00+00:00,2019-04,FOOD_H0_FAST_R18,-0.21062137390139696,-0.21039972272790136,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,2,-0.6505576208178376,-0.401974313295163,-0.40116747800466857,-0.6526829696684437,-0.6505576208178376
2019-02,2019-03-10T22:59:00+00:00,2019-05,FOOD_H0_FAST_R18,0.307435836394298,0.30790890503174134,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,3,1.9644527595883865,-0.09453847690086498,-0.09449380336179479,1.2927234501459584,1.30111524163568
2019-02,2019-03-10T22:59:00+00:00,2019-06,FOOD_H0_FAST_R18,0.028712813672691018,0.02871693619559069,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,4,0.3669724770642314,-0.06582566322817396,-0.0658040028914243,1.6590242260196826,1.6728624535316021
2019-02,2019-03-10T22:59:00+00:00,2019-07,FOOD_H0_FAST_R18,-0.16392093236272198,-0.16378665538176962,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,5,-0.5484460694698434,-0.22974659559089594,-0.22948288009775067,1.1090686694158167,1.115241635687728
2019-02,2019-03-10T22:59:00+00:00,2019-08,FOOD_H0_FAST_R18,-0.5639696921244144,-0.5623823684662368,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,6,-0.2757352941176406,-0.7937162877153103,-0.7905746773076693,0.8329525252830221,0.8364312267658013
2019-02,2019-03-10T22:59:00+00:00,2019-09,FOOD_H0_FAST_R18,0.4185190782963961,0.41939609245457943,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,7,-0.5529953917050688,-0.3751972094189142,-0.3744942241576536,0.2784224536404958,0.2788104089219355
2019-02,2019-03-10T22:59:00+00:00,2019-10,FOOD_H0_FAST_R18,0.37399262939376415,0.3746928544859207,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,8,0.8341056533827549,-0.0012045800251501149,-0.0012045727701140607,1.1090686694158167,1.115241635687728
2019-02,2019-03-10T22:59:00+00:00,2019-11,FOOD_H0_FAST_R18,0.09242812087004589,0.09247084882088372,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,9,1.1948529411764712,0.09122354084489577,0.09126516217210447,2.29683960009502,2.3234200743494386
2019-02,2019-03-10T22:59:00+00:00,2019-12,FOOD_H0_FAST_R18,0.39586906637404873,0.396653662946015,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,10,0.7266121707538703,0.4870926072189445,0.48828083172686887,3.0208246628637374,3.0669144981412706
2019-02,2019-03-10T22:59:00+00:00,2020-01,FOOD_H0_FAST_R18,1.1006865941487458,1.1067664352311466,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,11,2.344454463480617,1.5877792013676904,1.600451395313236,5.338218919377343,5.483271375464695
2019-02,2019-03-10T22:59:00+00:00,2020-02,FOOD_H0_FAST_R18,0.30366943792530054,0.3041309806327488,fallback,fallback_insufficient_mature_origins,FOOD_H0_FAST_R18,12,0.0,1.891448639292991,1.9094498444691017,5.338218919377343,5.483271375464695
2019-02,2019-03-10T22:59:00+00:00,2019-03,FOOD_H0_SLOW_R18,-0.19135293939376602,-0.19116997637700336,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,1,0.0,-0.19135293939376602,-0.19116997637700336,0.0,0.0
2019-02,2019-03-10T22:59:00+00:00,2019-04,FOOD_H0_SLOW_R18,-0.21062137390139696,-0.21039972272790136,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,2,-0.6505576208178376,-0.401974313295163,-0.40116747800466857,-0.6526829696684437,-0.6505576208178376
2019-02,2019-03-10T22:59:00+00:00,2019-05,FOOD_H0_SLOW_R18,0.307435836394298,0.30790890503174134,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,3,1.9644527595883865,-0.09453847690086498,-0.09449380336179479,1.2927234501459584,1.30111524163568
2019-02,2019-03-10T22:59:00+00:00,2019-06,FOOD_H0_SLOW_R18,0.028712813672691018,0.02871693619559069,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,4,0.3669724770642314,-0.06582566322817396,-0.0658040028914243,1.6590242260196826,1.6728624535316021
2019-02,2019-03-10T22:59:00+00:00,2019-07,FOOD_H0_SLOW_R18,-0.16392093236272198,-0.16378665538176962,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,5,-0.5484460694698434,-0.22974659559089594,-0.22948288009775067,1.1090686694158167,1.115241635687728
2019-02,2019-03-10T22:59:00+00:00,2019-08,FOOD_H0_SLOW_R18,-0.5639696921244144,-0.5623823684662368,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,6,-0.2757352941176406,-0.7937162877153103,-0.7905746773076693,0.8329525252830221,0.8364312267658013
2019-02,2019-03-10T22:59:00+00:00,2019-09,FOOD_H0_SLOW_R18,0.4185190782963961,0.41939609245457943,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,7,-0.5529953917050688,-0.3751972094189142,-0.3744942241576536,0.2784224536404958,0.2788104089219355
2019-02,2019-03-10T22:59:00+00:00,2019-10,FOOD_H0_SLOW_R18,0.37399262939376415,0.3746928544859207,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,8,0.8341056533827549,-0.0012045800251501149,-0.0012045727701140607,1.1090686694158167,1.115241635687728
2019-02,2019-03-10T22:59:00+00:00,2019-11,FOOD_H0_SLOW_R18,0.09242812087004589,0.09247084882088372,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,9,1.1948529411764712,0.09122354084489577,0.09126516217210447,2.29683960009502,2.3234200743494386
2019-02,2019-03-10T22:59:00+00:00,2019-12,FOOD_H0_SLOW_R18,0.39586906637404873,0.396653662946015,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,10,0.7266121707538703,0.4870926072189445,0.48828083172686887,3.0208246628637374,3.0669144981412706
2019-02,2019-03-10T22:59:00+00:00,2020-01,FOOD_H0_SLOW_R18,1.1006865941487458,1.1067664352311466,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,11,2.344454463480617,1.5877792013676904,1.600451395313236,5.338218919377343,5.483271375464695
2019-02,2019-03-10T22:59:00+00:00,2020-02,FOOD_H0_SLOW_R18,0.30366943792530054,0.3041309806327488,fallback,fallback_insufficient_mature_origins,FOOD_H0_SLOW_R18,12,0.0,1.891448639292991,1.9094498444691017,5.338218919377343,5.483271375464695
2019-02,2019-03-10T22:59:00+00:00,2019-03,FOOD_H0_SELECT_R18,-0.19135293939376602,-0.19116997637700336,fallback,fallback_insufficient_mature_validation,STATE_FAST_R15,1,0.0,-0.19135293939376602,-0.19116997637700336,0.0,0.0
2019-02,2019-03-10T22:59:00+00:00,2019-04,FOOD_H0_SELECT_R18,-0.21062137390139696,-0.21039972272790136,fallback,fallback_insufficient_mature_validation,STATE_FAST_R15,2,-0.6505576208178376,-0.401974313295163,-0.40116747800466857,-0.6526829696684437,-0.6505576208178376
2019-02,2019-03-10T22:59:00+00:00,2019-05,FOOD_H0_SELECT_R18,0.307435836394298,0.30790890503174134,fallback,fallback_insufficient_mature_validation,STATE_FAST_R15,3,1.9644527595883865,-0.09453847690086498,-0.09449380336179479,1.2927234501459584,1.30111524163568
2019-02,2019-03-10T22:59:00+00:00,2019-06,FOOD_H0_SELECT_R18,0.028712813672691018,0.02871693619559069,fallback,fallback_insufficient_mature_validation,STATE_FAST_R15,4,0.3669724770642314,-0.06582566322817396,-0.0658040028914243,1.6590242260196826,1.6728624535316021
