scope,sample,h,horizon_label,metric,model,n_intended,n_scored,n_missing_forecast,n_fallback,rmse,mae,bias
primary_control_calendar,full,8,h8,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.9828700992577402,1.8766692304070596,-1.8766692304070596
primary_control_calendar,full,8,h8,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.9828700992577402,1.8766692304070596,-1.8766692304070596
primary_control_calendar,full,8,h8,cumulative_log,STATE_FAST_R15,3,3,0,0,1.9828700992577402,1.8766692304070596,-1.8766692304070596
common,full,8,h8,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.9828700992577402,1.8766692304070596,-1.8766692304070596
common,full,8,h8,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.9828700992577402,1.8766692304070596,-1.8766692304070596
common,full,8,h8,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.9828700992577402,1.8766692304070596,-1.8766692304070596
common,full,8,h8,cumulative_log,STATE_FAST_R15,3,3,0,0,1.9828700992577402,1.8766692304070596,-1.8766692304070596
primary_control_calendar,full,8,h8,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,2.020476181639788,1.9083519981581702,-1.9083519981581702
primary_control_calendar,full,8,h8,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,2.020476181639788,1.9083519981581702,-1.9083519981581702
primary_control_calendar,full,8,h8,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,2.020476181639788,1.9083519981581702,-1.9083519981581702
primary_control_calendar,full,8,h8,cumulative_pct,STATE_FAST_R15,3,3,0,0,2.020476181639788,1.90835199815817,-1.90835199815817
common,full,8,h8,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,2.020476181639788,1.9083519981581702,-1.9083519981581702
common,full,8,h8,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,2.020476181639788,1.9083519981581702,-1.9083519981581702
common,full,8,h8,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,2.020476181639788,1.9083519981581702,-1.9083519981581702
common,full,8,h8,cumulative_pct,STATE_FAST_R15,3,3,0,0,2.020476181639788,1.90835199815817,-1.90835199815817
primary_control_calendar,full,9,h9,mm,FOOD_H0_FAST_R18,3,3,0,3,0.9750583191473999,0.8890136789519382,-0.8890136789519382
primary_control_calendar,full,9,h9,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.9750583191473999,0.8890136789519382,-0.8890136789519382
primary_control_calendar,full,9,h9,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.9750583191473999,0.8890136789519382,-0.8890136789519382
primary_control_calendar,full,9,h9,mm,STATE_FAST_R15,3,3,0,0,0.9750583191473999,0.8890136789519382,-0.8890136789519382
common,full,9,h9,mm,FOOD_H0_FAST_R18,3,3,0,3,0.9750583191473999,0.8890136789519382,-0.8890136789519382
common,full,9,h9,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.9750583191473999,0.8890136789519382,-0.8890136789519382
common,full,9,h9,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.9750583191473999,0.8890136789519382,-0.8890136789519382
common,full,9,h9,mm,STATE_FAST_R15,3,3,0,0,0.9750583191473999,0.8890136789519382,-0.8890136789519382
primary_control_calendar,full,9,h9,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,2.8707308367582365,2.755735120782795,-2.755735120782795
primary_control_calendar,full,9,h9,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,2.8707308367582365,2.755735120782795,-2.755735120782795
primary_control_calendar,full,9,h9,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,2.8707308367582365,2.755735120782795,-2.755735120782795
primary_control_calendar,full,9,h9,cumulative_log,STATE_FAST_R15,3,3,0,0,2.8707308367582365,2.755735120782795,-2.755735120782795
common,full,9,h9,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,2.8707308367582365,2.755735120782795,-2.755735120782795
common,full,9,h9,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,2.8707308367582365,2.755735120782795,-2.755735120782795
common,full,9,h9,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,2.8707308367582365,2.755735120782795,-2.755735120782795
common,full,9,h9,cumulative_log,STATE_FAST_R15,3,3,0,0,2.8707308367582365,2.755735120782795,-2.755735120782795
primary_control_calendar,full,9,h9,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,2.961188643686813,2.8323750608114167,-2.8323750608114167
primary_control_calendar,full,9,h9,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,2.961188643686813,2.8323750608114167,-2.8323750608114167
primary_control_calendar,full,9,h9,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,2.961188643686813,2.8323750608114167,-2.8323750608114167
primary_control_calendar,full,9,h9,cumulative_pct,STATE_FAST_R15,3,3,0,0,2.961188643686813,2.8323750608114167,-2.8323750608114167
common,full,9,h9,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,2.961188643686813,2.8323750608114167,-2.8323750608114167
common,full,9,h9,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,2.961188643686813,2.8323750608114167,-2.8323750608114167
common,full,9,h9,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,2.961188643686813,2.8323750608114167,-2.8323750608114167
common,full,9,h9,cumulative_pct,STATE_FAST_R15,3,3,0,0,2.961188643686813,2.8323750608114167,-2.8323750608114167
primary_control_calendar,full,10,h10,mm,FOOD_H0_FAST_R18,3,3,0,3,0.7768163980300953,0.6607010477222585,-0.383509511274614
primary_control_calendar,full,10,h10,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.7768163980300953,0.6607010477222585,-0.383509511274614
primary_control_calendar,full,10,h10,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.7768163980300953,0.6607010477222585,-0.383509511274614
primary_control_calendar,full,10,h10,mm,STATE_FAST_R15,3,3,0,0,0.7768163980300953,0.6607010477222585,-0.383509511274614
common,full,10,h10,mm,FOOD_H0_FAST_R18,3,3,0,3,0.7768163980300953,0.6607010477222585,-0.383509511274614
common,full,10,h10,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.7768163980300953,0.6607010477222585,-0.383509511274614
common,full,10,h10,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.7768163980300953,0.6607010477222585,-0.383509511274614
common,full,10,h10,mm,STATE_FAST_R15,3,3,0,0,0.7768163980300953,0.6607010477222585,-0.383509511274614
primary_control_calendar,full,10,h10,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,3.160598327320287,3.131929200287319,-3.131929200287319
primary_control_calendar,full,10,h10,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,3.160598327320287,3.131929200287319,-3.131929200287319
primary_control_calendar,full,10,h10,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,3.160598327320287,3.131929200287319,-3.131929200287319
primary_control_calendar,full,10,h10,cumulative_log,STATE_FAST_R15,3,3,0,0,3.160598327320287,3.131929200287319,-3.131929200287319
common,full,10,h10,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,3.160598327320287,3.131929200287319,-3.131929200287319
common,full,10,h10,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,3.160598327320287,3.131929200287319,-3.131929200287319
common,full,10,h10,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,3.160598327320287,3.131929200287319,-3.131929200287319
common,full,10,h10,cumulative_log,STATE_FAST_R15,3,3,0,0,3.160598327320287,3.131929200287319,-3.131929200287319
primary_control_calendar,full,10,h10,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,3.2731329900926065,3.2392589466743487,-3.2392589466743487
primary_control_calendar,full,10,h10,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,3.2731329900926065,3.2392589466743487,-3.2392589466743487
primary_control_calendar,full,10,h10,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,3.2731329900926065,3.2392589466743487,-3.2392589466743487
primary_control_calendar,full,10,h10,cumulative_pct,STATE_FAST_R15,3,3,0,0,3.2731329900926065,3.2392589466743487,-3.2392589466743487
common,full,10,h10,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,3.2731329900926065,3.2392589466743487,-3.2392589466743487
common,full,10,h10,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,3.2731329900926065,3.2392589466743487,-3.2392589466743487
common,full,10,h10,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,3.2731329900926065,3.2392589466743487,-3.2392589466743487
common,full,10,h10,cumulative_pct,STATE_FAST_R15,3,3,0,0,3.2731329900926065,3.2392589466743487,-3.2392589466743487
primary_control_calendar,full,11,h11,mm,FOOD_H0_FAST_R18,3,3,0,3,0.974724734627754,0.9079713863561129,-0.6306142569579386
primary_control_calendar,full,11,h11,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.974724734627754,0.9079713863561129,-0.6306142569579386
primary_control_calendar,full,11,h11,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.974724734627754,0.9079713863561129,-0.6306142569579386
primary_control_calendar,full,11,h11,mm,STATE_FAST_R15,3,3,0,0,0.974724734627754,0.9079713863561129,-0.6306142569579386
common,full,11,h11,mm,FOOD_H0_FAST_R18,3,3,0,3,0.974724734627754,0.9079713863561129,-0.6306142569579386
common,full,11,h11,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.974724734627754,0.9079713863561129,-0.6306142569579386
common,full,11,h11,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.974724734627754,0.9079713863561129,-0.6306142569579386
common,full,11,h11,mm,STATE_FAST_R15,3,3,0,0,0.974724734627754,0.9079713863561129,-0.6306142569579386
primary_control_calendar,full,11,h11,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,3.8093379411916413,3.7546111542194325,-3.7546111542194325
primary_control_calendar,full,11,h11,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,3.8093379411916413,3.7546111542194325,-3.7546111542194325
primary_control_calendar,full,11,h11,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,3.8093379411916413,3.7546111542194325,-3.7546111542194325
primary_control_calendar,full,11,h11,cumulative_log,STATE_FAST_R15,3,3,0,0,3.8093379411916413,3.7546111542194325,-3.7546111542194325
common,full,11,h11,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,3.8093379411916413,3.7546111542194325,-3.7546111542194325
common,full,11,h11,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,3.8093379411916413,3.7546111542194325,-3.7546111542194325
common,full,11,h11,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,3.8093379411916413,3.7546111542194325,-3.7546111542194325
common,full,11,h11,cumulative_log,STATE_FAST_R15,3,3,0,0,3.8093379411916413,3.7546111542194325,-3.7546111542194325
primary_control_calendar,full,11,h11,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,3.968325956918915,3.9090387569277145,-3.9090387569277145
primary_control_calendar,full,11,h11,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,3.968325956918915,3.9090387569277145,-3.9090387569277145
primary_control_calendar,full,11,h11,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,3.968325956918915,3.9090387569277145,-3.9090387569277145
primary_control_calendar,full,11,h11,cumulative_pct,STATE_FAST_R15,3,3,0,0,3.968325956918915,3.9090387569277145,-3.9090387569277145
common,full,11,h11,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,3.968325956918915,3.9090387569277145,-3.9090387569277145
common,full,11,h11,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,3.968325956918915,3.9090387569277145,-3.9090387569277145
common,full,11,h11,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,3.968325956918915,3.9090387569277145,-3.9090387569277145
common,full,11,h11,cumulative_pct,STATE_FAST_R15,3,3,0,0,3.968325956918915,3.9090387569277145,-3.9090387569277145
primary_control_calendar,full,12,h12,mm,FOOD_H0_FAST_R18,3,3,0,3,0.8403311210969766,0.7662080922682374,-0.5634541051797383
primary_control_calendar,full,12,h12,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.8403311210969766,0.7662080922682374,-0.5634541051797383
primary_control_calendar,full,12,h12,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.8403311210969766,0.7662080922682374,-0.5634541051797383
primary_control_calendar,full,12,h12,mm,STATE_FAST_R15,3,3,0,0,0.8403311210969766,0.7662080922682374,-0.5634541051797383
common,full,12,h12,mm,FOOD_H0_FAST_R18,3,3,0,3,0.8403311210969766,0.7662080922682374,-0.5634541051797383
common,full,12,h12,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.8403311210969766,0.7662080922682374,-0.5634541051797383
common,full,12,h12,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.8403311210969766,0.7662080922682374,-0.5634541051797383
common,full,12,h12,mm,STATE_FAST_R15,3,3,0,0,0.8403311210969766,0.7662080922682374,-0.5634541051797383
primary_control_calendar,full,12,h12,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,4.392594822676102,4.3165229200620345,-4.3165229200620345
primary_control_calendar,full,12,h12,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,4.392594822676102,4.3165229200620345,-4.3165229200620345
primary_control_calendar,full,12,h12,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,4.392594822676102,4.3165229200620345,-4.3165229200620345
primary_control_calendar,full,12,h12,cumulative_log,STATE_FAST_R15,3,3,0,0,4.392594822676102,4.3165229200620345,-4.3165229200620345
common,full,12,h12,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,4.392594822676102,4.3165229200620345,-4.3165229200620345
common,full,12,h12,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,4.392594822676102,4.3165229200620345,-4.3165229200620345
common,full,12,h12,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,4.392594822676102,4.3165229200620345,-4.3165229200620345
common,full,12,h12,cumulative_log,STATE_FAST_R15,3,3,0,0,4.392594822676102,4.3165229200620345,-4.3165229200620345
primary_control_calendar,full,12,h12,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,4.588888085070919,4.505435591386587,-4.505435591386587
primary_control_calendar,full,12,h12,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,4.588888085070919,4.505435591386587,-4.505435591386587
primary_control_calendar,full,12,h12,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,4.588888085070919,4.505435591386587,-4.505435591386587
primary_control_calendar,full,12,h12,cumulative_pct,STATE_FAST_R15,3,3,0,0,4.588888085070919,4.505435591386587,-4.505435591386587
common,full,12,h12,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,4.588888085070919,4.505435591386587,-4.505435591386587
common,full,12,h12,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,4.588888085070919,4.505435591386587,-4.505435591386587
common,full,12,h12,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,4.588888085070919,4.505435591386587,-4.505435591386587
common,full,12,h12,cumulative_pct,STATE_FAST_R15,3,3,0,0,4.588888085070919,4.505435591386587,-4.505435591386587
