observation_date,PX_LAST
2005-03-31,9.6
2005-06-30,9.8
2005-09-30,9.8
2005-12-30,9.9
2006-03-31,9.7
2006-06-30,8.8
2006-09-29,8.8
2006-12-29,8.1
2007-03-30,7.6
2007-06-29,6.5
2007-09-28,6.5
2007-12-31,6.3
2008-03-31,6.0
2008-06-30,5.2
2008-09-30,5.6
2008-12-31,5.7
2009-03-31,6.8
2009-06-30,7.4
2009-09-30,8.5
2009-12-31,8.2
2010-03-31,8.8
2010-06-30,8.3
2010-09-30,8.5
2010-12-31,8.2
2011-03-31,8.2
2011-06-30,8.0
2011-09-30,7.8
2011-12-30,7.6
2012-03-30,8.1
2012-06-29,7.9
2012-09-28,8.4
2012-12-31,8.5
2013-03-29,8.5
2013-06-28,8.1
2013-09-30,8.4
2013-12-31,8.1
2014-03-31,8.0
2014-06-30,7.4
2014-09-30,7.3
2014-12-31,6.9
2015-03-31,6.9
2015-06-30,5.9
2015-09-30,6.0
2015-12-31,5.5
2016-03-31,5.0
2016-06-30,4.6
2016-09-30,4.8
2016-12-30,4.2
2017-03-31,4.3
2017-06-30,3.7
2017-09-29,3.5
2017-12-29,2.9
2018-03-30,3.0
2018-06-29,2.7
2018-09-28,2.9
2018-12-31,2.6
2019-03-29,2.3
2019-06-28,2.3
2019-09-30,2.6
2019-12-31,2.3
2020-03-31,2.1
2020-06-30,2.6
2020-09-30,3.4
2020-12-31,3.7
2021-03-31,4.1
2021-06-30,3.7
2021-09-30,3.3
2021-12-31,2.6
2022-03-31,3.0
2022-06-30,3.0
2022-09-30,2.8
2022-12-30,2.7
2023-03-31,3.0
2023-06-30,3.0
2023-09-29,3.1
2023-12-29,3.1
2024-03-29,3.3
2024-06-28,2.8
2024-09-30,3.0
2024-12-31,3.0
