metric,model,reference,h,sample,n,block,draws,seed,mean_loss_difference,bootstrap_mean,ci_low,ci_high,bootstrap_probability_improvement,status
headline_yy,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.013180802236441374,0.013803965976567866,-0.022540391518604163,0.061590329690510204,0.292,ok
headline_yy,DAMPED_P95_Q001_R16,STATE_FAST_R15,1,full,88,12.0,2000,1509,-0.005905194918023488,-0.005962792700899786,-0.01774289693533262,0.0017619571612774018,0.911,ok
headline_yy,CORE_PANEL_SHRINK_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.06906385194529041,0.06975315416565599,-0.012556098434673294,0.2059855724737034,0.117,ok
headline_yy,CORE_PANEL_STATE_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.06921901567170602,0.06991031434646129,-0.012357965628073163,0.2061931448173856,0.1165,ok
headline_yy,CORE_OWN_SHRINK_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.0008362871383143423,0.0007822226305197445,-0.0020009292056016427,0.005247672858354132,0.3795,ok
headline_yy,CORE_PANEL_SHRINK_FOODNORM_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.0720296290840969,0.0726975496999095,-0.01344910124885347,0.21508229671746146,0.113,ok
headline_yy,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.006386285170763581,-0.006387597504412167,-0.013703100941112968,-8.458574001927447e-05,0.975,ok
headline_yy,DAMPED_P95_Q001_R16,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,1.741909878118861e-05,-5.801038046733308e-07,-0.0024426398053742538,0.0027017208014618673,0.5145,ok
headline_yy,CORE_PANEL_SHRINK_R25,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.002753441866156337,-0.0027164368477131788,-0.0054875433422131885,-0.00030369563750123316,0.9905,ok
headline_yy,CORE_PANEL_STATE_R25,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.002668088696204449,-0.002631246581540717,-0.005444665608889478,-0.00019060766919944553,0.9825,ok
headline_yy,CORE_OWN_SHRINK_R25,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.0005477919635313408,-0.0005420702505681788,-0.0010161452935300932,-0.00012934828160798262,0.995,ok
headline_yy,CORE_PANEL_SHRINK_FOODNORM_R25,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.002074279027778066,-0.0020833876430833968,-0.008372125701343817,0.003922099475175438,0.74,ok
core_cumulative_log,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.036037589473729065,0.03689405632849186,-0.01536535140464446,0.0972853229097633,0.1045,ok
core_cumulative_log,DAMPED_P95_Q001_R16,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.003103435506713222,0.003122160336124924,-0.0032701681916555156,0.012091538540406295,0.2605,ok
core_cumulative_log,CORE_PANEL_SHRINK_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.044627465572751546,0.04492339747936566,-0.02521184423901202,0.15214244712907832,0.19,ok
core_cumulative_log,CORE_PANEL_STATE_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.04477538834703196,0.0450734903350522,-0.025020851200046348,0.1525044090683415,0.189,ok
core_cumulative_log,CORE_OWN_SHRINK_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,-0.00020177077919966813,-0.0002363758110737858,-0.0033006697267278745,0.00416435658214307,0.591,ok
core_cumulative_log,CORE_PANEL_SHRINK_FOODNORM_R25,STATE_FAST_R15,1,full,88,12.0,2000,1509,0.044627465572751546,0.04492339747936566,-0.02521184423901202,0.15214244712907832,0.19,ok
core_cumulative_log,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.00974412054603453,-0.009733578999017263,-0.016429750424175184,-0.0040922342307672804,1.0,ok
core_cumulative_log,DAMPED_P95_Q001_R16,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-6.478985435732372e-05,-2.1784154700299283e-05,-0.0023890936319517823,0.0019852538207180154,0.484,ok
core_cumulative_log,CORE_PANEL_SHRINK_R25,STATE_FAST_R15,1,origins_2024plus,30,6.0,2000,1509,-0.002948431833218149,-0.0028967446422938324,-0.0063414698690685825,-9.045782366605312e-05,0.98,ok
