clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,threshold,capture_ratio,relative_absolute_error_gain
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,0.5,0.721101152972675,0.721101152972675
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.31548462118809,11.23658150891361,-0.9210968877255183,0.67885263323274,1.5999495209582584,0.67885263323274,1.7114189930369244,True,False,True,0.5,0.42429628206404574,0.42429628206404574
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,10.815482315993968,11.23658150891361,-0.42109919291964104,1.1788503280386173,1.5999495209582584,1.1788503280386173,2.3825139393369876,True,False,True,0.5,0.7368047007711643,0.7368047007711643
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,CORE_PANEL_SHRINK_R25,10.11829841149453,11.23658150891361,-1.118283097419079,0.48166642353917943,1.5999495209582584,0.48166642353917943,1.3092813836413515,True,False,True,0.5,0.30105101269113466,0.30105101269113466
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,CORE_PANEL_STATE_R25,10.120158336156495,11.23658150891361,-1.1164231727571146,0.4835263482011438,1.5999495209582584,0.4835263482011438,1.3134377689454986,True,False,True,0.5,0.3022135022807127,0.3022135022807127
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,CORE_OWN_SHRINK_R25,10.790600089318394,11.23658150891361,-0.4459814195952152,1.1539681013630432,1.5999495209582584,1.1539681013630432,2.360939042990397,True,False,True,0.5,0.7212528184463574,0.7212528184463574
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,CORE_PANEL_SHRINK_FOODNORM_R25,10.126766643985958,11.23658150891361,-1.1098148649276514,0.490134656030607,1.5999495209582584,0.490134656030607,1.3281494352001797,True,False,True,0.5,0.3063438249833348,0.3063438249833348
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.766130674099614,15.77230851609123,-4.006177841991617,2.2610265140996137,6.267204356091231,2.2610265140996137,23.228389539344292,True,False,True,0.5,0.36077114860664683,0.36077114860664683
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.617180777830512,15.77230851609123,-5.155127738260719,1.1120766178305121,6.267204356091231,1.1120766178305121,12.70250844322383,True,False,True,0.5,0.17744380981444477,0.17744380981444477
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.903237780405385,15.77230851609123,-3.8690707356858454,2.3981336204053854,6.267204356091231,2.3981336204053854,24.308142083268294,True,False,True,0.5,0.3826480650937428,0.3826480650937428
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,CORE_PANEL_SHRINK_R25,10.059845066164312,15.77230851609123,-5.7124634499269185,0.5547409061643123,6.267204356091231,0.5547409061643123,6.645611774257951,True,False,True,0.5,0.08851489031551167,0.08851489031551167
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,CORE_PANEL_STATE_R25,10.06584304431061,15.77230851609123,-5.706465471780621,0.5607388843106094,6.267204356091231,0.5607388843106094,6.714102260384472,True,False,True,0.5,0.08947193237214536,0.08947193237214536
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,CORE_OWN_SHRINK_R25,11.763082181950828,15.77230851609123,-4.009226334140402,2.2579780219508283,6.267204356091231,2.2579780219508283,23.20395464264401,True,False,True,0.5,0.36028472882909124,0.36028472882909124
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,CORE_PANEL_SHRINK_FOODNORM_R25,10.081132461883305,15.77230851609123,-5.691176054207926,0.576028301883305,6.267204356091231,0.576028301883305,6.8883655610192065,True,False,True,0.5,0.09191152372803206,0.09191152372803206
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.507533927035754,17.578003612072624,-6.070469685036871,3.3371534970357537,9.407623182072625,3.3371534970357537,51.65277173891861,True,False,True,0.5,0.3547286527584467,0.3547286527584467
