scope,sample,clock,model,quarters_ahead,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_mae,mean_absolute_error_gain_vs_cnb,material_gains,material_losses,immaterial_pairs,mean_model_cnb_deviation,mean_realised_cnb_error,deviation_direction_correct_rate,deviation_error_correlation
within_clock_common,full,cutoff,CORE_OWN_SHRINK_R25,all,66,1.3090203846726456,2.118827652085609,-0.2897822775239113,18,18,1.0605492231877776,-0.2484711614848679,15,32,19,0.2092852123270076,0.499067489850919,0.5454545454545454,0.4155231545949367
within_clock_common,full,cutoff,CORE_OWN_SHRINK_R25,1,18,0.836215363858385,1.501107496670752,-0.24130041440567762,18,18,0.5554610620931573,-0.28075430176522764,4,8,6,-0.4060839479683781,-0.16478353356270048,0.6666666666666666,0.2362694918150301
within_clock_common,full,cutoff,CORE_OWN_SHRINK_R25,2,17,1.4185191406140747,2.0683231293952966,-0.4566745297816514,17,17,1.175891176650326,-0.24262796396374905,3,7,7,-0.10555291136122465,0.3511216184204268,0.6470588235294118,0.32527491133109343
within_clock_common,full,cutoff,CORE_OWN_SHRINK_R25,3,16,1.4555959711209283,2.1743335117532694,-0.3460372729700206,16,16,1.1088691841257816,-0.34672678699514653,4,9,3,0.4077056974429366,0.7537429704129572,0.3125,0.44808375769367453
within_clock_common,full,cutoff,CORE_OWN_SHRINK_R25,4,15,1.5959405273713039,2.675489298521213,-0.09881063223116963,15,15,1.4843928442432301,-0.11154768312807364,4,8,3,1.0928962274044765,1.1917068596356455,0.5333333333333333,0.4640316079892312
within_clock_common,full,cutoff,CORE_PANEL_SHRINK_FOODNORM_R25,all,66,1.6410625558297922,2.876695883858902,-1.2120061443313368,18,18,1.0605492231877776,-0.5805133326420147,16,26,24,-0.7129386544804179,0.499067489850919,0.5303030303030303,0.10267796239409227
within_clock_common,full,cutoff,CORE_PANEL_SHRINK_FOODNORM_R25,1,18,0.9194796766893332,1.66170907538416,-0.5332071731459909,18,18,0.5554610620931573,-0.36401861459617596,5,6,7,-0.6979907067086915,-0.16478353356270048,0.6111111111111112,0.2639182660079672
within_clock_common,full,cutoff,CORE_PANEL_SHRINK_FOODNORM_R25,2,17,1.5450317043933939,2.688983785919593,-1.2197063737237255,17,17,1.175891176650326,-0.3691405277430682,5,5,7,-0.8685847553032986,0.3511216184204268,0.6470588235294118,0.160670875472898
within_clock_common,full,cutoff,CORE_PANEL_SHRINK_FOODNORM_R25,3,16,2.0534173928699495,3.2364753262601957,-1.537737362629243,16,16,1.1088691841257816,-0.9445482087441681,4,8,4,-0.7839943922162859,0.7537429704129572,0.3125,0.058800036931969196
within_clock_common,full,cutoff,CORE_PANEL_SHRINK_FOODNORM_R25,4,15,2.1759518162500933,3.7054455926761394,-1.6703913502579448,15,15,1.4843928442432301,-0.6915589720068633,2,7,6,-0.4786844906222988,1.1917068596356455,0.5333333333333333,0.031210739732790843
within_clock_common,full,cutoff,CORE_PANEL_SHRINK_R25,all,66,1.6490914641999015,2.8538327052128296,-1.030006289940809,18,18,1.0605492231877776,-0.5885422410121237,16,34,16,-0.5309388000898901,0.499067489850919,0.5303030303030303,0.071018620413395
