scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,CORE_OWN_SHRINK_R25,1,headline_yy,full,88,0,88,0.5066223158823768,0.8620211806617419,-0.11183739118388082
original_R16_calendar,CORE_OWN_SHRINK_R25,1,headline_yy,origins_2019_2021,34,0,34,0.37091982247742017,0.45931050723045896,-0.13712924242903712
original_R16_calendar,CORE_OWN_SHRINK_R25,1,headline_yy,origins_2022_2023,24,0,24,1.0262102688139787,1.512756862669547,-0.24447459753218856
original_R16_calendar,CORE_OWN_SHRINK_R25,1,headline_yy,origins_2024plus,30,0,30,0.24474811272937985,0.33145320217506274,0.022936471972609247
original_R16_calendar,CORE_OWN_SHRINK_R25,1,headline_yy,recent_targets,31,0,31,0.24403992655318626,0.3285095410537572,0.015009671545512875
original_R16_calendar,CORE_OWN_SHRINK_R25,2,headline_yy,full,86,0,86,0.7724827664071245,1.231260873405528,-0.20633703723189592
original_R16_calendar,CORE_OWN_SHRINK_R25,2,headline_yy,origins_2019_2021,33,0,33,0.5341245534557248,0.6593220338531268,-0.2573902251835806
original_R16_calendar,CORE_OWN_SHRINK_R25,2,headline_yy,origins_2022_2023,24,0,24,1.6072078428079777,2.1452105507265933,-0.44322218947390724
original_R16_calendar,CORE_OWN_SHRINK_R25,2,headline_yy,origins_2024plus,29,0,29,0.3529110144683564,0.4388356369379573,0.04780085436168574
original_R16_calendar,CORE_OWN_SHRINK_R25,2,headline_yy,recent_targets,31,0,31,0.3429300735106062,0.4274477353137105,0.03192941668523964
original_R16_calendar,CORE_OWN_SHRINK_R25,3,headline_yy,full,84,0,84,0.972006520220536,1.4602870814421356,-0.34805310224036834
original_R16_calendar,CORE_OWN_SHRINK_R25,3,headline_yy,origins_2019_2021,32,0,32,0.82088212397442,1.0858249918025944,-0.530987606462744
original_R16_calendar,CORE_OWN_SHRINK_R25,3,headline_yy,origins_2022_2023,24,0,24,1.8165730638940187,2.363081629056564,-0.5828042837616114
original_R16_calendar,CORE_OWN_SHRINK_R25,3,headline_yy,origins_2024plus,28,0,28,0.42080593563882657,0.5132737432640468,0.062230201031983685
original_R16_calendar,CORE_OWN_SHRINK_R25,3,headline_yy,recent_targets,31,0,31,0.4037095410160184,0.4940146107531493,0.04487158282911172
original_R16_calendar,CORE_OWN_SHRINK_R25,4,headline_yy,full,83,0,83,1.1574013879493295,1.719494915334,-0.49397253399647734
original_R16_calendar,CORE_OWN_SHRINK_R25,4,headline_yy,origins_2019_2021,32,0,32,1.120191064126772,1.5588860523471042,-0.8566213802411273
original_R16_calendar,CORE_OWN_SHRINK_R25,4,headline_yy,origins_2022_2023,24,0,24,2.107351280779208,2.597137541334817,-0.6741482095294616
original_R16_calendar,CORE_OWN_SHRINK_R25,4,headline_yy,origins_2024plus,27,0,27,0.3571026077420975,0.46172079182145126,0.09598966202650196
original_R16_calendar,CORE_OWN_SHRINK_R25,4,headline_yy,recent_targets,31,0,31,0.3873955935024837,0.49503784461028194,0.08778951989703056
original_R16_calendar,CORE_OWN_SHRINK_R25,5,headline_yy,full,82,0,82,1.344232021677702,2.007077188947111,-0.649571376611216
original_R16_calendar,CORE_OWN_SHRINK_R25,5,headline_yy,origins_2019_2021,32,0,32,1.5190170537992607,2.150467856718125,-1.2487923526752824
original_R16_calendar,CORE_OWN_SHRINK_R25,5,headline_yy,origins_2022_2023,24,0,24,2.184048115319304,2.7122116644788528,-0.6873344259667387
original_R16_calendar,CORE_OWN_SHRINK_R25,5,headline_yy,origins_2024plus,26,0,26,0.35389712647430493,0.47209965851404734,0.1227895625650406
original_R16_calendar,CORE_OWN_SHRINK_R25,5,headline_yy,recent_targets,31,0,31,0.4236608334902907,0.5717823720243286,0.15069707408979663
original_R16_calendar,CORE_OWN_SHRINK_R25,6,headline_yy,full,81,0,81,1.509021015323637,2.311130613992828,-0.7935842431041944
original_R16_calendar,CORE_OWN_SHRINK_R25,6,headline_yy,origins_2019_2021,32,0,32,1.9830202357301858,2.834619563827948,-1.6846593884304328
original_R16_calendar,CORE_OWN_SHRINK_R25,6,headline_yy,origins_2022_2023,24,0,24,2.0515205291005776,2.6523812494929158,-0.6123680391748564
original_R16_calendar,CORE_OWN_SHRINK_R25,6,headline_yy,origins_2024plus,25,0,25,0.3815024799773916,0.5169948778658826,0.17302438714122645
original_R16_calendar,CORE_OWN_SHRINK_R25,6,headline_yy,recent_targets,31,0,31,0.4549898077466223,0.6111211439572009,0.23343077347488203
original_R16_calendar,CORE_OWN_SHRINK_R25,7,headline_yy,full,80,0,80,1.7222648398109826,2.675160179152742,-0.9415524425211246
original_R16_calendar,CORE_OWN_SHRINK_R25,7,headline_yy,origins_2019_2021,32,0,32,2.464504357781408,3.5652714423972753,-2.144249770857261
original_R16_calendar,CORE_OWN_SHRINK_R25,7,headline_yy,origins_2022_2023,24,0,24,1.9683817860664112,2.5599688971781007,-0.5043680521968151
original_R16_calendar,CORE_OWN_SHRINK_R25,7,headline_yy,origins_2024plus,24,0,24,0.48649520292831977,0.5943780350902785,0.2248596049360814
original_R16_calendar,CORE_OWN_SHRINK_R25,7,headline_yy,recent_targets,31,0,31,0.502387715314911,0.6384420209555551,0.2934106585196327
original_R16_calendar,CORE_OWN_SHRINK_R25,8,headline_yy,full,79,0,79,1.9800221723514737,3.096589225137524,-1.0903933083191355
original_R16_calendar,CORE_OWN_SHRINK_R25,8,headline_yy,origins_2019_2021,32,0,32,2.995320226415032,4.278761227675777,-2.6143211000681355
original_R16_calendar,CORE_OWN_SHRINK_R25,8,headline_yy,origins_2022_2023,24,0,24,2.0095835787137424,2.600739768115461,-0.39159526779812487
original_R16_calendar,CORE_OWN_SHRINK_R25,8,headline_yy,origins_2024plus,23,0,23,0.5365868904937199,0.6371970115122758,0.30067349009233263
original_R16_calendar,CORE_OWN_SHRINK_R25,8,headline_yy,recent_targets,31,0,31,0.5960262991225902,0.6969400352012284,0.3845669540680945
original_R16_calendar,CORE_OWN_SHRINK_R25,9,headline_yy,full,78,0,78,2.2338131150096405,3.5780972961825803,-1.2451876922889311
original_R16_calendar,CORE_OWN_SHRINK_R25,9,headline_yy,origins_2019_2021,32,0,32,3.495553523011675,5.01075830782734,-3.0984150013535614
original_R16_calendar,CORE_OWN_SHRINK_R25,9,headline_yy,origins_2022_2023,24,0,24,2.0847858060775595,2.781347312486044,-0.22671372128854692
original_R16_calendar,CORE_OWN_SHRINK_R25,9,headline_yy,origins_2024plus,22,0,22,0.5611295858416786,0.6574423302439932,0.33935315253193016
original_R16_calendar,CORE_OWN_SHRINK_R25,9,headline_yy,recent_targets,31,0,31,0.7247675223553296,0.9626917484293974,0.5210079948590518
original_R16_calendar,CORE_OWN_SHRINK_R25,10,headline_yy,full,77,0,77,2.4679986403799243,4.06340825068289,-1.4038388125114167
