metric,h,sample,model,n,rmse,mae,bias,rmse_vs_fast_pct
core_cumulative_log,7,origins_2024plus,DAMPED_P95_Q001_R16,24,0.5997205249828844,0.494556390951933,-0.4423240940330086,32.76235330307169
core_cumulative_log,7,origins_2024plus,CORE_PANEL_SHRINK_R25,24,0.421379567181737,0.3490593229947669,-0.2900469689536202,-6.717644898890551
core_cumulative_log,7,origins_2024plus,CORE_PANEL_STATE_R25,24,0.4302914476713195,0.35835758390241,-0.3020834472583106,-4.74478891536979
core_cumulative_log,7,origins_2024plus,CORE_OWN_SHRINK_R25,24,0.4216065996047662,0.3485796866292999,-0.1332065739984812,-6.667385890732858
core_cumulative_log,7,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,24,0.421379567181737,0.3490593229947669,-0.2900469689536202,-6.717644898890551
core_cumulative_log,8,full,STATE_FAST_R15,79,2.5446410547574967,1.870107126908068,-0.012465875694515,0.0
core_cumulative_log,8,full,STABLE_LOCAL_CORE_R14B,79,3.103851481309952,2.1868014115010403,-0.010056052378269,21.97600425831956
core_cumulative_log,8,full,DAMPED_P95_Q001_R16,79,2.7210444501355044,1.9495750092617237,0.0131645082025736,6.932348868937788
core_cumulative_log,8,full,CORE_PANEL_SHRINK_R25,79,2.7703201483507427,1.8257580163706504,-1.363955661722415,8.868798731801997
core_cumulative_log,8,full,CORE_PANEL_STATE_R25,79,2.772016238761321,1.8309623337301444,-1.3682672216956009,8.935452156551538
core_cumulative_log,8,full,CORE_OWN_SHRINK_R25,79,2.5675686657051253,1.8594220317217995,-0.1135665613350948,0.9010155245575024
core_cumulative_log,8,full,CORE_PANEL_SHRINK_FOODNORM_R25,79,2.7703201483507427,1.8257580163706504,-1.363955661722415,8.868798731801997
core_cumulative_log,8,origins_2019_2021,STATE_FAST_R15,32,2.9857456148877377,2.3534845980037806,-1.7025663033914948,0.0
core_cumulative_log,8,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,3.355889959110464,2.4140977843482903,-2.125459567402799,12.397048910566454
core_cumulative_log,8,origins_2019_2021,DAMPED_P95_Q001_R16,32,2.956444968943782,2.2899984214962403,-1.6161390185019,-0.9813510500645051
core_cumulative_log,8,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,3.839218576795582,2.9752684281371757,-2.8362163770641224,28.584918877622954
core_cumulative_log,8,origins_2019_2021,CORE_PANEL_STATE_R25,32,3.8412813902376906,2.9805982604889865,-2.8401375305081493,28.654007598102773
core_cumulative_log,8,origins_2019_2021,CORE_OWN_SHRINK_R25,32,3.070855755945279,2.413449155446475,-1.8127236750179248,2.850548976214151
core_cumulative_log,8,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,3.839218576795582,2.9752684281371757,-2.8362163770641224,28.584918877622954
core_cumulative_log,8,origins_2022_2023,STATE_FAST_R15,24,3.0313187513075954,2.6173732250408883,2.2525619162860315,0.0
core_cumulative_log,8,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,4.071612577841889,3.695199943153512,2.898584471163882,34.3181932314294
core_cumulative_log,8,origins_2022_2023,DAMPED_P95_Q001_R16,24,3.5019971432913257,2.8244398582928087,2.684464851589828,15.527182411308527
core_cumulative_log,8,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.325906761776286,1.6702615008053705,-0.4167296554587585,-23.270795564703374
core_cumulative_log,8,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.3263066995966635,1.6721861078984672,-0.4149622642192476,-23.257602038941517
core_cumulative_log,8,origins_2022_2023,CORE_OWN_SHRINK_R25,24,2.987539330517543,2.5346338638598263,2.169822555104969,-1.4442367953276913
core_cumulative_log,8,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.325906761776286,1.6702615008053705,-0.4167296554587585,-23.270795564703374
core_cumulative_log,8,origins_2024plus,STATE_FAST_R15,23,0.4994583466137766,0.4178260212450018,-0.0245290635740697,0.0
core_cumulative_log,8,origins_2024plus,STABLE_LOCAL_CORE_R14B,23,0.3502182203149099,0.2965819032066373,-0.1019890995185593,-29.88039489392531
core_cumulative_log,8,origins_2024plus,DAMPED_P95_Q001_R16,23,0.6880594618507739,0.5630399845551769,-0.5074222477431196,37.761129935193516
core_cumulative_log,8,origins_2024plus,CORE_PANEL_SHRINK_R25,23,0.4566338512112008,0.3886964162418646,-0.3040026730003746,-8.574187555962753
core_cumulative_log,8,origins_2024plus,CORE_PANEL_STATE_R25,23,0.4656371299850292,0.3971484104117668,-0.3152006607143367,-6.7715790231654305
core_cumulative_log,8,origins_2024plus,CORE_OWN_SHRINK_R25,23,0.4580652602119538,0.3840328173521347,-0.1321887855399207,-8.287595288467852
core_cumulative_log,8,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,23,0.4566338512112008,0.3886964162418646,-0.3040026730003746,-8.574187555962753
core_cumulative_log,9,full,STATE_FAST_R15,78,2.9584352931496656,2.154019017807008,-0.0024785767013809,0.0
core_cumulative_log,9,full,STABLE_LOCAL_CORE_R14B,78,3.5647695777699298,2.504508957921605,-0.0033891516727289,20.495100434484637
core_cumulative_log,9,full,DAMPED_P95_Q001_R16,78,3.1758307143159725,2.281611694021055,0.030403314566325,7.348324354759139
core_cumulative_log,9,full,CORE_PANEL_SHRINK_R25,78,3.1114287843251973,2.070198436554046,-1.496993593883757,5.1714327343846955
core_cumulative_log,9,full,CORE_PANEL_STATE_R25,78,3.1137809592724808,2.075856185978908,-1.5014431146781486,5.250940133202242
core_cumulative_log,9,full,CORE_OWN_SHRINK_R25,78,2.981998933720424,2.139037709858145,-0.1176564258994711,0.7964899764858924
core_cumulative_log,9,full,CORE_PANEL_SHRINK_FOODNORM_R25,78,3.1114287843251973,2.070198436554046,-1.496993593883757,5.1714327343846955
core_cumulative_log,9,origins_2019_2021,STATE_FAST_R15,32,3.4381416220855687,2.7219889748883697,-2.0356111837081894,0.0
core_cumulative_log,9,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,3.840190421506407,2.760059949358564,-2.5063860093020747,11.69378238633918
core_cumulative_log,9,origins_2019_2021,DAMPED_P95_Q001_R16,32,3.3983169930418597,2.6437587352507443,-1.927500227220644,-1.1583184586663853
core_cumulative_log,9,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,4.364494479656535,3.396841825235984,-3.26499983116551,26.94341767716486
core_cumulative_log,9,origins_2019_2021,CORE_PANEL_STATE_R25,32,4.367713926944834,3.4031665759471235,-3.2698231610131394,27.037056847454366
core_cumulative_log,9,origins_2019_2021,CORE_OWN_SHRINK_R25,32,3.5300476432503616,2.779605407024582,-2.1472416824100646,2.6731307568721663
core_cumulative_log,9,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,4.364494479656535,3.396841825235984,-3.26499983116551,26.94341767716486
core_cumulative_log,9,origins_2022_2023,STATE_FAST_R15,24,3.525558481699981,2.967505725596571,2.7082845396897617,0.0
core_cumulative_log,9,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,4.637370994521326,4.170942598203609,3.4319298830834115,31.53578414859375
core_cumulative_log,9,origins_2022_2023,DAMPED_P95_Q001_R16,24,4.1020990526366194,3.301111352293011,3.209588061327961,16.353169970921535
core_cumulative_log,9,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.4198300325455544,1.8153827536637592,-0.2159497406891093,-31.363213938838364
core_cumulative_log,9,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.419781528156969,1.817243870984829,-0.2130804785351712,-31.364589731888948
core_cumulative_log,9,origins_2022_2023,CORE_OWN_SHRINK_R25,24,3.4755033112837763,2.8694198440125795,2.61019865810577,-1.4197798923496707
core_cumulative_log,9,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.4198300325455544,1.8153827536637592,-0.2159497406891093,-31.363213938838364
core_cumulative_log,9,origins_2024plus,STATE_FAST_R15,22,0.5268603105769226,0.4404408535545982,-0.0023909116636333,0.0
core_cumulative_log,9,origins_2024plus,STABLE_LOCAL_CORE_R14B,22,0.3790163220712554,0.3148708173420254,-0.1102872148549253,-28.061325846271302
core_cumulative_log,9,origins_2024plus,DAMPED_P95_Q001_R16,22,0.7773260985791559,0.6426709159357373,-0.5899385302107784,47.53931601489742
core_cumulative_log,9,origins_2024plus,CORE_PANEL_SHRINK_R25,22,0.4777458884287949,0.4185160707151761,-0.322850543140822,-9.322095660298736
core_cumulative_log,9,origins_2024plus,CORE_PANEL_STATE_R25,22,0.489408895842195,0.4273454169277695,-0.3347404685286824,-7.1084145043527
core_cumulative_log,9,origins_2024plus,CORE_OWN_SHRINK_R25,22,0.4739703643274037,0.4105223676294022,-0.1413743262534161,-10.038703843833552
core_cumulative_log,9,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,22,0.4777458884287949,0.4185160707151761,-0.322850543140822,-9.322095660298736
core_cumulative_log,10,full,STATE_FAST_R15,77,3.374332586076275,2.425580395005297,0.0087649455171108,0.0
core_cumulative_log,10,full,STABLE_LOCAL_CORE_R14B,77,4.034569681408878,2.827045184604952,0.0065380313424321,19.566449912405837
core_cumulative_log,10,full,DAMPED_P95_Q001_R16,77,3.6403494514971824,2.594405513918684,0.0502869092739338,7.883540185653004
core_cumulative_log,10,full,CORE_PANEL_SHRINK_R25,77,3.44902194512521,2.306979745130774,-1.629506145276684,2.2134557618040063
core_cumulative_log,10,full,CORE_PANEL_STATE_R25,77,3.4523822036512355,2.3140500456731528,-1.634253494153102,2.3130386701364802
core_cumulative_log,10,full,CORE_OWN_SHRINK_R25,77,3.3987763679655907,2.409262124460128,-0.1208123237302834,0.7244034565584867
core_cumulative_log,10,full,CORE_PANEL_SHRINK_FOODNORM_R25,77,3.44902194512521,2.306979745130774,-1.629506145276684,2.2134557618040063
core_cumulative_log,10,origins_2019_2021,STATE_FAST_R15,32,3.876052079790103,3.01022310800583,-2.379086266631949,0.0
core_cumulative_log,10,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,4.3251244098331165,3.086748915375202,-2.8972684244675984,11.58581775473284
core_cumulative_log,10,origins_2019_2021,DAMPED_P95_Q001_R16,32,3.8272401386181216,2.9081072272197157,-2.247215159185451,-1.259321086692533
core_cumulative_log,10,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,4.882409028868159,3.80164544858744,-3.7009379760958665,25.96345271843079
core_cumulative_log,10,origins_2019_2021,CORE_PANEL_STATE_R25,32,4.88755266568714,3.810297808237906,-3.707647272800836,26.09615570366155
core_cumulative_log,10,origins_2019_2021,CORE_OWN_SHRINK_R25,32,3.9732975659095433,3.076152991046285,-2.4914712977773736,2.508879760065197
core_cumulative_log,10,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,4.882409028868159,3.80164544858744,-3.7009379760958665,25.96345271843079
core_cumulative_log,10,origins_2022_2023,STATE_FAST_R15,24,4.03226774865225,3.3737284031768247,3.1954334547988643,0.0
core_cumulative_log,10,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,5.209095637220867,4.647094082569592,3.99640352973531,29.185261543258424
core_cumulative_log,10,origins_2022_2023,DAMPED_P95_Q001_R16,24,4.725339081619915,3.8177892698220384,3.768587287505081,17.188127777460195
core_cumulative_log,10,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.485074925461988,1.9525214662321229,0.0167406959643181,-38.3702898625072
core_cumulative_log,10,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.4840430975786,1.954598443786705,0.0228611226354527,-38.39587913255835
core_cumulative_log,10,origins_2022_2023,CORE_OWN_SHRINK_R25,24,3.977941948187935,3.259890528147233,3.0815955797692727,-1.3472766158068916
core_cumulative_log,10,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.485074925461988,1.9525214662321229,0.0167406959643181,-38.3702898625072
core_cumulative_log,10,origins_2024plus,STATE_FAST_R15,21,0.5232646139554046,0.451098537284646,0.0054884962793897,0.0
core_cumulative_log,10,origins_2024plus,STABLE_LOCAL_CORE_R14B,21,0.4105890000873747,0.3512502829002177,-0.1284603198722394,-21.53319962080079
core_cumulative_log,10,origins_2024plus,DAMPED_P95_Q001_R16,21,0.867251952916891,0.718230991665659,-0.6982437043854579,65.73869697804615
core_cumulative_log,10,origins_2024plus,CORE_PANEL_SHRINK_R25,21,0.4852697950219276,0.4344890871762197,-0.3544635549705045,-7.261109947082167
core_cumulative_log,10,origins_2024plus,CORE_PANEL_STATE_R25,21,0.4998021130308958,0.4448552858256556,-0.3686415839720474,-4.4838692123959305
core_cumulative_log,10,origins_2024plus,CORE_OWN_SHRINK_R25,21,0.4637269624056603,0.4209007235435759,-0.1682743482294485,-11.378115385960042
core_cumulative_log,10,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,21,0.4852697950219276,0.4344890871762197,-0.3544635549705045,-7.261109947082167
core_cumulative_log,11,full,STATE_FAST_R15,76,3.801231550995703,2.7004659603394323,0.0058035178467512,0.0
core_cumulative_log,11,full,STABLE_LOCAL_CORE_R14B,76,4.511610274729414,3.1646450985762384,0.0114141226805746,18.688120263224505
core_cumulative_log,11,full,DAMPED_P95_Q001_R16,76,4.123630200007279,2.9240392579758376,0.0582896287719534,8.481426208490927
core_cumulative_log,11,full,CORE_PANEL_SHRINK_R25,76,3.789789267923697,2.524692952963656,-1.7737152924280246,-0.3010151557068075
core_cumulative_log,11,full,CORE_PANEL_STATE_R25,76,3.79499240672984,2.535464476593033,-1.779099991162875,-0.16413481215655779
core_cumulative_log,11,full,CORE_OWN_SHRINK_R25,76,3.825718502665729,2.678039556155809,-0.1366094476517574,0.6441846896596548
core_cumulative_log,11,full,CORE_PANEL_SHRINK_FOODNORM_R25,76,3.789789267923697,2.524692952963656,-1.7737152924280246,-0.3010151557068075
core_cumulative_log,11,origins_2019_2021,STATE_FAST_R15,32,4.319619624342773,3.276987931990294,-2.7445984589536723,0.0
core_cumulative_log,11,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,4.801001506091725,3.4151045713003176,-3.309808565558429,11.144080349949647
core_cumulative_log,11,origins_2019_2021,DAMPED_P95_Q001_R16,32,4.265754023131475,3.1483451046177127,-2.58698682731366,-1.2469987150661277
core_cumulative_log,11,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,5.394068584558225,4.170051461768411,-4.155637718646085,24.873693835459587
core_cumulative_log,11,origins_2019_2021,CORE_PANEL_STATE_R25,32,5.402162865584625,4.18113204378595,-4.165216772662133,25.06107795096795
core_cumulative_log,11,origins_2019_2021,CORE_OWN_SHRINK_R25,32,4.419183262302773,3.342898498084028,-2.8570194279107457,2.3049167894070743
core_cumulative_log,11,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,5.394068584558225,4.170051461768411,-4.155637718646085,24.873693835459587
core_cumulative_log,11,origins_2022_2023,STATE_FAST_R15,24,4.544821642952583,3.811788917643285,3.6974359631132216,0.0
core_cumulative_log,11,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,5.792878207124266,5.158102149937503,4.5754923240140615,27.461068051085768
core_cumulative_log,11,origins_2022_2023,DAMPED_P95_Q001_R16,24,5.364122375165482,4.3447011726902245,4.3447011726902245,18.02712617960147
core_cumulative_log,11,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.54414138617571,2.062850031703608,0.2647689560014063,-44.02109508255892
core_cumulative_log,11,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.542539139523099,2.0655542511931184,0.2762898407925073,-44.05634941767889
core_cumulative_log,11,origins_2022_2023,CORE_OWN_SHRINK_R25,24,4.486611378984984,3.6817935761254215,3.567440621595358,-1.2808041445996787
core_cumulative_log,11,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.54414138617571,2.062850031703608,0.2647689560014063,-44.02109508255892
core_cumulative_log,11,origins_2024plus,STATE_FAST_R15,20,0.516242693286752,0.4444432569334313,-0.023512253592336,0.0
core_cumulative_log,11,origins_2024plus,STABLE_LOCAL_CORE_R14B,20,0.4464004754532684,0.3717614805841935,-0.1515234177372041,-13.52895038355324
core_cumulative_log,11,origins_2024plus,DAMPED_P95_Q001_R16,20,0.9865173369408728,0.8603556056915739,-0.8529618941929907,91.0956512837078
core_cumulative_log,11,origins_2024plus,CORE_PANEL_SHRINK_R25,20,0.5067172177194827,0.4463308443881038,-0.4088205085944438,-1.8451545544642123
core_cumulative_log,11,origins_2024plus,CORE_PANEL_STATE_R25,20,0.5260112753834557,0.466288639564265,-0.4277809391105229,1.8922460741304326
core_cumulative_log,11,origins_2024plus,CORE_OWN_SHRINK_R25,20,0.4636342369537174,0.4097604251071242,-0.2288135623339147,-10.190644248753111
core_cumulative_log,11,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,20,0.5067172177194827,0.4463308443881038,-0.4088205085944438,-1.8451545544642123
core_cumulative_log,12,full,STATE_FAST_R15,75,4.278484676610996,3.0451115184949065,0.0040651496721159,0.0
core_cumulative_log,12,full,STABLE_LOCAL_CORE_R14B,75,5.014212105585778,3.5378303817904864,0.0127258165700602,17.195981394925887
core_cumulative_log,12,full,DAMPED_P95_Q001_R16,75,4.658799633866295,3.339124909108156,0.0696790601691419,8.88901061944547
core_cumulative_log,12,full,CORE_PANEL_SHRINK_R25,75,4.165369582724372,2.818573925890603,-1.9227752489004613,-2.6438120604938886
core_cumulative_log,12,full,CORE_PANEL_STATE_R25,75,4.173912597759139,2.83174423176176,-1.92847236552908,-2.4441382114447463
core_cumulative_log,12,full,CORE_OWN_SHRINK_R25,75,4.300750058365144,3.013029181592513,-0.1521623370531086,0.5204034474136199
core_cumulative_log,12,full,CORE_PANEL_SHRINK_FOODNORM_R25,75,4.165369582724372,2.818573925890603,-1.9227752489004613,-2.6438120604938886
core_cumulative_log,12,origins_2019_2021,STATE_FAST_R15,32,4.822566348605122,3.613573204380653,-3.135938860761635,0.0
core_cumulative_log,12,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,5.284343311303669,3.760571555126256,-3.7478734093573767,9.575336642742327
core_cumulative_log,12,origins_2019_2021,DAMPED_P95_Q001_R16,32,4.765763060967723,3.499190937315628,-2.9506991760819905,-1.1778643056684635
core_cumulative_log,12,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,5.93330131007088,4.636165670682544,-4.636165670682544,23.032030690195214
core_cumulative_log,12,origins_2019_2021,CORE_PANEL_STATE_R25,32,5.9461443844078685,4.648614482009672,-4.648614482009672,23.298342720110643
core_cumulative_log,12,origins_2019_2021,CORE_OWN_SHRINK_R25,32,4.921233540546262,3.675554006273304,-3.2483957675303587,2.0459478379116325
core_cumulative_log,12,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,5.93330131007088,4.636165670682544,-4.636165670682544,23.032030690195214
core_cumulative_log,12,origins_2022_2023,STATE_FAST_R15,24,5.091429804141634,4.301139186464568,4.227662485099835,0.0
core_cumulative_log,12,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,6.415834224046374,5.712351710426432,5.182614375502348,26.012426191703565
core_cumulative_log,12,origins_2022_2023,DAMPED_P95_Q001_R16,24,6.040151272727682,4.954696996377199,4.951134145904922,18.63369436644906
core_cumulative_log,12,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.64969268454876,2.224744440727377,0.5410212297107505,-47.95778815621965
core_cumulative_log,12,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.648981298953441,2.230446623035819,0.5579425726218178,-47.97176037272237
core_cumulative_log,12,origins_2022_2023,CORE_OWN_SHRINK_R25,24,5.02867489337283,4.154986378458433,4.0815096770937,-1.2325596773966385
core_cumulative_log,12,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.64969268454876,2.224744440727377,0.5410212297107505,-47.95778815621965
core_cumulative_log,12,origins_2024plus,STATE_FAST_R15,19,0.5864647794529921,0.501141098515128,-0.0425773617165805,0.0
core_cumulative_log,12,origins_2024plus,STABLE_LOCAL_CORE_R14B,19,0.4694252700749752,0.415923569474314,-0.1840189299929347,-19.956784018160832
core_cumulative_log,12,origins_2024plus,DAMPED_P95_Q001_R16,19,1.1568758495675373,1.0288173829451974,-1.0094166502320412,97.26263027194564
core_cumulative_log,12,origins_2024plus,CORE_PANEL_SHRINK_R25,19,0.5731633530051502,0.5074671790787783,-0.4650185115132216,-2.2680691004579034
core_cumulative_log,12,origins_2024plus,CORE_PANEL_STATE_R25,19,0.5979471288810256,0.5312860528927799,-0.4879150385944822,1.9578924140582377
core_cumulative_log,12,origins_2024plus,CORE_OWN_SHRINK_R25,19,0.5300871578159372,0.4547256492468652,-0.2852496299084461,-9.613129997276138
core_cumulative_log,12,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,19,0.5731633530051502,0.5074671790787783,-0.4650185115132216,-2.2680691004579034
