sample,clock,model,omitted_report,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_rmse,cnb_mae,rmse_gain_vs_cnb,mae_gain_vs_cnb,full_rmse_gain_vs_cnb,full_mae_gain_vs_cnb,scope
full,cutoff,CORE_OWN_SHRINK_R25,2022-02-10,62,1.151621603695547,1.8973266274859504,-0.06662619931141088,17,17,1.4762985730425087,0.7040305251471131,-0.4210280544434417,-0.44759107854843383,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2022-05-12,62,1.0753864126810595,1.7273053958240119,0.009608991703076561,17,18,2.011588414712717,0.8639058580347869,0.28428301888870533,-0.21148055464627258,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2022-08-11,62,1.3132152927370524,2.152241831949936,-0.31651259244458463,17,18,2.3011132855836207,1.025782452630478,0.1488714536336846,-0.28743284010657444,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2022-11-10,62,1.2934085657248813,2.140802676961737,-0.29816294562068063,17,18,2.3277027370360734,1.0273077011297567,0.18690006007433624,-0.2661008645951246,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2023-02-09,62,1.2350285957022753,2.049746928491044,-0.1562860497971794,17,18,2.3679762558638635,1.1198213144271685,0.3182293273728196,-0.11520728127510682,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2023-05-11,62,1.2022370877249446,2.029362389338756,-0.4997141333230025,17,18,2.364701449100045,1.0977174807353174,0.3353390597612891,-0.10451960698962726,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2023-08-10,62,1.3582804635373136,2.181347443500892,-0.3325839569278911,17,18,2.3661721828347044,1.1073596899799842,0.18482473933381227,-0.25092077355732934,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2023-11-09,62,1.3188007811680886,2.166160462198419,-0.38315043987985836,17,18,2.366849088210777,1.1139947860587205,0.20068862601235793,-0.20480599510936814,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2024-02-15,62,1.378747135804366,2.185251416459023,-0.2937517314202298,17,18,2.366056213976598,1.1097687047272502,0.18080479751757528,-0.2689784310771157,0.17662560742040956,-0.24847116148486803,within_clock_common
full,cutoff,CORE_OWN_SHRINK_R25,2024-05-09,62,1.3866346232566698,2.185856825922446,-0.31531659779127763,17,18,2.367256203681473,1.113370885039828,0.18139937775902704,-0.2732637382168417,0.17662560742040956,-0.24847116148486803,within_clock_common
