scope,benchmark,model,metric,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,1,full,89,12,2000,1509,78,89,0.0008197832923929972,-0.00194024499924161,0.005721507904616642,0.3085,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,1,origins_2019_2021,35,12,2000,1509,24,35,0.004068731814670535,-0.002142461276430229,0.009777360835825323,0.443,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,1,origins_2022_2023,24,12,2000,1509,13,24,-0.002208797566022963,-0.00450439354635575,0.0,0.907,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,1,origins_2024plus,30,12,2000,1509,19,30,-0.0005477919635313618,-0.0008904739725932156,-0.00012389903446749452,0.9985,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,1,recent_targets,31,12,2000,1509,20,31,-0.00045651742163521126,-0.0008371228040404452,-4.1148596797459e-05,0.9845,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,2,full,88,12,2000,1509,77,88,0.0015339243497562221,-0.006510293154708686,0.01468570526143052,0.368,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,2,origins_2019_2021,35,12,2000,1509,24,35,0.01049928307970604,-0.008129304431177974,0.027111741207320218,0.443,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,2,origins_2022_2023,24,12,2000,1509,13,24,-0.006569715585974866,-0.013422127281037399,0.0,0.907,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,2,origins_2024plus,29,12,2000,1509,18,29,-0.0025798755499230027,-0.0032456595337146794,-0.0007912252457330738,1.0,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,2,recent_targets,31,12,2000,1509,20,31,-0.002194570462247197,-0.002994290032207684,-0.0008514604435505035,1.0,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,3,full,87,12,2000,1509,76,87,0.003453130635923786,-0.01287588843758362,0.02835379056668632,0.3725,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,3,origins_2019_2021,35,12,2000,1509,24,35,0.022133524343657323,-0.013345980938299364,0.05302520046051351,0.38,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,3,origins_2022_2023,24,12,2000,1509,13,24,-0.014343138943400063,-0.02978986941895544,0.0,0.907,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,3,origins_2024plus,28,12,2000,1509,17,28,-0.00464341614503698,-0.006252462569475827,-0.002320699278949031,1.0,ok
paired_fast_CORE_OWN_SHRINK_R25,STATE_FAST_R15,CORE_OWN_SHRINK_R25,headline_yy,3,recent_targets,31,12,2000,1509,20,31,-0.003923982351447624,-0.005889790998859893,-0.0019134052100006243,1.0,ok
