model,clock,report_date,threshold,quarter,origin,deviation,model_error,approx_error,dominant_block,h0,core,food,fuel,administered,alcohol_tobacco,wedge,outcome
CORE_OWN_SHRINK_R25,cutoff,2022-02-10,0.3,2022Q3,2021-12,3.332385089313428,-6.0752380927591965,-5.364077225504469,food,0.3500635465416196,-0.9554961516911297,-2.7562927843594243,-0.7734503649143951,-0.8600181805013446,-0.06491116595634547,-0.30397212462344986,gain
CORE_OWN_SHRINK_R25,cutoff,2022-02-10,0.3,2022Q4,2021-12,4.607218999374353,-4.464360112775855,-4.007189258835734,food,0.23337569769441305,-0.7362139927319565,-3.4962626209346603,-0.5765163258534753,0.538515440851096,-0.12535407988910804,0.15526662202795757,gain
CORE_OWN_SHRINK_R25,cutoff,2022-05-12,0.3,2022Q4,2022-03,-0.5404512727140798,-3.4896011948642887,-3.1276685505609203,food,-0.6899535791872943,-0.7806165375666868,-2.5301472886359835,0.30325098850772825,0.2299926915355274,-0.01064722683610949,0.3504524016218986,loss
CORE_OWN_SHRINK_R25,cutoff,2022-05-12,0.3,2023Q1,2022-03,0.6463505357504236,-7.88992201497115,-7.243244654561888,administered,-0.4599690527915296,-0.107417331456802,-2.9926076867007296,0.5924818769108037,-4.222665816592288,-0.11646911796329189,0.06340247403194968,gain
CORE_OWN_SHRINK_R25,cutoff,2022-08-11,0.3,2023Q1,2022-06,-1.6808587018336016,-1.906041962555177,-1.8207166541584092,administered,-0.1868747469821359,1.8146282987688556,-0.6837920237096724,0.768750947574147,-3.5954051936986047,-0.17110531134067342,0.23308137522967476,loss
CORE_OWN_SHRINK_R25,cutoff,2022-11-10,0.3,2023Q2,2022-09,0.31589121472312875,-0.6504011188062115,-0.7506764936124115,administered,-0.6384897969874221,2.707373041183357,-0.5546833374438497,0.3320798623894409,-2.805653842854953,-0.07805855017926285,0.28675613028027774,gain
CORE_OWN_SHRINK_R25,cutoff,2022-11-10,0.3,2023Q3,2022-09,2.186755747608993,1.0909292164324889,0.8463711173047712,core,-0.42565986465828143,3.9266461240086508,-0.23106965376713715,0.11385079407255118,-2.7744532440892438,-0.158216645094423,0.3952736068326546,immaterial
CORE_OWN_SHRINK_R25,cutoff,2023-02-09,0.3,2023Q3,2022-12,-1.5002383146686595,-1.7731406258451639,-1.8076349326058672,administered,0.0474750657227316,2.2544141561430204,0.6069456850165791,-0.11152421658387761,-4.725684036276577,-0.1654277910999381,0.28616620447219426,loss
CORE_OWN_SHRINK_R25,cutoff,2023-05-11,0.3,2023Q4,2023-03,3.137128216193389,3.9061062542067155,3.5737778364277326,core,0.15685653142796782,2.066792634018476,1.294361126091574,-0.16539462036844862,0.14878396987306222,0.032418118356993146,0.03996007702810841,loss
CORE_OWN_SHRINK_R25,cutoff,2023-05-11,0.3,2024Q1,2023-03,3.9287848946810047,4.345073890778651,4.1718531029197745,core,0.10457102095197855,2.9357016644399887,2.0964531739954415,-0.12193920205538233,-0.7086151785479743,0.04234764302554541,-0.1766660188898218,loss
CORE_OWN_SHRINK_R25,cutoff,2023-08-10,0.3,2024Q2,2023-06,0.899351075220276,0.7854283188366602,0.7550309604817157,food,-0.20247287232876063,1.0103945222870074,1.114879798116575,-0.2647055509899643,-0.6481306779433195,-0.0758331437098302,-0.17910111494999215,loss
CORE_OWN_SHRINK_R25,cutoff,2023-11-09,0.3,2024Q3,2023-09,1.3559253089079397,1.2811993322264255,1.2358427476442555,core,0.32590766206028493,1.0619011945778989,0.6203468275543781,0.2826536146260126,-0.7692319160301654,0.048197161174474555,-0.3339317963186282,loss
CORE_OWN_SHRINK_R25,cutoff,2024-05-09,0.3,2024Q4,2024-03,0.5760554819781061,0.2075791479753213,0.19800829227521996,fuel,0.04512442935453201,0.31051710101673524,-0.36333539132654274,0.3273555908840744,0.04290052716925064,-0.026204538916516768,-0.1383494259063128,gain
CORE_OWN_SHRINK_R25,cutoff,2024-05-09,0.3,2025Q1,2024-03,0.52385749887529,0.14411331303533714,0.13332316358364854,fuel,0.030082952903021338,0.2488755120251378,-0.36237396984213893,0.2699407454025231,0.10851309813398695,-0.0424173023953689,-0.11929787264351281,gain
CORE_OWN_SHRINK_R25,cutoff,2024-08-08,0.3,2025Q2,2024-06,0.3909097004017934,-0.24012298173362367,-0.2408445694263026,food,0.2091781364714337,-0.36705572866223896,-0.398768265876927,0.3716530718067846,0.10764076608779187,0.07459128530580969,-0.23808383455895651,gain
CORE_OWN_SHRINK_R25,cutoff,2024-11-14,0.3,2025Q3,2024-09,0.3619144838142079,0.49715209367880187,0.48013330264008325,food,-0.04764880311390759,0.07355294437136999,0.41622353629794867,0.036187035381703196,0.11278342266815854,0.1367955194113605,-0.24776035237655,loss
CORE_OWN_SHRINK_R25,cutoff,2025-05-15,0.3,2025Q4,2025-03,0.5072649262347277,0.6988973130456637,0.6785777075373101,food,-0.0388476046622292,0.1826395042877801,0.4464861790027091,0.059101870887478224,0.11978218826113947,0.06512437413831933,-0.15570880437788695,loss
CORE_OWN_SHRINK_R25,cutoff,2025-05-15,0.3,2026Q1,2025-03,0.5258037633379051,1.2085777568984664,1.1806577039416855,food,-0.025898403108152803,0.10209421600208313,0.8264679365241984,-0.07994920108476133,0.4469920683891302,0.05805924789328992,-0.14710816067410196,loss
CORE_OWN_SHRINK_R25,cutoff,2025-08-14,0.3,2026Q2,2025-06,0.3595683396979519,0.794957083437108,0.7738982834177354,food,-0.029350364462220002,-0.2618842079418238,1.244637387459122,-0.7082706756353666,0.5000979205145692,0.04113202468201658,-0.012463801198561988,loss
CORE_OWN_SHRINK_R25,report,2022-02-10,0.3,2022Q3,2021-12,3.332385089313428,-6.0752380927591965,-5.364077225504469,food,0.3500635465416196,-0.9554961516911297,-2.7562927843594243,-0.7734503649143951,-0.8600181805013446,-0.06491116595634547,-0.30397212462344986,gain
CORE_OWN_SHRINK_R25,report,2022-02-10,0.3,2022Q4,2021-12,4.607218999374353,-4.464360112775855,-4.007189258835734,food,0.23337569769441305,-0.7362139927319565,-3.4962626209346603,-0.5765163258534753,0.538515440851096,-0.12535407988910804,0.15526662202795757,gain
CORE_OWN_SHRINK_R25,report,2022-05-12,0.3,2023Q1,2022-04,1.4154801942463653,-7.120792356475208,-6.531023184561825,administered,-1.050814865754615,0.18557009294068616,-2.2488630724837004,0.46844203373235443,-3.7810798488440747,-0.23426814087111691,0.12999061671864187,gain
CORE_OWN_SHRINK_R25,report,2022-08-11,0.3,2023Q1,2022-07,-1.3356698102758777,-1.560853070997453,-1.5145226689252955,administered,0.06850695694892073,2.0437237158062422,-0.8240996718162595,0.5719116211314016,-3.4587465126455954,-0.21866181747198943,0.3028430391219843,loss
CORE_OWN_SHRINK_R25,report,2022-08-11,0.3,2023Q2,2022-07,0.510064721094242,0.8111208875649023,0.5732914108895897,core,0.06850695694892073,3.6577323683346363,-0.42626839589866744,0.695701338472641,-3.542813268161287,-0.16138546598249556,0.2818178771758418,loss
CORE_OWN_SHRINK_R25,report,2022-11-10,0.3,2023Q3,2022-10,3.1161699059699206,2.0203433747934163,1.7000522571553374,core,2.6169909326268606,3.73182094929286,0.24524086537646017,0.42995221782241533,-5.211009474720709,-0.12393363990953425,0.010990406666984124,loss
CORE_OWN_SHRINK_R25,report,2023-02-09,0.3,2023Q3,2022-12,-1.5002383146686595,-1.7731406258451639,-1.8076349326058672,administered,0.0474750657227316,2.2544141561430204,0.6069456850165791,-0.11152421658387761,-4.725684036276577,-0.1654277910999381,0.28616620447219426,loss
CORE_OWN_SHRINK_R25,report,2023-05-11,0.3,2023Q4,2023-04,2.33746555459172,3.1064435926050464,2.8509259219242336,core,0.7674826193987975,1.4625728542392402,0.6320609930180168,-0.21308327010203643,0.20930974498096902,-0.04875073700316812,0.04133371739241407,loss
CORE_OWN_SHRINK_R25,report,2023-05-11,0.3,2024Q1,2023-04,3.0993672056677846,3.515656201765431,3.3860603277305197,core,0.7674826193987975,2.24715328418524,1.4048165272326532,-0.1696278517889702,-0.6481036681940847,-0.04004472565110552,-0.17561585745201033,loss
CORE_OWN_SHRINK_R25,report,2023-08-10,0.3,2024Q2,2023-07,1.1932490769003685,1.0793263205167527,1.0397654634785067,food,-0.08647846901393552,1.106184155503383,1.130196432822155,-0.20293082213962618,-0.6683387823690122,-0.056203499890722784,-0.18266355143373433,loss
CORE_OWN_SHRINK_R25,report,2023-11-09,0.3,2024Q3,2023-09,1.3559253089079397,1.2811993322264255,1.2358427476442555,core,0.32590766206028493,1.0619011945778989,0.6203468275543781,0.2826536146260126,-0.7692319160301654,0.048197161174474555,-0.3339317963186282,loss
CORE_OWN_SHRINK_R25,report,2024-02-15,0.3,2024Q3,2024-01,-0.6829975785390856,-0.7416374652205999,-0.7374732566296025,h0,-0.5585983674972084,-0.08480596818424994,-0.11659319939027744,0.03567804642634361,-0.012617802108603143,0.03632620740048354,-0.036862173276090766,loss
CORE_OWN_SHRINK_R25,report,2024-02-15,0.3,2024Q4,2024-01,-0.47496998029617776,-0.6426139642989623,-0.6370019559822202,h0,-0.5585983674972084,0.002335058705777811,-0.1473219173388509,0.15150295547983403,-0.032806285482368164,0.06484499478963858,-0.11695839463904312,loss
CORE_OWN_SHRINK_R25,report,2024-05-09,0.3,2024Q4,2024-03,0.5760554819781061,0.2075791479753213,0.19800829227521996,fuel,0.04512442935453201,0.31051710101673524,-0.36333539132654274,0.3273555908840744,0.04290052716925064,-0.026204538916516768,-0.1383494259063128,gain
