model,h,omitted_year,n,rmse_delta,mae_delta
CORE_PANEL_SHRINK_R25,1,2019,78,0.04207713955173309,0.0216470201810407
CORE_PANEL_SHRINK_R25,1,2020,76,0.04383954335601148,0.024381276262250617
CORE_PANEL_SHRINK_R25,1,2021,76,0.03846395622396914,0.02010247574969526
CORE_PANEL_SHRINK_R25,1,2022,76,0.001819240010201395,-0.004152995026762585
CORE_PANEL_SHRINK_R25,1,2023,76,0.046472318551858405,0.023813601119974992
CORE_PANEL_SHRINK_R25,1,2024,76,0.04264357458929113,0.02119443182338754
CORE_PANEL_SHRINK_R25,1,2025,76,0.0426062233584098,0.022607074186260956
CORE_PANEL_SHRINK_R25,1,2026,82,0.04126634381758287,0.021374166138609096
CORE_PANEL_STATE_R25,1,2019,78,0.04214203566190755,0.021687136829588227
CORE_PANEL_STATE_R25,1,2020,76,0.043919351989645916,0.024513715879418196
CORE_PANEL_STATE_R25,1,2021,76,0.03855947764826084,0.020212194190801003
CORE_PANEL_STATE_R25,1,2022,76,0.00194057143905213,-0.004072075233028605
CORE_PANEL_STATE_R25,1,2023,76,0.046569741894071925,0.0239452354277232
CORE_PANEL_STATE_R25,1,2024,76,0.04272018303803804,0.02131639525075779
CORE_PANEL_STATE_R25,1,2025,76,0.04269830811302355,0.02272668601390737
CORE_PANEL_STATE_R25,1,2026,82,0.04135671987192546,0.021487240935393226
CORE_OWN_SHRINK_R25,1,2019,78,0.0005576622344971582,0.00031689534212864245
CORE_OWN_SHRINK_R25,1,2020,76,0.0007301582914821525,0.00095073425608172
CORE_OWN_SHRINK_R25,1,2021,76,-0.0007459776912632776,-0.0012840877933052441
CORE_OWN_SHRINK_R25,1,2022,76,0.0010476751850614363,0.00021746254887539118
CORE_OWN_SHRINK_R25,1,2023,76,0.0009411300199059225,0.00045015431335160283
CORE_OWN_SHRINK_R25,1,2024,76,0.0005242185435678781,0.00010689717733025628
CORE_OWN_SHRINK_R25,1,2025,76,0.0005683535238056869,0.00033787976672083886
CORE_OWN_SHRINK_R25,1,2026,82,0.000581915832028046,0.0003873802300914386
CORE_PANEL_SHRINK_FOODNORM_R25,1,2019,78,0.04401601819443668,0.024164276434576637
CORE_PANEL_SHRINK_FOODNORM_R25,1,2020,76,0.04553857669304473,0.026502322085504737
CORE_PANEL_SHRINK_FOODNORM_R25,1,2021,76,0.04062396962944659,0.022712836828352567
CORE_PANEL_SHRINK_FOODNORM_R25,1,2022,76,-9.924587742088375e-05,-0.003494579587036639
CORE_PANEL_SHRINK_FOODNORM_R25,1,2023,76,0.04898657414122054,0.025949782939791666
CORE_PANEL_SHRINK_FOODNORM_R25,1,2024,76,0.04389903735665002,0.020926387233562993
CORE_PANEL_SHRINK_FOODNORM_R25,1,2025,76,0.04467372470661213,0.025694648935531417
CORE_PANEL_SHRINK_FOODNORM_R25,1,2026,82,0.04308045573594821,0.02404596758436317
CORE_PANEL_SHRINK_R25,2,2019,77,0.11305260474309264,0.05937643794773606
CORE_PANEL_SHRINK_R25,2,2020,74,0.12030342273195593,0.06870612196605219
CORE_PANEL_SHRINK_R25,2,2021,74,0.1009559726581557,0.03605936421655964
CORE_PANEL_SHRINK_R25,2,2022,74,0.0098525491650997,0.01183531268911392
CORE_PANEL_SHRINK_R25,2,2023,74,0.1281963256557861,0.07420705143198258
CORE_PANEL_SHRINK_R25,2,2024,74,0.11686689186092014,0.06492712997821315
CORE_PANEL_SHRINK_R25,2,2025,74,0.11651629169658273,0.06766976135470137
CORE_PANEL_SHRINK_R25,2,2026,81,0.11164403043869608,0.061006002807549864
CORE_PANEL_STATE_R25,2,2019,77,0.11313639222967797,0.05947789225474864
CORE_PANEL_STATE_R25,2,2020,74,0.12043165228482633,0.06900004813536909
CORE_PANEL_STATE_R25,2,2021,74,0.10111360173913808,0.03633436693188463
CORE_PANEL_STATE_R25,2,2022,74,0.009972601267994152,0.012068216184073444
CORE_PANEL_STATE_R25,2,2023,74,0.1283304825428473,0.07445279247572523
CORE_PANEL_STATE_R25,2,2024,74,0.1169866853871031,0.06510363540573927
CORE_PANEL_STATE_R25,2,2025,74,0.11664732174550974,0.0679313807991535
CORE_PANEL_STATE_R25,2,2026,81,0.11177510501479193,0.0612502261443576
CORE_OWN_SHRINK_R25,2,2019,77,0.0006228771579004366,0.000337848378825778
CORE_OWN_SHRINK_R25,2,2020,74,0.0013547467705317118,0.0024151514120116513
CORE_OWN_SHRINK_R25,2,2021,74,-0.0018051647878947197,-0.0035053820697840132
CORE_OWN_SHRINK_R25,2,2022,74,0.0014768135951434003,0.0006237212850143115
CORE_OWN_SHRINK_R25,2,2023,74,0.0015552510161287447,0.0014452442095408413
CORE_OWN_SHRINK_R25,2,2024,74,0.0008051843972480821,0.0007807587769644853
CORE_OWN_SHRINK_R25,2,2025,74,0.0008222139948950158,0.0012523512663780156
CORE_OWN_SHRINK_R25,2,2026,81,0.0008228871033664209,0.0009160096214637647
CORE_PANEL_SHRINK_FOODNORM_R25,2,2019,77,0.11805718911487029,0.054636644365826714
CORE_PANEL_SHRINK_FOODNORM_R25,2,2020,74,0.12484406117832658,0.06267054500868063
CORE_PANEL_SHRINK_FOODNORM_R25,2,2021,74,0.10671680824739704,0.03147402961424961
CORE_PANEL_SHRINK_FOODNORM_R25,2,2022,74,0.003273996088199338,0.004391569811896756
CORE_PANEL_SHRINK_FOODNORM_R25,2,2023,74,0.1348707732042056,0.07080446906408744
CORE_PANEL_SHRINK_FOODNORM_R25,2,2024,74,0.1203956334123002,0.05595114076515517
CORE_PANEL_SHRINK_FOODNORM_R25,2,2025,74,0.12211415721832108,0.06659136743923921
CORE_PANEL_SHRINK_FOODNORM_R25,2,2026,81,0.11602444395613687,0.05617807074370573
CORE_PANEL_SHRINK_R25,3,2019,76,0.23655146970379515,0.09794495821566662
CORE_PANEL_SHRINK_R25,3,2020,72,0.2508894989885635,0.1155892401709675
CORE_PANEL_SHRINK_R25,3,2021,72,0.19271983676543547,0.03741389038196241
CORE_PANEL_SHRINK_R25,3,2022,72,0.07750041701772237,0.03041637149690879
CORE_PANEL_SHRINK_R25,3,2023,72,0.26747176191918687,0.12023535366230598
CORE_PANEL_SHRINK_R25,3,2024,72,0.24470560158633736,0.10515425852316351
CORE_PANEL_SHRINK_R25,3,2025,72,0.24518877952992302,0.11066790021956008
CORE_PANEL_SHRINK_R25,3,2026,80,0.23142279273014155,0.09549799515049495
CORE_PANEL_STATE_R25,3,2019,76,0.2365226910717968,0.09818735603051887
CORE_PANEL_STATE_R25,3,2020,72,0.25083451109416055,0.11550212427050477
CORE_PANEL_STATE_R25,3,2021,72,0.19283501054500518,0.03767905733454946
CORE_PANEL_STATE_R25,3,2022,72,0.0774960613342337,0.0306611079847513
CORE_PANEL_STATE_R25,3,2023,72,0.26745670280850464,0.12040647605242083
CORE_PANEL_STATE_R25,3,2024,72,0.24468014738689736,0.10532497008939501
CORE_PANEL_STATE_R25,3,2025,72,0.24519280460130055,0.11093792826967674
CORE_PANEL_STATE_R25,3,2026,80,0.23141990285743264,0.09569115066588829
