model,clock,report_date,origin,quarter,quarters_ahead,headline_gap,block,model_rate,cnb_rate,model_weight,cnb_weight,contribution_gap
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q2,1,0.5759169639818573,fuel,-20.46799647698057,-19.1319232166918,0.03177226300000001,0.0315,-0.047658985823908595
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q2,1,0.5759169639818573,administered,24.980991141515243,24.3601531148773,0.15130824938383297,0.1421,0.31825227987164606
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q2,1,0.5759169639818573,unexplained,,,,,0.6139258474811485
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q3,2,1.380988355096413,core,7.484742312603083,6.72306307376946,0.5518957076161668,0.5614,0.3564695453245683
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q3,2,1.380988355096413,food_alc_tobacco,8.25587611391129,7.63448066315935,0.26502378,0.265,0.164866119183253
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q3,2,1.380988355096413,fuel,-17.256591423959406,-17.6627271391191,0.03177226300000001,0.0315,0.008094943676668742
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q3,2,1.380988355096413,administered,20.042453607905163,18.8816929106486,0.15130824938383297,0.1421,0.34950000616565147
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q3,2,1.380988355096413,unexplained,,,,,0.5020577407462715
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q4,3,2.4363704987319963,core,6.8808616474343305,5.06844378205642,0.5518957076161668,0.5614,0.9520936686732391
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q4,3,2.4363704987319963,food_alc_tobacco,5.322116402809521,2.84176802054319,0.26502378,0.265,0.6574188812286366
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q4,3,2.4363704987319963,fuel,-11.891245634742639,-9.59303329614817,0.03177226300000001,0.0315,-0.07563123487597778
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q4,3,2.4363704987319963,administered,35.2991669295499,34.2256331916355,0.15130824938383297,0.1421,0.4775926762864806
STATE_FAST_R15,report,2023-05-11,2023-04,2023Q4,3,2.4363704987319963,unexplained,,,,,0.4248965074196178
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q1,4,3.206917211381707,core,7.211706814880174,4.28100654548598,0.5518957076161668,0.5614,1.5767529610827973
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q1,4,3.206917211381707,food_alc_tobacco,3.3548607837704165,-0.197840937206428,0.26502378,0.265,0.9415457346483018
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q1,4,3.206917211381707,fuel,-3.23553513974554,0.198946761573349,0.03177226300000001,0.0315,-0.10906709639529757
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q1,4,3.206917211381707,administered,1.9634683883638189,1.29551048025138,0.15130824938383297,0.1421,0.11299692532010425
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q1,4,3.206917211381707,unexplained,,,,,0.6846886867258011
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q2,5,,core,,3.6166054285655,0.5518957076161668,0.5614,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q2,5,,food_alc_tobacco,,-0.353832588908731,0.26502378,0.265,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q2,5,,fuel,,1.21709522287092,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q2,5,,administered,,1.24430931034332,0.15130824938383297,0.1421,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q2,5,,unexplained,,,,,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q3,6,,core,,3.21717583316439,0.5518957076161668,0.5614,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q3,6,,food_alc_tobacco,,-0.236108594088547,0.26502378,0.265,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q3,6,,fuel,,1.30768127739183,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q3,6,,administered,,1.50202844595413,0.15130824938383297,0.1421,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q3,6,,unexplained,,,,,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q4,7,,core,,2.90332120213206,0.5518957076161668,0.5614,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q4,7,,food_alc_tobacco,,-0.0186040304825497,0.26502378,0.265,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q4,7,,fuel,,0.897483752186812,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q4,7,,administered,,1.27081888156932,0.15130824938383297,0.1421,
STATE_FAST_R15,report,2023-05-11,2023-04,2024Q4,7,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q2,1,0.9182065699799402,core,9.931413235537674,9.23373129306161,0.5518982249256992,0.5614,0.2973125877720495
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q2,1,0.9182065699799402,food_alc_tobacco,14.21374581673043,12.5020722280567,0.26502378,0.265,0.4539315038740601
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q2,1,0.9182065699799402,fuel,-19.758433524429492,-19.1319232166918,0.03177226300000001,0.0315,-0.02511456508039922
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q2,1,0.9182065699799402,administered,24.483554360852498,24.3601531148773,0.15130573207430056,0.1421,0.24292435872565665
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q2,1,0.9182065699799402,unexplained,,,,,-0.05084731531142683
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q3,2,1.9347613437900453,core,8.360380125503733,6.72306307376946,0.5518982249256992,0.5614,0.8397513413554298
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q3,2,1.9347613437900453,food_alc_tobacco,11.076814368650666,7.63448066315935,0.26502378,0.265,0.9124818386008853
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q3,2,1.9347613437900453,fuel,-15.993669526285702,-17.6627271391191,0.03177226300000001,0.0315,0.04822083035801672
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q3,2,1.9347613437900453,administered,19.56467269802295,18.8816929106486,0.15130573207430056,0.1421,0.2771585627652775
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q3,2,1.9347613437900453,unexplained,,,,,-0.14285122928956406
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q4,3,3.137128216193389,core,7.876450214991139,5.06844378205642,0.5518982249256992,0.5614,1.5015745531227775
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q4,3,3.137128216193389,food_alc_tobacco,8.324516591724958,2.84176802054319,0.26502378,0.265,1.4531263283677196
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q4,3,3.137128216193389,fuel,-10.546431864321555,-9.59303329614817,0.03177226300000001,0.0315,-0.03290345807613748
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q4,3,3.137128216193389,administered,34.760662782566605,34.2256331916355,0.15130573207430056,0.1421,0.3960250531727292
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2023Q4,3,3.137128216193389,unexplained,,,,,-0.18069426039369985
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q1,4,3.9287848946810047,core,8.350355775470396,4.28100654548598,0.5518982249256992,0.5614,2.2051894553443425
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q1,4,3.9287848946810047,food_alc_tobacco,6.422790215523574,-0.197840937206428,0.26502378,0.265,1.7546199894247756
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q1,4,3.9287848946810047,fuel,-1.758608292135837,0.198946761573349,0.03177226300000001,0.0315,-0.06214178816128116
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q1,4,3.9287848946810047,administered,1.557643638559383,1.29551048025138,0.15130573207430056,0.1421,0.05158837179938358
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q1,4,3.9287848946810047,unexplained,,,,,-0.020471133726216006
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q2,5,,core,,3.6166054285655,0.5518982249256992,0.5614,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q2,5,,food_alc_tobacco,,-0.353832588908731,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q2,5,,fuel,,1.21709522287092,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q2,5,,administered,,1.24430931034332,0.15130573207430056,0.1421,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q2,5,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q3,6,,core,,3.21717583316439,0.5518982249256992,0.5614,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q3,6,,food_alc_tobacco,,-0.236108594088547,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q3,6,,fuel,,1.30768127739183,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q3,6,,administered,,1.50202844595413,0.15130573207430056,0.1421,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q3,6,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q4,7,,core,,2.90332120213206,0.5518982249256992,0.5614,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q4,7,,food_alc_tobacco,,-0.0186040304825497,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q4,7,,fuel,,0.897483752186812,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q4,7,,administered,,1.27081888156932,0.15130573207430056,0.1421,
STATE_FAST_R15,cutoff,2023-05-11,2023-03,2024Q4,7,,unexplained,,,,,
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q3,1,-0.08790377901149249,core,6.269704401597491,6.18487908872535,0.5518819685390914,0.5614,-0.012054313098581737
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q3,1,-0.08790377901149249,food_alc_tobacco,7.874014339671423,8.1023418117491,0.26502378,0.265,-0.06031953603958762
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q3,1,-0.08790377901149249,fuel,-16.273820974626247,-19.8093032688243,0.03177226300000001,0.0315,0.10693693294722384
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q3,1,-0.08790377901149249,administered,20.28202830531914,19.4867615939046,0.15132198846090844,0.1421,0.30004803068747776
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q3,1,-0.08790377901149249,unexplained,,,,,-0.42251489350802474
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q4,2,0.4225254895150172,core,4.892222684234571,4.82199628083222,0.5518819685390914,0.5614,-0.007139226552235645
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q4,2,0.4225254895150172,food_alc_tobacco,4.55375298122966,2.92235853908409,0.26502378,0.265,0.43242781541446984
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q4,2,0.4225254895150172,fuel,-10.41900362923089,-12.1050511867363,0.03177226300000001,0.0315,0.05027378887631506
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q4,2,0.4225254895150172,administered,35.56919020884228,34.2201709512331,0.15132198846090844,0.1421,0.5197142981760647
STATE_FAST_R15,report,2023-08-10,2023-07,2023Q4,2,0.4225254895150172,unexplained,,,,,-0.5727511863995968
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q1,3,0.6480313411535565,core,4.475732423070109,4.31532748847059,0.5518819685390914,0.5614,0.04745116827078011
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q1,3,0.6480313411535565,food_alc_tobacco,2.416938300611471,0.502275856336198,0.26502378,0.265,0.5074430225257358
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q1,3,0.6480313411535565,fuel,-1.6186616425041995,-1.75106730504442,0.03177226300000001,0.0315,0.0037300766952438127
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q1,3,0.6480313411535565,administered,2.166961955449768,1.41451106549377,0.15132198846090844,0.1421,0.12690696961113265
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q1,3,0.6480313411535565,unexplained,,,,,-0.03749989594933589
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q2,4,1.4418544174261752,core,4.907951771737527,3.8689497101486,0.5518819685390914,0.5614,0.5365817180040038
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q2,4,1.4418544174261752,food_alc_tobacco,3.6827340225996945,0.559748790562109,0.26502378,0.265,0.8276786619050175
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q2,4,1.4418544174261752,fuel,2.3733304177000893,2.39057272136409,0.03177226300000001,0.0315,0.00010303749409827645
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q2,4,1.4418544174261752,administered,1.6250695440385774,0.696631747837984,0.15132198846090844,0.1421,0.14691738342340183
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q2,4,1.4418544174261752,unexplained,,,,,-0.06942638340034635
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q3,5,,core,,2.96777202717644,0.5518819685390914,0.5614,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q3,5,,food_alc_tobacco,,0.355439123664913,0.26502378,0.265,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q3,5,,fuel,,2.50555714678597,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q3,5,,administered,,1.10401636378823,0.15132198846090844,0.1421,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q3,5,,unexplained,,,,,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q4,6,,core,,2.69586888413105,0.5518819685390914,0.5614,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q4,6,,food_alc_tobacco,,0.513356298556711,0.26502378,0.265,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q4,6,,fuel,,1.26022024822647,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q4,6,,administered,,1.43030384056899,0.15132198846090844,0.1421,
STATE_FAST_R15,report,2023-08-10,2023-07,2024Q4,6,,unexplained,,,,,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q1,7,,core,,2.21358760086265,0.5518819685390914,0.5614,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q1,7,,food_alc_tobacco,,0.01781539517276,0.26502378,0.265,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q1,7,,fuel,,-0.221350367612061,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q1,7,,administered,,1.35328510973516,0.15132198846090844,0.1421,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q1,7,,unexplained,,,,,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q2,8,,core,,2.23764340224324,0.5518819685390914,0.5614,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q2,8,,food_alc_tobacco,,0.207314745713694,0.26502378,0.265,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q2,8,,fuel,,-0.64441216306641,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q2,8,,administered,,1.30835175944357,0.15132198846090844,0.1421,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q2,8,,unexplained,,,,,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q3,9,,core,,2.43306417767117,0.5518819685390914,0.5614,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q3,9,,food_alc_tobacco,,0.564417269993989,0.26502378,0.265,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q3,9,,fuel,,-0.295462922912126,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q3,9,,administered,,1.40763490025611,0.15132198846090844,0.1421,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q3,9,,unexplained,,,,,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q4,10,,core,,2.47691434345598,0.5518819685390914,0.5614,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q4,10,,food_alc_tobacco,,1.0102056411802,0.26502378,0.265,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q4,10,,fuel,,-0.0835625790971295,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q4,10,,administered,,1.36509464215644,0.15132198846090844,0.1421,
STATE_FAST_R15,report,2023-08-10,2023-07,2025Q4,10,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q3,1,-0.4746684768052596,core,6.040876659789089,6.18487908872535,0.5518894018381354,0.5614,-0.13829531406145756
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q3,1,-0.4746684768052596,food_alc_tobacco,7.867158378464896,8.1023418117491,0.26502378,0.265,-0.06213652879407494
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q3,1,-0.4746684768052596,fuel,-17.47901521784517,-19.8093032688243,0.03177226300000001,0.0315,0.06864518448558632
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q3,1,-0.4746684768052596,administered,20.462631951423223,19.4867615939046,0.15131455516186448,0.1421,0.32722522867671655
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q3,1,-0.4746684768052596,unexplained,,,,,-0.67010704711203
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q4,2,-0.07147731764884746,core,4.552379998218442,4.82199628083222,0.5518894018381354,0.5614,-0.19465843790254045
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q4,2,-0.07147731764884746,food_alc_tobacco,4.46618378845866,2.92235853908409,0.26502378,0.265,0.4092198969347507
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q4,2,-0.07147731764884746,fuel,-12.12809209487437,-12.1050511867363,0.03177226300000001,0.0315,-0.004027819344376127
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q4,2,-0.07147731764884746,administered,35.77274755149819,34.2201709512331,0.15131455516186448,0.1421,0.5502510905024014
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2023Q4,2,-0.07147731764884746,unexplained,,,,,-0.832262047839083
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q1,3,0.11117774040791817,core,4.031244511357795,4.31532748847059,0.5518894018381354,0.5614,-0.19782372999086917
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q1,3,0.11117774040791817,food_alc_tobacco,2.2943602551709064,0.502275856336198,0.26502378,0.265,0.4749569255780657
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q1,3,0.11117774040791817,fuel,-3.4956491446908884,-1.75106730504442,0.03177226300000001,0.0315,-0.05590606387194475
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q1,3,0.11117774040791817,administered,2.3203658022297198,1.41451106549377,0.15131455516186448,0.1421,0.15010309677052816
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q1,3,0.11117774040791817,unexplained,,,,,-0.26015248807786173
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q2,4,0.9476502460299341,core,4.361829091842807,3.8689497101486,0.5518894018381354,0.5614,0.23521888113988032
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q2,4,0.9476502460299341,food_alc_tobacco,3.5464629478601055,0.559748790562109,0.26502378,0.265,0.7915635865728692
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q2,4,0.9476502460299341,fuel,0.4201809184219973,2.39057272136409,0.03177226300000001,0.0315,-0.061952942075283596
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q2,4,0.9476502460299341,administered,1.76073347305984,0.696631747837984,0.15131455516186448,0.1421,0.1674332308668769
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q2,4,0.9476502460299341,unexplained,,,,,-0.18461251047440874
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q3,5,,core,,2.96777202717644,0.5518894018381354,0.5614,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q3,5,,food_alc_tobacco,,0.355439123664913,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q3,5,,fuel,,2.50555714678597,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q3,5,,administered,,1.10401636378823,0.15131455516186448,0.1421,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q3,5,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q4,6,,core,,2.69586888413105,0.5518894018381354,0.5614,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q4,6,,food_alc_tobacco,,0.513356298556711,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q4,6,,fuel,,1.26022024822647,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q4,6,,administered,,1.43030384056899,0.15131455516186448,0.1421,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2024Q4,6,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q1,7,,core,,2.21358760086265,0.5518894018381354,0.5614,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q1,7,,food_alc_tobacco,,0.01781539517276,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q1,7,,fuel,,-0.221350367612061,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q1,7,,administered,,1.35328510973516,0.15131455516186448,0.1421,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q1,7,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q2,8,,core,,2.23764340224324,0.5518894018381354,0.5614,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q2,8,,food_alc_tobacco,,0.207314745713694,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q2,8,,fuel,,-0.64441216306641,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q2,8,,administered,,1.30835175944357,0.15131455516186448,0.1421,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q2,8,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q3,9,,core,,2.43306417767117,0.5518894018381354,0.5614,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q3,9,,food_alc_tobacco,,0.564417269993989,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q3,9,,fuel,,-0.295462922912126,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q3,9,,administered,,1.40763490025611,0.15131455516186448,0.1421,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q3,9,,unexplained,,,,,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q4,10,,core,,2.47691434345598,0.5518894018381354,0.5614,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q4,10,,food_alc_tobacco,,1.0102056411802,0.26502378,0.265,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q4,10,,fuel,,-0.0835625790971295,0.03177226300000001,0.0315,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q4,10,,administered,,1.36509464215644,0.15131455516186448,0.1421,
STATE_FAST_R15,cutoff,2023-08-10,2023-06,2025Q4,10,,unexplained,,,,,
STATE_FAST_R15,report,2023-11-09,2023-09,2023Q4,1,1.2347285729338155,core,4.460044527075606,3.95493928445889,0.5518796456498034,0.5614,0.24110487888960952
STATE_FAST_R15,report,2023-11-09,2023-09,2023Q4,1,1.2347285729338155,food_alc_tobacco,3.49618735980861,2.907631341585,0.26502378,0.265,0.1560504841646727
STATE_FAST_R15,report,2023-11-09,2023-09,2023Q4,1,1.2347285729338155,fuel,-0.8957355048492147,-4.4259159354998,0.03177226300000001,0.0315,0.11095680792973667
STATE_FAST_R15,report,2023-11-09,2023-09,2023Q4,1,1.2347285729338155,administered,34.14297254729423,31.1110566650816,0.1513243113501965,0.1421,0.7457806560598677
STATE_FAST_R15,report,2023-11-09,2023-09,2023Q4,1,1.2347285729338155,unexplained,,,,,-0.019164254110070944
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q1,2,0.507549803539344,core,4.016134455434663,3.36303387301247,0.5518796456498034,0.5614,0.32841564383804744
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q1,2,0.507549803539344,food_alc_tobacco,1.1826834390450942,0.580226516378005,0.26502378,0.265,0.1596792087189591
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q1,2,0.507549803539344,fuel,8.840162232775546,3.55500652842469,0.03177226300000001,0.0315,0.1688892537770342
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q1,2,0.507549803539344,administered,1.0921430726114039,4.1792948522088,0.1513243113501965,0.1421,-0.4286100001400621
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q1,2,0.507549803539344,unexplained,,,,,0.2791756973453653
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q2,3,1.183870012500328,core,4.420150772072437,3.12151313560776,0.5518796456498034,0.5614,0.6869737674798451
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q2,3,1.183870012500328,food_alc_tobacco,2.334733934588614,0.035753495418267,0.26502378,0.265,0.6092853363531064
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q2,3,1.183870012500328,fuel,13.25653906519625,8.9618715628375,0.03177226300000001,0.0315,0.13889129141980833
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q2,3,1.183870012500328,administered,0.5559514884060326,3.89000046409356,0.1513243113501965,0.1421,-0.4686400898205353
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q2,3,1.183870012500328,unexplained,,,,,0.21735970706810337
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q3,4,1.6392788382025385,core,4.6777152009304475,2.79252525535814,0.5518796456498034,0.5614,1.0138121291821347
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q3,4,1.6392788382025385,food_alc_tobacco,3.1188200125996715,-0.117114740014113,0.26502378,0.265,0.8575968749825524
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q3,4,1.6392788382025385,fuel,6.077344196177111,3.28997045586108,0.03177226300000001,0.0315,0.0894569087828388
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q3,4,1.6392788382025385,administered,0.8458773245228229,3.96015844582698,0.1513243113501965,0.1421,-0.434736711531851
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q3,4,1.6392788382025385,unexplained,,,,,0.11314963678686363
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q4,5,,core,,2.68629574710413,0.5518796456498034,0.5614,
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q4,5,,food_alc_tobacco,,0.417081386216744,0.26502378,0.265,
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q4,5,,fuel,,-0.520303471127059,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q4,5,,administered,,7.09163615905775,0.1513243113501965,0.1421,
STATE_FAST_R15,report,2023-11-09,2023-09,2024Q4,5,,unexplained,,,,,
STATE_FAST_R15,report,2023-11-09,2023-09,2025Q1,6,,core,,2.21253800251386,0.5518796456498034,0.5614,
STATE_FAST_R15,report,2023-11-09,2023-09,2025Q1,6,,food_alc_tobacco,,0.384904282869325,0.26502378,0.265,
STATE_FAST_R15,report,2023-11-09,2023-09,2025Q1,6,,fuel,,0.227844073244365,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2023-11-09,2023-09,2025Q1,6,,administered,,1.82516103901047,0.1513243113501965,0.1421,
