model,clock,report_date,quarter,next_report,forecast,cnb_current,cnb_next,realised,threshold,deviation,call,forecast_available,next_report_available,next_forecast_available,target_still_future,revision_eligible,revision,revision_direction_agrees,revision_distance_gain,revision_confirmed,abs_error_gain,material_gain,material_loss,joint_success,episode_start,is_baseline,headline_gap,dominant_block,dominant_gap,gap_core,gap_food_alc_tobacco,gap_fuel,gap_administered,gap_unexplained,outcome
CNB_MOMENTUM,cutoff,2022-05-12,2022Q4,2022-08-11,18.87232319,12.749894,19.6557739,15.699043922150208,0.3,6.12242919,True,True,True,True,True,True,6.9058799,True,5.33897848,True,-0.2241293456995823,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2022-05-12,2023Q1,2022-08-11,12.68163563,7.85719611,16.1682854,16.393468660721574,0.3,4.82443952,True,True,True,True,True,True,8.311089289999998,True,1.3377897500000024,True,4.82443952,True,False,True,True,True,,,,,,,,,gain
CNB_MOMENTUM,cutoff,2022-05-12,2023Q2,2022-08-11,5.314845869999999,3.78559228,11.4594623,11.15840613352934,0.3,1.5292535899999993,True,True,True,True,True,True,7.673870020000001,True,-4.615362840000001,False,1.5292535899999995,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,cutoff,2022-11-10,2023Q2,2023-02-09,8.924765299999999,10.1921138,11.3077531,11.15840613352934,0.3,-1.2673485000000009,True,True,True,True,True,True,1.1156392999999998,False,-1.1156392999999998,False,-1.2673485000000009,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2022-05-12,2023Q3,2022-08-11,3.33300048,2.66301702,6.2621601,8.048806481176504,0.3,0.6699834600000001,True,True,True,True,True,True,3.59914308,True,-2.25917616,False,0.6699834600000001,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,cutoff,2022-08-11,2023Q4,2022-11-10,6.26607521,4.24365217,4.23164098,7.563594181986673,0.3,2.02242304,True,True,True,True,True,True,-0.0120111899999999,False,-0.0120111899999999,False,2.02242304,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,cutoff,2023-02-09,2023Q4,2023-05-11,11.01401698,7.62282898,8.33257222,7.563594181986673,0.3,3.3911880000000005,True,True,True,True,True,True,0.709743239999999,True,0.709743239999999,True,-3.3911880000000005,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2023-02-09,2024Q1,2023-05-11,1.8407236799999995,2.28509891,2.50204809,2.085759093902354,0.3,-0.4443752300000003,True,True,True,True,True,True,0.2169491800000003,False,-0.2169491800000003,False,-0.0456955978047082,False,False,False,True,True,,,,,,,,,immaterial
CNB_MOMENTUM,cutoff,2023-11-09,2024Q3,2024-02-15,2.60014844,2.23573565,2.25182174,2.3104616266815143,0.3,0.3644127899999998,True,True,True,True,True,True,0.0160860899999999,True,0.0160860899999999,False,-0.2149608366369713,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2023-05-11,2024Q4,2023-08-10,1.4635525499999995,1.81285974,1.78466814,2.8836531940027847,0.3,-0.3493071900000002,True,True,True,True,True,True,-0.0281915999999999,True,0.0281915999999999,False,-0.3493071900000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2023-11-09,2024Q4,2024-02-15,3.71827992,2.75147403,2.71600921,2.8836531940027847,0.3,0.9668058899999998,True,True,True,True,True,True,-0.0354648199999996,False,-0.0354648199999996,False,-0.7024475619944299,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2024-05-09,2025Q1,2024-08-08,2.95543462,2.35125799,2.18682304,2.731002175839953,0.3,0.60417663,True,True,True,True,True,True,-0.1644349499999999,False,-0.1644349499999999,False,0.1553117416799057,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,cutoff,2023-11-09,2025Q2,2024-02-15,2.35571975,1.97308566,1.90133475,2.380373322135417,0.3,0.38263409,True,True,True,True,True,True,-0.07175091,False,-0.07175091,False,0.38263409,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,cutoff,2024-11-14,2025Q2,2025-02-13,3.3845708200000004,2.56695573,2.23488009,2.380373322135417,0.3,0.8176150900000003,True,True,True,True,True,True,-0.3320756400000002,False,-0.3320756400000002,False,-0.8176150900000003,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2023-11-09,2025Q3,2024-02-15,2.6317710400000003,2.22360544,2.10922648,2.498824030135406,0.3,0.4081656000000002,True,True,True,True,True,True,-0.1143789600000002,False,-0.1143789600000002,False,0.1422715802708118,False,False,False,True,True,,,,,,,,,immaterial
CNB_MOMENTUM,cutoff,2024-11-14,2025Q3,2025-02-13,3.3659961700000003,2.63406164,2.39037316,2.498824030135406,0.3,0.7319345300000002,True,True,True,True,True,True,-0.2436884799999998,False,-0.2436884799999998,False,-0.7319345300000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2023-11-09,2025Q4,2024-02-15,2.64061693,2.29729349,2.11605046,2.233358733189064,0.3,0.3433234400000002,True,True,True,True,True,True,-0.18124303,False,-0.18124303,False,-0.3433234400000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2024-11-14,2025Q4,2025-02-13,2.89866629,2.44980864,2.39852331,2.233358733189064,0.3,0.4488576499999999,True,True,True,True,True,True,-0.0512853300000002,False,-0.0512853300000002,False,-0.4488576499999999,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2024-11-14,2026Q1,2025-02-13,2.5617954600000004,2.24170294,2.24065602,1.6208666864394388,0.3,0.3200925200000002,True,True,True,True,True,True,-0.0010469200000002,False,-0.0010469200000002,False,-0.3200925200000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,cutoff,2026-02-12,2026Q3,2026-05-14,0.78885155,1.47111427,2.34598729,,0.3,-0.68226272,True,True,True,True,True,True,0.8748730200000001,False,-0.8748730200000001,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-02-12,2026Q4,2026-05-14,1.04541591,1.64784477,2.6040408,,0.3,-0.6024288600000001,True,True,True,True,True,True,0.95619603,False,-0.95619603,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-05-14,2026Q4,2026-08-13,3.56023683,2.6040408,2.3887179,,0.3,0.95619603,True,True,True,True,True,True,-0.2153228999999998,False,-0.2153228999999998,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-02-12,2027Q1,2026-05-14,1.5852025399999996,2.05955138,3.07913181,,0.3,-0.4743488400000002,True,True,True,True,True,True,1.01958043,False,-1.01958043,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-05-14,2027Q1,2026-08-13,4.098712239999999,3.07913181,2.8254517,,0.3,1.0195804299999995,True,True,True,True,True,True,-0.2536801099999999,False,-0.2536801099999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-02-12,2027Q2,2026-05-14,1.70003195,2.08366189,2.42050622,,0.3,-0.38362994,True,True,True,True,True,True,0.3368443299999999,False,-0.3368443299999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-05-14,2027Q2,2026-08-13,2.75735055,2.42050622,2.42139857,,0.3,0.3368443299999999,True,True,True,True,True,True,0.0008923499999999,True,0.0008923499999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-02-12,2027Q3,2026-05-14,1.6961514299999996,2.07902957,2.12880495,,0.3,-0.3828781400000003,True,True,True,True,True,True,0.0497753800000002,False,-0.0497753800000002,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,cutoff,2026-02-12,2027Q4,2026-05-14,1.63296169,2.05689212,1.95721369,,0.3,-0.4239304299999999,True,True,True,True,True,True,-0.0996784300000002,True,0.0996784300000002,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2022-05-12,2022Q4,2022-08-11,18.87232319,12.749894,19.6557739,15.699043922150208,0.3,6.12242919,True,True,True,True,True,True,6.9058799,True,5.33897848,True,-0.2241293456995823,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2022-05-12,2023Q1,2022-08-11,12.68163563,7.85719611,16.1682854,16.393468660721574,0.3,4.82443952,True,True,True,True,True,True,8.311089289999998,True,1.3377897500000024,True,4.82443952,True,False,True,True,True,,,,,,,,,gain
CNB_MOMENTUM,report,2022-05-12,2023Q2,2022-08-11,5.314845869999999,3.78559228,11.4594623,11.15840613352934,0.3,1.5292535899999993,True,True,True,True,True,True,7.673870020000001,True,-4.615362840000001,False,1.5292535899999995,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,report,2022-11-10,2023Q2,2023-02-09,8.924765299999999,10.1921138,11.3077531,11.15840613352934,0.3,-1.2673485000000009,True,True,True,True,True,True,1.1156392999999998,False,-1.1156392999999998,False,-1.2673485000000009,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2022-05-12,2023Q3,2022-08-11,3.33300048,2.66301702,6.2621601,8.048806481176504,0.3,0.6699834600000001,True,True,True,True,True,True,3.59914308,True,-2.25917616,False,0.6699834600000001,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,report,2022-08-11,2023Q4,2022-11-10,6.26607521,4.24365217,4.23164098,7.563594181986673,0.3,2.02242304,True,True,True,True,True,True,-0.0120111899999999,False,-0.0120111899999999,False,2.02242304,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,report,2023-02-09,2023Q4,2023-05-11,11.01401698,7.62282898,8.33257222,7.563594181986673,0.3,3.3911880000000005,True,True,True,True,True,True,0.709743239999999,True,0.709743239999999,True,-3.3911880000000005,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2023-02-09,2024Q1,2023-05-11,1.8407236799999995,2.28509891,2.50204809,2.085759093902354,0.3,-0.4443752300000003,True,True,True,True,True,True,0.2169491800000003,False,-0.2169491800000003,False,-0.0456955978047082,False,False,False,True,True,,,,,,,,,immaterial
CNB_MOMENTUM,report,2023-11-09,2024Q3,2024-02-15,2.60014844,2.23573565,2.25182174,2.3104616266815143,0.3,0.3644127899999998,True,True,True,True,True,True,0.0160860899999999,True,0.0160860899999999,False,-0.2149608366369713,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2023-05-11,2024Q4,2023-08-10,1.4635525499999995,1.81285974,1.78466814,2.8836531940027847,0.3,-0.3493071900000002,True,True,True,True,True,True,-0.0281915999999999,True,0.0281915999999999,False,-0.3493071900000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2023-11-09,2024Q4,2024-02-15,3.71827992,2.75147403,2.71600921,2.8836531940027847,0.3,0.9668058899999998,True,True,True,True,True,True,-0.0354648199999996,False,-0.0354648199999996,False,-0.7024475619944299,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2024-05-09,2025Q1,2024-08-08,2.95543462,2.35125799,2.18682304,2.731002175839953,0.3,0.60417663,True,True,True,True,True,True,-0.1644349499999999,False,-0.1644349499999999,False,0.1553117416799057,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,report,2023-11-09,2025Q2,2024-02-15,2.35571975,1.97308566,1.90133475,2.380373322135417,0.3,0.38263409,True,True,True,True,True,True,-0.07175091,False,-0.07175091,False,0.38263409,True,False,False,True,True,,,,,,,,,gain
CNB_MOMENTUM,report,2024-11-14,2025Q2,2025-02-13,3.3845708200000004,2.56695573,2.23488009,2.380373322135417,0.3,0.8176150900000003,True,True,True,True,True,True,-0.3320756400000002,False,-0.3320756400000002,False,-0.8176150900000003,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2023-11-09,2025Q3,2024-02-15,2.6317710400000003,2.22360544,2.10922648,2.498824030135406,0.3,0.4081656000000002,True,True,True,True,True,True,-0.1143789600000002,False,-0.1143789600000002,False,0.1422715802708118,False,False,False,True,True,,,,,,,,,immaterial
CNB_MOMENTUM,report,2024-11-14,2025Q3,2025-02-13,3.3659961700000003,2.63406164,2.39037316,2.498824030135406,0.3,0.7319345300000002,True,True,True,True,True,True,-0.2436884799999998,False,-0.2436884799999998,False,-0.7319345300000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2023-11-09,2025Q4,2024-02-15,2.64061693,2.29729349,2.11605046,2.233358733189064,0.3,0.3433234400000002,True,True,True,True,True,True,-0.18124303,False,-0.18124303,False,-0.3433234400000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2024-11-14,2025Q4,2025-02-13,2.89866629,2.44980864,2.39852331,2.233358733189064,0.3,0.4488576499999999,True,True,True,True,True,True,-0.0512853300000002,False,-0.0512853300000002,False,-0.4488576499999999,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2024-11-14,2026Q1,2025-02-13,2.5617954600000004,2.24170294,2.24065602,1.6208666864394388,0.3,0.3200925200000002,True,True,True,True,True,True,-0.0010469200000002,False,-0.0010469200000002,False,-0.3200925200000002,False,True,False,True,True,,,,,,,,,loss
CNB_MOMENTUM,report,2026-02-12,2026Q3,2026-05-14,0.78885155,1.47111427,2.34598729,,0.3,-0.68226272,True,True,True,True,True,True,0.8748730200000001,False,-0.8748730200000001,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-02-12,2026Q4,2026-05-14,1.04541591,1.64784477,2.6040408,,0.3,-0.6024288600000001,True,True,True,True,True,True,0.95619603,False,-0.95619603,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-05-14,2026Q4,2026-08-13,3.56023683,2.6040408,2.3887179,,0.3,0.95619603,True,True,True,True,True,True,-0.2153228999999998,False,-0.2153228999999998,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-02-12,2027Q1,2026-05-14,1.5852025399999996,2.05955138,3.07913181,,0.3,-0.4743488400000002,True,True,True,True,True,True,1.01958043,False,-1.01958043,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-05-14,2027Q1,2026-08-13,4.098712239999999,3.07913181,2.8254517,,0.3,1.0195804299999995,True,True,True,True,True,True,-0.2536801099999999,False,-0.2536801099999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-02-12,2027Q2,2026-05-14,1.70003195,2.08366189,2.42050622,,0.3,-0.38362994,True,True,True,True,True,True,0.3368443299999999,False,-0.3368443299999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-05-14,2027Q2,2026-08-13,2.75735055,2.42050622,2.42139857,,0.3,0.3368443299999999,True,True,True,True,True,True,0.0008923499999999,True,0.0008923499999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-02-12,2027Q3,2026-05-14,1.6961514299999996,2.07902957,2.12880495,,0.3,-0.3828781400000003,True,True,True,True,True,True,0.0497753800000002,False,-0.0497753800000002,False,,False,False,False,True,True,,,,,,,,,unmatured
CNB_MOMENTUM,report,2026-02-12,2027Q4,2026-05-14,1.63296169,2.05689212,1.95721369,,0.3,-0.4239304299999999,True,True,True,True,True,True,-0.0996784300000002,True,0.0996784300000002,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2022-02-10,2022Q3,2022-05-12,2.0,8.17038043,13.8649926,17.578003612072624,0.3,-6.17038043,True,True,True,True,True,True,5.694612170000001,False,-5.694612170000001,False,-6.17038043,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-02-10,2022Q4,2022-05-12,2.0,6.62746481,12.749894,15.699043922150208,0.3,-4.62746481,True,True,True,True,True,True,6.122429189999999,False,-6.122429189999999,False,-4.627464810000001,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-02-10,2023Q1,2022-05-12,2.0,3.03275659,7.85719611,16.393468660721574,0.3,-1.03275659,True,True,True,True,True,True,4.82443952,False,-4.82443952,False,-1.03275659,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-05-12,2023Q2,2022-08-11,2.0,3.78559228,11.4594623,11.15840613352934,0.3,-1.78559228,True,True,True,True,True,True,7.673870020000001,False,-7.673870020000001,False,-1.7855922799999997,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-05-12,2023Q3,2022-08-11,2.0,2.66301702,6.2621601,8.048806481176504,0.3,-0.6630170199999998,True,True,True,True,True,True,3.59914308,False,-3.59914308,False,-0.6630170199999998,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-08-11,2023Q4,2022-11-10,2.0,4.24365217,4.23164098,7.563594181986673,0.3,-2.24365217,True,True,True,True,True,True,-0.0120111899999999,True,0.0120111899999999,False,-2.24365217,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-08-11,2024Q1,2022-11-10,2.0,2.67612758,2.72947414,2.085759093902354,0.3,-0.6761275800000002,True,True,True,True,True,True,0.05334656,False,-0.05334656,False,0.5046093921952925,True,False,False,True,True,,,,,,,,,gain
CONST_2,cutoff,2023-05-11,2024Q1,2023-08-10,2.0,2.50204809,2.54878083,2.085759093902354,0.3,-0.5020480900000002,True,True,True,True,True,True,0.0467327399999999,False,-0.0467327399999999,False,0.3305299021952925,True,False,False,True,True,,,,,,,,,gain
CONST_2,cutoff,2023-08-10,2024Q2,2023-11-09,2.0,2.34805158,2.60050989,2.4619743363836157,0.3,-0.3480515799999999,True,True,True,True,True,True,0.2524583100000002,False,-0.2524583100000002,False,-0.3480515799999999,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2022-08-11,2024Q4,2022-11-10,2.0,2.4643242,2.38947523,2.8836531940027847,0.3,-0.4643242000000001,True,True,True,True,True,True,-0.0748489700000001,True,0.0748489700000001,False,-0.4643242000000001,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2023-11-09,2024Q4,2024-02-15,2.0,2.75147403,2.71600921,2.8836531940027847,0.3,-0.7514740299999998,True,True,True,True,True,True,-0.0354648199999996,True,0.0354648199999996,False,-0.7514740299999998,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2023-08-10,2025Q1,2023-11-09,2.0,1.57384912,1.84748967,2.731002175839953,0.3,0.42615088,True,True,True,True,True,True,0.2736405500000001,True,0.2736405500000001,True,0.42615088,True,False,True,True,True,,,,,,,,,gain
CONST_2,cutoff,2024-05-09,2025Q1,2024-08-08,2.0,2.35125799,2.18682304,2.731002175839953,0.3,-0.3512579900000001,True,True,True,True,True,True,-0.1644349499999999,True,0.1644349499999999,True,-0.3512579900000001,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2023-08-10,2025Q2,2023-11-09,2.0,1.59045157,1.97308566,2.380373322135417,0.3,0.4095484300000001,True,True,True,True,True,True,0.38263409,True,0.38263409,True,0.4095484300000001,True,False,True,True,True,,,,,,,,,gain
CONST_2,cutoff,2024-11-14,2025Q2,2025-02-13,2.0,2.56695573,2.23488009,2.380373322135417,0.3,-0.5669557300000001,True,True,True,True,True,True,-0.3320756400000002,True,0.3320756400000002,True,-0.193790914270834,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2024-11-14,2025Q3,2025-02-13,2.0,2.63406164,2.39037316,2.498824030135406,0.3,-0.6340616400000001,True,True,True,True,True,True,-0.2436884799999998,True,0.2436884799999998,True,-0.3635864202708121,False,True,False,True,True,,,,,,,,,loss
CONST_2,cutoff,2024-11-14,2025Q4,2025-02-13,2.0,2.44980864,2.39852331,2.233358733189064,0.3,-0.4498086400000001,True,True,True,True,True,True,-0.0512853300000002,True,0.0512853300000002,False,-0.0169088263781271,False,False,False,True,True,,,,,,,,,immaterial
CONST_2,cutoff,2025-05-15,2026Q1,2025-08-14,2.0,2.30364068,2.55792051,1.6208666864394388,0.3,-0.30364068,True,True,True,True,True,True,0.2542798300000002,False,-0.2542798300000002,False,0.30364068,True,False,False,True,True,,,,,,,,,gain
