observation_date,PX_LAST
1999-01-31,49.1
1999-02-28,50.0
1999-03-31,50.5
1999-04-30,52.6
1999-05-31,53.9
1999-06-30,53.6
1999-07-31,55.1
1999-08-31,57.2
1999-09-30,57.7
1999-10-31,59.0
1999-11-30,58.9
1999-12-31,61.5
2000-01-31,60.7
2000-02-29,61.2
2000-03-31,64.3
2000-04-30,63.9
2000-05-31,63.9
2000-06-30,66.3
2000-07-31,66.7
2000-08-31,65.3
2000-09-30,67.7
2000-10-31,67.5
2000-11-30,67.6
2000-12-31,65.2
2001-01-31,61.0
2001-02-28,62.3
2001-03-31,61.8
2001-04-30,62.5
2001-05-31,63.2
2001-06-30,63.9
2001-07-31,62.5
2001-08-31,60.3
2001-09-30,60.8
2001-10-31,59.7
2001-11-30,57.3
2001-12-31,55.3
2002-01-31,54.1
2002-02-28,54.3
2002-03-31,54.7
2002-04-30,57.0
2002-05-31,56.5
2002-06-30,55.6
2002-07-31,54.8
2002-08-31,55.0
2002-09-30,56.4
2002-10-31,57.5
2002-11-30,56.5
2002-12-31,55.6
2003-01-31,57.8
2003-02-28,59.0
2003-03-31,61.7
2003-04-30,57.9
2003-05-31,54.0
2003-06-30,53.5
2003-07-31,54.3
2003-08-31,55.5
2003-09-30,56.9
2003-10-31,55.6
2003-11-30,56.5
2003-12-31,56.1
2004-01-31,56.5
2004-02-29,57.0
2004-03-31,58.1
2004-04-30,60.4
2004-05-31,62.9
2004-06-30,66.7
2004-07-31,68.9
2004-08-31,71.1
2004-09-30,71.5
2004-10-31,77.8
2004-11-30,76.5
2004-12-31,75.5
2005-01-31,81.2
2005-02-28,81.9
2005-03-31,82.9
2005-04-30,86.4
2005-05-31,84.0
2005-06-30,85.7
2005-07-31,88.3
2005-08-31,90.0
2005-09-30,95.0
2005-10-31,95.2
2005-11-30,92.6
2005-12-31,88.0
2006-01-31,89.8
2006-02-28,90.4
2006-03-31,90.7
2006-04-30,93.2
2006-05-31,93.6
2006-06-30,94.0
2006-07-31,95.9
2006-08-31,96.0
2006-09-30,92.8
2006-10-31,89.5
2006-11-30,88.4
2006-12-31,88.3
2007-01-31,86.6
2007-02-28,87.5
2007-03-31,90.4
2007-04-30,94.4
2007-05-31,97.0
2007-06-30,100.0
2007-07-31,101.0
2007-08-31,98.2
2007-09-30,100.2
2007-10-31,101.4
2007-11-30,106.9
2007-12-31,105.9
2008-01-31,110.2
2008-02-29,109.4
2008-03-31,111.7
2008-04-30,114.1
2008-05-31,121.6
2008-06-30,127.3
2008-07-31,125.6
2008-08-31,120.7
2008-09-30,119.0
2008-10-31,110.3
2008-11-30,95.6
2008-12-31,83.5
2009-01-31,82.0
2009-02-28,84.8
2009-03-31,82.6
2009-04-30,84.1
2009-05-31,84.9
2009-06-30,89.9
2009-07-31,88.1
2009-08-31,90.4
2009-09-30,90.4
2009-10-31,89.6
2009-11-30,93.4
2009-12-31,93.6
2010-01-31,97.5
2010-02-28,98.3
2010-03-31,103.0
2010-04-30,108.7
2010-05-31,110.3
2010-06-30,111.6
2010-07-31,110.7
2010-08-31,107.2
2010-09-30,108.0
2010-10-31,107.2
2010-11-30,108.7
2010-12-31,115.9
2011-01-31,119.1
2011-02-28,119.0
2011-03-31,125.3
2011-04-30,131.2
2011-05-31,130.6
2011-06-30,129.1
2011-07-31,127.7
2011-08-31,126.5
2011-09-30,127.8
2011-10-31,127.7
2011-11-30,129.1
2011-12-31,129.7
2012-01-31,133.0
2012-02-29,136.5
2012-03-31,140.1
2012-04-30,139.3
2012-05-31,135.1
2012-06-30,129.8
2012-07-31,129.9
2012-08-31,137.7
2012-09-30,138.6
2012-10-31,136.5
2012-11-30,133.2
2012-12-31,130.1
2013-01-31,131.0
2013-02-28,133.7
2013-03-31,132.3
2013-04-30,128.8
2013-05-31,126.6
2013-06-30,128.5
2013-07-31,130.1
2013-08-31,130.8
2013-09-30,130.6
2013-10-31,126.2
2013-11-30,127.7
2013-12-31,132.2
2014-01-31,130.1
2014-02-28,129.9
2014-03-31,127.8
2014-04-30,129.1
2014-05-31,129.0
2014-06-30,130.1
2014-07-31,131.1
2014-08-31,129.8
2014-09-30,129.5
2014-10-31,125.0
2014-11-30,118.8
2014-12-31,106.5
2015-01-31,95.0
2015-02-28,98.9
2015-03-31,105.5
2015-04-30,107.2
