scope,sample,model,n,mae,rmse,bias,max_abs
all_models_common,full,CORE_FEEDBACK_R21,1068,0.6412113955166805,0.9624930570220462,0.11135041904521763,4.2468427681601995
all_models_common,full,DAMPED_P95_Q001_R16,1068,0.6228023984990572,0.9428791849754131,0.1086977690439472,4.273998577958542
all_models_common,full,JOINT_DOMESTIC_R22,1068,0.5990721197650333,0.9675391676450154,0.1318828446260292,4.592015392989146
all_models_common,full,JOINT_ENET_R22,1068,0.6540927893838082,1.014687692206996,0.11581807856974344,4.520275580915365
all_models_common,full,JOINT_HALF_R22,1068,0.6053568923423418,0.9437847146028828,0.12158676988920303,4.401454482635494
all_models_common,full,JOINT_IMPORTED_R22,1068,0.6023465333566719,0.9691373164154273,0.13383238929963498,4.436769136315523
all_models_common,full,JOINT_LINEAR_R22,1068,0.607650485864665,0.9737368657593329,0.13143000224124907,4.56608111834801
all_models_common,full,JOINT_OWN_R22,1068,0.5968950953647427,0.9646379859628106,0.13490241244469178,4.43254617389099
all_models_common,full,JOINT_RF_R22,1068,0.6026028203663595,0.9692733124031564,0.1366299501156267,4.494317725807658
all_models_common,full,STABLE_LOCAL_CORE_R14B,1068,0.5264851881805831,0.885102657404148,0.1135142137184415,4.33150934331243
all_models_common,full,STATE_FAST_R15,1068,0.6314444686001951,0.9523214613072183,0.11154790218333249,4.234760960919994
all_models_common,origins_2019_2021,CORE_FEEDBACK_R21,408,0.6344293693164761,0.9378828963259911,0.23471127801832992,4.2468427681601995
all_models_common,origins_2019_2021,DAMPED_P95_Q001_R16,408,0.6112747717117263,0.9158847839378287,0.22963368053618358,4.273998577958542
all_models_common,origins_2019_2021,JOINT_DOMESTIC_R22,408,0.4459959753496487,0.8242361399588801,0.24978721310585972,4.592015392989146
all_models_common,origins_2019_2021,JOINT_ENET_R22,408,0.42971009870116683,0.8105901737075213,0.2383056196248908,4.520275580915365
all_models_common,origins_2019_2021,JOINT_HALF_R22,408,0.5162716834865612,0.8428412349566867,0.23917923651286993,4.401454482635494
all_models_common,origins_2019_2021,JOINT_IMPORTED_R22,408,0.4392233175265649,0.8033402242890783,0.2530924512943053,4.436769136315523
all_models_common,origins_2019_2021,JOINT_LINEAR_R22,408,0.43557231455120915,0.8151818786023192,0.24715989159539542,4.56608111834801
all_models_common,origins_2019_2021,JOINT_OWN_R22,408,0.451472319618455,0.8113215268099646,0.2572281939703171,4.43254617389099
all_models_common,origins_2019_2021,JOINT_RF_R22,408,0.43313620222609195,0.8113373826946763,0.24956482749833447,4.494317725807658
all_models_common,origins_2019_2021,STABLE_LOCAL_CORE_R14B,408,0.4350221096703633,0.7791362651065847,0.2197806788923689,4.33150934331243
all_models_common,origins_2019_2021,STATE_FAST_R15,408,0.6207337336672769,0.9223787661639866,0.23107447629795383,4.234760960919994
all_models_common,origins_2022_2023,CORE_FEEDBACK_R21,288,1.00909332465783,1.373469588093978,0.10673940113934464,3.903938601354495
all_models_common,origins_2022_2023,DAMPED_P95_Q001_R16,288,0.9931106666332651,1.3536710780821208,0.07659597817991018,3.7743035226709445
all_models_common,origins_2022_2023,JOINT_DOMESTIC_R22,288,1.060770735299217,1.468550954645043,0.2464920561030044,4.418525726985339
all_models_common,origins_2022_2023,JOINT_ENET_R22,288,1.1177170457777859,1.4662673140674245,0.22023504085984846,4.110489760771463
all_models_common,origins_2022_2023,JOINT_HALF_R22,288,1.0313310713170758,1.4082868482188895,0.19338346442421173,3.925557798537948
all_models_common,origins_2022_2023,JOINT_IMPORTED_R22,288,1.072451337928821,1.4689774366632309,0.24622634650804334,4.0435314666649695
all_models_common,origins_2022_2023,JOINT_LINEAR_R22,288,1.0873188029624103,1.4766264720131035,0.25012437859069564,4.073985061499977
all_models_common,origins_2022_2023,JOINT_OWN_R22,288,1.0582886398285258,1.4687316209780439,0.24272888804072654,4.298881567054287
all_models_common,origins_2022_2023,JOINT_RF_R22,288,1.078951585251516,1.4729535350533907,0.254223350575396,4.091490955132926
all_models_common,origins_2022_2023,STABLE_LOCAL_CORE_R14B,288,0.9799888568949133,1.3734079288224592,0.15669153366053207,3.717992482783762
all_models_common,origins_2022_2023,STATE_FAST_R15,288,1.0010679110301393,1.3673886862840698,0.13625211091610795,3.8545062228261617
all_models_common,origins_2024plus,CORE_FEEDBACK_R21,372,0.3638379307237569,0.48419173078664285,-0.020378767256229627,1.4914117611802902
all_models_common,origins_2024plus,DAMPED_P95_Q001_R16,372,0.3487553299683557,0.4622506594634458,0.0009113816246198633,1.4534726704095868
all_models_common,origins_2024plus,JOINT_DOMESTIC_R22,372,0.4095179951618935,0.5223374449746532,-0.08616133614047544,1.490475050766964
all_models_common,origins_2024plus,JOINT_ENET_R22,372,0.5412550258274965,0.7555202085279061,-0.0993620340379189,2.5066314762797264
all_models_common,origins_2024plus,JOINT_HALF_R22,372,0.3732767893005004,0.492637508383072,-0.06297015056385777,1.4795834988400878
all_models_common,origins_2024plus,JOINT_IMPORTED_R22,372,0.4173037600822222,0.5639622133088692,-0.08398364556554543,1.8537775199734972
all_models_common,origins_2024plus,JOINT_LINEAR_R22,372,0.4250252669714909,0.5524900088865325,-0.0873919742241604,1.7603482866397933
all_models_common,origins_2024plus,JOINT_OWN_R22,372,0.3991831375661297,0.52867645603614,-0.08273990969002092,1.507515892914463
all_models_common,origins_2024plus,JOINT_RF_R22,372,0.41968329325427356,0.5436834489638576,-0.07827416091813219,1.7368028502318156
all_models_common,origins_2024plus,STABLE_LOCAL_CORE_R14B,372,0.2756999178645685,0.35073197916155735,-0.0364637054597426,0.9882826696282243
all_models_common,origins_2024plus,STATE_FAST_R15,372,0.3570316418066646,0.47229320711346445,-0.03867159876775586,1.4093403681989385
all_models_common,recent_targets,CORE_FEEDBACK_R21,438,0.4135107464174632,0.556175587675177,-0.08049664609311044,2.507859736599806
all_models_common,recent_targets,DAMPED_P95_Q001_R16,438,0.3987748052534871,0.5380714521948935,-0.06568038749611725,2.515383566650272
all_models_common,recent_targets,JOINT_DOMESTIC_R22,438,0.44034766203301073,0.5612082865179929,-0.11360318779946482,2.12847475050872
all_models_common,recent_targets,JOINT_ENET_R22,438,0.5762444170482532,0.7760193674098935,-0.13923343624816595,2.5066314762797264
all_models_common,recent_targets,JOINT_HALF_R22,438,0.41301387479364843,0.5468513175698436,-0.10408460373693874,2.241271458382446
all_models_common,recent_targets,JOINT_IMPORTED_R22,438,0.44711824349312224,0.602977380590618,-0.11757971344475474,2.265695163770623
all_models_common,recent_targets,JOINT_LINEAR_R22,438,0.45297918767092343,0.5877068889992673,-0.11395008316769138,2.0593653694900054
all_models_common,recent_targets,JOINT_OWN_R22,438,0.43478295841004894,0.5751113427782747,-0.11852836634545157,2.4058280202426063
all_models_common,recent_targets,JOINT_RF_R22,438,0.4436149089294056,0.5737226271071056,-0.10040280028687214,1.9173569439782605
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,438,0.33131350472668697,0.45174658702758075,-0.12642699839117374,2.130223784714844
all_models_common,recent_targets,STATE_FAST_R15,438,0.40466663896334754,0.5416475151430531,-0.09439615244350633,2.4251844983739628
