clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,threshold,capture_ratio,relative_absolute_error_gain
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,0.5,0.721101152972675,0.721101152972675
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.31548462118809,11.23658150891361,-0.9210968877255183,0.67885263323274,1.5999495209582584,0.67885263323274,1.7114189930369244,True,False,True,0.5,0.42429628206404574,0.42429628206404574
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,10.815482315993968,11.23658150891361,-0.42109919291964104,1.1788503280386173,1.5999495209582584,1.1788503280386173,2.3825139393369876,True,False,True,0.5,0.7368047007711643,0.7368047007711643
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,10.901899365574742,11.23658150891361,-0.3346821433388669,1.2652673776193915,1.5999495209582584,1.2652673776193915,2.447826332544663,True,False,True,0.5,0.790817060816759,0.790817060816759
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_OWN_R22,10.652419226460319,11.23658150891361,-0.5841622824532902,1.0157872385049682,1.5999495209582584,1.0157872385049682,2.218592897373523,True,False,True,0.5,0.6348870543719294,0.6348870543719294
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_DOMESTIC_R22,10.663082722263594,11.23658150891361,-0.5734987866500152,1.0264507343082432,1.5999495209582584,1.0264507343082432,2.230937611325521,True,False,True,0.5,0.6415519495224266,0.6415519495224266
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_IMPORTED_R22,10.601453377282565,11.23658150891361,-0.6351281316310438,0.9648213893272146,1.5999495209582584,0.9648213893272146,2.15645072602542,True,False,True,0.5,0.6030323936403654,0.6030323936403654
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_LINEAR_R22,10.60796866640062,11.23658150891361,-0.6286128425129895,0.9713366784452688,1.5999495209582584,0.9713366784452688,2.1646843638423,True,False,True,0.5,0.6071045778141212,0.6071045778141212
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_ENET_R22,10.453918154948605,11.23658150891361,-0.7826633539650043,0.8172861669932541,1.5999495209582584,0.8172861669932541,1.947276543974811,True,False,True,0.5,0.5108199704349151,0.5108199704349151
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_RF_R22,10.630410249256153,11.23658150891361,-0.6061712596574562,0.9937782613008022,1.5999495209582584,0.9937782613008022,2.1923948735798535,True,False,True,0.5,0.6211310096243525,0.6211310096243525
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,JOINT_HALF_R22,10.699134751870112,11.23658150891361,-0.5374467570434973,1.062502763914761,1.5999495209582584,1.062502763914761,2.2709894529579886,True,False,True,0.5,0.6640851789363929,0.6640851789363929
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.766130674099614,15.77230851609123,-4.006177841991617,2.2610265140996137,6.267204356091231,2.2610265140996137,23.228389539344292,True,False,True,0.5,0.36077114860664683,0.36077114860664683
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.617180777830512,15.77230851609123,-5.155127738260719,1.1120766178305121,6.267204356091231,1.1120766178305121,12.70250844322383,True,False,True,0.5,0.17744380981444477,0.17744380981444477
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.903237780405385,15.77230851609123,-3.8690707356858454,2.3981336204053854,6.267204356091231,2.3981336204053854,24.308142083268294,True,False,True,0.5,0.3826480650937428,0.3826480650937428
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,12.013603124983982,15.77230851609123,-3.7587053911072488,2.508498964983982,6.267204356091231,2.508498964983982,25.149984223870206,True,False,True,0.5,0.40025804528711717,0.40025804528711717
