origin,target,model,predicted,actual,eligible,predicted_change,actual_change
2019-02,2019-11,CORE_FEEDBACK_R21,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,DAMPED_P95_Q001_R16,0,0.0,True,0.07218464969636251,-0.36520282553289585
2019-02,2019-11,JOINT_DOMESTIC_R22,0,0.0,True,-0.15014327878221945,-0.36520282553289585
2019-02,2019-11,JOINT_ENET_R22,0,0.0,True,0.8730795521241266,-0.36520282553289585
2019-02,2019-11,JOINT_HALF_R22,0,0.0,True,-0.06318852204069136,-0.36520282553289585
2019-02,2019-11,JOINT_IMPORTED_R22,0,0.0,True,-0.18787431444115166,-0.36520282553289585
2019-02,2019-11,JOINT_LINEAR_R22,0,0.0,True,0.005688361043846957,-0.36520282553289585
2019-02,2019-11,JOINT_OWN_R22,0,0.0,True,-0.3432187366807713,-0.36520282553289585
2019-02,2019-11,JOINT_RF_R22,0,0.0,True,0.21466610099138794,-0.36520282553289585
2019-02,2019-11,STABLE_LOCAL_CORE_R14B,0,0.0,True,-4.440892098500626e-16,-0.36520282553289585
2019-02,2019-11,STATE_FAST_R15,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-03,2019-12,CORE_FEEDBACK_R21,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,DAMPED_P95_Q001_R16,0,0.0,True,0.08341746897525937,0.39456003763463476
2019-03,2019-12,JOINT_DOMESTIC_R22,1,0.0,True,0.978221726615295,0.39456003763463476
2019-03,2019-12,JOINT_ENET_R22,1,0.0,True,1.7903633657956766,0.39456003763463476
2019-03,2019-12,JOINT_HALF_R22,1,0.0,True,0.5764236132722407,0.39456003763463476
2019-03,2019-12,JOINT_IMPORTED_R22,1,0.0,True,1.1583913172304214,0.39456003763463476
2019-03,2019-12,JOINT_LINEAR_R22,1,0.0,True,1.1877476584111162,0.39456003763463476
2019-03,2019-12,JOINT_OWN_R22,1,0.0,True,0.9289698467109138,0.39456003763463476
2019-03,2019-12,JOINT_RF_R22,1,0.0,True,1.586877953796646,0.39456003763463476
2019-03,2019-12,STABLE_LOCAL_CORE_R14B,0,0.0,True,-4.440892098500626e-16,0.39456003763463476
2019-03,2019-12,STATE_FAST_R15,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-04,2020-01,CORE_FEEDBACK_R21,0,0.0,True,0.0840288916061569,-0.6688584835320368
2019-04,2020-01,DAMPED_P95_Q001_R16,0,0.0,True,0.07304005759328547,-0.6688584835320368
2019-04,2020-01,JOINT_DOMESTIC_R22,0,0.0,True,0.0020778597873176707,-0.6688584835320368
2019-04,2020-01,JOINT_ENET_R22,0,0.0,True,0.06065029163094682,-0.6688584835320368
2019-04,2020-01,JOINT_HALF_R22,0,0.0,True,0.01799093996225487,-0.6688584835320368
2019-04,2020-01,JOINT_IMPORTED_R22,0,0.0,True,-0.04502984777892749,-0.6688584835320368
2019-04,2020-01,JOINT_LINEAR_R22,0,0.0,True,-0.047701771256679404,-0.6688584835320368
